sid,r_d_name,r_s_name,res_1,delay_1,res_2,delay_2
205732,물 클라우드드래곤,패시브 2,,,,
205742,물 클라우드드래곤,스탯 강화,,,,
205714,빛 클라우드드래곤,드래그 스킬,sfx_hurricane,0,,
205724,빛 클라우드드래곤,패시브 1,,,,
205734,빛 클라우드드래곤,패시브 2,,,,
205744,빛 클라우드드래곤,스탯 강화,,,,
205811,땅 블랙찡또,드래그 스킬,ui_summon,0,,
205821,땅 블랙찡또,패시브 1,sfx_wind,0;0.15;0.3,,
205831,땅 블랙찡또,패시브 2,,,,
205841,땅 블랙찡또,스탯 강화,,,,
205812,물 블랙찡또,드래그 스킬,ui_summon,0,,
205822,물 블랙찡또,패시브 1,sfx_wind,0;0.15;0.3,,
205832,물 블랙찡또,패시브 2,,,,
205842,물 블랙찡또,스탯 강화,,,,
205814,빛 블랙찡또,드래그 스킬,ui_summon,0,,
205824,빛 블랙찡또,패시브 1,sfx_wind,0;0.15;0.3,,
205834,빛 블랙찡또,패시브 2,,,,
205844,빛 블랙찡또,스탯 강화,,,,
205815,어둠 블랙찡또,드래그 스킬,ui_summon,0,,
205825,어둠 블랙찡또,패시브 1,sfx_wind,0;0.15;0.3,,
205835,어둠 블랙찡또,패시브 2,,,,
205845,어둠 블랙찡또,스탯 강화,,,,
205911,땅 고디움,드래그 스킬,ui_summon,0,sfx_claw,1;1.2
205921,땅 고디움,패시브 1,,,,
205931,땅 고디움,패시브 2,sfx_blackhole,0,,
205941,땅 고디움,드래그 강화,ui_summon,0,sfx_claw,1;1.2
205951,땅 고디움,리더 스킬,,,,
205913,불 고디움,드래그 스킬,ui_summon,0,sfx_claw,1;1.2
205923,불 고디움,패시브 1,,,,
205933,불 고디움,패시브 2,sfx_blackhole,0,,
205943,불 고디움,드래그 강화,ui_summon,0,sfx_claw,1;1.2
205953,불 고디움,리더 스킬,,,,
205914,빛 고디움,드래그 스킬,ui_summon,0,sfx_claw,1;1.2
205924,빛 고디움,패시브 1,,,,
205934,빛 고디움,패시브 2,sfx_blackhole,0,,
205944,빛 고디움,드래그 강화,ui_summon,0,sfx_claw,1;1.2
205954,빛 고디움,리더 스킬,,,,
205915,어둠 고디움,드래그 스킬,ui_summon,0,sfx_claw,1;1.2
205925,어둠 고디움,패시브 1,,,,
205935,어둠 고디움,패시브 2,sfx_blackhole,0,,
205945,어둠 고디움,드래그 강화,ui_summon,0,sfx_claw,1;1.2
205955,어둠 고디움,리더 스킬,,,,
206011,땅 리소드래곤,드래그 스킬,sfx_breath_laser,0.3,,
206021,땅 리소드래곤,패시브 1,,,,
206031,땅 리소드래곤,패시브 2,sfx_heal,0.2,,
206041,땅 리소드래곤,스탯 강화,,,,
206012,물 리소드래곤,드래그 스킬,sfx_breath_laser,0.3,,
206022,물 리소드래곤,패시브 1,,,,
206032,물 리소드래곤,패시브 2,sfx_heal,0.2,,
206042,물 리소드래곤,스탯 강화,,,,
206014,빛 리소드래곤,드래그 스킬,sfx_breath_laser,0.3,,
206024,빛 리소드래곤,패시브 1,,,,
206034,빛 리소드래곤,패시브 2,sfx_heal,0.2,,
206044,빛 리소드래곤,스탯 강화,,,,
206015,어둠 리소드래곤,드래그 스킬,sfx_breath_laser,0.3,,
206025,어둠 리소드래곤,패시브 1,,,,
206035,어둠 리소드래곤,패시브 2,sfx_heal,0.2,,
206045,어둠 리소드래곤,스탯 강화,,,,
206111,땅 메탈마그넷드래곤,드래그 스킬,sfx_breath_laser,0.3;0.5;0.6;0.7,sfx_thunderbolt,1;1.2;1.4
206121,땅 메탈마그넷드래곤,패시브 1,,,,
206131,땅 메탈마그넷드래곤,패시브 2,,,,
206141,땅 메탈마그넷드래곤,스탯 강화,,,,
206151,땅 메탈마그넷드래곤,리더 스킬,,,,
206112,물 메탈마그넷드래곤,드래그 스킬,sfx_breath_laser,0.3;0.5;0.6;0.7,sfx_thunderbolt,1;1.2;1.4
206122,물 메탈마그넷드래곤,패시브 1,,,,
206132,물 메탈마그넷드래곤,패시브 2,,,,
206142,물 메탈마그넷드래곤,스탯 강화,,,,
206152,물 메탈마그넷드래곤,리더 스킬,,,,
206113,불 메탈마그넷드래곤,드래그 스킬,sfx_breath_laser,0.3;0.5;0.6;0.7,sfx_thunderbolt,1;1.2;1.4
206123,불 메탈마그넷드래곤,패시브 1,,,,
206133,불 메탈마그넷드래곤,패시브 2,,,,
206143,불 메탈마그넷드래곤,스탯 강화,,,,
206153,불 메탈마그넷드래곤,리더 스킬,,,,
206213,불 블랙퀸,드래그 스킬,sfx_blackhole,0.5,sfx_explosion_big,2
206223,불 블랙퀸,패시브 1,,,,
206233,불 블랙퀸,패시브 2,,,,
206243,불 블랙퀸,드래그 강화,sfx_blackhole,0.5,sfx_explosion_big,2
206253,불 블랙퀸,리더 스킬,,,,
206215,어둠 블랙퀸,드래그 스킬,sfx_blackhole,0.5,sfx_explosion_big,2
206225,어둠 블랙퀸,패시브 1,,,,
206235,어둠 블랙퀸,패시브 2,,,,
206245,어둠 블랙퀸,드래그 강화,sfx_blackhole,0.5,sfx_explosion_big,2
206255,어둠 블랙퀸,리더 스킬,,,,
206314,빛 베네지드래곤,드래그 스킬,,,,
206324,빛 베네지드래곤,패시브 1,,,,
206334,빛 베네지드래곤,패시브 2,,,,
206344,빛 베네지드래곤,드래그 강화,,,,
206315,어둠 베네지드래곤,드래그 스킬,,,,
206325,어둠 베네지드래곤,패시브 1,,,,
206335,어둠 베네지드래곤,패시브 2,,,,
206345,어둠 베네지드래곤,드래그 강화,,,,
206411,땅 말덱,드래그 스킬,sfx_explosion_big,0,,
206421,땅 말덱,패시브 1,,,,
206431,땅 말덱,패시브 2,,,,
206441,땅 말덱,드래그 강화,sfx_explosion_big,0,,
206451,땅 말덱,리더 버프,,,,
206412,물 말덱,드래그 스킬,sfx_explosion_big,0,,
206422,물 말덱,패시브 1,,,,
206432,물 말덱,패시브 2,,,,
206442,물 말덱,드래그 강화,sfx_explosion_big,0,,
206452,물 말덱,리더 버프,,,,
206413,불 말덱,드래그 스킬,sfx_explosion_big,0,,
206423,불 말덱,패시브 1,,,,
206433,불 말덱,패시브 2,,,,
206443,불 말덱,드래그 강화,sfx_explosion_big,0,,
206453,불 말덱,리더 버프,,,,
206414,빛 말덱,드래그 스킬,sfx_explosion_big,0,,
206424,빛 말덱,패시브 1,,,,
206434,빛 말덱,패시브 2,,,,
206444,빛 말덱,드래그 강화,sfx_explosion_big,0,,
206454,빛 말덱,리더 버프,,,,
206511,땅 토템드래곤,드래그 스킬,sfx_heal,0.2,,
206521,땅 토템드래곤,패시브 1,,,,
206531,땅 토템드래곤,패시브 2,,,,
206541,땅 토템드래곤,드래그 강화,sfx_heal,0.2,,
206551,땅 토템드래곤,리더 버프,,,,
206513,불 토템드래곤,드래그 스킬,sfx_heal,0.2,,
206523,불 토템드래곤,패시브 1,,,,
206533,불 토템드래곤,패시브 2,,,,
206543,불 토템드래곤,드래그 강화,sfx_heal,0.2,,
206553,불 토템드래곤,리더 버프,,,,
206515,어둠 토템드래곤,드래그 스킬,sfx_heal,0.2,,
206525,어둠 토템드래곤,패시브 1,,,,
206535,어둠 토템드래곤,패시브 2,,,,
206545,어둠 토템드래곤,드래그 강화,sfx_heal,0.2,,
206555,어둠 토템드래곤,리더 버프,,,,
206612,물 마그나스,드래그 스킬,sfx_blackhole,0,,
206613,불 마그나스,드래그 스킬,sfx_blackhole,0,,
206615,어둠 마그나스,드래그 스킬,sfx_blackhole,0,,
206622,물 마그나스,패시브 1,sfx_wind,0,,
206623,불 마그나스,패시브 1,sfx_wind,0,,
206625,어둠 마그나스,패시브 1,sfx_wind,0,,
206632,물 마그나스,패시브 2,,,,
206633,불 마그나스,패시브 2,,,,
206635,어둠 마그나스,패시브 2,,,,
206711,땅 헬가스트,드래그 스킬,sfx_wind,0,,
206713,불 헬가스트,드래그 스킬,sfx_wind,0,,
206715,어둠 헬가스트,드래그 스킬,sfx_wind,0,,
206721,땅 헬가스트,패시브 1,sfx_heal,0.2,,
206723,불 헬가스트,패시브 1,sfx_heal,0.2,,
206725,어둠 헬가스트,패시브 1,sfx_heal,0.2,,
206731,땅 헬가스트,패시브 2,,,,
206733,불 헬가스트,패시브 2,,,,
206735,어둠 헬가스트,패시브 2,,,,
206741,땅 헬가스트,드래그 스킬,sfx_wind,0,,
206743,불 헬가스트,드래그 스킬,sfx_wind,0,,
206745,어둠 헬가스트,드래그 스킬,sfx_wind,0,,
206813,불 블랙아머,드래그 스킬,ui_summon,0,,
206814,빛 블랙아머,드래그 스킬,ui_summon,0,,
206815,어둠 블랙아머,드래그 스킬,ui_summon,0,,
206823,불 블랙아머,패시브 1,,,,
206824,빛 블랙아머,패시브 1,,,,
206825,어둠 블랙아머,패시브 1,,,,
206833,불 블랙아머,패시브 2,ui_summon,0,,
206834,빛 블랙아머,패시브 2,ui_summon,0,,
206835,어둠 블랙아머,패시브 2,ui_summon,0,,
206843,불 블랙아머,드래그 스킬,ui_summon,0,,
206844,빛 블랙아머,드래그 스킬,ui_summon,0,,
206845,어둠 블랙아머,드래그 스킬,ui_summon,0,,
206911,땅 데몽과가고일,드래그 스킬,sfx_blackhole,0,,
206912,물 데몽과가고일,드래그 스킬,sfx_blackhole,0,,
206915,어둠 데몽과가고일,드래그 스킬,sfx_blackhole,0,,
206921,땅 데몽과가고일,패시브 1,ui_summon,0,,
206922,물 데몽과가고일,패시브 1,ui_summon,0,,
206925,어둠 데몽과가고일,패시브 1,ui_summon,0,,
206931,땅 데몽과가고일,패시브 2,sfx_wind,0,,
206932,물 데몽과가고일,패시브 2,sfx_wind,0,,
206935,어둠 데몽과가고일,패시브 2,sfx_wind,0,,
206941,땅 데몽과가고일,드래그 스킬,sfx_blackhole,0,,
206942,물 데몽과가고일,드래그 스킬,sfx_blackhole,0,,
206945,어둠 데몽과가고일,드래그 스킬,sfx_blackhole,0,,
207011,땅 와일드드래곤,드래그 스킬,sfx_explosion_big,0.5,,
207012,물 와일드드래곤,드래그 스킬,sfx_explosion_big,0.5,,
207013,불 와일드드래곤,드래그 스킬,sfx_explosion_big,0.5,,
207021,땅 와일드드래곤,패시브 1,sfx_body_attack,0,,
207022,물 와일드드래곤,패시브 1,sfx_body_attack,0,,
207023,불 와일드드래곤,패시브 1,sfx_body_attack,0,,
207031,땅 와일드드래곤,패시브 2,sfx_earthquake,0,,
207032,물 와일드드래곤,패시브 2,sfx_earthquake,0,,
207033,불 와일드드래곤,패시브 2,sfx_earthquake,0,,
207111,땅 아프로디테,드래그 스킬,sfx_heal,0,,
207112,물 아프로디테,드래그 스킬,sfx_heal,0,,
207113,불 아프로디테,드래그 스킬,sfx_heal,0,,
207114,빛 아프로디테,드래그 스킬,sfx_heal,0,,
207115,어둠 아프로디테,드래그 스킬,sfx_heal,0,,
207121,땅 아프로디테,패시브 1,sfx_heal,0,,
207122,물 아프로디테,패시브 1,sfx_heal,0,,
207123,불 아프로디테,패시브 1,sfx_heal,0,,
207124,빛 아프로디테,패시브 1,sfx_heal,0,,
207125,어둠 아프로디테,패시브 1,sfx_heal,0,,
207131,땅 아프로디테,패시브 2,sfx_buff_get_1,0,,
207132,물 아프로디테,패시브 2,sfx_buff_get_1,0,,
207133,불 아프로디테,패시브 2,sfx_buff_get_1,0,,
207134,빛 아프로디테,패시브 2,sfx_buff_get_1,0,,
207135,어둠 아프로디테,패시브 2,sfx_buff_get_1,0,,
207211,땅 큐피트,드래그 스킬,sfx_explosion_small,0,,
207212,물 큐피트,드래그 스킬,sfx_explosion_small,0,,
207213,불 큐피트,드래그 스킬,sfx_explosion_small,0,,
207214,빛 큐피트,드래그 스킬,sfx_explosion_small,0,,
207215,어둠 큐피트,드래그 스킬,sfx_explosion_small,0,,
207221,땅 큐피트,패시브 1,sfx_buff_get_1,0,,
207222,물 큐피트,패시브 1,sfx_buff_get_1,0,,
207223,불 큐피트,패시브 1,sfx_buff_get_1,0,,
207224,빛 큐피트,패시브 1,sfx_buff_get_1,0,,
207225,어둠 큐피트,패시브 1,sfx_buff_get_1,0,,
207231,땅 큐피트,패시브 2,sfx_wind,0,,
207232,물 큐피트,패시브 2,sfx_wind,0,,
207233,불 큐피트,패시브 2,sfx_wind,0,,
207234,빛 큐피트,패시브 2,sfx_wind,0,,
207235,어둠 큐피트,패시브 2,sfx_wind,0,,
207241,땅 큐피트,드래그 강화,sfx_explosion_small,0,,
207242,물 큐피트,드래그 강화,sfx_explosion_small,0,,
207243,불 큐피트,드래그 강화,sfx_explosion_small,0,,
207244,빛 큐피트,드래그 강화,sfx_explosion_small,0,,
207245,어둠 큐피트,드래그 강화,sfx_explosion_small,0,,
207311,땅 태엽드래곤,드래그 스킬,sfx_explosion_big,2,,
207312,물 태엽드래곤,드래그 스킬,sfx_explosion_big,2,,
207313,불 태엽드래곤,드래그 스킬,sfx_explosion_big,2,,
207314,빛 태엽드래곤,드래그 스킬,sfx_explosion_big,2,,
207321,땅 태엽드래곤,패시브 1,sfx_wind,0,,
207322,물 태엽드래곤,패시브 1,sfx_wind,0,,
207323,불 태엽드래곤,패시브 1,sfx_wind,0,,
207324,빛 태엽드래곤,패시브 1,sfx_wind,0,,
207331,땅 태엽드래곤,패시브 2,,,,
207332,물 태엽드래곤,패시브 2,,,,
207333,불 태엽드래곤,패시브 2,,,,
207334,빛 태엽드래곤,패시브 2,,,,
207341,땅 태엽드래곤,스탯 강화,,,,
207342,물 태엽드래곤,스탯 강화,,,,
207343,불 태엽드래곤,스탯 강화,,,,
207344,빛 태엽드래곤,스탯 강화,,,,
207412,물 앙그라,드래그 스킬,sfx_blackhole,0,,
207422,물 앙그라,패시브 1,sfx_breath_fire,0,,
207432,물 앙그라,패시브 2,sfx_wind,0,,
207442,물 앙그라,드래그 강화,sfx_blackhole,0,,
207452,물 앙그라,리더 스킬,,0,,
207413,불 앙그라,드래그 스킬,sfx_blackhole,0,,
207423,불 앙그라,패시브 1,sfx_breath_fire,0,,
207433,불 앙그라,패시브 2,sfx_wind,0,,
207443,불 앙그라,드래그 강화,sfx_blackhole,0,,
207453,불 앙그라,리더 스킬,,0,,
207415,어둠 앙그라,드래그 스킬,sfx_blackhole,0,,
207425,어둠 앙그라,패시브 1,sfx_breath_fire,0,,
207435,어둠 앙그라,패시브 2,sfx_wind,0,,
207445,어둠 앙그라,드래그 강화,sfx_blackhole,0,,
207455,어둠 앙그라,리더 스킬,,0,,
207511,땅 파티드래곤,드래그 스킬,sfx_explosion_big,0,,
207512,물 파티드래곤,드래그 스킬,sfx_explosion_big,0,,
207513,불 파티드래곤,드래그 스킬,sfx_explosion_big,0,,
207514,빛 파티드래곤,드래그 스킬,sfx_explosion_big,0,,
207515,어둠 파티드래곤,드래그 스킬,sfx_explosion_big,0,,
207521,땅 파티드래곤,패시브 1,sfx_debuff_cure,0,,
207522,물 파티드래곤,패시브 1,sfx_debuff_cure,0,,
207523,불 파티드래곤,패시브 1,sfx_debuff_cure,0,,
207524,빛 파티드래곤,패시브 1,sfx_debuff_cure,0,,
207525,어둠 파티드래곤,패시브 1,sfx_debuff_cure,0,,
207531,땅 파티드래곤,패시브 2,sfx_wind,0,,
207532,물 파티드래곤,패시브 2,sfx_wind,0,,
207533,불 파티드래곤,패시브 2,sfx_wind,0,,
207534,빛 파티드래곤,패시브 2,sfx_wind,0,,
207535,어둠 파티드래곤,패시브 2,sfx_wind,0,,
207541,땅 파티드래곤,드래그 강화,sfx_explosion_big,0,,
207542,물 파티드래곤,드래그 강화,sfx_explosion_big,0,,
207543,불 파티드래곤,드래그 강화,sfx_explosion_big,0,,
207544,빛 파티드래곤,드래그 강화,sfx_explosion_big,0,,
207545,어둠 파티드래곤,드래그 강화,sfx_explosion_big,0,,
207551,땅 파티드래곤,리더 스킬,,,,
207552,물 파티드래곤,리더 스킬,,,,
207553,불 파티드래곤,리더 스킬,,,,
207554,빛 파티드래곤,리더 스킬,,,,
207555,어둠 파티드래곤,리더 스킬,,,,
207611,땅 크리마용,드래그 스킬,sfx_explosion_big,0.5,,
207612,물 크리마용,드래그 스킬,sfx_explosion_big,0.5,,
207613,불 크리마용,드래그 스킬,sfx_explosion_big,0.5,,
207621,땅 크리마용,패시브 1,sfx_buff_get_2,0,,
207622,물 크리마용,패시브 1,sfx_buff_get_2,0,,
207623,불 크리마용,패시브 1,sfx_buff_get_2,0,,
207631,땅 크리마용,패시브 2,sfx_shield,0,,
207632,물 크리마용,패시브 2,sfx_shield,0,,
207633,불 크리마용,패시브 2,sfx_shield,0,,
207641,땅 크리마용,패시브 3,sfx_heal,0,,
207642,물 크리마용,패시브 3,sfx_heal,0,,
207643,불 크리마용,패시브 3,sfx_heal,0,,
207651,땅 크리마용,드래그 스킬 (분기1),sfx_explosion_big,0.5,,
207652,물 크리마용,드래그 스킬 (분기1),sfx_explosion_big,0.5,,
207653,불 크리마용,드래그 스킬 (분기1),sfx_explosion_big,0.5,,
207661,땅 크리마용,드래그 스킬 (분기2),sfx_explosion_big,0.5,,
207662,물 크리마용,드래그 스킬 (분기2),sfx_explosion_big,0.5,,
207663,불 크리마용,드래그 스킬 (분기2),sfx_explosion_big,0.5,,
207671,땅 크리마용,드래그 스킬 (분기3),sfx_thunderbolt,1,sfx_explosion_big,1.5
207672,물 크리마용,드래그 스킬 (분기3),sfx_thunderbolt,1,sfx_explosion_big,1.5
207673,불 크리마용,드래그 스킬 (분기3),sfx_thunderbolt,1,sfx_explosion_big,1.5
207711,땅 타이탄,드래그 스킬,sfx_earthquake,0,,
207712,물 타이탄,드래그 스킬,sfx_earthquake,0,,
207713,불 타이탄,드래그 스킬,sfx_earthquake,0,,
207715,어둠 타이탄,드래그 스킬,sfx_earthquake,0,,
207721,땅 타이탄,패시브 1,sfx_buff_get_1,0,,
207722,물 타이탄,패시브 1,sfx_buff_get_1,0,,
207723,불 타이탄,패시브 1,sfx_buff_get_1,0,,
207725,어둠 타이탄,패시브 1,sfx_buff_get_1,0,,
207731,땅 타이탄,패시브 2,,,,
207732,물 타이탄,패시브 2,,,,
207733,불 타이탄,패시브 2,,,,
207735,어둠 타이탄,패시브 2,,,,
207741,땅 타이탄,패시브 3,,,,
207742,물 타이탄,패시브 3,,,,
207743,불 타이탄,패시브 3,,,,
207745,어둠 타이탄,패시브 3,,,,
207811,땅 미니드래곤,드래그 스킬,sfx_thunderbolt,0,,
207812,물 미니드래곤,드래그 스킬,sfx_thunderbolt,0,,
207813,불 미니드래곤,드래그 스킬,sfx_thunderbolt,0,,
207814,빛 미니드래곤,드래그 스킬,sfx_thunderbolt,0,,
207821,땅 미니드래곤,패시브 1,sfx_wind,0,,
207822,물 미니드래곤,패시브 1,sfx_wind,0,,
207823,불 미니드래곤,패시브 1,sfx_wind,0,,
207824,빛 미니드래곤,패시브 1,sfx_wind,0,,
207831,땅 미니드래곤,패시브 2,,,,
207832,물 미니드래곤,패시브 2,,,,
207833,불 미니드래곤,패시브 2,,,,
207834,빛 미니드래곤,패시브 2,,,,
207841,땅 미니드래곤,드래그 강화,sfx_thunderbolt,0,,
207842,물 미니드래곤,드래그 강화,sfx_thunderbolt,0,,
207843,불 미니드래곤,드래그 강화,sfx_thunderbolt,0,,
207844,빛 미니드래곤,드래그 강화,sfx_thunderbolt,0,,
207912,물 미트라,드래그 스킬,sfx_blackhole,0.5,,
207922,물 미트라,패시브 2,,,,
207932,물 미트라,패시브 1,,,,
207942,물 미트라,드래그 강화,sfx_blackhole,0.5,,
207914,빛 미트라,드래그 스킬,sfx_blackhole,0.5,,
207924,빛 미트라,패시브 2,,,,
207934,빛 미트라,패시브 1,,,,
207944,빛 미트라,드래그 강화,sfx_blackhole,0.5,,
208011,땅 뇌신,드래그 스킬,sfx_breath_thunderbolt,0,sfx_explosion_big,3
208013,불 뇌신,드래그 스킬,sfx_breath_thunderbolt,0,sfx_explosion_big,3
208014,빛 뇌신,드래그 스킬,sfx_breath_thunderbolt,0,sfx_explosion_big,3
208021,땅 뇌신,패시브 1,sfx_thunderbolt,0,,
208023,불 뇌신,패시브 1,sfx_thunderbolt,0,,
208024,빛 뇌신,패시브 1,sfx_thunderbolt,0,,
208031,땅 뇌신,패시브 2,,,,
208033,불 뇌신,패시브 2,,,,
208034,빛 뇌신,패시브 2,,,,
208041,땅 뇌신,드래그 스킬,sfx_breath_thunderbolt,0,sfx_explosion_big,3
208043,불 뇌신,드래그 스킬,sfx_breath_thunderbolt,0,sfx_explosion_big,3
208044,빛 뇌신,드래그 스킬,sfx_breath_thunderbolt,0,sfx_explosion_big,3
208111,땅 제트드래곤 ,드래그 스킬,sfx_breath_wind,0,,
208112,물 제트드래곤,드래그 스킬,sfx_breath_wind,0,,
208113,불 제트드래곤,드래그 스킬,sfx_breath_wind,0,,
208114,빛 제트드래곤,드래그 스킬,sfx_breath_wind,0,,
208121,땅 제트드래곤 ,패시브 1,,,,
208122,물 제트드래곤,패시브 1,,,,
208123,불 제트드래곤,패시브 1,,,,
208124,빛 제트드래곤,패시브 1,,,,
208131,땅 제트드래곤 ,패시브 2,,,,
208132,물 제트드래곤,패시브 2,,,,
208133,불 제트드래곤,패시브 2,,,,
208134,빛 제트드래곤,패시브 2,,,,
208141,땅 제트드래곤 ,드래그 강화,sfx_breath_wind,0,,
208142,물 제트드래곤,드래그 강화,sfx_breath_wind,0,,
208143,불 제트드래곤,드래그 강화,sfx_breath_wind,0,,
208144,빛 제트드래곤,드래그 강화,sfx_breath_wind,0,,
208211,땅 바그마 ,드래그 스킬,sfx_blackhole,0,sfx_explosion_big,2.1
208212,물 바그마,드래그 스킬,sfx_blackhole,0,sfx_explosion_big,2.1
208213,불 바그마,드래그 스킬,sfx_blackhole,0,sfx_explosion_big,2.1
208214,빛 바그마,드래그 스킬,sfx_blackhole,0,sfx_explosion_big,2.1
208221,땅 바그마 ,패시브 1,sfx_wind,0;0.15;0.3,,
208222,물 바그마,패시브 1,sfx_wind,0;0.15;0.3,,
208223,불 바그마,패시브 1,sfx_wind,0;0.15;0.3,,
208224,빛 바그마,패시브 1,sfx_wind,0;0.15;0.3,,
208231,땅 바그마 ,패시브 2,,,,
208232,물 바그마,패시브 2,,,,
208233,불 바그마,패시브 2,,,,
208234,빛 바그마,패시브 2,,,,
208241,땅 바그마 ,패시브 3,,,,
208242,물 바그마,패시브 3,,,,
208243,불 바그마,패시브 3,,,,
208244,빛 바그마,패시브 3,,,,
208611,땅 하데스,드래그 스킬,sfx_breath_laser,0,,
208612,물 하데스,드래그 스킬,sfx_breath_laser,0,,
208613,불 하데스,드래그 스킬,sfx_breath_laser,0,,
208615,어둠 하데스,드래그 스킬,sfx_breath_laser,0,,
208621,땅 하데스,패시브 1,,,,
208622,물 하데스,패시브 1,,,,
208623,불 하데스,패시브 1,,,,
208625,어둠 하데스,패시브 1,,,,
208631,땅 하데스,패시브 2,,,,
208632,물 하데스,패시브 2,,,,
208633,불 하데스,패시브 2,,,,
208635,어둠 하데스,패시브 2,,,,
208641,땅 하데스,드래그 강화,sfx_breath_laser,0,,
208642,물 하데스,드래그 강화,sfx_breath_laser,0,,
208643,불 하데스,드래그 강화,sfx_breath_laser,0,,
208645,어둠 하데스,드래그 강화,sfx_breath_laser,0,,
208811,땅 페넬리온,드래그 스킬,sfx_heal,0,,
208812,물 페넬리온,드래그 스킬,sfx_heal,0,,
208814,빛 페넬리온,드래그 스킬,sfx_heal,0,,
208815,어둠 페넬리온,드래그 스킬,sfx_heal,0,,
208821,땅 페넬리온,패시브 1,,,,
208822,물 페넬리온,패시브 1,,,,
208824,빛 페넬리온,패시브 1,,,,
208825,어둠 페넬리온,패시브 1,,,,
208831,땅 페넬리온,패시브 2,,,,
208832,물 페넬리온,패시브 2,,,,
208834,빛 페넬리온,패시브 2,,,,
208835,어둠 페넬리온,패시브 2,,,,
208841,땅 페넬리온,드래그 강화,sfx_heal,0,,
208842,물 페넬리온,드래그 강화,sfx_heal,0,,
208844,빛 페넬리온,드래그 강화,sfx_heal,0,,
208845,어둠 페넬리온,드래그 강화,sfx_heal,0,,
208911,땅 어비스엣지,드래그 스킬,sfx_body_attack,0,,
208912,물 어비스엣지,드래그 스킬,sfx_body_attack,0,,
208913,불 어비스엣지,드래그 스킬,sfx_body_attack,0,,
208914,빛 어비스엣지,드래그 스킬,sfx_body_attack,0,,
208921,땅 어비스엣지,패시브 1,,,,
208922,물 어비스엣지,패시브 1,,,,
208923,불 어비스엣지,패시브 1,,,,
208924,빛 어비스엣지,패시브 1,,,,
208931,땅 어비스엣지,패시브 2,,,,
208932,물 어비스엣지,패시브 2,,,,
208933,불 어비스엣지,패시브 2,,,,
208934,빛 어비스엣지,패시브 2,,,,
208941,땅 어비스엣지,패시브 3,,,,
208942,물 어비스엣지,패시브 3,,,,
208943,불 어비스엣지,패시브 3,,,,
208944,빛 어비스엣지,패시브 3,,,,
208511,땅 카멜레용,드래그 스킬,sfx_breath_wind,0,,
208512,물 카멜레용,드래그 스킬,sfx_breath_wind,0,,
208513,불 카멜레용,드래그 스킬,sfx_breath_wind,0,,
208521,땅 카멜레용,패시브 1,,,,
208522,물 카멜레용,패시브 1,,,,
208523,불 카멜레용,패시브 1,,,,
208531,땅 카멜레용,패시브 2,,,,
208532,물 카멜레용,패시브 2,,,,
208533,불 카멜레용,패시브 2,,,,
208541,땅 카멜레용,드래그 강화,sfx_breath_wind,0,,
208542,물 카멜레용,드래그 강화,sfx_breath_wind,0,,
208543,불 카멜레용,드래그 강화,sfx_breath_wind,0,,
209011,땅 슈팅스타,드래그 스킬,sfx_breath_fire,0,,
209012,물 슈팅스타,드래그 스킬,sfx_breath_fire,0,,
209013,불 슈팅스타,드래그 스킬,sfx_breath_fire,0,,
209014,빛 슈팅스타,드래그 스킬,sfx_breath_fire,0,,
209021,땅 슈팅스타,패시브 1,,,,
209022,물 슈팅스타,패시브 1,,,,
209023,불 슈팅스타,패시브 1,,,,
209024,빛 슈팅스타,패시브 1,,,,
209031,땅 슈팅스타,패시브 2,,,,
209032,물 슈팅스타,패시브 2,,,,
209033,불 슈팅스타,패시브 2,,,,
209034,빛 슈팅스타,패시브 2,,,,
209041,땅 슈팅스타,드래그 강화,sfx_breath_fire,0,,
209042,물 슈팅스타,드래그 강화,sfx_breath_fire,0,,
209043,불 슈팅스타,드래그 강화,sfx_breath_fire,0,,
209044,빛 슈팅스타,드래그 강화,sfx_breath_fire,0,,
208711,땅 아이리스(H),드래그 스킬,sfx_blackhole,0,,
208712,물 아이리스(H),드래그 스킬,sfx_blackhole,0,,
208714,빛 아이리스(H),드래그 스킬,sfx_blackhole,0,,
208721,땅 아이리스(H),패시브 1,,,,
208722,물 아이리스(H),패시브 1,,,,
208724,빛 아이리스(H),패시브 1,,,,
208731,땅 아이리스(H),패시브 2,,,,
208732,물 아이리스(H),패시브 2,,,,
208734,빛 아이리스(H),패시브 2,,,,
208741,땅 아이리스(H),드래그 강화,sfx_blackhole,0,,
208742,물 아이리스(H),드래그 강화,sfx_blackhole,0,,
208744,빛 아이리스(H),드래그 강화,sfx_blackhole,0,,
208751,땅 아이리스(D),드래그 스킬,sfx_blackhole,0,,
208752,물 아이리스(D),드래그 스킬,sfx_blackhole,0,,
208754,빛 아이리스(D),드래그 스킬,sfx_blackhole,0,,
208761,땅 아이리스(D),패시브 1,,,,
208762,물 아이리스(D),패시브 1,,,,
208764,빛 아이리스(D),패시브 1,,,,
208771,땅 아이리스(D),패시브 2,,,,
208772,물 아이리스(D),패시브 2,,,,
208774,빛 아이리스(D),패시브 2,,,,
208781,땅 아이리스(D),드래그 강화,sfx_blackhole,0,,
208782,물 아이리스(D),드래그 강화,sfx_blackhole,0,,
208784,빛 아이리스(D),드래그 강화,sfx_blackhole,0,,
210011,땅 솔라,드래그 스킬,sfx_breath_laser,0,,
