slid,sid,r_origin_rarity,r_origin_s_name,r_origin_power_rate,r_goal_powerate,lv,r_dragon,t_name,r_chance_type,r_count_power_rate,col_01,mod_01,val_01,t_desc,col_02,mod_02,val_02,col_03,mod_03,val_03,col_04,mod_04,val_04,col_05,mod_05,val_05
20832503,208325,legend,패시브 1,,,3,어둠 베르나,무지개의 날개,indie_time_short,,chance_value,add,-2,재사용 시간 3초 감소,,,,,,,,,,,,
20832504,208325,legend,패시브 1,,,4,어둠 베르나,무지개의 날개,indie_time_short,,chance_value,add,-2,재사용 시간 5초 감소,,,,,,,,,,,,
20832505,208325,legend,패시브 1,,,5,어둠 베르나,무지개의 날개,indie_time_short,,chance_value,add,-2,재사용 시간 7초 감소,,,,,,,,,,,,
20833501,208335,legend,패시브 2,,,1,어둠 베르나,별의 기적,teammate_dead,,,,,,,,,,,,,,,,,
20833502,208335,legend,패시브 2,,,2,어둠 베르나,별의 기적,teammate_dead,,add_option_time_2,add,0.5,지속시간 0.5초 증가,,,,,,,,,,,,
20833503,208335,legend,패시브 2,,,3,어둠 베르나,별의 기적,teammate_dead,,add_option_time_2,add,0.5,지속시간 1초 증가,,,,,,,,,,,,
20833504,208335,legend,패시브 2,,,4,어둠 베르나,별의 기적,teammate_dead,,add_option_time_2,add,1,지속시간 2초 증가,,,,,,,,,,,,
20833505,208335,legend,패시브 2,,,5,어둠 베르나,별의 기적,teammate_dead,,add_option_time_2,add,1,지속시간 3초 증가,,,,,,,,,,,,
20851101,208511,hero,드래그 스킬,290,145,1,땅 카멜레용,스파이럴 웨이브,active,5,,,,강화 효과 없음,,,,,,,,,,,,
20851102,208511,hero,드래그 스킬,290,145,2,땅 카멜레용,스파이럴 웨이브,active,5,power_rate,add,29,스킬의 피해량 10% 증가,,,,,,,,,,,,
20851103,208511,hero,드래그 스킬,290,145,3,땅 카멜레용,스파이럴 웨이브,active,5,power_rate,add,29,스킬의 피해량 20% 증가,,,,,,,,,,,,
20851104,208511,hero,드래그 스킬,290,145,4,땅 카멜레용,스파이럴 웨이브,active,5,power_rate,add,29,스킬의 피해량 30% 증가,,,,,,,,,,,,
20851105,208511,hero,드래그 스킬,290,145,5,땅 카멜레용,스파이럴 웨이브,active,2.5,power_rate,add,58,스킬의 피해량 50% 증가,,,,,,,,,,,,
20852101,208521,hero,패시브 1,,,1,땅 카멜레용,곤충 사냥,indie_time,,,,,강화 효과 없음,,,,,,,,,,,,
20852102,208521,hero,패시브 1,,,2,땅 카멜레용,곤충 사냥,indie_time,,chance_value,add,-1,재사용 시간 1초 감소,,,,,,,,,,,,
20852103,208521,hero,패시브 1,,,3,땅 카멜레용,곤충 사냥,indie_time,,chance_value,add,-1,재사용 시간 2초 감소,,,,,,,,,,,,
20852104,208521,hero,패시브 1,,,4,땅 카멜레용,곤충 사냥,indie_time,,chance_value,add,-1,재사용 시간 3초 감소,,,,,,,,,,,,
20852105,208521,hero,패시브 1,,,5,땅 카멜레용,곤충 사냥,indie_time,,chance_value,add,-2,재사용 시간 5초 감소,,,,,,,,,,,,
20853101,208531,hero,패시브 2,,,1,땅 카멜레용,체색변화,indie_time_short,,,,,강화 효과 없음,,,,,,,,,,,,
20853102,208531,hero,패시브 2,,,2,땅 카멜레용,체색변화,indie_time_short,,chance_value,add,-2,재사용 시간 2초 감소,,,,,,,,,,,,
20853103,208531,hero,패시브 2,,,3,땅 카멜레용,체색변화,indie_time_short,,chance_value,add,-2,재사용 시간 4초 감소,,,,,,,,,,,,
20853104,208531,hero,패시브 2,,,4,땅 카멜레용,체색변화,indie_time_short,,chance_value,add,-2,재사용 시간 6초 감소,,,,,,,,,,,,
20853105,208531,hero,패시브 2,,,5,땅 카멜레용,체색변화,indie_time_short,,chance_value,add,-2,재사용 시간 8초 감소,,,,,,,,,,,,
20851201,208512,hero,드래그 스킬,290,145,1,물 카멜레용,스파이럴 웨이브,active,5,,,,강화 효과 없음,,,,,,,,,,,,
20851202,208512,hero,드래그 스킬,290,145,2,물 카멜레용,스파이럴 웨이브,active,5,power_rate,add,29,스킬의 피해량 10% 증가,,,,,,,,,,,,
20851203,208512,hero,드래그 스킬,290,145,3,물 카멜레용,스파이럴 웨이브,active,5,power_rate,add,29,스킬의 피해량 20% 증가,,,,,,,,,,,,
20851204,208512,hero,드래그 스킬,290,145,4,물 카멜레용,스파이럴 웨이브,active,5,power_rate,add,29,스킬의 피해량 30% 증가,,,,,,,,,,,,
20851205,208512,hero,드래그 스킬,290,145,5,물 카멜레용,스파이럴 웨이브,active,2.5,power_rate,add,58,스킬의 피해량 50% 증가,,,,,,,,,,,,
20852201,208522,hero,패시브 1,,,1,물 카멜레용,곤충 사냥,basic_rate,,,,,강화 효과 없음,,,,,,,,,,,,
20852202,208522,hero,패시브 1,,,2,물 카멜레용,곤충 사냥,basic_rate,,chance_value,add,1,발동 확률 1% 증가,,,,,,,,,,,,
20852203,208522,hero,패시브 1,,,3,물 카멜레용,곤충 사냥,basic_rate,,chance_value,add,1,발동 확률 2% 증가,,,,,,,,,,,,
20852204,208522,hero,패시브 1,,,4,물 카멜레용,곤충 사냥,basic_rate,,chance_value,add,1,발동 확률 3% 증가,,,,,,,,,,,,
20852205,208522,hero,패시브 1,,,5,물 카멜레용,곤충 사냥,basic_rate,,chance_value,add,2,발동 확률 5% 증가,,,,,,,,,,,,
20853201,208532,hero,패시브 2,,,1,물 카멜레용,체색변화,basic_turn,,,,,,,,,,,,,,,,,
20853202,208532,hero,패시브 2,,,2,물 카멜레용,체색변화,basic_turn,,add_option_time_1,add,0.3,지속시간 0.3초 증가,,,,,,,,,,,,
20853203,208532,hero,패시브 2,,,3,물 카멜레용,체색변화,basic_turn,,add_option_time_1,add,0.3,지속시간 0.6초 증가,,,,,,,,,,,,
20853204,208532,hero,패시브 2,,,4,물 카멜레용,체색변화,basic_turn,,add_option_time_1,add,0.3,지속시간 0.9초 증가,,,,,,,,,,,,
20853205,208532,hero,패시브 2,,,5,물 카멜레용,체색변화,basic_turn,,add_option_time_1,add,0.6,지속시간 1.5초 증가,,,,,,,,,,,,
20851301,208513,hero,드래그 스킬,290,145,1,불 카멜레용,스파이럴 웨이브,active,5,,,,강화 효과 없음,,,,,,,,,,,,
20851302,208513,hero,드래그 스킬,290,145,2,불 카멜레용,스파이럴 웨이브,active,5,power_rate,add,29,스킬의 피해량 10% 증가,,,,,,,,,,,,
20851303,208513,hero,드래그 스킬,290,145,3,불 카멜레용,스파이럴 웨이브,active,5,power_rate,add,29,스킬의 피해량 20% 증가,,,,,,,,,,,,
20851304,208513,hero,드래그 스킬,290,145,4,불 카멜레용,스파이럴 웨이브,active,5,power_rate,add,29,스킬의 피해량 30% 증가,,,,,,,,,,,,
20851305,208513,hero,드래그 스킬,290,145,5,불 카멜레용,스파이럴 웨이브,active,2.5,power_rate,add,58,스킬의 피해량 50% 증가,,,,,,,,,,,,
20852301,208523,hero,패시브 1,,,1,불 카멜레용,곤충 사냥,indie_time,,,,,강화 효과 없음,,,,,,,,,,,,
20852302,208523,hero,패시브 1,,,2,불 카멜레용,곤충 사냥,indie_time,,chance_value,add,-1,재사용 시간 1초 감소,,,,,,,,,,,,
20852303,208523,hero,패시브 1,,,3,불 카멜레용,곤충 사냥,indie_time,,chance_value,add,-1,재사용 시간 2초 감소,,,,,,,,,,,,
20852304,208523,hero,패시브 1,,,4,불 카멜레용,곤충 사냥,indie_time,,chance_value,add,-1,재사용 시간 3초 감소,,,,,,,,,,,,
20852305,208523,hero,패시브 1,,,5,불 카멜레용,곤충 사냥,indie_time,,chance_value,add,-2,재사용 시간 5초 감소,,,,,,,,,,,,
20853301,208533,hero,패시브 2,,,1,불 카멜레용,체색변화,indie_time_short,,,,,강화 효과 없음,,,,,,,,,,,,
20853302,208533,hero,패시브 2,,,2,불 카멜레용,체색변화,indie_time_short,,chance_value,add,-2,재사용 시간 2초 감소,,,,,,,,,,,,
20853303,208533,hero,패시브 2,,,3,불 카멜레용,체색변화,indie_time_short,,chance_value,add,-2,재사용 시간 4초 감소,,,,,,,,,,,,
20853304,208533,hero,패시브 2,,,4,불 카멜레용,체색변화,indie_time_short,,chance_value,add,-2,재사용 시간 6초 감소,,,,,,,,,,,,
20853305,208533,hero,패시브 2,,,5,불 카멜레용,체색변화,indie_time_short,,chance_value,add,-2,재사용 시간 8초 감소,,,,,,,,,,,,
20841101,208411,legend,드래그 스킬,230,115,1,땅 타로스,작열의 손톱,active,5,,,,강화 효과 없음,,,,,,,,,,,,
20841102,208411,legend,드래그 스킬,230,115,2,땅 타로스,작열의 손톱,active,5,power_rate,add,23,스킬의 피해량 10% 증가,,,,,,,,,,,,
20841103,208411,legend,드래그 스킬,230,115,3,땅 타로스,작열의 손톱,active,5,power_rate,add,23,스킬의 피해량 20% 증가,,,,,,,,,,,,
20841104,208411,legend,드래그 스킬,230,115,4,땅 타로스,작열의 손톱,active,5,power_rate,add,23,스킬의 피해량 30% 증가,,,,,,,,,,,,
20841105,208411,legend,드래그 스킬,230,115,5,땅 타로스,작열의 손톱,active,2.5,power_rate,add,46,스킬의 피해량 50% 증가,,,,,,,,,,,,
20842101,208421,legend,패시브 1,,,1,땅 타로스,뜨거운 반격,under_atk_rate,,,,,강화 효과 없음,,,,,,,,,,,,
20842102,208421,legend,패시브 1,,,2,땅 타로스,뜨거운 반격,under_atk_rate,,chance_value,add,2,발동 확률 2% 증가,,,,,,,,,,,,
20842103,208421,legend,패시브 1,,,3,땅 타로스,뜨거운 반격,under_atk_rate,,chance_value,add,2,발동 확률 4% 증가,,,,,,,,,,,,
20842104,208421,legend,패시브 1,,,4,땅 타로스,뜨거운 반격,under_atk_rate,,chance_value,add,2,발동 확률 6% 증가,,,,,,,,,,,,
20842105,208421,legend,패시브 1,,,5,땅 타로스,뜨거운 반격,under_atk_rate,,chance_value,add,4,발동 확률 10% 증가,,,,,,,,,,,,
20843101,208431,legend,패시브 2,,,1,땅 타로스,화산의 수호,under_atk_turn,,,,,강화 효과 없음,,,,,,,,,,,,
20843102,208431,legend,패시브 2,,,2,땅 타로스,화산의 수호,under_atk_turn,,add_option_value_1,add,1,회복량 25% 증가,,,,,,,,,,,,
20843103,208431,legend,패시브 2,,,3,땅 타로스,화산의 수호,under_atk_turn,,add_option_value_1,add,1,회복량 50% 증가,,,,,,,,,,,,
20843104,208431,legend,패시브 2,,,4,땅 타로스,화산의 수호,under_atk_turn,,add_option_value_1,add,1,회복량 75% 증가,,,,,,,,,,,,
20843105,208431,legend,패시브 2,,,5,땅 타로스,화산의 수호,under_atk_turn,,add_option_value_1,add,1,회복량 100% 증가,,,,,,,,,,,,
20841201,208412,legend,드래그 스킬,230,115,1,물 타로스,작열의 손톱,active,5,,,,강화 효과 없음,,,,,,,,,,,,
20841202,208412,legend,드래그 스킬,230,115,2,물 타로스,작열의 손톱,active,5,power_rate,add,23,스킬의 피해량 10% 증가,,,,,,,,,,,,
20841203,208412,legend,드래그 스킬,230,115,3,물 타로스,작열의 손톱,active,5,power_rate,add,23,스킬의 피해량 20% 증가,,,,,,,,,,,,
20841204,208412,legend,드래그 스킬,230,115,4,물 타로스,작열의 손톱,active,5,power_rate,add,23,스킬의 피해량 30% 증가,,,,,,,,,,,,
20841205,208412,legend,드래그 스킬,230,115,5,물 타로스,작열의 손톱,active,2.5,power_rate,add,46,스킬의 피해량 50% 증가,,,,,,,,,,,,
20842201,208422,legend,패시브 1,,,1,물 타로스,뜨거운 반격,under_atk_rate,,,,,강화 효과 없음,,,,,,,,,,,,
20842202,208422,legend,패시브 1,,,2,물 타로스,뜨거운 반격,under_atk_rate,,chance_value,add,2,발동 확률 2% 증가,,,,,,,,,,,,
20842203,208422,legend,패시브 1,,,3,물 타로스,뜨거운 반격,under_atk_rate,,chance_value,add,2,발동 확률 4% 증가,,,,,,,,,,,,
20842204,208422,legend,패시브 1,,,4,물 타로스,뜨거운 반격,under_atk_rate,,chance_value,add,2,발동 확률 6% 증가,,,,,,,,,,,,
20842205,208422,legend,패시브 1,,,5,물 타로스,뜨거운 반격,under_atk_rate,,chance_value,add,4,발동 확률 10% 증가,,,,,,,,,,,,
20843201,208432,legend,패시브 2,,,1,물 타로스,화산의 수호,indie_time_short,,,,,강화 효과 없음,,,,,,,,,,,,
20843202,208432,legend,패시브 2,,,2,물 타로스,화산의 수호,indie_time_short,,add_option_value_1,add,1.25,회복량 25% 증가,,,,,,,,,,,,
20843203,208432,legend,패시브 2,,,3,물 타로스,화산의 수호,indie_time_short,,add_option_value_1,add,1.25,회복량 50% 증가,,,,,,,,,,,,
20843204,208432,legend,패시브 2,,,4,물 타로스,화산의 수호,indie_time_short,,add_option_value_1,add,1.25,회복량 75% 증가,,,,,,,,,,,,
20843205,208432,legend,패시브 2,,,5,물 타로스,화산의 수호,indie_time_short,,add_option_value_1,add,1.25,회복량 100% 증가,,,,,,,,,,,,
20841301,208413,legend,드래그 스킬,230,115,1,불 타로스,작열의 손톱,active,5,,,,강화 효과 없음,,,,,,,,,,,,
20841302,208413,legend,드래그 스킬,230,115,2,불 타로스,작열의 손톱,active,5,power_rate,add,23,스킬의 피해량 10% 증가,,,,,,,,,,,,
20841303,208413,legend,드래그 스킬,230,115,3,불 타로스,작열의 손톱,active,5,power_rate,add,23,스킬의 피해량 20% 증가,,,,,,,,,,,,
20841304,208413,legend,드래그 스킬,230,115,4,불 타로스,작열의 손톱,active,5,power_rate,add,23,스킬의 피해량 30% 증가,,,,,,,,,,,,
20841305,208413,legend,드래그 스킬,230,115,5,불 타로스,작열의 손톱,active,2.5,power_rate,add,46,스킬의 피해량 50% 증가,,,,,,,,,,,,
20842301,208423,legend,패시브 1,,,1,불 타로스,뜨거운 반격,under_atk_rate,,,,,강화 효과 없음,,,,,,,,,,,,
20842302,208423,legend,패시브 1,,,2,불 타로스,뜨거운 반격,under_atk_rate,,chance_value,add,2,발동 확률 2% 증가,,,,,,,,,,,,
20842303,208423,legend,패시브 1,,,3,불 타로스,뜨거운 반격,under_atk_rate,,chance_value,add,2,발동 확률 4% 증가,,,,,,,,,,,,
20842304,208423,legend,패시브 1,,,4,불 타로스,뜨거운 반격,under_atk_rate,,chance_value,add,2,발동 확률 6% 증가,,,,,,,,,,,,
20842305,208423,legend,패시브 1,,,5,불 타로스,뜨거운 반격,under_atk_rate,,chance_value,add,4,발동 확률 10% 증가,,,,,,,,,,,,
20843301,208433,legend,패시브 2,,,1,불 타로스,화산의 수호,under_atk_turn,,,,,강화 효과 없음,,,,,,,,,,,,
20843302,208433,legend,패시브 2,,,2,불 타로스,화산의 수호,under_atk_turn,,add_option_value_1,add,1,회복량 25% 증가,,,,,,,,,,,,
20843303,208433,legend,패시브 2,,,3,불 타로스,화산의 수호,under_atk_turn,,add_option_value_1,add,1,회복량 50% 증가,,,,,,,,,,,,
20843304,208433,legend,패시브 2,,,4,불 타로스,화산의 수호,under_atk_turn,,add_option_value_1,add,1,회복량 75% 증가,,,,,,,,,,,,
20843305,208433,legend,패시브 2,,,5,불 타로스,화산의 수호,under_atk_turn,,add_option_value_1,add,1,회복량 100% 증가,,,,,,,,,,,,
20841501,208415,legend,드래그 스킬,230,115,1,어둠 타로스,작열의 손톱,active,5,,,,강화 효과 없음,,,,,,,,,,,,
20841502,208415,legend,드래그 스킬,230,115,2,어둠 타로스,작열의 손톱,active,5,power_rate,add,23,스킬의 피해량 10% 증가,,,,,,,,,,,,
20841503,208415,legend,드래그 스킬,230,115,3,어둠 타로스,작열의 손톱,active,5,power_rate,add,23,스킬의 피해량 20% 증가,,,,,,,,,,,,
20841504,208415,legend,드래그 스킬,230,115,4,어둠 타로스,작열의 손톱,active,5,power_rate,add,23,스킬의 피해량 30% 증가,,,,,,,,,,,,
20841505,208415,legend,드래그 스킬,230,115,5,어둠 타로스,작열의 손톱,active,2.5,power_rate,add,46,스킬의 피해량 50% 증가,,,,,,,,,,,,
20842501,208425,legend,패시브 1,,,1,어둠 타로스,뜨거운 반격,avoid_rate,,,,,강화 효과 없음,,,,,,,,,,,,
20842502,208425,legend,패시브 1,,,2,어둠 타로스,뜨거운 반격,avoid_rate,,chance_value,add,3,발동 확률 3% 증가,,,,,,,,,,,,
20842503,208425,legend,패시브 1,,,3,어둠 타로스,뜨거운 반격,avoid_rate,,chance_value,add,3,발동 확률 6% 증가,,,,,,,,,,,,
20842504,208425,legend,패시브 1,,,4,어둠 타로스,뜨거운 반격,avoid_rate,,chance_value,add,3,발동 확률 9% 증가,,,,,,,,,,,,
20842505,208425,legend,패시브 1,,,5,어둠 타로스,뜨거운 반격,avoid_rate,,chance_value,add,6,발동 확률 15% 증가,,,,,,,,,,,,
20843501,208435,legend,패시브 2,,,1,어둠 타로스,화산의 수호,indie_time_short,,,,,강화 효과 없음,,,,,,,,,,,,
20843502,208435,legend,패시브 2,,,2,어둠 타로스,화산의 수호,indie_time_short,,add_option_value_1,add,1.25,회복량 25% 증가,,,,,,,,,,,,
20843503,208435,legend,패시브 2,,,3,어둠 타로스,화산의 수호,indie_time_short,,add_option_value_1,add,1.25,회복량 50% 증가,,,,,,,,,,,,
20843504,208435,legend,패시브 2,,,4,어둠 타로스,화산의 수호,indie_time_short,,add_option_value_1,add,1.25,회복량 75% 증가,,,,,,,,,,,,
20843505,208435,legend,패시브 2,,,5,어둠 타로스,화산의 수호,indie_time_short,,add_option_value_1,add,1.25,회복량 100% 증가,,,,,,,,,,,,
20861101,208611,legend,드래그 스킬,173,87,1,땅 하데스,영원한 고통,active,5,,,,강화 효과 없음,,,,,,,,,,,,
20861102,208611,legend,드래그 스킬,173,87,2,땅 하데스,영원한 고통,active,5,power_rate,add,17,스킬의 피해량 10% 증가,,,,,,,,,,,,
20861103,208611,legend,드래그 스킬,173,87,3,땅 하데스,영원한 고통,active,5,power_rate,add,17,스킬의 피해량 20% 증가,,,,,,,,,,,,
20861104,208611,legend,드래그 스킬,173,87,4,땅 하데스,영원한 고통,active,5,power_rate,add,17,스킬의 피해량 30% 증가,,,,,,,,,,,,
20861105,208611,legend,드래그 스킬,173,87,5,땅 하데스,영원한 고통,active,2.5,power_rate,add,35,스킬의 피해량 50% 증가,,,,,,,,,,,,
20862101,208621,legend,패시브 1,144,72,1,땅 하데스,지옥 쐐기,indie_time,5,,,,강화 효과 없음,,,,,,,,,,,,
20862102,208621,legend,패시브 1,144,72,2,땅 하데스,지옥 쐐기,indie_time,5,power_rate,add,14,스킬의 피해량 10% 증가,,,,,,,,,,,,
20862103,208621,legend,패시브 1,144,72,3,땅 하데스,지옥 쐐기,indie_time,5,power_rate,add,14,스킬의 피해량 20% 증가,,,,,,,,,,,,
20862104,208621,legend,패시브 1,144,72,4,땅 하데스,지옥 쐐기,indie_time,5,power_rate,add,14,스킬의 피해량 30% 증가,,,,,,,,,,,,
20862105,208621,legend,패시브 1,144,72,5,땅 하데스,지옥 쐐기,indie_time,2.5,power_rate,add,29,스킬의 피해량 50% 증가,,,,,,,,,,,,
20863101,208631,legend,패시브 2,,,1,땅 하데스,영속의 권위,passive,,,,,강화 효과 없음,,,,,,,,,,,,
20863102,208631,legend,패시브 2,,,2,땅 하데스,영속의 권위,passive,,add_option_value_1,add,2,치명 확률 2% 추가 증가,,,,,,,,,,,,
20863103,208631,legend,패시브 2,,,3,땅 하데스,영속의 권위,passive,,add_option_value_1,add,2,치명 확률 4% 추가 증가,,,,,,,,,,,,
20863104,208631,legend,패시브 2,,,4,땅 하데스,영속의 권위,passive,,add_option_value_1,add,2,치명 확률 6% 추가 증가,,,,,,,,,,,,
20863105,208631,legend,패시브 2,,,5,땅 하데스,영속의 권위,passive,,add_option_value_1,add,4,치명 확률 10% 추가 증가,,,,,,,,,,,,
20861201,208612,legend,드래그 스킬,173,87,1,물 하데스,영원한 고통,active,5,,,,강화 효과 없음,,,,,,,,,,,,
20861202,208612,legend,드래그 스킬,173,87,2,물 하데스,영원한 고통,active,5,power_rate,add,17,스킬의 피해량 10% 증가,,,,,,,,,,,,
20861203,208612,legend,드래그 스킬,173,87,3,물 하데스,영원한 고통,active,5,power_rate,add,17,스킬의 피해량 20% 증가,,,,,,,,,,,,
20861204,208612,legend,드래그 스킬,173,87,4,물 하데스,영원한 고통,active,5,power_rate,add,17,스킬의 피해량 30% 증가,,,,,,,,,,,,
20861205,208612,legend,드래그 스킬,173,87,5,물 하데스,영원한 고통,active,2.5,power_rate,add,35,스킬의 피해량 50% 증가,,,,,,,,,,,,
20862201,208622,legend,패시브 1,144,72,1,물 하데스,지옥 쐐기,indie_time,5,,,,강화 효과 없음,,,,,,,,,,,,
20862202,208622,legend,패시브 1,144,72,2,물 하데스,지옥 쐐기,indie_time,5,power_rate,add,14,스킬의 피해량 10% 증가,,,,,,,,,,,,
20862203,208622,legend,패시브 1,144,72,3,물 하데스,지옥 쐐기,indie_time,5,power_rate,add,14,스킬의 피해량 20% 증가,,,,,,,,,,,,
20862204,208622,legend,패시브 1,144,72,4,물 하데스,지옥 쐐기,indie_time,5,power_rate,add,14,스킬의 피해량 30% 증가,,,,,,,,,,,,
20862205,208622,legend,패시브 1,144,72,5,물 하데스,지옥 쐐기,indie_time,2.5,power_rate,add,29,스킬의 피해량 50% 증가,,,,,,,,,,,,
20863201,208632,legend,패시브 2,,,1,물 하데스,영속의 권위,passive,,,,,강화 효과 없음,,,,,,,,,,,,
20863202,208632,legend,패시브 2,,,2,물 하데스,영속의 권위,passive,,add_option_value_1,add,2,치명 확률 2% 추가 증가,,,,,,,,,,,,
20863203,208632,legend,패시브 2,,,3,물 하데스,영속의 권위,passive,,add_option_value_1,add,2,치명 확률 4% 추가 증가,,,,,,,,,,,,
20863204,208632,legend,패시브 2,,,4,물 하데스,영속의 권위,passive,,add_option_value_1,add,2,치명 확률 6% 추가 증가,,,,,,,,,,,,
20863205,208632,legend,패시브 2,,,5,물 하데스,영속의 권위,passive,,add_option_value_1,add,4,치명 확률 10% 추가 증가,,,,,,,,,,,,
20861301,208613,legend,드래그 스킬,173,87,1,불 하데스,영원한 고통,active,5,,,,강화 효과 없음,,,,,,,,,,,,
20861302,208613,legend,드래그 스킬,173,87,2,불 하데스,영원한 고통,active,5,power_rate,add,17,스킬의 피해량 10% 증가,,,,,,,,,,,,
20861303,208613,legend,드래그 스킬,173,87,3,불 하데스,영원한 고통,active,5,power_rate,add,17,스킬의 피해량 20% 증가,,,,,,,,,,,,
20861304,208613,legend,드래그 스킬,173,87,4,불 하데스,영원한 고통,active,5,power_rate,add,17,스킬의 피해량 30% 증가,,,,,,,,,,,,
20861305,208613,legend,드래그 스킬,173,87,5,불 하데스,영원한 고통,active,2.5,power_rate,add,35,스킬의 피해량 50% 증가,,,,,,,,,,,,
20862301,208623,legend,패시브 1,144,72,1,불 하데스,지옥 쐐기,indie_time,5,,,,강화 효과 없음,,,,,,,,,,,,
20862302,208623,legend,패시브 1,144,72,2,불 하데스,지옥 쐐기,indie_time,5,power_rate,add,14,스킬의 피해량 10% 증가,,,,,,,,,,,,
20862303,208623,legend,패시브 1,144,72,3,불 하데스,지옥 쐐기,indie_time,5,power_rate,add,14,스킬의 피해량 20% 증가,,,,,,,,,,,,
20862304,208623,legend,패시브 1,144,72,4,불 하데스,지옥 쐐기,indie_time,5,power_rate,add,14,스킬의 피해량 30% 증가,,,,,,,,,,,,
20862305,208623,legend,패시브 1,144,72,5,불 하데스,지옥 쐐기,indie_time,2.5,power_rate,add,29,스킬의 피해량 50% 증가,,,,,,,,,,,,
20863301,208633,legend,패시브 2,,,1,불 하데스,영속의 권위,passive,,,,,강화 효과 없음,,,,,,,,,,,,
20863302,208633,legend,패시브 2,,,2,불 하데스,영속의 권위,passive,,add_option_value_1,add,2,공격력 2% 추가 증가,,,,,,,,,,,,
20863303,208633,legend,패시브 2,,,3,불 하데스,영속의 권위,passive,,add_option_value_1,add,2,공격력 4% 추가 증가,,,,,,,,,,,,
20863304,208633,legend,패시브 2,,,4,불 하데스,영속의 권위,passive,,add_option_value_1,add,2,공격력 6% 추가 증가,,,,,,,,,,,,
20863305,208633,legend,패시브 2,,,5,불 하데스,영속의 권위,passive,,add_option_value_1,add,4,공격력 10% 추가 증가,,,,,,,,,,,,
20861501,208615,legend,드래그 스킬,173,87,1,어둠 하데스,영원한 고통,active,5,,,,강화 효과 없음,,,,,,,,,,,,
20861502,208615,legend,드래그 스킬,173,87,2,어둠 하데스,영원한 고통,active,5,power_rate,add,17,스킬의 피해량 10% 증가,,,,,,,,,,,,
20861503,208615,legend,드래그 스킬,173,87,3,어둠 하데스,영원한 고통,active,5,power_rate,add,17,스킬의 피해량 20% 증가,,,,,,,,,,,,
20861504,208615,legend,드래그 스킬,173,87,4,어둠 하데스,영원한 고통,active,5,power_rate,add,17,스킬의 피해량 30% 증가,,,,,,,,,,,,
20861505,208615,legend,드래그 스킬,173,87,5,어둠 하데스,영원한 고통,active,2.5,power_rate,add,35,스킬의 피해량 50% 증가,,,,,,,,,,,,
20862501,208625,legend,패시브 1,144,72,1,어둠 하데스,지옥 쐐기,indie_time,5,,,,강화 효과 없음,,,,,,,,,,,,
20862502,208625,legend,패시브 1,144,72,2,어둠 하데스,지옥 쐐기,indie_time,5,power_rate,add,14,스킬의 피해량 10% 증가,,,,,,,,,,,,
20862503,208625,legend,패시브 1,144,72,3,어둠 하데스,지옥 쐐기,indie_time,5,power_rate,add,14,스킬의 피해량 20% 증가,,,,,,,,,,,,
20862504,208625,legend,패시브 1,144,72,4,어둠 하데스,지옥 쐐기,indie_time,5,power_rate,add,14,스킬의 피해량 30% 증가,,,,,,,,,,,,
20862505,208625,legend,패시브 1,144,72,5,어둠 하데스,지옥 쐐기,indie_time,2.5,power_rate,add,29,스킬의 피해량 50% 증가,,,,,,,,,,,,
20863501,208635,legend,패시브 2,,,1,어둠 하데스,영속의 권위,passive,,,,,강화 효과 없음,,,,,,,,,,,,
20863502,208635,legend,패시브 2,,,2,어둠 하데스,영속의 권위,passive,,add_option_value_1,add,2,치명 피해 2% 추가 증가,,,,,,,,,,,,
20863503,208635,legend,패시브 2,,,3,어둠 하데스,영속의 권위,passive,,add_option_value_1,add,2,치명 피해 4% 추가 증가,,,,,,,,,,,,
20863504,208635,legend,패시브 2,,,4,어둠 하데스,영속의 권위,passive,,add_option_value_1,add,2,치명 피해 6% 추가 증가,,,,,,,,,,,,
20863505,208635,legend,패시브 2,,,5,어둠 하데스,영속의 권위,passive,,add_option_value_1,add,4,치명 피해 10% 추가 증가,,,,,,,,,,,,
20871101,208711,legend,드래그 스킬,432,216,1,땅 아이리스(H),파괴의 용언,active,5,,,,강화 효과 없음,,,,,,,,,,,,
20871102,208711,legend,드래그 스킬,432,216,2,땅 아이리스(H),파괴의 용언,active,5,power_rate,add,43,스킬의 피해량 10% 증가,,,,,,,,,,,,
20871103,208711,legend,드래그 스킬,432,216,3,땅 아이리스(H),파괴의 용언,active,5,power_rate,add,43,스킬의 피해량 20% 증가,,,,,,,,,,,,
20871104,208711,legend,드래그 스킬,432,216,4,땅 아이리스(H),파괴의 용언,active,5,power_rate,add,43,스킬의 피해량 30% 증가,,,,,,,,,,,,
20871105,208711,legend,드래그 스킬,432,216,5,땅 아이리스(H),파괴의 용언,active,2.5,power_rate,add,86,스킬의 피해량 50% 증가,,,,,,,,,,,,
20872101,208721,legend,패시브 1,,,1,땅 아이리스(H),변신,under_self_hp,,,,,강화 효과 없음,,,,,,,,,,,,
20872102,208721,legend,패시브 1,,,2,땅 아이리스(H),변신,under_self_hp,,add_option_time_1,add,1,무적 시간 1초 증가,,,,,,,,,,,,
20872103,208721,legend,패시브 1,,,3,땅 아이리스(H),변신,under_self_hp,,add_option_time_1,add,1,무적 시간 2초 증가,,,,,,,,,,,,
