mid,t_name,type,res,dark_mode,scale,pattern,rarity,attr,role,size_type,icon,coin,skill_basic,skill_1,skill_2,skill_3,skill_4,skill_5,skill_6,skill_7,skill_8,skill_9,atk_max,def_max,hp_max,r_스텟점수,aspd,cri_chance,cri_dmg,hit_rate,avoid,cri_avoid,accuracy,resistance,r_dps,r_ehp,r_적중/치회/회피 합
301073,플라잉 스컬,flying_skull,res/character/monster/common_flying_skull_fire/common_flying_skull_fire.spine,0,1,ignore,common,fire,dealer,s,res/ui/icons/mon/flying_skull_@.png,2,230000,230057,,,,,,,,,4320,1150,21600,63,20,30,50,0,20,0,0,0,5962,42300,20
301083,불 와이번,wyvern,res/character/monster/common_wyvern_@/common_wyvern_@.spine,0,1,ignore,common,fire,dealer,s,res/ui/icons/mon/wyvern_@.png,2,230000,230061,,,,,,,,,6000,650,31600,79,20,10,50,0,0,30,0,0,7560,48717,30
301014,픽시,pixie,res/character/monster/common_pixie_light/common_pixie_light.spine,0,1,ignore,common,light,dealer,s,res/ui/icons/mon/pixie_@.png,2,230048,,,,,,,,,,3360,1500,20800,57,50,10,50,50,10,0,0,0,5292,46800,60
301024,만드라고라:빛,mandragora,res/character/monster/common_mandragora_earth/common_mandragora_earth.spine,0,1,ignore,common,light,dealer,s,res/ui/icons/mon/mandragora_@.png,2,230053,230054,,,,,,,,,3200,2000,20400,60,0,10,50,0,10,10,0,0,3360,54400,20
301034,빛 와이번,wyvern,res/character/monster/common_wyvern_@/common_wyvern_@.spine,0,1,ignore,common,light,dealer,s,res/ui/icons/mon/wyvern_@.png,2,230000,230061,,,,,,,,,6000,650,31600,79,20,10,50,0,0,30,0,0,7560,48717,30
301045,만드라고라:어둠,mandragora,res/character/monster/common_mandragora_earth/common_mandragora_earth.spine,0,1,ignore,common,dark,dealer,s,res/ui/icons/mon/mandragora_@.png,2,230053,230054,,,,,,,,,3200,2000,20400,60,0,10,50,0,10,10,0,0,3360,54400,20
301055,루미에,lumiere,res/character/monster/common_lumiere_dark/common_lumiere_dark.spine,0,1,ignore,common,dark,dealer,s,res/ui/icons/mon/lumiere_@.png,2,230000,230056,,,,,,,,,3360,500,27200,49,35,25,75,0,5,5,0,0,5387,38533,10
301065,미니언,minion,res/character/monster/common_minion_dark/common_minion_dark.spine,0,0.5,ignore,common,dark,tanker,s,res/ui/icons/mon/minion_@.png,2,230000,230058,,,,,,,,,4800,900,18800,65,50,10,75,0,5,5,0,0,7740,32900,10
301075,어둠 와이번,wyvern,res/character/monster/common_wyvern_@/common_wyvern_@.spine,0,1,ignore,common,dark,dealer,s,res/ui/icons/mon/wyvern_@.png,2,230000,230061,,,,,,,,,6000,650,31600,79,20,10,50,0,0,30,0,0,7560,48717,30
301044,미믹,mimic,res/character/monster/common_mimic_light/common_mimic_light.spine,0,1,ignore,common,light,dealer,s,res/ui/icons/mon/mimic_@.png,2,230063,,,,,,,,,,1600,2000,28800,48,30,30,50,50,0,80,0,0,2392,76800,130
301054,보물 고블린,treasuregoblin,res/character/monster/common_treasuregoblin_light/common_treasuregoblin_light.spine,0,1,ignore,common,light,supporter,s,res/ui/icons/mon/treasuregoblin_@.png,2,230000,,,,,,,,,,3040,1550,21600,55,10,0,0,0,10,10,0,0,3344,49500,20
301095,자수정 몬스터,amethystmonster,res/character/monster/common_amethystmonster_dark/common_amethystmonster_dark.spine,0,1,ignore,common,dark,dealer,s,res/ui/icons/mon/amethystmonster_@.png,2,230000,,,,,,,,,,1440,2000,22400,43,0,15,50,0,10,10,0,0,1548,59733,20
302011,킬러비,killerbee,res/character/monster/elite_killerbee_earth/elite_killerbee_earth.spine,0,1,ignore,elite,earth,dealer,m,res/ui/icons/mon/killerbee_@.png,4,231009,231011,231002,239001,,,,,,,5000,1500,500000,265,25,30,50,80,25,0,0,0,7188,1125000,105
302021,라플레시아,rafflesia,res/character/monster/elite_rafflesia_earth/elite_rafflesia_earth.spine,0,1,ignore,elite,earth,dealer,m,res/ui/icons/mon/rafflesia_@.png,4,231009,231021,231001,239001,,,,,,,6000,1500,561600,300,25,10,50,80,0,30,0,0,7875,1263600,110
302031,아울베어,owlbear,res/character/monster/elite_owlbear_earth/elite_owlbear_earth.spine,0,1,ignore,elite,earth,dealer,m,res/ui/icons/mon/owlbear_@.png,4,231009,231031,230014,231003,239001,,,,,,4800,1500,561600,288,25,10,50,80,10,50,0,0,6300,1263600,140
302051,다람쥐 리더,squirrel_leader,res/character/monster/elite_squirrel_leader_earth/elite_squirrel_leader_earth.spine,0,1,ignore,elite,earth,dealer,m,res/ui/icons/mon/squirrel_leader_@.png,4,231040,231041,231000,239001,,,,,,,4400,1500,561600,284,50,20,70,80,0,0,0,0,7524,1263600,80
302061,대지정령,highelemental_earth,res/character/monster/elite_highelemental_earth/elite_highelemental_earth.spine,0,1,ignore,elite,earth,dealer,m,res/ui/icons/mon/highelemental_earth_@.png,4,231009,231051,231002,239001,,,,,,,4800,2500,409800,237,0,50,50,80,0,30,0,0,6000,1263550,110
302071,도마뱀 인간 주술사,lizard_man_shaman,res/character/monster/elite_lizard_man_shaman_earth/elite_lizard_man_shaman_earth.spine,0,1,ignore,elite,earth,dealer,m,res/ui/icons/mon/lizard_man_shaman_@.png,4,231009,231061,231005,239001,,,,,,,6800,1500,401600,244,25,20,70,80,0,0,0,0,9690,903600,80
302081,가고일,gargoyle,res/character/monster/elite_gargoyle_earth/elite_gargoyle_earth.spine,0,1,ignore,elite,earth,dealer,m,res/ui/icons/mon/gargoyle_@.png,4,231009,231071,231001,239001,,,,,,,5000,3000,505440,282,0,10,50,80,0,30,0,0,5250,1769040,110
302091,크라브로,killerbee,res/character/monster/elite_killerbee2_earth/elite_killerbee2_earth.spine,0,1,ignore,elite,earth,dealer,m,res/ui/icons/mon/killerbee2_@.png,4,231009,231012,231002,239001,,,,,,,5000,1500,561600,290,25,30,50,80,25,0,0,0,7188,1263600,105
302101,맹독 라플레시아,rafflesia,res/character/monster/elite_rafflesia2_earth/elite_rafflesia2_earth.spine,0,1,ignore,elite,earth,dealer,m,res/ui/icons/mon/rafflesia2_@.png,4,231009,231022,231001,239001,,,,,,,6000,1500,561600,300,25,10,50,80,0,30,0,0,7875,1263600,110
302111,정예 아울베어,owlbear,res/character/monster/elite_owlbear2_earth/elite_owlbear2_earth.spine,0,1,ignore,elite,earth,dealer,m,res/ui/icons/mon/owlbear2_@.png,4,231009,231032,230014,231003,239001,,,,,,4800,1500,561600,288,25,10,50,80,10,50,0,0,6300,1263600,140
302121,정예 다람쥐 리더,squirrel_leader,res/character/monster/elite_squirrel_leader2_earth/elite_squirrel_leader2_earth.spine,0,1,ignore,elite,earth,dealer,m,res/ui/icons/mon/squirrel_leader2_@.png,4,231040,231042,231000,239001,,,,,,,4400,1500,561600,284,50,20,70,80,0,0,0,0,7524,1263600,80
302131,분노한 대지정령,highelemental_earth,res/character/monster/elite_highelemental2_earth/elite_highelemental2_earth.spine,0,1,ignore,elite,earth,dealer,m,res/ui/icons/mon/highelemental_earth2_@.png,4,231009,231052,231002,239001,,,,,,,4800,2500,409800,237,0,50,50,80,0,30,0,0,6000,1263550,110
302141,도마뱀 인간 마법사,lizard_man_shaman,res/character/monster/elite_lizard_man_shaman2_earth/elite_lizard_man_shaman2_earth.spine,0,1,ignore,elite,earth,dealer,m,res/ui/icons/mon/lizard_man_shaman2_@.png,4,231009,231062,231005,239001,,,,,,,6800,1500,401600,244,25,10,50,80,0,0,0,0,8925,903600,80
302151,숲 가고일,gargoyle,res/character/monster/elite_gargoyle2_earth/elite_gargoyle2_earth.spine,0,1,ignore,elite,earth,dealer,m,res/ui/icons/mon/gargoyle2_@.png,4,231009,231072,231001,239001,,,,,,,5000,3000,505440,282,0,10,50,80,0,30,0,0,5250,1769040,110
302012,인어,mermaid,res/character/monster/elite_mermaid_water/elite_mermaid_water.spine,0,1,ignore,elite,water,dealer,m,res/ui/icons/mon/mermaid_@.png,4,231009,231091,231093,231000,239001,,,,,,4600,1500,600000,301,25,15,75,80,15,5,0,0,6397,1350000,100
302022,상어 전사,sharkwarrior,res/character/monster/elite_sharkwarrior_water/elite_sharkwarrior_water.spine,0,1,ignore,elite,water,dealer,m,res/ui/icons/mon/sharkwarrior_@.png,4,231008,231101,231005,239001,,,,,,,6000,1500,561600,300,0,10,75,90,5,5,0,0,6450,1263600,100
302032,독문어,poisonoctopus,res/character/monster/elite_poisonoctopus_water/elite_poisonoctopus_water.spine,0,1,ignore,elite,water,dealer,m,res/ui/icons/mon/poisonoctopus_@.png,4,231009,231111,231001,239001,,,,,,,4000,1500,561600,280,50,15,50,80,5,5,0,0,6450,1263600,90
302042,상어 전사(소환),sharkwarrior_summon,res/character/monster/elite_sharkwarrior_water/elite_sharkwarrior_water.spine,0,1,ignore,common,water,dealer,m,res/ui/icons/mon/sharkwarrior_summon_@.png,2,231009,231101,239001,,,,,,,,6000,1500,56160,97,0,10,75,90,5,5,0,0,6450,126360,100
302052,감시자,beholder,res/character/monster/elite_beholder_water/elite_beholder_water.spine,0,1,ignore,elite,water,dealer,m,res/ui/icons/mon/beholder_@.png,4,231009,231121,231001,239001,,,,,,,5400,1500,561600,294,15,15,50,80,5,5,0,0,6676,1263600,90
302062,해골 기사,skeleton_knight,res/character/monster/elite_skeleton_knight_water/elite_skeleton_knight_water.spine,0,1,ignore,elite,water,dealer,m,res/ui/icons/mon/skeleton_knight_@.png,4,231008,231131,231000,239001,,,,,,,5400,1500,561600,294,15,15,50,80,5,5,0,0,6676,1263600,90
302072,심해 인어,mermaid,res/character/monster/elite_mermaid2_water/elite_mermaid2_water.spine,0,1,ignore,elite,water,dealer,m,res/ui/icons/mon/mermaid2_@.png,4,231009,231092,231093,231000,239001,,,,,,4600,1500,600000,301,25,15,75,80,15,5,0,0,6397,1350000,100
302082,심해 상어 전사,sharkwarrior,res/character/monster/elite_sharkwarrior2_water/elite_sharkwarrior2_water.spine,0,1,ignore,elite,water,dealer,m,res/ui/icons/mon/sharkwarrior2_@.png,4,231008,231102,231005,239001,,,,,,,6000,1500,561600,300,0,10,75,90,5,5,0,0,6450,1263600,100
302092,심해 독문어,poisonoctopus,res/character/monster/elite_poisonoctopus2_water/elite_poisonoctopus2_water.spine,0,1,ignore,elite,water,dealer,m,res/ui/icons/mon/poisonoctopus2_@.png,4,231009,231112,231001,239001,,,,,,,4000,1500,561600,280,50,15,50,80,5,5,0,0,6450,1263600,90
302102,심해 상어 전사(소환),sharkwarrior_summon,res/character/monster/elite_sharkwarrior2_water/elite_sharkwarrior2_water.spine,0,1,ignore,common,water,dealer,m,res/ui/icons/mon/sharkwarrior_summon_@.png,2,231009,231101,239001,,,,,,,,6000,1500,56160,97,0,10,75,90,5,5,0,0,6450,126360,100
302112,주시자,beholder,res/character/monster/elite_beholder2_water/elite_beholder2_water.spine,0,1,ignore,elite,water,dealer,m,res/ui/icons/mon/beholder2_@.png,4,231009,231122,231001,239001,,,,,,,5400,1500,561600,294,15,15,50,80,5,5,0,0,6676,1263600,90
302122,스파르토이,skeleton_knight,res/character/monster/elite_skeleton_knight2_water/elite_skeleton_knight2_water.spine,0,1,ignore,elite,water,dealer,m,res/ui/icons/mon/skeleton_knight2_@.png,4,231008,231132,231000,239001,,,,,,,5400,1500,561600,294,15,15,50,80,5,5,0,0,6676,1263600,90
302013,하피,harpy,res/character/monster/elite_harpy_fire/elite_harpy_fire.spine,0,1,ignore,elite,fire,dealer,m,res/ui/icons/mon/harpy_@.png,4,231009,231141,231000,239001,,,,,,,5000,1000,600000,300,30,15,75,80,5,5,0,0,7231,1100000,90
302023,이프리트,ifrit,res/character/monster/elite_ifrit_fire/elite_ifrit_fire.spine,0,1,ignore,elite,fire,dealer,m,res/ui/icons/mon/ifrit_@.png,10,231009,231151,231005,239001,,,,,,,5000,1500,580000,297,25,15,75,80,5,5,0,0,6953,1305000,90
302033,서큐버스,succubus,res/character/monster/elite_succubus_fire/elite_succubus_fire.spine,0,1,ignore,elite,fire,dealer,m,res/ui/icons/mon/succubus_@.png,10,231160,231161,231162,231003,239001,,,,,,6000,1500,561600,300,25,15,75,80,5,5,0,0,8344,1263600,90
302043,정예 하피,harpy,res/character/monster/elite_harpy2_fire/elite_harpy2_fire.spine,0,1,ignore,elite,fire,dealer,m,res/ui/icons/mon/harpy2_@.png,4,231142,231143,231000,239001,,,,,,,6000,1500,561600,300,25,15,75,80,5,5,0,0,8344,1263600,90
302053,지니,ifrit,res/character/monster/elite_ifrit2_fire/elite_ifrit2_fire.spine,0,1,ignore,elite,fire,dealer,m,res/ui/icons/mon/ifrit2_@.png,10,231009,231151,231005,239001,,,,,,,6000,1500,561600,300,25,15,75,80,5,5,0,0,8344,1263600,90
302063,정예 서큐버스,succubus,res/character/monster/elite_succubus2_fire/elite_succubus2_fire.spine,0,1,ignore,elite,fire,dealer,m,res/ui/icons/mon/succubus2_@.png,10,231160,231161,231162,231003,239001,,,,,,6000,1500,561600,300,25,15,75,80,5,5,0,0,8344,1263600,90
302014,픽시퀸,pixie_queen,res/character/monster/elite_pixie_queen_light/elite_pixie_queen_light.spine,0,1,ignore,elite,light,dealer,m,res/ui/icons/mon/pixie_queen_@.png,4,231009,231171,231172,231000,239001,,,,,,6000,1500,561600,300,25,15,75,80,5,5,0,0,8344,1263600,90
302024,라이트 오브,light_orb,res/character/monster/elite_light_orb_light/elite_light_orb_light.spine,0,1,ignore,elite,light,dealer,m,res/ui/icons/mon/light_orb_@.png,4,231180,231181,231003,239001,,,,,,,6000,1500,561600,300,25,15,75,80,5,5,0,0,8344,1263600,90
302034,페어리퀸,pixie_queen,res/character/monster/elite_pixie_queen2_light/elite_pixie_queen2_light.spine,0,1,ignore,elite,light,dealer,m,res/ui/icons/mon/pixie_queen2_@.png,4,231009,231171,231172,231000,239001,,,,,,6000,1500,561600,300,25,15,75,80,5,5,0,0,8344,1263600,90
302044,다크 오브,light_orb,res/character/monster/elite_light_orb2_light/elite_light_orb2_light.spine,0,1,ignore,elite,light,dealer,m,res/ui/icons/mon/light_orb2_@.png,4,231180,231181,231003,239001,,,,,,,6000,1500,561600,300,25,15,75,80,5,5,0,0,8344,1263600,90
302015,샹들리에,chandelier,res/character/monster/elite_chandelier_dark/elite_chandelier_dark.spine,0,1,ignore,elite,dark,dealer,m,res/ui/icons/mon/chandelier_@.png,4,231190,231191,231002,239001,,,,,,,6000,2000,561600,305,0,0,50,80,5,20,0,0,6000,1497600,105
302025,정예 샹들리에,chandelier,res/character/monster/elite_chandelier2_dark/elite_chandelier2_dark.spine,0,1,ignore,elite,dark,dealer,m,res/ui/icons/mon/chandelier2_@.png,4,231190,231191,231002,239001,,,,,,,6000,2000,561600,305,0,0,50,80,5,20,0,0,6000,1497600,105
303011,여왕 버섯,mushqueen,res/character/monster/subboss_mushqueen_earth/subboss_mushqueen_earth.spine,0,1,ignore,subboss,earth,dealer,l,res/ui/icons/mon/mushqueen_@.png,8,231009,232011,232012,232013,239001,280017,,,,,7000,1000,720000,368,30,10,50,80,5,5,0,20,9555,1320000,90
303021,그리핀,griffin,res/character/monster/subboss_griffin_earth/subboss_griffin_earth.spine,0,1,ignore,subboss,earth,dealer,l,res/ui/icons/mon/griffin_@.png,8,232030,232031,232032,232033,239001,280017,,,,,6400,1500,720000,367,15,15,50,80,5,5,0,20,7912,1620000,90
303031,전차 풍뎅이(돌격),chariot_scarab_01,res/character/monster/subboss_chariot_scarab_01_earth/subboss_chariot_scarab_01_earth.spine,0,1,ignore,subboss,earth,dealer,l,res/ui/icons/mon/chariot_scarab_01_@.png,8,232040,232041,232042,232043,239001,280017,,,,,7800,1500,520000,301,0,15,50,80,5,5,0,20,8385,1170000,90
303041,정예 여왕 버섯,mushqueen,res/character/monster/subboss_mushqueen2_earth/subboss_mushqueen2_earth.spine,0,1,ignore,subboss,earth,dealer,l,res/ui/icons/mon/mushqueen2_@.png,8,231009,232011,232012,232013,239001,280017,,,,,7000,1000,720000,368,30,10,50,80,5,5,0,20,9555,1320000,90
303051,정예 그리핀,griffin,res/character/monster/subboss_griffin2_earth/subboss_griffin2_earth.spine,0,1,ignore,subboss,earth,dealer,l,res/ui/icons/mon/griffin2_@.png,8,232030,232031,232032,232033,239001,280017,,,,,6400,1500,720000,367,15,15,50,80,5,5,0,20,7912,1620000,90
303061,정예 전차 풍뎅이(돌격),chariot_scarab_01,res/character/monster/subboss_chariot_scarab2_01_earth/subboss_chariot_scarab2_01_earth.spine,0,1,ignore,subboss,earth,dealer,l,res/ui/icons/mon/chariot_scarab_012_@.png,8,232040,232041,232042,232043,239001,280017,,,,,7800,1500,520000,301,0,15,50,80,5,5,0,20,8385,1170000,90
303012,상어 제독,sharkadmiral,res/character/monster/subboss_sharkadmiral_water/subboss_sharkadmiral_water.spine,0,1,ignore,subboss,water,dealer,l,res/ui/icons/mon/sharkadmiral_@.png,8,231008,232021,232022,232023,239001,280017,,,,,5000,2000,720000,358,30,15,50,80,5,5,0,20,6988,1920000,90
303022,전차 풍뎅이(포격),chariot_scarab_02,res/character/monster/subboss_chariot_scarab_02_water/subboss_chariot_scarab_02_water.spine,0,1,ignore,subboss,water,dealer,l,res/ui/icons/mon/chariot_scarab_02_@.png,8,232050,232051,232052,232053,239001,280017,,,,,6000,1500,520000,283,30,15,50,80,5,5,0,20,8385,1170000,90
303032,심해 상어 제독,sharkadmiral,res/character/monster/subboss_sharkadmiral2_water/subboss_sharkadmiral2_water.spine,0,1,ignore,subboss,water,dealer,l,res/ui/icons/mon/sharkadmiral2_@.png,8,231008,232021,232022,232023,239001,280017,,,,,5000,2000,720000,358,30,15,50,80,5,5,0,20,6988,1920000,90
303042,정예 전차 풍뎅이(포격),chariot_scarab_02,res/character/monster/subboss_chariot_scarab2_02_water/subboss_chariot_scarab2_02_water.spine,0,1,ignore,subboss,water,dealer,l,res/ui/icons/mon/chariot_scarab_022_@.png,8,232050,232051,232052,232053,239001,280017,,,,,6000,1500,520000,283,30,15,50,80,5,5,0,20,8385,1170000,90
303014,타천사,fallen_angel,res/character/monster/subboss_fallen_angel_light/subboss_fallen_angel_light.spine,0,1,ignore,subboss,light,dealer,l,res/ui/icons/mon/fallen_angel_@.png,8,231009,232055,232056,232057,239001,280017,,,,,4000,2000,730000,352,35,30,75,80,5,5,0,20,6615,1946667,90
303024,정예 타천사,fallen_angel,res/character/monster/subboss_fallen_angel2_light/subboss_fallen_angel2_light.spine,0,1,ignore,subboss,light,dealer,l,res/ui/icons/mon/fallen_angel2_@.png,8,231009,232055,232056,232057,239001,280017,,,,,4000,2000,730000,352,35,30,75,80,5,5,0,20,6615,1946667,90
303015,듀라한,dullahan,res/character/monster/subboss_dullahan_dark/subboss_dullahan_dark.spine,0,0.8,ignore,subboss,dark,dealer,l,res/ui/icons/mon/dullahan_@.png,8,232070,232071,232072,232073,239001,280017,,,,,4400,2800,710000,356,15,15,50,80,5,5,0,20,5440,2366667,90
303025,정예 듀라한,dullahan,res/character/monster/subboss_dullahan2_dark/subboss_dullahan2_dark.spine,0,0.8,ignore,subboss,dark,dealer,l,res/ui/icons/mon/dullahan2_@.png,8,232070,232071,232072,232073,239001,280017,,,,,4400,2800,710000,356,15,15,50,80,5,5,0,20,5440,2366667,90
304011,퀸즈 스네이크,queenssnake,res/character/monster/boss_queenssnake_earth/boss_queenssnake_earth.spine,0,1,ignore,boss,earth,dealer,xl,res/ui/icons/mon/queenssnake_@.png,10,233100,233101,233102,233103,239001,280017,,,,,7000,2000,800000,410,10,20,50,80,10,10,0,30,8470,2133333,100
304021,퀸즈 라미아,queenssnake,res/character/monster/boss_queenssnake2_earth/boss_queenssnake2_earth.spine,0,1,ignore,boss,earth,dealer,xl,res/ui/icons/mon/queenssnake2_@.png,10,233100,233101,233102,233103,239001,280017,,,,,7000,2000,800000,410,10,20,50,80,10,10,0,30,8470,2133333,100
304012,드레이크,drake,res/character/monster/boss_drake_water/boss_drake_water.spine,0,1,ignore,boss,water,dealer,xl,res/ui/icons/mon/drake_@.png,10,231008,233201,233202,233203,233204,233205,239001,280017,,,7000,2500,790000,411,10,20,50,80,10,10,0,30,8470,2435833,100
304022,심연의 군주,drake,res/character/monster/boss_drake2_water/boss_drake2_water.spine,0,1,ignore,boss,water,dealer,xl,res/ui/icons/mon/drake2_@.png,10,231008,233201,233202,233203,233204,233205,239001,280017,,,7000,2500,790000,411,10,20,50,80,10,10,0,30,8470,2435833,100
304013,코카트리스,cockatrice,res/character/monster/boss_cockatrice_fire/boss_cockatrice_fire.spine,0,1,ignore,boss,fire,dealer,xl,res/ui/icons/mon/cockatrice_@.png,10,233300,233301,233302,233303,233304,233305,239001,280017,,,7000,1500,810000,409,30,30,50,80,10,10,0,30,10465,1822500,100
304023,용암거미 여왕,spider_queen,res/character/monster/boss_spider_queen_fire/boss_spider_queen_fire.spine,0,1,ignore,boss,fire,dealer,xl,res/ui/icons/mon/spider_queen_@.png,10,233400,233401,233402,233403,233404,233405,239001,280017,,,5000,3000,800000,400,20,20,50,80,10,10,0,30,6600,2800000,100
304033,밤사냥꾼,cockatrice,res/character/monster/boss_cockatrice2_fire/boss_cockatrice2_fire.spine,0,1,ignore,boss,fire,dealer,xl,res/ui/icons/mon/cockatrice2_@.png,10,233300,233301,233302,233303,233304,233305,239001,280017,,,7000,1500,810000,409,30,30,50,80,10,10,0,30,10465,1822500,100
304043,맹독거미여왕,spider_queen,res/character/monster/boss_spider_queen2_fire/boss_spider_queen2_fire.spine,0,1,ignore,boss,fire,dealer,xl,res/ui/icons/mon/spider_queen2_@.png,10,233400,233401,233402,233403,233404,233405,239001,280017,,,5000,3000,800000,400,20,20,50,80,10,10,0,30,6600,2800000,100
304014,질서 유지장치,world_order_machine,res/character/monster/boss_world_order_machine_light/boss_world_order_machine_light_1.spine,0,1,ignore,boss,light,dealer,xl,res/ui/icons/mon/world_order_machine_@.png,10,233500,233501,233502,233503,233504,233505,239001,280017,,,4400,3300,800000,397,10,20,50,80,10,30,0,30,5324,3000000,120
304024,종말예언장치,world_order_machine,res/character/monster/boss_world_order_machine2_light/boss_world_order_machine2_light_1.spine,0,1,ignore,boss,light,dealer,xl,res/ui/icons/mon/world_order_machine2_@.png,10,233500,233501,233502,233503,233504,233505,239001,280017,,,4400,3300,800000,397,10,20,50,80,10,30,0,30,5324,3000000,120
304015,다크닉스,darknix,res/character/monster/boss_darknix_dark/boss_darknix_dark.spine,0,1,ignore,boss,dark,dealer,xl,res/ui/icons/mon/darknix_@.png,10,233600,233601,233602,233603,233604,233605,280017,,,,7000,2000,800000,410,10,20,50,80,10,10,0,30,8470,2133333,100
304025,부활한 다크닉스,darknix,res/character/monster/boss_darknix2_dark/boss_darknix2_dark.spine,0,1,ignore,boss,dark,dealer,xl,res/ui/icons/mon/darknix2_@.png,10,233600,233601,233602,233603,233604,233605,280017,,,,7600,3300,788000,424,10,20,50,80,10,10,0,30,9196,2955000,100
310011,땅 몬스터 수호병,swordman,res/character/monster/swordman_@/swordman_@.spine,0,0.8,ignore,common,earth,tanker,s,res/ui/icons/mon/swordman_@.png,2,230001,238031,233701,233702,,,,,,,28800,19200,252000,0,0,0,50,0,10,40,0,0,0,0,50
310012,물 몬스터 수호병,swordman,res/character/monster/swordman_@/swordman_@.spine,0,1,ignore,common,water,tanker,s,res/ui/icons/mon/swordman_@.png,2,230001,238031,233701,233702,,,,,,,28800,19200,252000,581,0,0,50,0,10,40,0,0,28800,4284000,50
310013,불 몬스터 수호병,swordman,res/character/monster/swordman_@/swordman_@.spine,0,1,ignore,common,fire,tanker,s,res/ui/icons/mon/swordman_@.png,2,230001,238031,233701,233702,,,,,,,28800,19200,252000,581,0,0,50,0,10,40,0,0,28800,4284000,50
310014,빛 몬스터 수호병,swordman,res/character/monster/swordman_@/swordman_@.spine,0,1,ignore,common,light,tanker,s,res/ui/icons/mon/swordman_@.png,2,230001,238031,233701,233702,,,,,,,28800,19200,252000,581,0,0,50,0,10,40,0,0,28800,4284000,50
310015,어둠 몬스터 수호병,swordman,res/character/monster/swordman_@/swordman_@.spine,0,1,ignore,common,dark,tanker,s,res/ui/icons/mon/swordman_@.png,2,230001,238031,233701,233702,,,,,,,28800,19200,252000,581,0,0,50,0,10,40,0,0,28800,4284000,50
310021,땅 몬스터 궁병,archer,res/character/monster/archer_@/archer_@.spine,0,0.75,ignore,common,earth,dealer,s,res/ui/icons/mon/archer_@.png,2,230000,238031,233701,233702,,,,,,,63360,16000,234000,887,50,10,50,50,0,0,0,0,99792,3354000,50
310022,물 몬스터 궁병,archer,res/character/monster/archer_@/archer_@.spine,0,1,ignore,common,water,dealer,s,res/ui/icons/mon/archer_@.png,2,230000,238031,233701,233702,,,,,,,63360,16000,234000,887,50,10,50,50,0,0,0,0,99792,3354000,50
310023,불 몬스터 궁병,archer,res/character/monster/archer_@/archer_@.spine,0,1,ignore,common,fire,dealer,s,res/ui/icons/mon/archer_@.png,2,230000,238031,233701,233702,,,,,,,63360,16000,234000,887,50,10,50,50,0,0,0,0,99792,3354000,50
310024,빛 몬스터 궁병,archer,res/character/monster/archer_@/archer_@.spine,0,1,ignore,common,light,dealer,s,res/ui/icons/mon/archer_@.png,2,230000,238031,233701,233702,,,,,,,63360,16000,234000,887,50,10,50,50,0,0,0,0,99792,3354000,50
310025,어둠 몬스터 궁병,archer,res/character/monster/archer_@/archer_@.spine,0,1,ignore,common,dark,dealer,s,res/ui/icons/mon/archer_@.png,2,230000,238031,233701,233702,,,,,,,63360,16000,234000,887,50,10,50,50,0,0,0,0,99792,3354000,50
310031,땅 몬스터 마법사,mage,res/character/monster/mage_@/mage_@.spine,0,0.75,ignore,common,earth,dealer,s,res/ui/icons/mon/mage_@.png,2,230000,230004,238031,233701,233702,,,,,,99360,12000,234000,1207,0,30,75,30,0,0,0,0,121716,2574000,30
310032,물 몬스터 마법사,mage,res/character/monster/mage_@/mage_@.spine,0,1,ignore,common,water,dealer,s,res/ui/icons/mon/mage_@.png,2,230000,230004,238031,233701,233702,,,,,,99360,12000,234000,1207,0,30,75,30,0,0,0,0,121716,2574000,30
310033,불 몬스터 마법사,mage,res/character/monster/mage_@/mage_@.spine,0,1,ignore,common,fire,dealer,s,res/ui/icons/mon/mage_@.png,2,230000,230004,238031,233701,233702,,,,,,99360,12000,234000,1207,0,30,75,30,0,0,0,0,121716,2574000,30
310034,빛 몬스터 마법사,mage,res/character/monster/mage_@/mage_@.spine,0,1,ignore,common,light,dealer,s,res/ui/icons/mon/mage_@.png,2,230000,230004,238031,233701,233702,,,,,,99360,12000,234000,1207,0,30,75,30,0,0,0,0,121716,2574000,30
310035,어둠 몬스터 마법사,mage,res/character/monster/mage_@/mage_@.spine,0,1,ignore,common,dark,dealer,s,res/ui/icons/mon/mage_@.png,2,230000,230004,238031,233701,233702,,,,,,99360,12000,234000,1207,0,30,75,30,0,0,0,0,121716,2574000,30
310041,땅 몬스터 창병,spearman,res/character/monster/spearman_@/spearman_@.spine,0,0.75,ignore,common,earth,dealer,s,res/ui/icons/mon/spearman_@.png,2,230000,230006,238031,233701,233702,,,,,,72000,16800,284400,1002,0,10,50,50,30,0,0,0,75600,4266000,80
310042,물 몬스터 창병,spearman,res/character/monster/spearman_@/spearman_@.spine,0,1,ignore,common,water,dealer,s,res/ui/icons/mon/spearman_@.png,2,230000,230006,238031,233701,233702,,,,,,72000,16800,284400,1002,0,10,50,50,30,0,0,0,75600,4266000,80
310043,불 몬스터 창병,spearman,res/character/monster/spearman_@/spearman_@.spine,0,1,ignore,common,fire,dealer,s,res/ui/icons/mon/spearman_@.png,2,230000,230006,238031,233701,233702,,,,,,72000,16800,284400,1002,0,10,50,50,30,0,0,0,75600,4266000,80
