stage,r_value,atk_multi,def_multi,hp_multi,drag_cool_add,atk_multi_debuff,def_multi_debuff,hp_multi_debuff,drag_cool_add_debuff
1500258,"attr;water;atk_multi;30,attr;water;def_multi;30,attr;water;hp_multi;30,attr;water;drag_cool_add;25,attr;earth;atk_multi_debuff;-30,attr;earth;def_multi_debuff;-30,attr;earth;hp_multi_debuff;-30,attr;earth;drag_cool_add_debuff;-25",30,30,30,25,-30,-30,-30,-25
1500259,"attr;dark;atk_multi;30,attr;dark;def_multi;30,attr;dark;hp_multi;30,attr;dark;drag_cool_add;25,attr;fire;atk_multi_debuff;-15,attr;fire;def_multi_debuff;-15,attr;fire;hp_multi_debuff;-15,attr;fire;drag_cool_add_debuff;-25,attr;earth;atk_multi_debuff;-15,attr;earth;def_multi_debuff;-15,attr;earth;hp_multi_debuff;-15,attr;earth;drag_cool_add_debuff;-25,attr;water;atk_multi_debuff;-15,attr;water;def_multi_debuff;-15,attr;water;hp_multi_debuff;-15,attr;water;drag_cool_add_debuff;-25,attr;light;atk_multi_debuff;-15,attr;light;def_multi_debuff;-15,attr;light;hp_multi_debuff;-15,attr;light;drag_cool_add_debuff;-25",30,30,30,25,-30,-30,-30,-25
1500260,"attr;light;atk_multi;30,attr;light;def_multi;30,attr;light;hp_multi;30,attr;light;drag_cool_add;25,attr;fire;atk_multi_debuff;-15,attr;fire;def_multi_debuff;-15,attr;fire;hp_multi_debuff;-15,attr;fire;drag_cool_add_debuff;-25,attr;earth;atk_multi_debuff;-15,attr;earth;def_multi_debuff;-15,attr;earth;hp_multi_debuff;-15,attr;earth;drag_cool_add_debuff;-25,attr;water;atk_multi_debuff;-15,attr;water;def_multi_debuff;-15,attr;water;hp_multi_debuff;-15,attr;water;drag_cool_add_debuff;-25,attr;dark;atk_multi_debuff;-15,attr;dark;def_multi_debuff;-15,attr;dark;hp_multi_debuff;-15,attr;dark;drag_cool_add_debuff;-25",30,30,30,25,-30,-30,-30,-25
1500261,"attr;fire;atk_multi;30,attr;fire;def_multi;30,attr;fire;hp_multi;30,attr;fire;drag_cool_add;25,attr;water;atk_multi_debuff;-30,attr;water;def_multi_debuff;-30,attr;water;hp_multi_debuff;-30,attr;water;drag_cool_add_debuff;-25",30,30,30,25,-30,-30,-30,-25
1500262,"attr;earth;atk_multi;30,attr;earth;def_multi;30,attr;earth;hp_multi;30,attr;earth;drag_cool_add;25,attr;fire;atk_multi_debuff;-30,attr;fire;def_multi_debuff;-30,attr;fire;hp_multi_debuff;-30,attr;fire;drag_cool_add_debuff;-25",30,30,30,25,-30,-30,-30,-25
1500263,"attr;water;atk_multi;30,attr;water;def_multi;30,attr;water;hp_multi;30,attr;water;drag_cool_add;25,attr;earth;atk_multi_debuff;-30,attr;earth;def_multi_debuff;-30,attr;earth;hp_multi_debuff;-30,attr;earth;drag_cool_add_debuff;-25",30,30,30,25,-30,-30,-30,-25
1500264,"attr;dark;atk_multi;30,attr;dark;def_multi;30,attr;dark;hp_multi;30,attr;dark;drag_cool_add;25,attr;fire;atk_multi_debuff;-15,attr;fire;def_multi_debuff;-15,attr;fire;hp_multi_debuff;-15,attr;fire;drag_cool_add_debuff;-25,attr;earth;atk_multi_debuff;-15,attr;earth;def_multi_debuff;-15,attr;earth;hp_multi_debuff;-15,attr;earth;drag_cool_add_debuff;-25,attr;water;atk_multi_debuff;-15,attr;water;def_multi_debuff;-15,attr;water;hp_multi_debuff;-15,attr;water;drag_cool_add_debuff;-25,attr;light;atk_multi_debuff;-15,attr;light;def_multi_debuff;-15,attr;light;hp_multi_debuff;-15,attr;light;drag_cool_add_debuff;-25",30,30,30,25,-30,-30,-30,-25
1500265,"attr;light;atk_multi;30,attr;light;def_multi;30,attr;light;hp_multi;30,attr;light;drag_cool_add;25,attr;fire;atk_multi_debuff;-15,attr;fire;def_multi_debuff;-15,attr;fire;hp_multi_debuff;-15,attr;fire;drag_cool_add_debuff;-25,attr;earth;atk_multi_debuff;-15,attr;earth;def_multi_debuff;-15,attr;earth;hp_multi_debuff;-15,attr;earth;drag_cool_add_debuff;-25,attr;water;atk_multi_debuff;-15,attr;water;def_multi_debuff;-15,attr;water;hp_multi_debuff;-15,attr;water;drag_cool_add_debuff;-25,attr;dark;atk_multi_debuff;-15,attr;dark;def_multi_debuff;-15,attr;dark;hp_multi_debuff;-15,attr;dark;drag_cool_add_debuff;-25",30,30,30,25,-30,-30,-30,-25
1500266,"attr;fire;atk_multi;30,attr;fire;def_multi;30,attr;fire;hp_multi;30,attr;fire;drag_cool_add;25,attr;water;atk_multi_debuff;-30,attr;water;def_multi_debuff;-30,attr;water;hp_multi_debuff;-30,attr;water;drag_cool_add_debuff;-25",30,30,30,25,-30,-30,-30,-25
1500267,"attr;earth;atk_multi;30,attr;earth;def_multi;30,attr;earth;hp_multi;30,attr;earth;drag_cool_add;25,attr;fire;atk_multi_debuff;-30,attr;fire;def_multi_debuff;-30,attr;fire;hp_multi_debuff;-30,attr;fire;drag_cool_add_debuff;-25",30,30,30,25,-30,-30,-30,-25
1500268,"attr;water;atk_multi;30,attr;water;def_multi;30,attr;water;hp_multi;30,attr;water;drag_cool_add;25,attr;earth;atk_multi_debuff;-30,attr;earth;def_multi_debuff;-30,attr;earth;hp_multi_debuff;-30,attr;earth;drag_cool_add_debuff;-25",30,30,30,25,-30,-30,-30,-25
1500269,"attr;dark;atk_multi;30,attr;dark;def_multi;30,attr;dark;hp_multi;30,attr;dark;drag_cool_add;25,attr;fire;atk_multi_debuff;-15,attr;fire;def_multi_debuff;-15,attr;fire;hp_multi_debuff;-15,attr;fire;drag_cool_add_debuff;-25,attr;earth;atk_multi_debuff;-15,attr;earth;def_multi_debuff;-15,attr;earth;hp_multi_debuff;-15,attr;earth;drag_cool_add_debuff;-25,attr;water;atk_multi_debuff;-15,attr;water;def_multi_debuff;-15,attr;water;hp_multi_debuff;-15,attr;water;drag_cool_add_debuff;-25,attr;light;atk_multi_debuff;-15,attr;light;def_multi_debuff;-15,attr;light;hp_multi_debuff;-15,attr;light;drag_cool_add_debuff;-25",30,30,30,25,-30,-30,-30,-25
1500270,"attr;light;atk_multi;30,attr;light;def_multi;30,attr;light;hp_multi;30,attr;light;drag_cool_add;25,attr;fire;atk_multi_debuff;-15,attr;fire;def_multi_debuff;-15,attr;fire;hp_multi_debuff;-15,attr;fire;drag_cool_add_debuff;-25,attr;earth;atk_multi_debuff;-15,attr;earth;def_multi_debuff;-15,attr;earth;hp_multi_debuff;-15,attr;earth;drag_cool_add_debuff;-25,attr;water;atk_multi_debuff;-15,attr;water;def_multi_debuff;-15,attr;water;hp_multi_debuff;-15,attr;water;drag_cool_add_debuff;-25,attr;dark;atk_multi_debuff;-15,attr;dark;def_multi_debuff;-15,attr;dark;hp_multi_debuff;-15,attr;dark;drag_cool_add_debuff;-25",30,30,30,25,-30,-30,-30,-25
1500271,"attr;fire;atk_multi;30,attr;fire;def_multi;30,attr;fire;hp_multi;30,attr;fire;drag_cool_add;25,attr;water;atk_multi_debuff;-30,attr;water;def_multi_debuff;-30,attr;water;hp_multi_debuff;-30,attr;water;drag_cool_add_debuff;-25",30,30,30,25,-30,-30,-30,-25
1500272,"attr;earth;atk_multi;30,attr;earth;def_multi;30,attr;earth;hp_multi;30,attr;earth;drag_cool_add;25,attr;fire;atk_multi_debuff;-30,attr;fire;def_multi_debuff;-30,attr;fire;hp_multi_debuff;-30,attr;fire;drag_cool_add_debuff;-25",30,30,30,25,-30,-30,-30,-25
1500273,"attr;water;atk_multi;30,attr;water;def_multi;30,attr;water;hp_multi;30,attr;water;drag_cool_add;25,attr;earth;atk_multi_debuff;-30,attr;earth;def_multi_debuff;-30,attr;earth;hp_multi_debuff;-30,attr;earth;drag_cool_add_debuff;-25",30,30,30,25,-30,-30,-30,-25
1500274,"attr;dark;atk_multi;30,attr;dark;def_multi;30,attr;dark;hp_multi;30,attr;dark;drag_cool_add;25,attr;fire;atk_multi_debuff;-15,attr;fire;def_multi_debuff;-15,attr;fire;hp_multi_debuff;-15,attr;fire;drag_cool_add_debuff;-25,attr;earth;atk_multi_debuff;-15,attr;earth;def_multi_debuff;-15,attr;earth;hp_multi_debuff;-15,attr;earth;drag_cool_add_debuff;-25,attr;water;atk_multi_debuff;-15,attr;water;def_multi_debuff;-15,attr;water;hp_multi_debuff;-15,attr;water;drag_cool_add_debuff;-25,attr;light;atk_multi_debuff;-15,attr;light;def_multi_debuff;-15,attr;light;hp_multi_debuff;-15,attr;light;drag_cool_add_debuff;-25",30,30,30,25,-30,-30,-30,-25
1500275,"attr;light;atk_multi;30,attr;light;def_multi;30,attr;light;hp_multi;30,attr;light;drag_cool_add;25,attr;fire;atk_multi_debuff;-15,attr;fire;def_multi_debuff;-15,attr;fire;hp_multi_debuff;-15,attr;fire;drag_cool_add_debuff;-25,attr;earth;atk_multi_debuff;-15,attr;earth;def_multi_debuff;-15,attr;earth;hp_multi_debuff;-15,attr;earth;drag_cool_add_debuff;-25,attr;water;atk_multi_debuff;-15,attr;water;def_multi_debuff;-15,attr;water;hp_multi_debuff;-15,attr;water;drag_cool_add_debuff;-25,attr;dark;atk_multi_debuff;-15,attr;dark;def_multi_debuff;-15,attr;dark;hp_multi_debuff;-15,attr;dark;drag_cool_add_debuff;-25",30,30,30,25,-30,-30,-30,-25
1500276,"attr;fire;atk_multi;30,attr;fire;def_multi;30,attr;fire;hp_multi;30,attr;fire;drag_cool_add;25,attr;water;atk_multi_debuff;-30,attr;water;def_multi_debuff;-30,attr;water;hp_multi_debuff;-30,attr;water;drag_cool_add_debuff;-25",30,30,30,25,-30,-30,-30,-25
1500277,"attr;earth;atk_multi;30,attr;earth;def_multi;30,attr;earth;hp_multi;30,attr;earth;drag_cool_add;25,attr;fire;atk_multi_debuff;-30,attr;fire;def_multi_debuff;-30,attr;fire;hp_multi_debuff;-30,attr;fire;drag_cool_add_debuff;-25",30,30,30,25,-30,-30,-30,-25
1500278,"attr;water;atk_multi;30,attr;water;def_multi;30,attr;water;hp_multi;30,attr;water;drag_cool_add;25,attr;earth;atk_multi_debuff;-30,attr;earth;def_multi_debuff;-30,attr;earth;hp_multi_debuff;-30,attr;earth;drag_cool_add_debuff;-25",30,30,30,25,-30,-30,-30,-25
1500279,"attr;dark;atk_multi;30,attr;dark;def_multi;30,attr;dark;hp_multi;30,attr;dark;drag_cool_add;25,attr;fire;atk_multi_debuff;-15,attr;fire;def_multi_debuff;-15,attr;fire;hp_multi_debuff;-15,attr;fire;drag_cool_add_debuff;-25,attr;earth;atk_multi_debuff;-15,attr;earth;def_multi_debuff;-15,attr;earth;hp_multi_debuff;-15,attr;earth;drag_cool_add_debuff;-25,attr;water;atk_multi_debuff;-15,attr;water;def_multi_debuff;-15,attr;water;hp_multi_debuff;-15,attr;water;drag_cool_add_debuff;-25,attr;light;atk_multi_debuff;-15,attr;light;def_multi_debuff;-15,attr;light;hp_multi_debuff;-15,attr;light;drag_cool_add_debuff;-25",30,30,30,25,-30,-30,-30,-25
1500280,"attr;light;atk_multi;30,attr;light;def_multi;30,attr;light;hp_multi;30,attr;light;drag_cool_add;25,attr;fire;atk_multi_debuff;-15,attr;fire;def_multi_debuff;-15,attr;fire;hp_multi_debuff;-15,attr;fire;drag_cool_add_debuff;-25,attr;earth;atk_multi_debuff;-15,attr;earth;def_multi_debuff;-15,attr;earth;hp_multi_debuff;-15,attr;earth;drag_cool_add_debuff;-25,attr;water;atk_multi_debuff;-15,attr;water;def_multi_debuff;-15,attr;water;hp_multi_debuff;-15,attr;water;drag_cool_add_debuff;-25,attr;dark;atk_multi_debuff;-15,attr;dark;def_multi_debuff;-15,attr;dark;hp_multi_debuff;-15,attr;dark;drag_cool_add_debuff;-25",30,30,30,25,-30,-30,-30,-25
1500281,"attr;fire;atk_multi;30,attr;fire;def_multi;30,attr;fire;hp_multi;30,attr;fire;drag_cool_add;25,attr;water;atk_multi_debuff;-30,attr;water;def_multi_debuff;-30,attr;water;hp_multi_debuff;-30,attr;water;drag_cool_add_debuff;-25",30,30,30,25,-30,-30,-30,-25
1500282,"attr;earth;atk_multi;30,attr;earth;def_multi;30,attr;earth;hp_multi;30,attr;earth;drag_cool_add;25,attr;fire;atk_multi_debuff;-30,attr;fire;def_multi_debuff;-30,attr;fire;hp_multi_debuff;-30,attr;fire;drag_cool_add_debuff;-25",30,30,30,25,-30,-30,-30,-25
1500283,"attr;water;atk_multi;30,attr;water;def_multi;30,attr;water;hp_multi;30,attr;water;drag_cool_add;25,attr;earth;atk_multi_debuff;-30,attr;earth;def_multi_debuff;-30,attr;earth;hp_multi_debuff;-30,attr;earth;drag_cool_add_debuff;-25",30,30,30,25,-30,-30,-30,-25
1500284,"attr;dark;atk_multi;30,attr;dark;def_multi;30,attr;dark;hp_multi;30,attr;dark;drag_cool_add;25,attr;fire;atk_multi_debuff;-15,attr;fire;def_multi_debuff;-15,attr;fire;hp_multi_debuff;-15,attr;fire;drag_cool_add_debuff;-25,attr;earth;atk_multi_debuff;-15,attr;earth;def_multi_debuff;-15,attr;earth;hp_multi_debuff;-15,attr;earth;drag_cool_add_debuff;-25,attr;water;atk_multi_debuff;-15,attr;water;def_multi_debuff;-15,attr;water;hp_multi_debuff;-15,attr;water;drag_cool_add_debuff;-25,attr;light;atk_multi_debuff;-15,attr;light;def_multi_debuff;-15,attr;light;hp_multi_debuff;-15,attr;light;drag_cool_add_debuff;-25",30,30,30,25,-30,-30,-30,-25
1500285,"attr;light;atk_multi;30,attr;light;def_multi;30,attr;light;hp_multi;30,attr;light;drag_cool_add;25,attr;fire;atk_multi_debuff;-15,attr;fire;def_multi_debuff;-15,attr;fire;hp_multi_debuff;-15,attr;fire;drag_cool_add_debuff;-25,attr;earth;atk_multi_debuff;-15,attr;earth;def_multi_debuff;-15,attr;earth;hp_multi_debuff;-15,attr;earth;drag_cool_add_debuff;-25,attr;water;atk_multi_debuff;-15,attr;water;def_multi_debuff;-15,attr;water;hp_multi_debuff;-15,attr;water;drag_cool_add_debuff;-25,attr;dark;atk_multi_debuff;-15,attr;dark;def_multi_debuff;-15,attr;dark;hp_multi_debuff;-15,attr;dark;drag_cool_add_debuff;-25",30,30,30,25,-30,-30,-30,-25
1500286,"attr;fire;atk_multi;30,attr;fire;def_multi;30,attr;fire;hp_multi;30,attr;fire;drag_cool_add;25,attr;water;atk_multi_debuff;-30,attr;water;def_multi_debuff;-30,attr;water;hp_multi_debuff;-30,attr;water;drag_cool_add_debuff;-25",30,30,30,25,-30,-30,-30,-25
1500287,"attr;earth;atk_multi;30,attr;earth;def_multi;30,attr;earth;hp_multi;30,attr;earth;drag_cool_add;25,attr;fire;atk_multi_debuff;-30,attr;fire;def_multi_debuff;-30,attr;fire;hp_multi_debuff;-30,attr;fire;drag_cool_add_debuff;-25",30,30,30,25,-30,-30,-30,-25
1500288,"attr;water;atk_multi;30,attr;water;def_multi;30,attr;water;hp_multi;30,attr;water;drag_cool_add;25,attr;earth;atk_multi_debuff;-30,attr;earth;def_multi_debuff;-30,attr;earth;hp_multi_debuff;-30,attr;earth;drag_cool_add_debuff;-25",30,30,30,25,-30,-30,-30,-25
1500289,"attr;dark;atk_multi;30,attr;dark;def_multi;30,attr;dark;hp_multi;30,attr;dark;drag_cool_add;25,attr;fire;atk_multi_debuff;-15,attr;fire;def_multi_debuff;-15,attr;fire;hp_multi_debuff;-15,attr;fire;drag_cool_add_debuff;-25,attr;earth;atk_multi_debuff;-15,attr;earth;def_multi_debuff;-15,attr;earth;hp_multi_debuff;-15,attr;earth;drag_cool_add_debuff;-25,attr;water;atk_multi_debuff;-15,attr;water;def_multi_debuff;-15,attr;water;hp_multi_debuff;-15,attr;water;drag_cool_add_debuff;-25,attr;light;atk_multi_debuff;-15,attr;light;def_multi_debuff;-15,attr;light;hp_multi_debuff;-15,attr;light;drag_cool_add_debuff;-25",30,30,30,25,-30,-30,-30,-25
1500290,"attr;light;atk_multi;30,attr;light;def_multi;30,attr;light;hp_multi;30,attr;light;drag_cool_add;25,attr;fire;atk_multi_debuff;-15,attr;fire;def_multi_debuff;-15,attr;fire;hp_multi_debuff;-15,attr;fire;drag_cool_add_debuff;-25,attr;earth;atk_multi_debuff;-15,attr;earth;def_multi_debuff;-15,attr;earth;hp_multi_debuff;-15,attr;earth;drag_cool_add_debuff;-25,attr;water;atk_multi_debuff;-15,attr;water;def_multi_debuff;-15,attr;water;hp_multi_debuff;-15,attr;water;drag_cool_add_debuff;-25,attr;dark;atk_multi_debuff;-15,attr;dark;def_multi_debuff;-15,attr;dark;hp_multi_debuff;-15,attr;dark;drag_cool_add_debuff;-25",30,30,30,25,-30,-30,-30,-25
1500291,"attr;fire;atk_multi;30,attr;fire;def_multi;30,attr;fire;hp_multi;30,attr;fire;drag_cool_add;25,attr;water;atk_multi_debuff;-30,attr;water;def_multi_debuff;-30,attr;water;hp_multi_debuff;-30,attr;water;drag_cool_add_debuff;-25",30,30,30,25,-30,-30,-30,-25
1500292,"attr;earth;atk_multi;30,attr;earth;def_multi;30,attr;earth;hp_multi;30,attr;earth;drag_cool_add;25,attr;fire;atk_multi_debuff;-30,attr;fire;def_multi_debuff;-30,attr;fire;hp_multi_debuff;-30,attr;fire;drag_cool_add_debuff;-25",30,30,30,25,-30,-30,-30,-25
1500293,"attr;water;atk_multi;30,attr;water;def_multi;30,attr;water;hp_multi;30,attr;water;drag_cool_add;25,attr;earth;atk_multi_debuff;-30,attr;earth;def_multi_debuff;-30,attr;earth;hp_multi_debuff;-30,attr;earth;drag_cool_add_debuff;-25",30,30,30,25,-30,-30,-30,-25
1500294,"attr;dark;atk_multi;30,attr;dark;def_multi;30,attr;dark;hp_multi;30,attr;dark;drag_cool_add;25,attr;fire;atk_multi_debuff;-15,attr;fire;def_multi_debuff;-15,attr;fire;hp_multi_debuff;-15,attr;fire;drag_cool_add_debuff;-25,attr;earth;atk_multi_debuff;-15,attr;earth;def_multi_debuff;-15,attr;earth;hp_multi_debuff;-15,attr;earth;drag_cool_add_debuff;-25,attr;water;atk_multi_debuff;-15,attr;water;def_multi_debuff;-15,attr;water;hp_multi_debuff;-15,attr;water;drag_cool_add_debuff;-25,attr;light;atk_multi_debuff;-15,attr;light;def_multi_debuff;-15,attr;light;hp_multi_debuff;-15,attr;light;drag_cool_add_debuff;-25",30,30,30,25,-30,-30,-30,-25
1500295,"attr;light;atk_multi;30,attr;light;def_multi;30,attr;light;hp_multi;30,attr;light;drag_cool_add;25,attr;fire;atk_multi_debuff;-15,attr;fire;def_multi_debuff;-15,attr;fire;hp_multi_debuff;-15,attr;fire;drag_cool_add_debuff;-25,attr;earth;atk_multi_debuff;-15,attr;earth;def_multi_debuff;-15,attr;earth;hp_multi_debuff;-15,attr;earth;drag_cool_add_debuff;-25,attr;water;atk_multi_debuff;-15,attr;water;def_multi_debuff;-15,attr;water;hp_multi_debuff;-15,attr;water;drag_cool_add_debuff;-25,attr;dark;atk_multi_debuff;-15,attr;dark;def_multi_debuff;-15,attr;dark;hp_multi_debuff;-15,attr;dark;drag_cool_add_debuff;-25",30,30,30,25,-30,-30,-30,-25
1500296,"attr;fire;atk_multi;30,attr;fire;def_multi;30,attr;fire;hp_multi;30,attr;fire;drag_cool_add;25,attr;water;atk_multi_debuff;-30,attr;water;def_multi_debuff;-30,attr;water;hp_multi_debuff;-30,attr;water;drag_cool_add_debuff;-25",30,30,30,25,-30,-30,-30,-25
1500297,"attr;earth;atk_multi;30,attr;earth;def_multi;30,attr;earth;hp_multi;30,attr;earth;drag_cool_add;25,attr;fire;atk_multi_debuff;-30,attr;fire;def_multi_debuff;-30,attr;fire;hp_multi_debuff;-30,attr;fire;drag_cool_add_debuff;-25",30,30,30,25,-30,-30,-30,-25
1500298,"attr;water;atk_multi;30,attr;water;def_multi;30,attr;water;hp_multi;30,attr;water;drag_cool_add;25,attr;earth;atk_multi_debuff;-30,attr;earth;def_multi_debuff;-30,attr;earth;hp_multi_debuff;-30,attr;earth;drag_cool_add_debuff;-25",30,30,30,25,-30,-30,-30,-25
1500299,"attr;dark;atk_multi;30,attr;dark;def_multi;30,attr;dark;hp_multi;30,attr;dark;drag_cool_add;25,attr;fire;atk_multi_debuff;-15,attr;fire;def_multi_debuff;-15,attr;fire;hp_multi_debuff;-15,attr;fire;drag_cool_add_debuff;-25,attr;earth;atk_multi_debuff;-15,attr;earth;def_multi_debuff;-15,attr;earth;hp_multi_debuff;-15,attr;earth;drag_cool_add_debuff;-25,attr;water;atk_multi_debuff;-15,attr;water;def_multi_debuff;-15,attr;water;hp_multi_debuff;-15,attr;water;drag_cool_add_debuff;-25,attr;light;atk_multi_debuff;-15,attr;light;def_multi_debuff;-15,attr;light;hp_multi_debuff;-15,attr;light;drag_cool_add_debuff;-25",30,30,30,25,-30,-30,-30,-25
1500300,"attr;light;atk_multi;30,attr;light;def_multi;30,attr;light;hp_multi;30,attr;light;drag_cool_add;25,attr;fire;atk_multi_debuff;-15,attr;fire;def_multi_debuff;-15,attr;fire;hp_multi_debuff;-15,attr;fire;drag_cool_add_debuff;-25,attr;earth;atk_multi_debuff;-15,attr;earth;def_multi_debuff;-15,attr;earth;hp_multi_debuff;-15,attr;earth;drag_cool_add_debuff;-25,attr;water;atk_multi_debuff;-15,attr;water;def_multi_debuff;-15,attr;water;hp_multi_debuff;-15,attr;water;drag_cool_add_debuff;-25,attr;dark;atk_multi_debuff;-15,attr;dark;def_multi_debuff;-15,attr;dark;hp_multi_debuff;-15,attr;dark;drag_cool_add_debuff;-25",30,30,30,25,-30,-30,-30,-25
1500301,"attr;fire;atk_multi;30,attr;fire;def_multi;30,attr;fire;hp_multi;30,attr;fire;drag_cool_add;25,attr;water;atk_multi_debuff;-30,attr;water;def_multi_debuff;-30,attr;water;hp_multi_debuff;-30,attr;water;drag_cool_add_debuff;-25",30,30,30,25,-30,-30,-30,-25
1500302,"attr;earth;atk_multi;30,attr;earth;def_multi;30,attr;earth;hp_multi;30,attr;earth;drag_cool_add;25,attr;fire;atk_multi_debuff;-30,attr;fire;def_multi_debuff;-30,attr;fire;hp_multi_debuff;-30,attr;fire;drag_cool_add_debuff;-25",30,30,30,25,-30,-30,-30,-25
1500303,"attr;water;atk_multi;30,attr;water;def_multi;30,attr;water;hp_multi;30,attr;water;drag_cool_add;25,attr;earth;atk_multi_debuff;-30,attr;earth;def_multi_debuff;-30,attr;earth;hp_multi_debuff;-30,attr;earth;drag_cool_add_debuff;-25",30,30,30,25,-30,-30,-30,-25
1500304,"attr;dark;atk_multi;30,attr;dark;def_multi;30,attr;dark;hp_multi;30,attr;dark;drag_cool_add;25,attr;fire;atk_multi_debuff;-15,attr;fire;def_multi_debuff;-15,attr;fire;hp_multi_debuff;-15,attr;fire;drag_cool_add_debuff;-25,attr;earth;atk_multi_debuff;-15,attr;earth;def_multi_debuff;-15,attr;earth;hp_multi_debuff;-15,attr;earth;drag_cool_add_debuff;-25,attr;water;atk_multi_debuff;-15,attr;water;def_multi_debuff;-15,attr;water;hp_multi_debuff;-15,attr;water;drag_cool_add_debuff;-25,attr;light;atk_multi_debuff;-15,attr;light;def_multi_debuff;-15,attr;light;hp_multi_debuff;-15,attr;light;drag_cool_add_debuff;-25",30,30,30,25,-30,-30,-30,-25
1500305,"attr;light;atk_multi;30,attr;light;def_multi;30,attr;light;hp_multi;30,attr;light;drag_cool_add;25,attr;fire;atk_multi_debuff;-15,attr;fire;def_multi_debuff;-15,attr;fire;hp_multi_debuff;-15,attr;fire;drag_cool_add_debuff;-25,attr;earth;atk_multi_debuff;-15,attr;earth;def_multi_debuff;-15,attr;earth;hp_multi_debuff;-15,attr;earth;drag_cool_add_debuff;-25,attr;water;atk_multi_debuff;-15,attr;water;def_multi_debuff;-15,attr;water;hp_multi_debuff;-15,attr;water;drag_cool_add_debuff;-25,attr;dark;atk_multi_debuff;-15,attr;dark;def_multi_debuff;-15,attr;dark;hp_multi_debuff;-15,attr;dark;drag_cool_add_debuff;-25",30,30,30,25,-30,-30,-30,-25
1500306,"attr;fire;atk_multi;30,attr;fire;def_multi;30,attr;fire;hp_multi;30,attr;fire;drag_cool_add;25,attr;water;atk_multi_debuff;-30,attr;water;def_multi_debuff;-30,attr;water;hp_multi_debuff;-30,attr;water;drag_cool_add_debuff;-25",30,30,30,25,-30,-30,-30,-25
1500307,"attr;earth;atk_multi;30,attr;earth;def_multi;30,attr;earth;hp_multi;30,attr;earth;drag_cool_add;25,attr;fire;atk_multi_debuff;-30,attr;fire;def_multi_debuff;-30,attr;fire;hp_multi_debuff;-30,attr;fire;drag_cool_add_debuff;-25",30,30,30,25,-30,-30,-30,-25
1500308,"attr;water;atk_multi;30,attr;water;def_multi;30,attr;water;hp_multi;30,attr;water;drag_cool_add;25,attr;earth;atk_multi_debuff;-30,attr;earth;def_multi_debuff;-30,attr;earth;hp_multi_debuff;-30,attr;earth;drag_cool_add_debuff;-25",30,30,30,25,-30,-30,-30,-25
1500309,"attr;dark;atk_multi;30,attr;dark;def_multi;30,attr;dark;hp_multi;30,attr;dark;drag_cool_add;25,attr;fire;atk_multi_debuff;-15,attr;fire;def_multi_debuff;-15,attr;fire;hp_multi_debuff;-15,attr;fire;drag_cool_add_debuff;-25,attr;earth;atk_multi_debuff;-15,attr;earth;def_multi_debuff;-15,attr;earth;hp_multi_debuff;-15,attr;earth;drag_cool_add_debuff;-25,attr;water;atk_multi_debuff;-15,attr;water;def_multi_debuff;-15,attr;water;hp_multi_debuff;-15,attr;water;drag_cool_add_debuff;-25,attr;light;atk_multi_debuff;-15,attr;light;def_multi_debuff;-15,attr;light;hp_multi_debuff;-15,attr;light;drag_cool_add_debuff;-25",30,30,30,25,-30,-30,-30,-25
1500310,"attr;light;atk_multi;30,attr;light;def_multi;30,attr;light;hp_multi;30,attr;light;drag_cool_add;25,attr;fire;atk_multi_debuff;-15,attr;fire;def_multi_debuff;-15,attr;fire;hp_multi_debuff;-15,attr;fire;drag_cool_add_debuff;-25,attr;earth;atk_multi_debuff;-15,attr;earth;def_multi_debuff;-15,attr;earth;hp_multi_debuff;-15,attr;earth;drag_cool_add_debuff;-25,attr;water;atk_multi_debuff;-15,attr;water;def_multi_debuff;-15,attr;water;hp_multi_debuff;-15,attr;water;drag_cool_add_debuff;-25,attr;dark;atk_multi_debuff;-15,attr;dark;def_multi_debuff;-15,attr;dark;hp_multi_debuff;-15,attr;dark;drag_cool_add_debuff;-25",30,30,30,25,-30,-30,-30,-25
1500311,"attr;fire;atk_multi;30,attr;fire;def_multi;30,attr;fire;hp_multi;30,attr;fire;drag_cool_add;25,attr;water;atk_multi_debuff;-30,attr;water;def_multi_debuff;-30,attr;water;hp_multi_debuff;-30,attr;water;drag_cool_add_debuff;-25",30,30,30,25,-30,-30,-30,-25
1500312,"attr;earth;atk_multi;30,attr;earth;def_multi;30,attr;earth;hp_multi;30,attr;earth;drag_cool_add;25,attr;fire;atk_multi_debuff;-30,attr;fire;def_multi_debuff;-30,attr;fire;hp_multi_debuff;-30,attr;fire;drag_cool_add_debuff;-25",30,30,30,25,-30,-30,-30,-25
1500313,"attr;water;atk_multi;30,attr;water;def_multi;30,attr;water;hp_multi;30,attr;water;drag_cool_add;25,attr;earth;atk_multi_debuff;-30,attr;earth;def_multi_debuff;-30,attr;earth;hp_multi_debuff;-30,attr;earth;drag_cool_add_debuff;-25",30,30,30,25,-30,-30,-30,-25
