name,category,type,t_name,r_comment,res,res_2,res_icon,sound,symbol,groggy,overlab,overlab_option,duration,atk,def,hp,aspd,cri_chance,cri_dmg,cri_avoid,hit_rate,avoid,hp_drain,heal_power,recovery_power,dmg_adj_rate,atk_dmg_adj_rate,attr_adj_rate,attr_weak_adj_rate,cri_dmg_adj_rate,reflex_normal,reflex_skill,debuff_time,target_debuff_time,accuracy,resistance,pierce,guard_rear,final_dmg_rate,dot_interval,abs_switch,direction,val_1,val_2,val_3,val_4,desc_1,desc_2,desc_3,desc_4,t_desc,erasable,show_icon,to_programmer
atk_up_overlab3,good,buff,공격력 증가(3회중첩),,res/effect/effect_combat_up/effect_combat_up.vrp,,res/ui/icons/status_effect/atk_up.png,sfx_buff_get_1,x,false,3,1,-1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,x,x,x,x,,1,1,정수x퍼센트 (곱연산)
atk_up_overlab5,good,buff,공격력 증가(5회중첩),,res/effect/effect_combat_up/effect_combat_up.vrp,,res/ui/icons/status_effect/atk_up.png,sfx_buff_get_1,x,false,5,1,-1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,x,x,x,x,,1,1,정수x퍼센트 (곱연산)
def_up_overlab3,good,buff,공격력 증가(5회중첩),,res/effect/effect_defense_up/effect_defense_up.vrp,,res/ui/icons/status_effect/def_up.png,sfx_buff_get_1,x,false,3,1,-1,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,x,x,x,x,,1,1,정수x퍼센트 (곱연산)
def_up_overlab5,good,buff,방어력 증가(5회중첩),,res/effect/effect_defense_up/effect_defense_up.vrp,,res/ui/icons/status_effect/def_up.png,sfx_buff_get_1,x,false,5,1,-1,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,x,x,x,x,,1,1,정수x퍼센트 (곱연산)
godium_earth_buff,good,buff,공격력/치명확률 증가,,res/effect/effect_combat_up/effect_combat_up.vrp,,res/ui/icons/status_effect/atk_up.png,sfx_buff_get_1,x,false,3,0,15,20,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,x,x,x,x,,1,1,정수x퍼센트 (곱연산)
godium_light_buff,good,buff,공격력/회복량 증가,,res/effect/effect_combat_up/effect_combat_up.vrp,,res/ui/icons/status_effect/atk_up.png,sfx_buff_get_1,x,false,3,0,15,20,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,x,x,x,x,,1,1,정수x퍼센트 (곱연산)
godium_fire_buff,good,buff,공격력/방어관통 증가,,res/effect/effect_combat_up/effect_combat_up.vrp,,res/ui/icons/status_effect/atk_up.png,sfx_buff_get_1,x,false,3,0,15,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,,0,,,,,,x,x,x,x,,1,1,정수x퍼센트 (곱연산)
immortal,good,immortal,불사,,res/effect/effect_athanasia/effect_athanasia.vrp,,res/ui/icons/status_effect/immortal.png,sfx_buff_get_1,x,false,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,x,x,x,x,,1,1,x
dot_booster,bad,modify,지속피해효과 강화,,,,,sfx_buff_get_1,x,false,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,type;dot_dmg,,,,x,x,x,x,,1,1,x
heal2,good,dot_heal,회복,,res/effect/effect_tamer_heal/effect_tamer_heal.vrp,,res/ui/icons/status_effect/heal.png,sfx_heal,x,false,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.3,0,,atk,,,,x,x,x,x,,1,1,x
heal_def,good,dot_heal,회복,,res/effect/effect_tamer_heal/effect_tamer_heal.vrp,,res/ui/icons/status_effect/heal.png,sfx_heal,x,false,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,def,,,,x,x,x,x,,1,1,x
heal_abs,good,dot_heal,회복,,res/effect/effect_tamer_heal/effect_tamer_heal.vrp,,res/ui/icons/status_effect/heal.png,sfx_heal,x,false,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,hp_abs,,,,x,x,x,x,,1,1,x
heal_per_hp,good,dot_heal,회복,,res/effect/effect_tamer_heal/effect_tamer_heal.vrp,,res/ui/icons/status_effect/heal.png,sfx_heal,x,false,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,hp_target,,,,x,x,x,x,,1,1,x
heal_overlab,good,dot_heal,회복 오버랩,,res/effect/effect_heal/effect_heal.vrp,,res/ui/icons/status_effect/heal.png,sfx_heal,x,false,5,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,atk,,,,x,x,x,x,,1,1,x
pierce,good,buff,관통,,res/effect/effect_armorpiercing/effect_armorpiercing.vrp,,res/ui/icons/status_effect/pierce.png,sfx_buff_get_1,x,false,1,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,,0,,,,,,x,x,x,x,,1,1,x
barrier_protection_abs,good,barrier,보호막,,res/effect/effect_protection_new/effect_protection_new.vrp,,res/ui/icons/status_effect/p_resist.png,sfx_shield,x,false,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,barrier,hit_abs,,,,x,x,x,x,,1,1,시전자 체력의 val_1% 만큼 데미지를 흡수하는 보호막 생성
barrier_protection_darknix,good,barrier_time,경질화,,res/effect/effect_darknix_barrier/effect_darknix_barrier.vrp,,res/ui/icons/status_effect/p_resist.png,sfx_shield,x,false,1,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,barrier,,,,,x,x,x,x,,1,1,시전자 체력의 val_1% 만큼 데미지를 흡수하는 보호막 생성
barrier_protection_boss,good,barrier_time,경질화,,res/effect/effect_boss_barrier/effect_boss_barrier.vrp,,res/ui/icons/status_effect/p_resist.png,sfx_shield,x,false,1,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,barrier,,,,,x,x,x,x,,1,1,시전자 체력의 val_1% 만큼 데미지를 흡수하는 보호막 생성
barrier_protection_l,good,barrier,거대 보호막,,res/effect/effect_darknix_barrier/effect_darknix_barrier.vrp,,res/ui/icons/status_effect/p_resist.png,sfx_shield,x,false,1,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,barrier,100,,,,x,x,x,x,,1,1,시전자 체력의 val_1% 만큼 데미지를 흡수하는 보호막 생성
heal_add,good,buff,회복량 증가,,res/effect/effect_tactics_up/effect_tactics_up.vrp,,res/ui/icons/status_effect/recovery_add.png,sfx_buff_get_1,x,false,1,0,15,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,x,x,x,x,,1,1,
hp_down,bad,debuff,최대 생명력 감소,,,,res/ui/icons/status_effect/hp_down.png,sfx_debuff,x,false,3,1,15,0,0,-15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,x,x,x,x,,1,1,정수x퍼센트 (곱연산)
heal_deny,bad,debuff,회복 불가,,res/effect/effect_tactics_down/effect_tactics_down.vrp,,res/ui/icons/status_effect/heal_deny.png,sfx_debuff,x,false,1,0,15,0,0,0,0,0,0,0,0,0,0,-9999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,x,x,x,x,,1,1,
blind,bad,cc,실명,,res/effect/effect_blind/effect_blind.vrp,,res/ui/icons/status_effect/blind.png,sfx_debuff,o,false,1,0,10,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,10,100,1,10,x,x,x,x,,1,1,dot류 처럼 인터벌 있음
electric_shock,bad,cc,감전,,res/effect/effect_electric_shock/effect_electric_shock.vrp,,res/ui/icons/status_effect/electric_shock.png,sfx_debuff,x,false,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,20,,,,x,x,x,x,,1,1,
bleed,bad,dot_dmg,출혈,,res/effect/effect_bleed/effect_bleed.vrp,,res/ui/icons/status_effect/bleed.png,efx_bleed,x,false,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,bleed,,,,x,x,x,x,,1,1,
poison,bad,dot_dmg,중독,,res/effect/effect_poison/effect_poison.vrp,,res/ui/icons/status_effect/poison.png,efx_posion,x,false,3,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,poison,,,,x,x,x,x,,1,1,
burn,bad,dot_dmg,화상,,res/effect/effect_burn/effect_burn.vrp,,res/ui/icons/status_effect/burn.png,efx_burn,x,false,3,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,x,x,x,x,,1,1,
bleed_overlab,bad,dot_dmg,출혈(중첩가능),,res/effect/effect_bleed/effect_bleed.vrp,,res/ui/icons/status_effect/bleed.png,efx_bleed,x,false,5,1,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,bleed,,,,x,x,x,x,,1,1,
transfer_dot_dmg,bad,transfer,지속 피해 효과 전이,,,,,sfx_buff_get_1,x,false,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,type;dot_dmg,,,,x,x,x,x,,1,1,대상의 dot_dmg 타입의 상태효과를 전이
non_debuff_hp_up,good,conditional_buff,조건부 생명력 증가,,res/effect/effect_defense_up/effect_defense_up.vrp,,res/ui/icons/status_effect/hp_up.png,sfx_buff_get_1,x,false,1,0,15,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,non_debuff,,,,x,x,x,x,,0,0,정수x퍼센트 (곱연산)
non_debuff_atk_up,good,conditional_buff,조건부 공격력 증가,,res/effect/effect_combat_up/effect_combat_up.vrp,,res/ui/icons/status_effect/atk_up.png,sfx_buff_get_1,x,false,1,0,15,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,non_debuff,,,,x,x,x,x,,0,0,정수x퍼센트 (곱연산)
non_debuff_def_up,good,conditional_buff,조건부 방어력 증가,,res/effect/effect_defense_up/effect_defense_up.vrp,,res/ui/icons/status_effect/def_up.png,sfx_buff_get_1,x,false,1,0,15,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,non_debuff,,,,x,x,x,x,,0,0,정수x퍼센트 (곱연산)
non_debuff_cri_dmg_up,good,conditional_buff,조건부 치명 피해 증가,,res/effect/effect_tactics_up/effect_tactics_up.vrp,,res/ui/icons/status_effect/cri_dmg_up.png,sfx_buff_get_1,x,false,1,0,15,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,non_debuff,,,,x,x,x,x,,0,1,정수x퍼센트 (곱연산)
wave_boss_atk_up,good,conditional_buff,보스전 공격력 증가,,res/effect/effect_combat_up/effect_combat_up.vrp,,res/ui/icons/status_effect/atk_up.png,sfx_buff_get_1,x,false,1,0,15,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,wave_boss,,,,x,x,x,x,,0,1,정수x퍼센트 (곱연산)
wave_boss_def_up,good,conditional_buff,보스전 방어력 증가,,res/effect/effect_defense_up/effect_defense_up.vrp,,res/ui/icons/status_effect/def_up.png,sfx_buff_get_1,x,false,1,0,15,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,wave_boss,,,,x,x,x,x,,0,1,정수x퍼센트 (곱연산)
wave_boss_aspd_up,good,conditional_buff,보스전 공격 속도 증가,,res/effect/effect_combat_up/effect_combat_up.vrp,,res/ui/icons/status_effect/aspd_up.png,sfx_buff_get_1,x,false,1,0,15,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,wave_boss,,,,x,x,x,x,,0,1,퍼센트+퍼센트 (합연산)
wave_boss_hit_rate_up,good,conditional_buff,보스전 적중률 증가,,res/effect/effect_tactics_up/effect_tactics_up.vrp,,res/ui/icons/status_effect/hit_rate_up.png,sfx_buff_get_1,x,false,1,0,15,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,wave_boss,,,,x,x,x,x,,0,1,퍼센트+퍼센트 (합연산)
ice_element_shot,good,consume_missile,얼음 조각 발사,,res/missile/missile_ice/missile_ice_@.vrp,res/missile/motion_streak/motion_streak_white.png,,sfx_wind,x,false,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,ice_element,,,,x,x,x,x,,1,1,
ice_element_bleed,good,consume_missile,얼음 조각 출혈,,res/missile/missile_ice/missile_ice_@.vrp,res/missile/motion_streak/motion_streak_white.png,,efx_bleed,x,false,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,ice_element,,bleed_overlab;10;15,,x,x,x,x,,1,1,
resist_atk_down,good,modify_dmg,공격력 감소에 대한 피해저항,,,,res/ui/icons/status_effect/p_resist.png,sfx_buff_get_1,x,false,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,1,atk_down,,,x,x,x,x,,1,1,
add_dmg_atk_down,good,modify_dmg,공격력 감소 적에게 피해증가,,,,res/ui/icons/status_effect/atk_up.png,sfx_buff_get_1,x,false,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,atk_down,,,x,x,x,x,,1,1,
invalid,bad,dispell,모든 효과 해제,,,res/effect/effect_status_effect_clear/effect_status_effect_clear.vrp,,sfx_debuff_cure,x,false,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,all,,,,x,x,x,x,,0,1,
cure_stun,good,dispell,기절 해제,,,res/effect/effect_status_effect_clear/effect_status_effect_clear.vrp,,sfx_debuff_cure,x,false,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,name;stun,,,,x,x,x,x,,0,1,
cure_silence,good,dispell,침묵 해제,,,res/effect/effect_status_effect_clear/effect_status_effect_clear.vrp,,sfx_debuff_cure,x,false,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,name;silence,,,,x,x,x,x,,0,1,
cure_sleep,good,dispell,수면 해제,,,res/effect/effect_status_effect_clear/effect_status_effect_clear.vrp,,sfx_debuff_cure,x,false,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,name;sleep,,,,x,x,x,x,,0,1,
add_dmg,bad,add_dmg,추가 피해,,res/effect/effect_hit_physical_fire/effect_hit_physical_fire.spine,,,sfx_debuff_cure,x,false,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,x,x,x,x,,0,1,
add_dmg_abs,bad,add_dmg,추가 피해,,res/effect/effect_hit_physical_fire/effect_hit_physical_fire.spine,,,sfx_debuff_cure,x,false,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,,x,x,x,x,,0,1,
add_dmg_bleed,bad,add_dmg,출혈 추가 피해,,res/effect/effect_hit_physical_fire/effect_hit_physical_fire.spine,,,efx_damage_critical,x,false,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,x,x,x,x,,0,1,
add_dmg_poison,bad,add_dmg,중독 추가 피해,,res/effect/effect_hit_physical_fire/effect_hit_physical_fire.spine,,,efx_damage_critical,x,false,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,x,x,x,x,,0,1,
add_dmg_burn,bad,add_dmg,화상 추가 피해,,res/effect/effect_hit_physical_fire/effect_hit_physical_fire.spine,,,efx_damage_critical,x,false,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,x,x,x,x,,0,1,
add_dmg_blind,bad,add_dmg,실명 추가 피해,,res/effect/effect_hit_physical_fire/effect_hit_physical_fire.spine,,,efx_damage_critical,x,false,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,x,x,x,x,,0,1,
add_dmg_stun,bad,add_dmg,기절 추가 피해,,res/effect/effect_hit_physical_fire/effect_hit_physical_fire.spine,,,efx_damage_critical,x,false,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,x,x,x,x,,0,1,
add_dmg_sleep,bad,add_dmg,수면 추가 피해,,res/effect/effect_hit_physical_fire/effect_hit_physical_fire.spine,,,efx_damage_critical,x,false,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,x,x,x,x,,0,1,
add_dmg_silence,bad,add_dmg,침묵 추가 피해,,res/effect/effect_hit_physical_fire/effect_hit_physical_fire.spine,,,efx_damage_critical,x,false,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,x,x,x,x,,0,1,
add_dmg_one_time,bad,add_dmg_one_time,추가 피해,,res/effect/effect_hit_physical_fire/effect_hit_physical_fire.spine,,,efx_damage_critical,x,false,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,x,x,x,x,,0,1,
add_heal,good,add_heal,추가 회복,,res/effect/effect_tamer_heal/effect_tamer_heal.vrp,,,sfx_heal,x,false,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,x,x,x,x,,0,1,
resistance_effect,good,buff,효과 저항,,res/effect/effect_react_armor/effect_react_armor.vrp,,res/ui/icons/status_effect/p_resist.png,sfx_shield,x,false,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,,0,,,,,,x,x,x,x,,0,1,
atk_up_wrath,none,buff,타오르는 분노,,,,res/ui/icons/status_effect/fury.png,,x,false,100,1,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,x,x,x,x,,1,1,
darknix,good,passive,파멸의 고동,,res/effect/effect_combat_up/effect_combat_up.vrp,,res/ui/icons/status_effect/atk_up.png,efx_story_fury,x,false,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,,0,,,,,,x,x,x,x,,0,1,
passive_spatter,good,passive,퐁당퐁당,,,,,,x,false,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,200,3,,5,x,x,x,x,,0,1,(퍼플립스 4성 패시브)
passive_recovery,good,dot_heal,지속 치유,,,,,,x,false,1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,,hp_target,,,,x,x,x,x,,0,1,(리티오 4성 패시브)
passive_heal_add,good,buff,회복량 증가,,,,,,x,false,1,0,-1,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,x,x,x,x,,0,1,
passive_bloodlust,good,buff,피의 맛,,,,,,x,false,5,0,20,20,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,20,,,,x,x,x,x,,0,1,
passive_recovery_add,good,buff,받는 회복량 증가,,,,,,x,false,0,0,15,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,x,x,x,x,,0,0,
passive_recovery_dec,bad,debuff,받는 회복량 감소,,,,,,x,false,0,0,15,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,x,x,x,x,,0,1,
passive_debuff_time_decrease,good,buff,디버프 시간 감소,,,,,,x,false,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-100,0,0,0,0,0,0,,0,,,,,,x,x,x,x,,0,1,
passive_target_debuff_time_increase,good,buff,적 디버프 시간 증가,,,,,,x,false,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,,0,,,,,,x,x,x,x,,0,1,
passive_add_dmg_atk_down,good,modify_dmg,공격력 감소 적에게 피해증가,,,,,,x,false,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,atk_down,,,x,x,x,x,,0,1,
tamer_passive_atk_up,good,buff,곤퓨,,,,,,x,false,0,0,-1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,x,x,x,x,,0,1,
tamer_passive_hp_up_abs,good,buff,라이브라,,,,,,x,false,0,0,-1,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,,,,,,x,x,x,x,,0,1,
aphrodite_team_buff,good,skill_modify,여신과 거신,,,,,,x,false,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,"207141,207142,207143,207144,207145;add_option_value_1;5;add",,,,x,x,x,x,,0,0,
garuda_team_buff,good,skill_modify,야생의 피부,,,,,,x,false,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,"202132,202134;add_option_value_1;40;add","207011,207012,207013;add_option_value_1;40;add",,,x,x,x,x,,0,0,
card_team_buff,good,skill_modify,혼돈과 질서,,,,,,x,false,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,"204413,204443,204515,204545;cooldown;-4.8;add","207413,207443;cooldown;-1.2;add","207914,207944;cooldown;-3;add",,x,x,x,x,,0,0,
mana_team_buff,good,skill_modify,,,,,,,x,false,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,"204413,204443,204515,204545;cooldown;-4.8;add","207413,207443;cooldown;-1.2;add","207914,207944;cooldown;-3;add",,x,x,x,x,,0,0,
passive_atk_up_time,good,buff,중첩 강화,,res/effect/effect_combat_up/effect_combat_up.vrp,,res/ui/icons/status_effect/atk_up.png,efx_story_fury,x,false,100,1,-1,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,scale,1,0.05,apply_hitbox,x,x,x,x,,0,1,
passive_atk_up_pompom,good,buff,폼폼킹 강화,,res/effect/effect_combat_up/effect_combat_up.vrp,,res/ui/icons/status_effect/atk_up.png,efx_story_fury,x,false,100,1,-1,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,x,x,x,x,,1,1,
leader_dot_damage_super_flag,none,flag,영원한 안식,,,,,,x,false,1,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,x,x,x,x,,0,1,특정 상태 효과 플래그
reflect_super,good,buff,반사,,res/effect/effect_reflect_dmg_new/effect_reflect_dmg_new.vrp,,res/ui/icons/status_effect/m_resist.png,sfx_shield,x,false,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,100,0,0,0,0,0,0,0,,0,,,,,,x,x,x,x,,0,0,
reflect_normal,good,buff,반사,,res/effect/effect_reflect_dmg_new/effect_reflect_dmg_new.vrp,,res/ui/icons/status_effect/m_resist.png,sfx_shield,x,false,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,,0,,,,,,x,x,x,x,,0,0,
immunity_super,good,immune,제거 불가능한 면역,,,,res/ui/icons/status_effect/immunity_debuff.png,sfx_shield,x,false,1,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,x,x,x,x,,0,0,
target_active_skill_only,good,atk_limit,일반 공격/패시브 타겟 불가,,,,,,x,false,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,x,x,x,x,,0,1,
target_without_skill,good,atk_limit,드래그 타겟 불가,,,,,,x,false,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,x,x,x,x,,0,1,
target_disabled,good,atk_limit,타겟 불가,,,,,,x,false,0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,x,x,x,x,,0,1,
atk_up_unerasable,good,buff,제거 불가한 공격력 증가(100),,,,res/ui/icons/status_effect/atk_up.png,sfx_buff_get_1,x,false,3,1,15,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,x,x,x,x,공격력 증가,0,1,정수x퍼센트 (곱연산)
def_up_unerasable,good,buff,제거 불가한 방어력 증가(100),,,,res/ui/icons/status_effect/def_up.png,sfx_buff_get_1,x,false,3,1,15,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,,,,x,x,x,x,방어력 증가,0,1,정수x퍼센트 (곱연산)
dot_damage_super,bad,dot_dmg,해제 불가한 지속피해,,res/effect/effect_bleed/effect_bleed.vrp,,res/ui/icons/status_effect/dot_super.png,efx_burn,x,false,9,1,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,,,,x,x,x,x,,0,1,
