stage,t_name,r_difficult,mode,r_chapter_info,r_stage_info,attr,level,hp_ratio,boss_hp_ratio,r_boss_actural_ratio,r_real_hp,r_real_def,r_real_atk,buff_user,buff_enemy,val_1,t_help,r_value,r_value_2
1401172,고대의탑,ancient,ancient,ancient,172,water,1126,1.5,1.4,2.1,"1,435,623","13,512","7,644",,"did;121452;atk_dmg_adj_rate_add;250,all;0;resistance_add;50,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;35,all;0;final_heal_rate_multi_debuff;-50",,,,
1401173,고대의탑,ancient,ancient,ancient,173,fire,1134,1.5,1.4,2.1,"1,424,337","6,634","9,990",,"did;120273;atk_dmg_adj_rate_add;200,all;0;resistance_add;50,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;35,all;0;final_heal_rate_multi_debuff;-50",,,,
1401174,고대의탑,ancient,ancient,ancient,174,light,1142,1.5,1.4,2.1,"1,393,742","7,725","14,407",,"did;121004;atk_dmg_adj_rate_add;50,did;121004;cri_chance_add;30,did;121004;cri_dmg_add;100,all;0;resistance_add;50,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;35,all;0;final_heal_rate_multi_debuff;-50",,,,
1401175,고대의탑,ancient,ancient,ancient,175,dark,1150,1.5,1.1,1.65,"1,466,663","9,141","8,737",,"did;120845;atk_dmg_adj_rate_add;200,all;0;resistance_add;50,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;35,all;0;final_heal_rate_multi_debuff;-50",,,,
1401176,고대의탑,ancient,ancient,ancient,176,earth,1158,1.5,1.2,1.8,"1,467,961","9,616","10,330",,"did;121411;atk_dmg_adj_rate_add;150,all;0;resistance_add;50,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;35,all;0;final_heal_rate_multi_debuff;-50",,,,
1401177,고대의탑,ancient,ancient,ancient,177,water,1166,1.5,1.5,2.25,"1,500,830","10,631","14,513",,"did;120462;atk_dmg_adj_rate_add;50,all;0;resistance_add;50,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;35,all;0;final_heal_rate_multi_debuff;-50",,,,
1401178,고대의탑,ancient,ancient,ancient,178,fire,1174,1.5,1.5,2.25,"1,457,394","8,873","17,104",,"did;121153;atk_dmg_adj_rate_add;50,all;0;resistance_add;50,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;35,all;0;final_heal_rate_multi_debuff;-50",,,,
1401179,고대의탑,ancient,ancient,ancient,179,light,1182,1.5,1.7,2.55,"1,416,974","19,689","8,103",,"did;120804;atk_dmg_adj_rate_add;100,all;0;resistance_add;50,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;35,all;0;final_heal_rate_multi_debuff;-50",,,,
1401180,고대의탑,ancient,ancient,ancient,180,dark,1190,1.5,1,1.5,"1,545,207","12,075","8,026",,"did;121065;atk_dmg_adj_rate_add;500,all;0;resistance_add;50,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;35,all;0;final_heal_rate_multi_debuff;-50",,,,
1401181,고대의탑,ancient,ancient,ancient,181,earth,1198,1.5,1.5,2.25,"1,523,683","14,110","8,622",,"did;121011;atk_dmg_adj_rate_add;500,all;0;resistance_add;50,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;35,all;0;final_heal_rate_multi_debuff;-50",,,,
1401182,고대의탑,ancient,ancient,ancient,182,water,1206,1.5,1.3,1.95,"1,615,886","8,761","7,119",,"did;120642;atk_dmg_adj_rate_add;50,all;0;resistance_add;50,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;35,all;0;final_heal_rate_multi_debuff;-50",,,,
1401183,고대의탑,ancient,ancient,ancient,183,fire,1214,1.5,1.3,1.95,"1,568,862","12,937","8,778",,"did;120713;atk_dmg_adj_rate_add;200,all;0;resistance_add;50,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;35,all;0;final_heal_rate_multi_debuff;-50",,,,
1401184,고대의탑,ancient,ancient,ancient,184,light,1222,1.5,1.5,2.25,"1,631,950","8,230","17,885",,"did;120874;atk_dmg_adj_rate_add;50,all;0;resistance_add;50,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;35,all;0;final_heal_rate_multi_debuff;-50",,,,
1401185,고대의탑,ancient,ancient,ancient,185,dark,1230,1.5,1.2,1.8,"1,567,752","13,220","10,888",,"did;120885;atk_dmg_adj_rate_add;100,all;0;resistance_add;50,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;35,all;0;final_heal_rate_multi_debuff;-50",,,,
1401186,고대의탑,ancient,ancient,ancient,186,earth,1238,1.5,1.7,2.55,"1,559,242","11,155","17,261",,"did;121431;atk_dmg_adj_rate_add;25,all;0;resistance_add;50,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;35,all;0;final_heal_rate_multi_debuff;-50",,,,
1401187,고대의탑,ancient,ancient,ancient,187,water,1246,1.5,1.3,1.95,"1,555,288","12,126","7,696",,"did;121172;atk_dmg_adj_rate_add;100,did;121172;cri_chance_add;60,did;121172;cri_dmg_add;250,all;0;resistance_add;50,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;35,all;0;final_heal_rate_multi_debuff;-50",,,,
1401188,고대의탑,ancient,ancient,ancient,188,fire,1254,1.5,1.6,2.4,"1,624,090","13,670","11,715",,"did;120653;atk_dmg_adj_rate_add;200,all;0;resistance_add;50,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;35,all;0;final_heal_rate_multi_debuff;-50",,,,
1401189,고대의탑,ancient,ancient,ancient,189,light,1262,1.5,1.6,2.4,"1,610,919","10,764","17,917",,"did;121124;atk_dmg_adj_rate_add;10,all;0;resistance_add;50,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;35,all;0;final_heal_rate_multi_debuff;-50",,,,
1401190,고대의탑,ancient,ancient,ancient,190,dark,1270,1.5,1.5,2.25,"1,557,238","11,241","17,175",,"did;121205;atk_dmg_adj_rate_add;50,all;0;resistance_add;50,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;35,all;0;final_heal_rate_multi_debuff;-50",,,,
1401191,고대의탑,ancient,ancient,ancient,191,earth,1278,1.5,1,1.5,"772,957","10,156","14,989",attr;water;final_dmg_rate_multi;25,"did;121111;atk_dmg_adj_rate_add;200,did;120771;atk_dmg_adj_rate_add;150,did;121181;atk_dmg_adj_rate_add;50,did;121181;cri_chance_add;50,did;121181;cri_dmg_add;50,did;121011;atk_dmg_adj_rate_add;500,all;0;resistance_add;50,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;35,all;0;final_heal_rate_multi_debuff;-65",,,,
1401192,고대의탑,ancient,ancient,ancient,192,water,1286,1.5,1.3,1.95,"1,247,724","9,217","17,168",attr;fire;final_dmg_rate_multi;25,"did;121092;atk_dmg_adj_rate_add;50,did;120692;atk_dmg_adj_rate_add;50,did;121452;atk_dmg_adj_rate_add;250,did;120642;atk_dmg_adj_rate_add;50,all;0;resistance_add;50,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;35,all;0;final_heal_rate_multi_debuff;-65",,,,
1401193,고대의탑,ancient,ancient,ancient,193,fire,1294,1.5,1.3,1.95,"1,354,778","9,841","16,135",attr;earth;final_dmg_rate_multi;25,"did;121443;atk_dmg_adj_rate_add;50,did;121143;atk_dmg_adj_rate_add;50,did;120273;atk_dmg_adj_rate_add;200,did;120713;atk_dmg_adj_rate_add;200,all;0;resistance_add;50,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;35,all;0;final_heal_rate_multi_debuff;-65",,,,
1401194,고대의탑,ancient,ancient,ancient,194,light,1302,1.5,1.3,1.95,"1,442,452","9,851","15,427",,"did;121024;atk_dmg_adj_rate_add;200,did;121164;atk_dmg_adj_rate_add;200,did;121004;atk_dmg_adj_rate_add;50,did;121004;cri_chance_add;30,did;121004;cri_dmg_add;100,did;120874;atk_dmg_adj_rate_add;50,all;0;resistance_add;50,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;35,all;0;final_heal_rate_multi_debuff;-65",,,,
1401195,고대의탑,ancient,ancient,ancient,195,dark,1310,1.5,1.3,1.95,"1,340,104","9,502","17,173",,"did;121055;atk_dmg_adj_rate_add;100,did;121085;atk_dmg_adj_rate_add;150,did;120845;atk_dmg_adj_rate_add;200,did;120885;atk_dmg_adj_rate_add;100,all;0;resistance_add;50,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;35,all;0;final_heal_rate_multi_debuff;-65",,,,
1401196,고대의탑,ancient,ancient,ancient,196,earth,1318,1.5,1.2,1.8,"1,728,952","10,353","11,894",attr;water;final_dmg_rate_multi;25,"did;121131;atk_dmg_adj_rate_add;200,did;120721;atk_dmg_adj_rate_add;200,did;121411;atk_dmg_adj_rate_add;150,did;121431;atk_dmg_adj_rate_add;25,all;0;resistance_add;50,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;35,all;0;final_heal_rate_multi_debuff;-65",,,,
1401197,고대의탑,ancient,ancient,ancient,197,water,1326,1.5,1.2,1.8,"1,611,122","10,403","10,345",attr;fire;final_dmg_rate_multi;25,"did;120122;atk_dmg_adj_rate_add;200,did;121302;atk_dmg_adj_rate_add;150,did;120462;atk_dmg_adj_rate_add;50,did;121172;atk_dmg_adj_rate_add;100,did;121172;cri_chance_add;60,did;121172;cri_dmg_add;250,all;0;resistance_add;50,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;35,all;0;final_heal_rate_multi_debuff;-65",,,,
1401198,고대의탑,ancient,ancient,ancient,198,fire,1334,1.5,1.3,1.95,"1,260,652","11,049","16,742",attr;earth;final_dmg_rate_multi;25,"did;121403;atk_dmg_adj_rate_add;50,did;121073;atk_dmg_adj_rate_add;300,did;121153;atk_dmg_adj_rate_add;50,did;120653;atk_dmg_adj_rate_add;200,all;0;resistance_add;50,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;35,all;0;final_heal_rate_multi_debuff;-75",,,,
1401199,고대의탑,ancient,ancient,ancient,199,light,1342,1.5,1.2,1.8,"1,656,518","12,407","7,913",,"did;121174;atk_dmg_adj_rate_add;200,did;121174;cri_chance_add;60,did;121174;cri_dmg_add;250,did;121194;atk_dmg_adj_rate_add;300,did;120804;atk_dmg_adj_rate_add;100,did;121124;atk_dmg_adj_rate_add;10,all;0;resistance_add;50,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;35,all;0;final_heal_rate_multi_debuff;-65",,,,
1401200,고대의탑,ancient,ancient,ancient,200,dark,1350,1.5,1.3,1.95,"1,473,770","8,376","18,190",,"did;121035;atk_dmg_adj_rate_add;50,did;121035;cri_chance_add;50,did;121045;atk_dmg_adj_rate_add;200,did;121065;atk_dmg_adj_rate_add;500,did;121205;atk_dmg_adj_rate_add;50,all;0;resistance_add;50,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;35,all;0;final_heal_rate_multi_debuff;-65",,,,
1401201,고대의탑,ancient,ancient,ancient,201,earth,1360,1.5,1.5,2.25,"1,775,859","14,471","8,516",attr;water;final_dmg_rate_multi;25,"did;121531;atk_dmg_adj_rate_add;300,all;0;resistance_add;50,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;35,all;0;final_heal_rate_multi_debuff;-50",,,,
1401202,고대의탑,ancient,ancient,ancient,202,water,1370,1.5,2,3,"2,157,206","11,037","13,331",,"did;120422;atk_dmg_adj_rate_add;100,all;0;resistance_add;50,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;35,all;0;final_heal_rate_multi_debuff;-50",,,,
1401203,고대의탑,ancient,ancient,ancient,203,fire,1380,1.5,1.8,2.7,"2,093,243","11,968","11,861",,"did;120853;atk_dmg_adj_rate_add;200,all;0;resistance_add;50,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;35,all;0;final_heal_rate_multi_debuff;-50",,,,
1401204,고대의탑,ancient,ancient,ancient,204,light,1390,1.5,2,3,"1,910,274","10,503","16,949",,"did;120584;atk_dmg_adj_rate_add;50,all;0;resistance_add;50,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;35,all;0;final_heal_rate_multi_debuff;-50",,,,
1401205,고대의탑,ancient,ancient,ancient,205,dark,1400,1.5,1.5,2.25,"1,748,072","17,226","10,497",,"did;121515;atk_dmg_adj_rate_add;300,all;0;resistance_add;50,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;35,all;0;final_heal_rate_multi_debuff;-50",,,,
1401206,고대의탑,ancient,ancient,ancient,206,earth,1410,1.5,1.2,1.8,"1,841,351","13,353","10,023",,"did;120611;atk_dmg_adj_rate_add;300,all;0;resistance_add;50,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;35,all;0;final_heal_rate_multi_debuff;-50",,,,
1401207,고대의탑,ancient,ancient,ancient,207,water,1420,1.5,1.2,1.8,"2,054,940","11,679","10,114",,"did;120892;atk_dmg_adj_rate_add;150,all;0;resistance_add;50,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;35,all;0;final_heal_rate_multi_debuff;-50",,,,
1401208,고대의탑,ancient,ancient,ancient,208,fire,1430,1.5,2,3,"1,983,684","9,497","17,285",,"did;120393;atk_dmg_adj_rate_add;50,did;120393;cri_chance_add;120,all;0;resistance_add;50,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;35,all;0;final_heal_rate_multi_debuff;-50",,,,
1401209,고대의탑,ancient,ancient,ancient,209,light,1440,1.5,1.6,2.4,"1,943,743","11,808","16,692",,"did;121484;atk_dmg_adj_rate_add;200,all;0;resistance_add;50,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;35,all;0;final_heal_rate_multi_debuff;-50",,,,
1401210,고대의탑,ancient,ancient,ancient,210,dark,1450,1.5,1.8,2.7,"2,146,625","15,134","12,999",,"did;120725;atk_dmg_adj_rate_add;150,all;0;resistance_add;50,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;35,all;0;final_heal_rate_multi_debuff;-50",,,,
1401211,고대의탑,ancient,ancient,ancient,211,earth,1460,1.5,2.5,3.75,"2,870,535","9,907","19,867",,"did;121051;atk_dmg_adj_rate_add;50,all;0;resistance_add;50,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;35,all;0;final_heal_rate_multi_debuff;-50",,,,
1401212,고대의탑,ancient,ancient,ancient,212,water,1470,1.5,2,3,"2,173,564","10,533","16,311",,"did;121142;atk_dmg_adj_rate_add;50,all;0;resistance_add;50,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;35,all;0;final_heal_rate_multi_debuff;-50",,,,
1401213,고대의탑,ancient,ancient,ancient,213,fire,1480,1.5,2,3,"2,321,014","12,392","17,910",,"did;120783;atk_dmg_adj_rate_add;100,all;0;resistance_add;50,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;35,all;0;final_heal_rate_multi_debuff;-50",,,,
1401214,고대의탑,ancient,ancient,ancient,214,light,1490,1.5,1.2,1.8,"2,034,759","10,970","12,985",,"did;120104;atk_dmg_adj_rate_add;100,all;0;resistance_add;50,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;35,all;0;final_heal_rate_multi_debuff;-50",,,,
1401215,고대의탑,ancient,ancient,ancient,215,dark,1500,1.5,1.2,1.8,"1,456,898","20,634","9,413",,"did;120435;atk_dmg_adj_rate_add;250,all;0;resistance_add;50,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;35,all;0;final_heal_rate_multi_debuff;-50",,,,
1401216,고대의탑,ancient,ancient,ancient,216,earth,1510,1.5,1.6,2.4,"1,956,401","18,186","11,633",,"did;121301;atk_dmg_adj_rate_add;150,all;0;resistance_add;50,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;35,all;0;final_heal_rate_multi_debuff;-50",,,,
1401217,고대의탑,ancient,ancient,ancient,217,water,1520,1.5,2,3,"2,337,792","12,705","18,737",,"did;121562;atk_dmg_adj_rate_add;80,all;0;resistance_add;50,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;35,all;0;final_heal_rate_multi_debuff;-50",,,,
1401218,고대의탑,ancient,ancient,ancient,218,fire,1530,1.5,2,3,"1,844,430","11,780","18,787",,"did;121113;atk_dmg_adj_rate_add;150,all;0;resistance_add;50,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;35,all;0;final_heal_rate_multi_debuff;-50",,,,
1401219,고대의탑,ancient,ancient,ancient,219,light,1540,1.5,2,3,"2,343,437","11,041","20,488",,"did;121404;atk_dmg_adj_rate_add;50,all;0;resistance_add;50,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;35,all;0;final_heal_rate_multi_debuff;-50",,,,
1401220,고대의탑,ancient,ancient,ancient,220,dark,1550,1.5,1.2,1.8,"1,746,760","19,681","12,806",,"did;120835;atk_dmg_adj_rate_add;500,all;0;resistance_add;50,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;35,all;0;final_heal_rate_multi_debuff;-60",,,,
1401221,고대의탑,ancient,ancient,ancient,221,earth,1560,1.5,1.2,1.8,"2,325,744","16,138","7,432",,"did;121541;atk_dmg_adj_rate_add;200,all;0;resistance_add;50,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;35,all;0;final_heal_rate_multi_debuff;-50",,,,
1401222,고대의탑,ancient,ancient,ancient,222,water,1570,1.5,1.2,1.8,"2,125,086","13,545","12,434",,"did;121012;atk_dmg_adj_rate_add;500,all;0;resistance_add;50,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;35,all;0;final_heal_rate_multi_debuff;-50",,,,
1401223,고대의탑,ancient,ancient,ancient,223,fire,1580,1.5,1.2,1.8,"1,766,411","16,770","12,514",,"did;121573;atk_dmg_adj_rate_add;500,all;0;resistance_add;50,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;35,all;0;final_heal_rate_multi_debuff;-60",,,,
1401224,고대의탑,ancient,ancient,ancient,224,light,1590,1.5,2,3,"2,084,675","13,870","20,708",,"did;121094;atk_dmg_adj_rate_add;50,all;0;resistance_add;50,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;35,all;0;final_heal_rate_multi_debuff;-50",,,,
1401225,고대의탑,ancient,ancient,ancient,225,dark,1600,1.5,2,3,"2,497,645","13,118","23,625",,"did;121555;atk_dmg_adj_rate_add;40,all;0;resistance_add;50,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;35,all;0;final_heal_rate_multi_debuff;-50",,,,
1401226,고대의탑,ancient,ancient,ancient,226,earth,1612,1.5,2,3,"2,413,679","12,464","21,126",,"did;121461;atk_dmg_adj_rate_add;50,all;0;resistance_add;50,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;35,all;0;final_heal_rate_multi_debuff;-50",,,,
1401227,고대의탑,ancient,ancient,ancient,227,water,1624,1.5,1.5,2.25,"1,791,387","22,283","11,666",,"did;121162;atk_dmg_adj_rate_add;150,all;0;resistance_add;50,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;35,all;0;final_heal_rate_multi_debuff;-50",,,,
1401228,고대의탑,ancient,ancient,ancient,228,fire,1636,1.5,1.8,2.7,"2,055,237","20,528","14,239",,"did;121043;atk_dmg_adj_rate_add;300,all;0;resistance_add;50,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;35,all;0;final_heal_rate_multi_debuff;-50",,,,
1401229,고대의탑,ancient,ancient,ancient,229,light,1648,1.5,1.4,2.1,"3,021,739","14,486","13,036",,"did;121494;atk_dmg_adj_rate_add;150,all;0;resistance_add;50,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;35,all;0;final_heal_rate_multi_debuff;-50",,,,
1401230,고대의탑,ancient,ancient,ancient,230,dark,1660,1.5,1.5,2.25,"2,352,723","22,154","8,658",,"did;121455;atk_dmg_adj_rate_add;700,all;0;resistance_add;50,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;35,all;0;final_heal_rate_multi_debuff;-50",,,,
1401231,고대의탑,ancient,ancient,ancient,231,earth,1672,1.5,1.2,1.8,"2,753,047","13,338","12,895",,"did;120801;atk_dmg_adj_rate_add;150,all;0;resistance_add;50,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;35,all;0;final_heal_rate_multi_debuff;-50",,,,
1401232,고대의탑,ancient,ancient,ancient,232,water,1684,1.5,2.5,3.75,"3,086,672","12,089","23,017",,"did;121442;atk_dmg_adj_rate_add;50,all;0;resistance_add;50,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;35,all;0;final_heal_rate_multi_debuff;-50",,,,
1401233,고대의탑,ancient,ancient,ancient,233,fire,1696,1.5,2.5,3.75,"3,121,948","14,402","20,774",,"did;121523;atk_dmg_adj_rate_add;50,did;121523;cri_dmg_add;120,all;0;resistance_add;50,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;35,all;0;final_heal_rate_multi_debuff;-50",,,,
1401234,고대의탑,ancient,ancient,ancient,234,light,1708,1.5,1.2,1.8,"2,382,648","17,544","15,005",,"did;120884;atk_dmg_adj_rate_add;400,all;0;resistance_add;50,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;35,all;0;final_heal_rate_multi_debuff;-50",,,,
1401235,고대의탑,ancient,ancient,ancient,235,dark,1720,1.5,2,3,"2,412,795","14,531","25,453",,"did;120665;atk_dmg_adj_rate_add;50,all;0;resistance_add;50,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;35,all;0;final_heal_rate_multi_debuff;-50",,,,
1401236,고대의탑,ancient,ancient,ancient,236,earth,1732,1.5,2,3,"2,348,901","16,107","21,231",,"did;121501;atk_dmg_adj_rate_add;200,all;0;resistance_add;50,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;35,all;0;final_heal_rate_multi_debuff;-50",,,,
1401237,고대의탑,ancient,ancient,ancient,237,water,1744,1.5,2,3,"2,777,464","14,499","25,103",,"did;121122;atk_dmg_adj_rate_add;50,did;121172;cri_chance_add;60,did;121172;cri_dmg_add;250,all;0;resistance_add;50,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;35,all;0;final_heal_rate_multi_debuff;-50",,,,
1401238,고대의탑,ancient,ancient,ancient,238,fire,1756,1.5,1.8,2.7,"2,795,013","21,964","16,152",,"did;121473;atk_dmg_adj_rate_add;400,all;0;resistance_add;50,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;35,all;0;final_heal_rate_multi_debuff;-50",,,,
1401239,고대의탑,ancient,ancient,ancient,239,light,1768,1.5,2,3,"2,661,571","15,769","25,729",,"did;121434;atk_dmg_adj_rate_add;45,all;0;resistance_add;50,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;35,all;0;final_heal_rate_multi_debuff;-50",,,,
1401240,고대의탑,ancient,ancient,ancient,240,dark,1780,1.5,2,3,"3,214,974","11,347","22,529",,"did;121185;atk_dmg_adj_rate_add;40,did;121185;cri_dmg_add;120,all;0;resistance_add;50,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;35,all;0;final_heal_rate_multi_debuff;-50",,,,
1401241,고대의탑,ancient,ancient,ancient,241,earth,1792,1.5,1.3,1.95,"2,532,736","16,966","12,733",attr;water;final_dmg_rate_multi;25,"did;120611;atk_dmg_adj_rate_add;300,did;121531;atk_dmg_adj_rate_add;300,did;121051;atk_dmg_adj_rate_add;50,did;121461;atk_dmg_adj_rate_add;50,all;0;resistance_add;50,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;35,all;0;final_heal_rate_multi_debuff;-65",,,,
1401242,고대의탑,ancient,ancient,ancient,242,water,1804,1.5,1.3,1.95,"2,825,664","14,832","12,845",attr;fire;final_dmg_rate_multi;25,"did;120892;atk_dmg_adj_rate_add;150,did;120422;atk_dmg_adj_rate_add;100,did;121142;atk_dmg_adj_rate_add;150,did;121562;atk_dmg_adj_rate_add;80,all;0;resistance_add;50,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;35,all;0;final_heal_rate_multi_debuff;-65",,,,
1401243,고대의탑,ancient,ancient,ancient,243,fire,1816,1.5,1.3,1.95,"1,986,615","15,743","15,603",attr;earth;final_dmg_rate_multi;25,"did;120853;atk_dmg_adj_rate_add;200,did;121043;atk_dmg_adj_rate_add;300,did;120393;atk_dmg_adj_rate_add;50,120393;cri_chance_add;120,did;120783;atk_dmg_adj_rate_add;100,all;0;resistance_add;50,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;35,all;0;final_heal_rate_multi_debuff;-65",,,,
1401244,고대의탑,ancient,ancient,ancient,244,light,1828,1.5,1.2,1.8,"2,494,394","13,455","15,926",,"did;120104;atk_dmg_adj_rate_add;75,did;120884;atk_dmg_adj_rate_add;400,did;120584;atk_dmg_adj_rate_add;40,did;121404;atk_dmg_adj_rate_add;40,all;0;resistance_add;50,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;35,all;0;final_heal_rate_multi_debuff;-65",,,,
1401245,고대의탑,ancient,ancient,ancient,245,dark,1840,1.5,1.3,1.95,"1,964,944","19,199","16,490",,"did;120725;atk_dmg_adj_rate_add;150,did;121515;atk_dmg_adj_rate_add;300,did;120435;atk_dmg_adj_rate_add;500,did;120665;atk_dmg_adj_rate_add;50,all;0;resistance_add;50,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;35,all;0;final_heal_rate_multi_debuff;-65",,,,
1401246,고대의탑,ancient,ancient,ancient,246,earth,1852,1.5,1.1,1.65,"2,529,496","19,155","8,821",attr;water;final_dmg_rate_multi;25,"did;121541;atk_dmg_adj_rate_add;350,did;120801;atk_dmg_adj_rate_add;350,did;121501;atk_dmg_adj_rate_add;200,did;1201301;atk_dmg_adj_rate_add;200,all;0;resistance_add;50,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;35,all;0;final_heal_rate_multi_debuff;-65",,,,
1401247,고대의탑,ancient,ancient,ancient,247,water,1864,1.5,1.3,1.95,"1,780,681","25,573","13,388",attr;fire;final_dmg_rate_multi;25,"did;121162;atk_dmg_adj_rate_add;300,did;121012;atk_dmg_adj_rate_add;500,did;121122;atk_dmg_adj_rate_add;50,did;121442;atk_dmg_adj_rate_add;75,all;0;resistance_add;50,all;0;hit_rate_add;75,all;0;avoid_add;50,all;0;cri_avoid_add;35,all;0;final_heal_rate_multi_debuff;-65",,,,
