list_id,r_shop_num,ui_priority,tab_category,product_id,r_price,r_product,dependency,start_date,end_date,week_filter,
1920016,92,1,dragon_skin,211016,10000,프라이드 스킨 (할인가) 현금,,2023-05-13 00:00:00,2023-05-27 00:00:00,,731071
1930001,93,17,sd_origingoddragon,311001,100,태초의 빛 소환권,,2023-04-06 00:00:00,2023-04-26 00:00:00,,
1930002,93,16,sd_origingoddragon,311002,200,태초의 빛 소환권,,2023-04-06 00:00:00,2023-04-26 00:00:00,,
1930003,93,15,sd_origingoddragon,311003,5000,빛의 검 2번 룬,,2023-04-06 00:00:00,2023-04-26 00:00:00,,
1930004,93,14,sd_origingoddragon,311004,100,★7 강렬룬,,2023-04-06 00:00:00,2023-04-26 00:00:00,,
1930005,93,8,sd_origingoddragon,311005,7,상급 진화의 보석 100개,,2023-04-06 00:00:00,2023-04-26 00:00:00,,
1930006,93,7,sd_origingoddragon,311006,40,최상급 진화의 보석 100개,,2023-04-06 00:00:00,2023-04-26 00:00:00,,
1930007,93,6,sd_origingoddragon,311007,1,중급 빛의 정기 100개,,2023-04-06 00:00:00,2023-04-26 00:00:00,,
1930008,93,5,sd_origingoddragon,311008,7,상급 빛의 정기 100개,,2023-04-06 00:00:00,2023-04-26 00:00:00,,
1930009,93,4,sd_origingoddragon,311009,40,최상급 빛의 정기 100개,,2023-04-06 00:00:00,2023-04-26 00:00:00,,
1930010,93,3,sd_origingoddragon,311010,5,최상급 빛의 열매 100개,,2023-04-06 00:00:00,2023-04-26 00:00:00,,
1930011,93,1,sd_origingoddragon,311011,1,드래곤 경험치 20000개,,2023-04-06 00:00:00,2023-04-26 00:00:00,,
1930012,93,2,sd_origingoddragon,311012,5,골드 100000개,,2023-04-06 00:00:00,2023-04-26 00:00:00,,
1930013,93,13,sd_origingoddragon,311013,15,룬 연마석 10개,,2023-04-06 00:00:00,2023-04-26 00:00:00,,
1930014,93,12,sd_origingoddragon,311014,200,전설 스킬 슬라임,,2023-04-06 00:00:00,2023-04-26 00:00:00,,
1930015,93,11,sd_origingoddragon,311015,1500,전설 특성 재료,,2023-04-06 00:00:00,2023-04-26 00:00:00,,
1930016,93,10,sd_origingoddragon,311016,1000,전설 강화 포인트 160개,,2023-04-06 00:00:00,2023-04-26 00:00:00,,
1930017,93,9,sd_origingoddragon,311017,100,아모르의 서 100개,,2023-04-06 00:00:00,2023-04-26 00:00:00,,
1930018,93,17,sd_origindarknix,311018,100,파멸의 어둠 소환권,,2023-07-06 00:00:00,2023-08-09 00:00:00,,
1930019,93,16,sd_origindarknix,311019,200,파멸의 어둠 소환권,,2023-07-06 00:00:00,2023-08-09 00:00:00,,
1930020,93,15,sd_origindarknix,311020,5000,아오라의 목걸이 4번 룬,,2023-07-06 00:00:00,2023-08-09 00:00:00,,
1930021,93,14,sd_origindarknix,311021,100,★7 피해룬 1개,,2023-07-06 00:00:00,2023-08-09 00:00:00,,
1930022,93,8,sd_origindarknix,311022,7,상급 진화의 보석 100개,,2023-07-06 00:00:00,2023-08-09 00:00:00,,
1930023,93,7,sd_origindarknix,311023,40,최상급 진화의 보석 100개,,2023-07-06 00:00:00,2023-08-09 00:00:00,,
1930024,93,6,sd_origindarknix,311024,1,중급 어둠의 정기 100개,,2023-07-06 00:00:00,2023-08-09 00:00:00,,
1930025,93,5,sd_origindarknix,311025,7,상급 어둠의 정기 100개,,2023-07-06 00:00:00,2023-08-09 00:00:00,,
1930026,93,4,sd_origindarknix,311026,40,최상급 어둠의 정기 100개,,2023-07-06 00:00:00,2023-08-09 00:00:00,,
1930027,93,3,sd_origindarknix,311027,5,최상급 어둠의 열매 100개,,2023-07-06 00:00:00,2023-08-09 00:00:00,,
1930028,93,1,sd_origindarknix,311028,1,드래곤 경험치 20000개,,2023-07-06 00:00:00,2023-08-09 00:00:00,,
1930029,93,2,sd_origindarknix,311029,5,골드 100000개,,2023-07-06 00:00:00,2023-08-09 00:00:00,,
1930030,93,13,sd_origindarknix,311030,15,룬 연마석 10개,,2023-07-06 00:00:00,2023-08-09 00:00:00,,
1930031,93,12,sd_origindarknix,311031,200,전설 스킬 슬라임,,2023-07-06 00:00:00,2023-08-09 00:00:00,,
1930032,93,11,sd_origindarknix,311032,1500,전설 특성 재료,,2023-07-06 00:00:00,2023-08-09 00:00:00,,
1930033,93,10,sd_origindarknix,311033,1000,전설 강화 포인트 160개,,2023-07-06 00:00:00,2023-08-09 00:00:00,,
1930034,93,9,sd_origindarknix,311034,100,아모르의 서 100개,,2023-07-06 00:00:00,2023-08-09 00:00:00,,
1930035,93,17,sd_majesticlightningdragon,311035,100,전율의 번개 소환권,,2023-10-06 00:00:00,2023-11-02 00:00:00,,
1930036,93,16,sd_majesticlightningdragon,311036,200,전율의 번개 소환권,,2023-10-06 00:00:00,2023-11-02 00:00:00,,
1930037,93,15,sd_majesticlightningdragon,311037,5000,테일러의 암즈 6번 룬,,2023-10-06 00:00:00,2023-11-02 00:00:00,,
1930038,93,14,sd_majesticlightningdragon,311038,100,★7 피해룬 1개,,2023-10-06 00:00:00,2023-11-02 00:00:00,,
1930039,93,8,sd_majesticlightningdragon,311039,7,상급 진화의 보석 100개,,2023-10-06 00:00:00,2023-11-02 00:00:00,,
1930040,93,7,sd_majesticlightningdragon,311040,40,최상급 진화의 보석 100개,,2023-10-06 00:00:00,2023-11-02 00:00:00,,
1930041,93,6,sd_majesticlightningdragon,311041,1,중급 불의 정기 100개,,2023-10-06 00:00:00,2023-11-02 00:00:00,,
1930042,93,5,sd_majesticlightningdragon,311042,7,상급 불의 정기 100개,,2023-10-06 00:00:00,2023-11-02 00:00:00,,
1930043,93,4,sd_majesticlightningdragon,311043,40,최상급 불의 정기 100개,,2023-10-06 00:00:00,2023-11-02 00:00:00,,
1930044,93,3,sd_majesticlightningdragon,311044,5,최상급 불의 열매 100개,,2023-10-06 00:00:00,2023-11-02 00:00:00,,
1930045,93,1,sd_majesticlightningdragon,311045,1,드래곤 경험치 20000개,,2023-10-06 00:00:00,2023-11-02 00:00:00,,
1930046,93,2,sd_majesticlightningdragon,311046,5,골드 100000개,,2023-10-06 00:00:00,2023-11-02 00:00:00,,
1930047,93,13,sd_majesticlightningdragon,311047,15,룬 연마석 10개,,2023-10-06 00:00:00,2023-11-02 00:00:00,,
1930048,93,12,sd_majesticlightningdragon,311048,200,전설 스킬 슬라임,,2023-10-06 00:00:00,2023-11-02 00:00:00,,
1930049,93,11,sd_majesticlightningdragon,311049,1500,전설 특성 재료,,2023-10-06 00:00:00,2023-11-02 00:00:00,,
1930050,93,10,sd_majesticlightningdragon,311050,1000,전설 강화 포인트 160개,,2023-10-06 00:00:00,2023-11-02 00:00:00,,
1930051,93,9,sd_majesticlightningdragon,311051,100,아모르의 서 100개,,2023-10-06 00:00:00,2023-11-02 00:00:00,,
1930052,93,17,sd_infinitepowerdragon,311052,100,무한의 땅 소환권,,2023-10-06 00:00:00,2023-11-02 00:00:00,,
1930053,93,16,sd_infinitepowerdragon,311053,200,무한의 땅 소환권,,2023-10-06 00:00:00,2023-11-02 00:00:00,,
1930054,93,15,sd_infinitepowerdragon,311054,5000,파워드래곤 2번 룬,,2023-10-06 00:00:00,2023-11-02 00:00:00,,
1930055,93,14,sd_infinitepowerdragon,311055,100,★7 견고룬 1개,,2023-10-06 00:00:00,2023-11-02 00:00:00,,
1930056,93,8,sd_infinitepowerdragon,311056,7,상급 진화의 보석 100개,,2023-10-06 00:00:00,2023-11-02 00:00:00,,
1930057,93,7,sd_infinitepowerdragon,311057,40,최상급 진화의 보석 100개,,2023-10-06 00:00:00,2023-11-02 00:00:00,,
1930058,93,6,sd_infinitepowerdragon,311058,1,중급 땅의 정기 100개,,2023-10-06 00:00:00,2023-11-02 00:00:00,,
1930059,93,5,sd_infinitepowerdragon,311059,7,상급 땅의 정기 100개,,2023-10-06 00:00:00,2023-11-02 00:00:00,,
1930060,93,4,sd_infinitepowerdragon,311060,40,최상급 땅의 정기 100개,,2023-10-06 00:00:00,2023-11-02 00:00:00,,
1930061,93,3,sd_infinitepowerdragon,311061,5,최상급 땅의 열매 100개,,2023-10-06 00:00:00,2023-11-02 00:00:00,,
1930062,93,1,sd_infinitepowerdragon,311062,1,드래곤 경험치 20000개,,2023-10-06 00:00:00,2023-11-02 00:00:00,,
1930063,93,2,sd_infinitepowerdragon,311063,5,골드 100000개,,2023-10-06 00:00:00,2023-11-02 00:00:00,,
1930064,93,13,sd_infinitepowerdragon,311064,15,룬 연마석 10개,,2023-10-06 00:00:00,2023-11-02 00:00:00,,
1930065,93,12,sd_infinitepowerdragon,311065,200,전설 스킬 슬라임,,2023-10-06 00:00:00,2023-11-02 00:00:00,,
1930066,93,11,sd_infinitepowerdragon,311066,1500,전설 특성 재료,,2023-10-06 00:00:00,2023-11-02 00:00:00,,
1930067,93,10,sd_infinitepowerdragon,311067,1000,전설 강화 포인트 160개,,2023-10-06 00:00:00,2023-11-02 00:00:00,,
1930068,93,9,sd_infinitepowerdragon,311068,100,아모르의 서 100개,,2023-10-06 00:00:00,2023-11-02 00:00:00,,
1940001,94,1,event_popularity,420001,300,인기 신화 드래곤 선택권 1개,,2023-06-07 00:00:00,2023-06-14 00:00:00,,
1960001,96,1,rune_mileage,430001,10,7등급 룬 세트 선택권(일반/부 옵션 확정),,2023-06-28 00:00:00,2030-07-28 00:00:00,,
1970001,97,1,rune_ancient_mileage,430002,10,7등급 룬 세트 선택권(고대/부 옵션 확정),,2023-06-28 00:00:00,2030-07-28 00:00:00,,
1900236,90,1,package,122431,3000,인기 신화 드래곤 소환권 1+1개,122435,2023-06-07 00:00:00,2023-06-14 00:00:00,,
1900237,90,1,package,122432,12000,인기 신화 드래곤 소환권 4+4개,122436,2023-06-07 00:00:00,2023-06-14 00:00:00,,
1900238,90,1,package,122433,37000,인기 신화 드래곤 소환권 15+15개,122437,2023-06-07 00:00:00,2023-06-14 00:00:00,,
1900239,90,1,package,122434,119000,인기 신화 드래곤 소환권 50+50개,122438,2023-06-07 00:00:00,2023-06-14 00:00:00,,
1900240,90,1,package,122435,3000,인기 신화 드래곤 소환권 1개,,2023-06-07 00:00:00,2023-06-14 00:00:00,,
1900241,90,1,package,122436,12000,인기 신화 드래곤 소환권 4개,,2023-06-07 00:00:00,2023-06-14 00:00:00,,
1900242,90,1,package,122437,37000,인기 신화 드래곤 소환권 15개,,2023-06-07 00:00:00,2023-06-14 00:00:00,,
1900243,90,1,package,122438,119000,인기 신화 드래곤 소환권 50개,,2023-06-07 00:00:00,2023-06-14 00:00:00,,
1900244,90,1,package,121907,6000,주사위 패키지,,2023-11-07 00:00:00,2023-11-23 00:00:00,,
1900245,90,1,package,121908,12000,주사위 패키지,,2023-11-07 00:00:00,2023-11-23 00:00:00,,
1900246,90,1,package,121909,37000,주사위 패키지,,2023-11-07 00:00:00,2023-11-23 00:00:00,,
1900247,90,1,package,121910,119000,주사위 패키지,,2023-11-07 00:00:00,2023-11-23 00:00:00,,
1900248,90,5,abyss_pass,122458,37000,심연,,,,,
1900249,90,5,abyss_pass,122459,37000,심연 1,,,,,
