order,did,구분 설명아이디,구분명,드래곤 구분,성급,직군,속성,속성,덱 컨셉,,스킬 구분,스킬 이름,설명,소모마나,진화시 획득,우선순위,비고,,,,,,,,,,,,,,,,
324,120511,1205113,땅 테디드래곤,테디드래곤,4,회복,땅,,특수,,3.패시브 2,#N/A,#N/A,,해츨링,2순위,,,,,,,,,,,,,,,,,
325,120511,1205115,땅 테디드래곤,테디드래곤,4,회복,땅,,특수,,5.드래그 강화,#N/A,#N/A,2,성룡,3순위,,,,,,,,,,,,,,,,,
326,120512,1205121,물 테디드래곤,테디드래곤,4,회복,물,,HP덱_4,,1.드래그 스킬,#N/A,#N/A,2,,3순위,,,,,,,,,,,,,,,,,
327,120512,1205122,물 테디드래곤,테디드래곤,4,회복,물,,HP덱_4,,2.패시브 1,#N/A,#N/A,,,3순위,,,,,,,,,,,,,,,,,
328,120512,1205123,물 테디드래곤,테디드래곤,4,회복,물,,HP덱_4,,3.패시브 2,#N/A,#N/A,,해츨링,1순위,,,,,,,,,,,,,,,,,
329,120512,1205125,물 테디드래곤,테디드래곤,4,회복,물,,HP덱_4,,5.드래그 강화,#N/A,#N/A,2,성룡,3순위,,,,,,,,,,,,,,,,,
330,120513,1205131,불 테디드래곤,테디드래곤,4,회복,불,,도트덱_4,,1.드래그 스킬,#N/A,#N/A,2,,3순위,,,,,,,,,,,,,,,,,
331,120513,1205132,불 테디드래곤,테디드래곤,4,회복,불,,도트덱_4,,2.패시브 1,#N/A,#N/A,,,3순위,,,,,,,,,,,,,,,,,
332,120513,1205133,불 테디드래곤,테디드래곤,4,회복,불,,도트덱_4,,3.패시브 2,#N/A,#N/A,,해츨링,1순위,,,,,,,,,,,,,,,,,
333,120513,1205135,불 테디드래곤,테디드래곤,4,회복,불,,도트덱_4,,5.드래그 강화,#N/A,#N/A,2,성룡,3순위,,,,,,,,,,,,,,,,,
334,120514,1205141,빛 테디드래곤,테디드래곤,4,회복,빛,,특수,,1.드래그 스킬,#N/A,#N/A,2,,2순위,,,,,,,,,,,,,,,,,
335,120514,1205142,빛 테디드래곤,테디드래곤,4,회복,빛,,특수,,2.패시브 1,#N/A,#N/A,,,3순위,,,,,,,,,,,,,,,,,
336,120514,1205143,빛 테디드래곤,테디드래곤,4,회복,빛,,특수,,3.패시브 2,#N/A,#N/A,,해츨링,1순위,,,,,,,,,,,,,,,,,
337,120514,1205145,빛 테디드래곤,테디드래곤,4,회복,빛,,특수,,5.드래그 강화,#N/A,#N/A,2,성룡,2순위,,,,,,,,,,,,,,,,,
338,120312,1203121,물 파라오드래곤,파라오드래곤,4,지원,물,파라오드래곤 물,CC,,1.드래그 스킬,#N/A,#N/A,2,,3순위,,,,,,,,,,,,,,,,,
339,120312,1203122,물 파라오드래곤,파라오드래곤,4,지원,물,파라오드래곤 물,CC,,2.패시브 1,#N/A,#N/A,,,3순위,,,,,,,,,,,,,,,,,
340,120312,1203123,물 파라오드래곤,파라오드래곤,4,지원,물,파라오드래곤 물,CC,,3.패시브 2,#N/A,#N/A,,해츨링,2순위,8/17 수정,,,,,,,,,,,,,,,,
341,120312,1203126,물 파라오드래곤,파라오드래곤,4,지원,물,파라오드래곤 물,CC,,6.리더 스킬,#N/A,#N/A,,성룡,2순위,,,,,,,,,,,,,,,,,
342,120313,1203131,불 파라오드래곤,파라오드래곤,4,지원,불,파라오드래곤 불,CC,,1.드래그 스킬,#N/A,#N/A,2,,3순위,,,,,,,,,,,,,,,,,
343,120313,1203132,불 파라오드래곤,파라오드래곤,4,지원,불,파라오드래곤 불,CC,,2.패시브 1,#N/A,#N/A,,,3순위,,,,,,,,,,,,,,,,,
344,120313,1203133,불 파라오드래곤,파라오드래곤,4,지원,불,파라오드래곤 불,CC,,3.패시브 2,#N/A,#N/A,,해츨링,2순위,8/17 수정,,,,,,,,,,,,,,,,
345,120313,1203136,불 파라오드래곤,파라오드래곤,4,지원,불,파라오드래곤 불,CC,,6.리더 스킬,#N/A,#N/A,,성룡,2순위,,,,,,,,,,,,,,,,,
346,120314,1203141,빛 파라오드래곤,파라오드래곤,4,지원,빛,파라오드래곤 빛,상태이상덱_4,,1.드래그 스킬,#N/A,#N/A,2,,3순위,,,,,,,,,,,,,,,,,
347,120314,1203142,빛 파라오드래곤,파라오드래곤,4,지원,빛,파라오드래곤 빛,상태이상덱_4,,2.패시브 1,#N/A,#N/A,,,3순위,,,,,,,,,,,,,,,,,
348,120314,1203143,빛 파라오드래곤,파라오드래곤,4,지원,빛,파라오드래곤 빛,상태이상덱_4,,3.패시브 2,#N/A,#N/A,,해츨링,2순위,8/17 수정,,,,,,,,,,,,,,,,
349,120314,1203146,빛 파라오드래곤,파라오드래곤,4,지원,빛,파라오드래곤 빛,상태이상덱_4,,6.리더 스킬,#N/A,#N/A,,성룡,2순위,,,,,,,,,,,,,,,,,
350,120315,1203151,어둠 파라오드래곤,파라오드래곤,4,지원,어둠,파라오드래곤 어둠,CC,,1.드래그 스킬,#N/A,#N/A,2,,3순위,,,,,,,,,,,,,,,,,
351,120315,1203152,어둠 파라오드래곤,파라오드래곤,4,지원,어둠,파라오드래곤 어둠,CC,,2.패시브 1,#N/A,#N/A,,,3순위,,,,,,,,,,,,,,,,,
352,120315,1203153,어둠 파라오드래곤,파라오드래곤,4,지원,어둠,파라오드래곤 어둠,CC,,3.패시브 2,#N/A,#N/A,,해츨링,2순위,8/17 수정,,,,,,,,,,,,,,,,
353,120315,1203156,어둠 파라오드래곤,파라오드래곤,4,지원,어둠,파라오드래곤 어둠,CC,,6.리더 스킬,#N/A,#N/A,,성룡,2순위,,,,,,,,,,,,,,,,,
354,120241,1202411,땅 파이거,파이거,4,공격,땅,,특수,,1.드래그 스킬,#N/A,#N/A,3,,3순위,,,,,,,,,,,,,,,,,
355,120241,1202412,땅 파이거,파이거,4,공격,땅,,특수,,2.패시브 1,#N/A,#N/A,,,3순위,,,,,,,,,,,,,,,,,
356,120241,1202413,땅 파이거,파이거,4,공격,땅,,특수,,3.패시브 2,#N/A,#N/A,,해츨링,2순위,,,,,,,,,,,,,,,,,
357,120241,1202415,땅 파이거,파이거,4,공격,땅,,특수,,5.드래그 강화,#N/A,#N/A,3,성룡,1순위,,,,,,,,,,,,,,,,,
358,120242,1202421,물 파이거,파이거,4,공격,물,,특수,,1.드래그 스킬,#N/A,#N/A,3,,3순위,,,,,,,,,,,,,,,,,
359,120242,1202422,물 파이거,파이거,4,공격,물,,특수,,2.패시브 1,#N/A,#N/A,,,3순위,,,,,,,,,,,,,,,,,
360,120242,1202423,물 파이거,파이거,4,공격,물,,특수,,3.패시브 2,#N/A,#N/A,,해츨링,2순위,,,,,,,,,,,,,,,,,
361,120242,1202425,물 파이거,파이거,4,공격,물,,특수,,5.드래그 강화,#N/A,#N/A,3,성룡,1순위,,,,,,,,,,,,,,,,,
362,120243,1202431,불 파이거,파이거,4,공격,불,,특수,,1.드래그 스킬,#N/A,#N/A,3,,3순위,,,,,,,,,,,,,,,,,
363,120243,1202432,불 파이거,파이거,4,공격,불,,특수,,2.패시브 1,#N/A,#N/A,,,3순위,,,,,,,,,,,,,,,,,
364,120243,1202433,불 파이거,파이거,4,공격,불,,특수,,3.패시브 2,#N/A,#N/A,,해츨링,2순위,,,,,,,,,,,,,,,,,
365,120243,1202435,불 파이거,파이거,4,공격,불,,특수,,5.드래그 강화,#N/A,#N/A,3,성룡,1순위,,,,,,,,,,,,,,,,,
366,120244,1202441,빛 파이거,파이거,4,공격,빛,,상태이상덱_4,,1.드래그 스킬,#N/A,#N/A,3,,1순위,,,,,,,,,,,,,,,,,
367,120244,1202442,빛 파이거,파이거,4,공격,빛,,상태이상덱_4,,2.패시브 1,#N/A,#N/A,,,3순위,,,,,,,,,,,,,,,,,
368,120244,1202443,빛 파이거,파이거,4,공격,빛,,상태이상덱_4,,3.패시브 2,#N/A,#N/A,,해츨링,2순위,,,,,,,,,,,,,,,,,
369,120244,1202445,빛 파이거,파이거,4,공격,빛,,상태이상덱_4,,5.드래그 강화,#N/A,#N/A,3,성룡,1순위,,,,,,,,,,,,,,,,,
370,120111,1201111,땅 페어리드래곤,페어리드래곤,4,회복,땅,,CC,,1.드래그 스킬,#N/A,#N/A,2,,3순위,,,,,,,,,,,,,,,,,
371,120111,1201112,땅 페어리드래곤,페어리드래곤,4,회복,땅,,CC,,2.패시브 1,#N/A,#N/A,,,3순위,,,,,,,,,,,,,,,,,
372,120111,1201113,땅 페어리드래곤,페어리드래곤,4,회복,땅,,CC,,3.패시브 2,#N/A,#N/A,,해츨링,3순위,,,,,,,,,,,,,,,,,
373,120111,1201115,땅 페어리드래곤,페어리드래곤,4,회복,땅,,CC,,5.드래그 강화,#N/A,#N/A,2,성룡,3순위,,,,,,,,,,,,,,,,,
374,120112,1201121,물 페어리드래곤,페어리드래곤,4,회복,물,,공격력덱_4,,1.드래그 스킬,#N/A,#N/A,2,,3순위,,,,,,,,,,,,,,,,,
375,120112,1201122,물 페어리드래곤,페어리드래곤,4,회복,물,,공격력덱_4,,2.패시브 1,#N/A,#N/A,,,2순위,,,,,,,,,,,,,,,,,
376,120112,1201123,물 페어리드래곤,페어리드래곤,4,회복,물,,공격력덱_4,,3.패시브 2,#N/A,#N/A,,해츨링,3순위,,,,,,,,,,,,,,,,,
377,120112,1201125,물 페어리드래곤,페어리드래곤,4,회복,물,,공격력덱_4,,5.드래그 강화,#N/A,#N/A,2,성룡,3순위,,,,,,,,,,,,,,,,,
378,120113,1201131,불 페어리드래곤,페어리드래곤,4,회복,불,,특수,,1.드래그 스킬,#N/A,#N/A,2,,3순위,,,,,,,,,,,,,,,,,
379,120113,1201132,불 페어리드래곤,페어리드래곤,4,회복,불,,특수,,2.패시브 1,#N/A,#N/A,,,2순위,8/17 수정,,,,,,,,,,,,,,,,
380,120113,1201133,불 페어리드래곤,페어리드래곤,4,회복,불,,특수,,3.패시브 2,#N/A,#N/A,,해츨링,3순위,,,,,,,,,,,,,,,,,
381,120113,1201135,불 페어리드래곤,페어리드래곤,4,회복,불,,특수,,5.드래그 강화,#N/A,#N/A,2,성룡,3순위,,,,,,,,,,,,,,,,,
382,120114,1201141,빛 페어리드래곤,페어리드래곤,4,회복,빛,,상태이상덱_4,,1.드래그 스킬,#N/A,#N/A,2,,3순위,,,,,,,,,,,,,,,,,
383,120114,1201142,빛 페어리드래곤,페어리드래곤,4,회복,빛,,상태이상덱_4,,2.패시브 1,#N/A,#N/A,,,2순위,,,,,,,,,,,,,,,,,
384,120114,1201143,빛 페어리드래곤,페어리드래곤,4,회복,빛,,상태이상덱_4,,3.패시브 2,#N/A,#N/A,,해츨링,3순위,,,,,,,,,,,,,,,,,
385,120114,1201145,빛 페어리드래곤,페어리드래곤,4,회복,빛,,상태이상덱_4,,5.드래그 강화,#N/A,#N/A,2,성룡,3순위,,,,,,,,,,,,,,,,,
386,120115,1201151,어둠 페어리드래곤,페어리드래곤,4,회복,어둠,,특수,,1.드래그 스킬,#N/A,#N/A,2,,3순위,,,,,,,,,,,,,,,,,
387,120115,1201152,어둠 페어리드래곤,페어리드래곤,4,회복,어둠,,특수,,2.패시브 1,#N/A,#N/A,,,3순위,,,,,,,,,,,,,,,,,
388,120115,1201153,어둠 페어리드래곤,페어리드래곤,4,회복,어둠,,특수,,3.패시브 2,#N/A,#N/A,,해츨링,3순위,,,,,,,,,,,,,,,,,
389,120115,1201156,어둠 페어리드래곤,페어리드래곤,4,회복,어둠,,특수,,6.리더 스킬,#N/A,#N/A,,성룡,2순위,,,,,,,,,,,,,,,,,
390,120201,1202011,땅 허리케인,허리케인,4,지원,땅,허리케인 땅,CC,,1.드래그 스킬,#N/A,#N/A,2,,3순위,,,,,,,,,,,,,,,,,
391,120201,1202012,땅 허리케인,허리케인,4,지원,땅,허리케인 땅,CC,,2.패시브 1,#N/A,#N/A,,,3순위,,,,,,,,,,,,,,,,,
392,120201,1202013,땅 허리케인,허리케인,4,지원,땅,허리케인 땅,CC,,3.패시브 2,#N/A,#N/A,,해츨링,3순위,,,,,,,,,,,,,,,,,
393,120201,1202015,땅 허리케인,허리케인,4,지원,땅,허리케인 땅,CC,,5.드래그 강화,#N/A,#N/A,2,성룡,3순위,,,,,,,,,,,,,,,,,
394,120201,1202016,땅 허리케인,허리케인,4,지원,땅,허리케인 땅,CC,,6.리더 스킬,#N/A,#N/A,,,3순위,8/17 수정,,,,,,,,,,,,,,,,
395,120202,1202021,물 허리케인,허리케인,4,지원,물,허리케인 물,해제,,1.드래그 스킬,#N/A,#N/A,2,,3순위,,,,,,,,,,,,,,,,,
396,120202,1202022,물 허리케인,허리케인,4,지원,물,허리케인 물,해제,,2.패시브 1,#N/A,#N/A,,,3순위,,,,,,,,,,,,,,,,,
397,120202,1202023,물 허리케인,허리케인,4,지원,물,허리케인 물,해제,,3.패시브 2,#N/A,#N/A,,해츨링,3순위,,,,,,,,,,,,,,,,,
398,120202,1202025,물 허리케인,허리케인,4,지원,물,허리케인 물,해제,,5.드래그 강화,#N/A,#N/A,2,성룡,3순위,,,,,,,,,,,,,,,,,
399,120202,1202026,물 허리케인,허리케인,4,지원,물,허리케인 물,해제,,6.리더 스킬,#N/A,#N/A,,,3순위,8/17 수정,,,,,,,,,,,,,,,,
400,120203,1202031,불 허리케인,허리케인,4,지원,불,허리케인 불,방어력무시덱_5,,1.드래그 스킬,#N/A,#N/A,2,,1순위,,,,,,,,,,,,,,,,,
401,120203,1202032,불 허리케인,허리케인,4,지원,불,허리케인 불,방어력무시덱_5,,2.패시브 1,#N/A,#N/A,,,2순위,,,,,,,,,,,,,,,,,
402,120203,1202033,불 허리케인,허리케인,4,지원,불,허리케인 불,방어력무시덱_5,,3.패시브 2,#N/A,#N/A,,해츨링,3순위,,,,,,,,,,,,,,,,,
403,120203,1202035,불 허리케인,허리케인,4,지원,불,허리케인 불,방어력무시덱_5,,5.드래그 강화,#N/A,#N/A,2,성룡,3순위,,,,,,,,,,,,,,,,,
404,120203,1202036,불 허리케인,허리케인,4,지원,불,허리케인 불,방어력무시덱_5,,6.리더 스킬,#N/A,#N/A,,,3순위,8/17 수정,,,,,,,,,,,,,,,,
405,120204,1202041,빛 허리케인,허리케인,4,지원,빛,허리케인 빛,공속덱_4 / 공속덱_5,,1.드래그 스킬,#N/A,#N/A,2,,3순위,,,,,,,,,,,,,,,,,
406,120204,1202042,빛 허리케인,허리케인,4,지원,빛,허리케인 빛,공속덱_4 / 공속덱_5,,2.패시브 1,#N/A,#N/A,,,3순위,,,,,,,,,,,,,,,,,
407,120204,1202043,빛 허리케인,허리케인,4,지원,빛,허리케인 빛,공속덱_4 / 공속덱_5,,3.패시브 2,#N/A,#N/A,,해츨링,3순위,,,,,,,,,,,,,,,,,
408,120204,1202045,빛 허리케인,허리케인,4,지원,빛,허리케인 빛,공속덱_4 / 공속덱_5,,5.드래그 강화,#N/A,#N/A,2,성룡,3순위,,,,,,,,,,,,,,,,,
409,120204,1202046,빛 허리케인,허리케인,4,지원,빛,허리케인 빛,공속덱_4 / 공속덱_5,,6.리더 스킬,#N/A,#N/A,,,3순위,8/17 수정,,,,,,,,,,,,,,,,
410,120021,1200211,땅 램곤,램곤,3,지원,땅,램곤 땅,CC,,1.드래그 스킬,#N/A,#N/A,2,,3순위,,,,,,,,,,,,,,,,,
411,120021,1200212,땅 램곤,램곤,3,지원,땅,램곤 땅,CC,,2.패시브 1,#N/A,#N/A,,,3순위,8/17 수정,,,,,,,,,,,,,,,,
412,120021,1200213,땅 램곤,램곤,3,지원,땅,램곤 땅,CC,,3.패시브 2,#N/A,#N/A,,해츨링,2순위,,,,,,,,,,,,,,,,,
413,120021,1200214,땅 램곤,램곤,3,지원,땅,램곤 땅,CC,,4.스탯 강화,#N/A,#N/A,,성룡,3순위,,,,,,,,,,,,,,,,,
414,120022,1200221,물 램곤,램곤,3,지원,물,램곤 물,CC,,1.드래그 스킬,#N/A,#N/A,2,,3순위,,,,,,,,,,,,,,,,,
415,120022,1200222,물 램곤,램곤,3,지원,물,램곤 물,CC,,2.패시브 1,#N/A,#N/A,,,3순위,8/17 수정,,,,,,,,,,,,,,,,
416,120022,1200223,물 램곤,램곤,3,지원,물,램곤 물,CC,,3.패시브 2,#N/A,#N/A,,해츨링,2순위,,,,,,,,,,,,,,,,,
417,120022,1200224,물 램곤,램곤,3,지원,물,램곤 물,CC,,4.스탯 강화,#N/A,#N/A,,성룡,3순위,,,,,,,,,,,,,,,,,
418,120023,1200231,불 램곤,램곤,3,지원,불,램곤 불,CC,,1.드래그 스킬,#N/A,#N/A,2,,3순위,,,,,,,,,,,,,,,,,
419,120023,1200232,불 램곤,램곤,3,지원,불,램곤 불,CC,,2.패시브 1,#N/A,#N/A,,,3순위,8/17 수정,,,,,,,,,,,,,,,,
420,120023,1200233,불 램곤,램곤,3,지원,불,램곤 불,CC,,3.패시브 2,#N/A,#N/A,,해츨링,2순위,,,,,,,,,,,,,,,,,
421,120023,1200234,불 램곤,램곤,3,지원,불,램곤 불,CC,,4.스탯 강화,#N/A,#N/A,,성룡,3순위,,,,,,,,,,,,,,,,,
422,120024,1200241,빛 램곤,램곤,3,지원,빛,램곤 빛,CC,,1.드래그 스킬,#N/A,#N/A,2,,3순위,,,,,,,,,,,,,,,,,
423,120024,1200242,빛 램곤,램곤,3,지원,빛,램곤 빛,CC,,2.패시브 1,#N/A,#N/A,,,3순위,8/17 수정,,,,,,,,,,,,,,,,
424,120024,1200243,빛 램곤,램곤,3,지원,빛,램곤 빛,CC,,3.패시브 2,#N/A,#N/A,,해츨링,2순위,,,,,,,,,,,,,,,,,
425,120024,1200244,빛 램곤,램곤,3,지원,빛,램곤 빛,CC,,4.스탯 강화,#N/A,#N/A,,성룡,3순위,,,,,,,,,,,,,,,,,
426,120025,1200251,어둠 램곤,램곤,3,지원,어둠,램곤 어둠,CC,,1.드래그 스킬,#N/A,#N/A,2,,3순위,,,,,,,,,,,,,,,,,
427,120025,1200252,어둠 램곤,램곤,3,지원,어둠,램곤 어둠,CC,,2.패시브 1,#N/A,#N/A,,,2순위,8/17 수정,,,,,,,,,,,,,,,,
428,120025,1200253,어둠 램곤,램곤,3,지원,어둠,램곤 어둠,CC,,3.패시브 2,#N/A,#N/A,,해츨링,2순위,,,,,,,,,,,,,,,,,
429,120025,1200254,어둠 램곤,램곤,3,지원,어둠,램곤 어둠,CC,,4.스탯 강화,#N/A,#N/A,,성룡,3순위,,,,,,,,,,,,,,,,,
430,120371,1203711,땅 레이디드래곤,레이디드래곤,3,방어,땅,,공속덱_4,,1.드래그 스킬,#N/A,#N/A,2,,1순위,,,,,,,,,,,,,,,,,
431,120371,1203712,땅 레이디드래곤,레이디드래곤,3,방어,땅,,공속덱_4,,2.패시브 1,#N/A,#N/A,,,3순위,,,,,,,,,,,,,,,,,
432,120371,1203713,땅 레이디드래곤,레이디드래곤,3,방어,땅,,공속덱_4,,3.패시브 2,#N/A,#N/A,,해츨링,3순위,,,,,,,,,,,,,,,,,
433,120371,1203715,땅 레이디드래곤,레이디드래곤,3,방어,땅,,공속덱_4,,5.드래그 강화,#N/A,#N/A,2,성룡,1순위,,,,,,,,,,,,,,,,,
434,120371,1203716,땅 레이디드래곤,레이디드래곤,3,방어,땅,,공속덱_4,,6.리더 스킬,#N/A,#N/A,,,3순위,,,,,,,,,,,,,,,,,
435,120372,1203721,물 레이디드래곤,레이디드래곤,3,방어,물,,해제,,1.드래그 스킬,#N/A,#N/A,2,,3순위,,,,,,,,,,,,,,,,,
436,120372,1203722,물 레이디드래곤,레이디드래곤,3,방어,물,,해제,,2.패시브 1,#N/A,#N/A,,,2순위,,,,,,,,,,,,,,,,,
437,120372,1203723,물 레이디드래곤,레이디드래곤,3,방어,물,,해제,,3.패시브 2,#N/A,#N/A,,해츨링,3순위,,,,,,,,,,,,,,,,,
438,120372,1203725,물 레이디드래곤,레이디드래곤,3,방어,물,,해제,,5.드래그 강화,#N/A,#N/A,2,성룡,3순위,,,,,,,,,,,,,,,,,
439,120372,1203726,물 레이디드래곤,레이디드래곤,3,방어,물,,해제,,6.리더 스킬,#N/A,#N/A,,,3순위,,,,,,,,,,,,,,,,,
440,120373,1203731,불 레이디드래곤,레이디드래곤,3,방어,불,,CC,,1.드래그 스킬,#N/A,#N/A,2,,1순위,,,,,,,,,,,,,,,,,
441,120373,1203732,불 레이디드래곤,레이디드래곤,3,방어,불,,CC,,2.패시브 1,#N/A,#N/A,,,2순위,,,,,,,,,,,,,,,,,
442,120373,1203733,불 레이디드래곤,레이디드래곤,3,방어,불,,CC,,3.패시브 2,#N/A,#N/A,,해츨링,3순위,,,,,,,,,,,,,,,,,
443,120373,1203735,불 레이디드래곤,레이디드래곤,3,방어,불,,CC,,5.드래그 강화,#N/A,#N/A,2,성룡,1순위,,,,,,,,,,,,,,,,,
444,120373,1203736,불 레이디드래곤,레이디드래곤,3,방어,불,,CC,,6.리더 스킬,#N/A,#N/A,,,3순위,,,,,,,,,,,,,,,,,
445,120374,1203741,빛 레이디드래곤,레이디드래곤,3,방어,빛,,해제,,1.드래그 스킬,#N/A,#N/A,2,,3순위,,,,,,,,,,,,,,,,,
446,120374,1203742,빛 레이디드래곤,레이디드래곤,3,방어,빛,,해제,,2.패시브 1,#N/A,#N/A,,,2순위,,,,,,,,,,,,,,,,,
447,120374,1203743,빛 레이디드래곤,레이디드래곤,3,방어,빛,,해제,,3.패시브 2,#N/A,#N/A,,해츨링,3순위,,,,,,,,,,,,,,,,,
448,120374,1203745,빛 레이디드래곤,레이디드래곤,3,방어,빛,,해제,,5.드래그 강화,#N/A,#N/A,2,성룡,3순위,,,,,,,,,,,,,,,,,
449,120374,1203746,빛 레이디드래곤,레이디드래곤,3,방어,빛,,해제,,6.리더 스킬,#N/A,#N/A,,,3순위,,,,,,,,,,,,,,,,,
450,120375,1203751,어둠 레이디드래곤,레이디드래곤,3,방어,어둠,,공격력덱_4,,1.드래그 스킬,#N/A,#N/A,2,,1순위,,,,,,,,,,,,,,,,,
451,120375,1203752,어둠 레이디드래곤,레이디드래곤,3,방어,어둠,,공격력덱_4,,2.패시브 1,#N/A,#N/A,,,3순위,,,,,,,,,,,,,,,,,
452,120375,1203753,어둠 레이디드래곤,레이디드래곤,3,방어,어둠,,공격력덱_4,,3.패시브 2,#N/A,#N/A,,해츨링,3순위,,,,,,,,,,,,,,,,,
453,120375,1203755,어둠 레이디드래곤,레이디드래곤,3,방어,어둠,,공격력덱_4,,5.드래그 강화,#N/A,#N/A,2,성룡,1순위,,,,,,,,,,,,,,,,,
454,120375,1203756,어둠 레이디드래곤,레이디드래곤,3,방어,어둠,,공격력덱_4,,6.리더 스킬,#N/A,#N/A,,,3순위,,,,,,,,,,,,,,,,,
455,120191,1201911,땅 리티오,리티오,3,회복,땅,,특수,,1.드래그 스킬,#N/A,#N/A,2,,3순위,,,,,,,,,,,,,,,,,
456,120191,1201912,땅 리티오,리티오,3,회복,땅,,특수,,2.패시브 1,#N/A,#N/A,,,2순위,,,,,,,,,,,,,,,,,
457,120191,1201913,땅 리티오,리티오,3,회복,땅,,특수,,3.패시브 2,#N/A,#N/A,,해츨링,3순위,,,,,,,,,,,,,,,,,
458,120191,1201914,땅 리티오,리티오,3,회복,땅,,특수,,4.스탯 강화,#N/A,#N/A,,성룡,3순위,,,,,,,,,,,,,,,,,
459,120192,1201921,물 리티오,리티오,3,회복,물,,해제,,1.드래그 스킬,#N/A,#N/A,2,,3순위,,,,,,,,,,,,,,,,,
460,120192,1201922,물 리티오,리티오,3,회복,물,,해제,,2.패시브 1,#N/A,#N/A,,,3순위,,,,,,,,,,,,,,,,,
461,120192,1201923,물 리티오,리티오,3,회복,물,,해제,,3.패시브 2,#N/A,#N/A,,해츨링,3순위,,,,,,,,,,,,,,,,,
462,120192,1201924,물 리티오,리티오,3,회복,물,,해제,,4.스탯 강화,#N/A,#N/A,,성룡,3순위,,,,,,,,,,,,,,,,,
463,120193,1201931,불 리티오,리티오,3,회복,불,,해제,,1.드래그 스킬,#N/A,#N/A,2,,3순위,,,,,,,,,,,,,,,,,
464,120193,1201932,불 리티오,리티오,3,회복,불,,해제,,2.패시브 1,#N/A,#N/A,,,3순위,,,,,,,,,,,,,,,,,
465,120193,1201933,불 리티오,리티오,3,회복,불,,해제,,3.패시브 2,#N/A,#N/A,,해츨링,3순위,,,,,,,,,,,,,,,,,
466,120193,1201934,불 리티오,리티오,3,회복,불,,해제,,4.스탯 강화,#N/A,#N/A,,성룡,3순위,,,,,,,,,,,,,,,,,
467,120194,1201941,빛 리티오,리티오,3,회복,빛,,특수,,1.드래그 스킬,#N/A,#N/A,2,,3순위,,,,,,,,,,,,,,,,,
468,120194,1201942,빛 리티오,리티오,3,회복,빛,,특수,,2.패시브 1,#N/A,#N/A,,,2순위,,,,,,,,,,,,,,,,,
469,120194,1201943,빛 리티오,리티오,3,회복,빛,,특수,,3.패시브 2,#N/A,#N/A,,해츨링,3순위,,,,,,,,,,,,,,,,,
470,120194,1201944,빛 리티오,리티오,3,회복,빛,,특수,,4.스탯 강화,#N/A,#N/A,,성룡,3순위,,,,,,,,,,,,,,,,,
471,120195,1201951,어둠 리티오,리티오,3,회복,어둠,,해제,,1.드래그 스킬,#N/A,#N/A,2,,3순위,,,,,,,,,,,,,,,,,
472,120195,1201952,어둠 리티오,리티오,3,회복,어둠,,해제,,2.패시브 1,#N/A,#N/A,,,3순위,,,,,,,,,,,,,,,,,
473,120195,1201953,어둠 리티오,리티오,3,회복,어둠,,해제,,3.패시브 2,#N/A,#N/A,,해츨링,3순위,,,,,,,,,,,,,,,,,
474,120195,1201954,어둠 리티오,리티오,3,회복,어둠,,해제,,4.스탯 강화,#N/A,#N/A,,성룡,3순위,,,,,,,,,,,,,,,,,
475,120151,1201511,땅 변종 에그드래곤,변종 에그드래곤,3,방어,땅,,특수,,1.드래그 스킬,#N/A,#N/A,1,,3순위,,,,,,,,,,,,,,,,,
476,120151,1201512,땅 변종 에그드래곤,변종 에그드래곤,3,방어,땅,,특수,,2.패시브 1,#N/A,#N/A,,,3순위,,,,,,,,,,,,,,,,,
477,120151,1201513,땅 변종 에그드래곤,변종 에그드래곤,3,방어,땅,,특수,,3.패시브 2,#N/A,#N/A,,해츨링,3순위,,,,,,,,,,,,,,,,,
478,120151,1201514,땅 변종 에그드래곤,변종 에그드래곤,3,방어,땅,,특수,,4.스탯 강화,#N/A,#N/A,,성룡,3순위,,,,,,,,,,,,,,,,,
479,120152,1201521,물 변종 에그드래곤,변종 에그드래곤,3,방어,물,,특수,,1.드래그 스킬,#N/A,#N/A,1,,3순위,,,,,,,,,,,,,,,,,
480,120152,1201522,물 변종 에그드래곤,변종 에그드래곤,3,방어,물,,특수,,2.패시브 1,#N/A,#N/A,,,3순위,,,,,,,,,,,,,,,,,
481,120152,1201523,물 변종 에그드래곤,변종 에그드래곤,3,방어,물,,특수,,3.패시브 2,#N/A,#N/A,,해츨링,3순위,,,,,,,,,,,,,,,,,
482,120152,1201524,물 변종 에그드래곤,변종 에그드래곤,3,방어,물,,특수,,4.스탯 강화,#N/A,#N/A,,성룡,3순위,,,,,,,,,,,,,,,,,
483,120153,1201531,불 변종 에그드래곤,변종 에그드래곤,3,방어,불,,특수,,1.드래그 스킬,#N/A,#N/A,1,,3순위,,,,,,,,,,,,,,,,,
484,120153,1201532,불 변종 에그드래곤,변종 에그드래곤,3,방어,불,,특수,,2.패시브 1,#N/A,#N/A,,,3순위,,,,,,,,,,,,,,,,,
485,120153,1201533,불 변종 에그드래곤,변종 에그드래곤,3,방어,불,,특수,,3.패시브 2,#N/A,#N/A,,해츨링,3순위,,,,,,,,,,,,,,,,,
