stage,t_name,season_id,r_difficult,single_reward,mode,r_chapter_info,r_stage_info,attr,cost_type,cost_value,time_limit,wave,tamer_exp,dragon_exp,r_dragon_exp,r_cost_per_exp,gold_min,gold_max,r_gold_aver,mission_01,mission_02,mission_03,item_1_id,item_1_min,item_1_max,item_1_rate,item_2_id,item_2_min,item_2_max,item_2_rate,item_3_id,item_3_min,item_3_max,item_3_rate,item_4_id,item_4_min,item_4_max,item_4_rate,item_5_id,item_5_min,item_5_max,item_5_rate,item_6_id,item_6_min,item_6_max,item_6_rate
1230202,물의 거목,,nest,0,t_water,oldTree,2,water,st,10,120,3,70,0,0,0,400,700,,,,,702012,2,4,1,702022,1,2,0.5,,,,,,,,,,,,,,,,
1230203,물의 거목,,nest,0,t_water,oldTree,3,water,st,10,120,3,90,0,0,0,600,900,,,,,702012,2,4,1,702022,1,3,0.5,702032,1,1,0.15,,,,,,,,,,,,
1230204,물의 거목,,nest,0,t_water,oldTree,4,water,st,12,120,3,110,0,0,0,800,1100,,,,,702012,3,5,1,702022,1,4,0.5,702032,1,1,0.3,,,,,,,,,,,,
1230205,물의 거목,,nest,0,t_water,oldTree,5,water,st,12,120,3,130,0,0,0,1000,1300,,,,,702022,3,5,1,702032,1,2,0.4,,,,,,,,,,,,,,,,
1230206,물의 거목,,nest,0,t_water,oldTree,6,water,st,12,120,3,150,0,0,0,1200,1500,,,,,702022,3,5,1,702032,1,3,0.5,,,,,,,,,,,,,,,,
1230207,물의 거목,,nest,0,t_water,oldTree,7,water,st,14,120,3,170,0,0,0,1400,1700,,,,,702022,4,6,1,702032,1,3,0.5,702042,1,2,0.15,,,,,,,,,,,,
1230208,물의 거목,,nest,0,t_water,oldTree,8,water,st,14,120,3,190,0,0,0,1600,1900,,,,,702022,4,6,1,702032,1,4,0.5,702042,1,2,0.3,,,,,,,,,,,,
1230209,물의 거목,,nest,0,t_water,oldTree,9,water,st,14,120,3,210,0,0,0,1800,2100,,,,,702032,4,6,1,702042,1,5,0.3,,,,,,,,,,,,,,,,
1230210,물의 거목,,nest,0,t_water,oldTree,10,water,st,15,120,3,230,0,0,0,2000,2300,,,,,702032,4,6,1,702042,2,5,0.5,,,,,,,,,,,,,,,,
1230211,물의 거목,,nest,0,t_water,oldTree,11,water,st,300,120,3,6000,0,0,0,40000,46000,,,,,702032,80,120,1,702042,40,50,1,,,,,,,,,,,,,,,,
1230212,물의 거목,,nest,0,t_water,oldTree,12,water,st,320,120,3,6400,0,0,0,46000,52000,,,,,702032,80,120,1,702042,50,55,1,,,,,,,,,,,,,,,,
1230213,물의 거목,,nest,0,t_water,oldTree,13,water,st,340,120,3,6800,0,0,0,52000,58000,,,,,702032,80,120,1,702042,55,60,1,,,,,,,,,,,,,,,,
1230214,물의 거목,,nest,0,t_water,oldTree,14,water,st,360,120,3,7200,0,0,0,58000,64000,,,,,702032,80,120,1,702042,60,65,1,,,,,,,,,,,,,,,,
1230215,물의 거목,,nest,0,t_water,oldTree,15,water,st,400,120,3,8000,0,0,0,64000,70000,,,,,702032,100,140,1,702042,65,80,1,,,,,,,,,,,,,,,,
1230301,불의 거목,,nest,0,t_fire,oldTree,1,fire,st,10,120,3,50,0,0,0,200,500,,,,,702013,1,6,1,,,,,,,,,,,,,,,,,,,,
1230302,불의 거목,,nest,0,t_fire,oldTree,2,fire,st,10,120,3,70,0,0,0,400,700,,,,,702013,2,4,1,702023,1,2,0.5,,,,,,,,,,,,,,,,
1230303,불의 거목,,nest,0,t_fire,oldTree,3,fire,st,10,120,3,90,0,0,0,600,900,,,,,702013,2,4,1,702023,1,3,0.5,702033,1,1,0.15,,,,,,,,,,,,
1230304,불의 거목,,nest,0,t_fire,oldTree,4,fire,st,12,120,3,110,0,0,0,800,1100,,,,,702013,3,5,1,702023,1,4,0.5,702033,1,1,0.3,,,,,,,,,,,,
1230305,불의 거목,,nest,0,t_fire,oldTree,5,fire,st,12,120,3,130,0,0,0,1000,1300,,,,,702023,3,5,1,702033,1,2,0.4,,,,,,,,,,,,,,,,
1230306,불의 거목,,nest,0,t_fire,oldTree,6,fire,st,12,120,3,150,0,0,0,1200,1500,,,,,702023,3,5,1,702033,1,3,0.5,,,,,,,,,,,,,,,,
1230307,불의 거목,,nest,0,t_fire,oldTree,7,fire,st,14,120,3,170,0,0,0,1400,1700,,,,,702023,4,6,1,702033,1,3,0.5,702043,1,2,0.15,,,,,,,,,,,,
1230308,불의 거목,,nest,0,t_fire,oldTree,8,fire,st,14,120,3,190,0,0,0,1600,1900,,,,,702023,4,6,1,702033,1,4,0.5,702043,1,2,0.3,,,,,,,,,,,,
1230309,불의 거목,,nest,0,t_fire,oldTree,9,fire,st,14,120,3,210,0,0,0,1800,2100,,,,,702033,4,6,1,702043,1,5,0.3,,,,,,,,,,,,,,,,
1230310,불의 거목,,nest,0,t_fire,oldTree,10,fire,st,15,120,3,230,0,0,0,2000,2300,,,,,702033,4,6,1,702043,2,5,0.5,,,,,,,,,,,,,,,,
1230311,불의 거목,,nest,0,t_fire,oldTree,11,fire,st,300,120,3,6000,0,0,0,40000,46000,,,,,702033,80,120,1,702043,40,50,1,,,,,,,,,,,,,,,,
1230312,불의 거목,,nest,0,t_fire,oldTree,12,fire,st,320,120,3,6400,0,0,0,46000,52000,,,,,702033,80,120,1,702043,50,55,1,,,,,,,,,,,,,,,,
1230313,불의 거목,,nest,0,t_fire,oldTree,13,fire,st,340,120,3,6800,0,0,0,52000,58000,,,,,702033,80,120,1,702043,55,60,1,,,,,,,,,,,,,,,,
1230314,불의 거목,,nest,0,t_fire,oldTree,14,fire,st,360,120,3,7200,0,0,0,58000,64000,,,,,702033,80,120,1,702043,60,65,1,,,,,,,,,,,,,,,,
1230315,불의 거목,,nest,0,t_fire,oldTree,15,fire,st,400,120,3,8000,0,0,0,64000,70000,,,,,702033,100,140,1,702043,65,80,1,,,,,,,,,,,,,,,,
1230401,빛의 거목,,nest,0,t_light,oldTree,1,light,st,10,120,3,50,0,0,0,200,500,,,,,702014,1,6,1,,,,,,,,,,,,,,,,,,,,
1230402,빛의 거목,,nest,0,t_light,oldTree,2,light,st,10,120,3,70,0,0,0,400,700,,,,,702014,2,4,1,702024,1,2,0.5,,,,,,,,,,,,,,,,
1230403,빛의 거목,,nest,0,t_light,oldTree,3,light,st,10,120,3,90,0,0,0,600,900,,,,,702014,2,4,1,702024,1,3,0.5,702034,1,1,0.15,,,,,,,,,,,,
1230404,빛의 거목,,nest,0,t_light,oldTree,4,light,st,12,120,3,110,0,0,0,800,1100,,,,,702014,3,5,1,702024,1,4,0.5,702034,1,1,0.3,,,,,,,,,,,,
1230405,빛의 거목,,nest,0,t_light,oldTree,5,light,st,12,120,3,130,0,0,0,1000,1300,,,,,702024,3,5,1,702034,1,2,0.4,,,,,,,,,,,,,,,,
1230406,빛의 거목,,nest,0,t_light,oldTree,6,light,st,12,120,3,150,0,0,0,1200,1500,,,,,702024,3,5,1,702034,1,3,0.5,,,,,,,,,,,,,,,,
1230407,빛의 거목,,nest,0,t_light,oldTree,7,light,st,14,120,3,170,0,0,0,1400,1700,,,,,702024,4,6,1,702034,1,3,0.5,702044,1,2,0.15,,,,,,,,,,,,
1230408,빛의 거목,,nest,0,t_light,oldTree,8,light,st,14,120,3,190,0,0,0,1600,1900,,,,,702024,4,6,1,702034,1,4,0.5,702044,1,2,0.3,,,,,,,,,,,,
1230409,빛의 거목,,nest,0,t_light,oldTree,9,light,st,14,120,3,210,0,0,0,1800,2100,,,,,702034,4,6,1,702044,1,5,0.3,,,,,,,,,,,,,,,,
1230410,빛의 거목,,nest,0,t_light,oldTree,10,light,st,15,120,3,230,0,0,0,2000,2300,,,,,702034,4,6,1,702044,2,5,0.5,,,,,,,,,,,,,,,,
1230411,빛의 거목,,nest,0,t_light,oldTree,11,light,st,300,120,3,6000,0,0,0,40000,46000,,,,,702034,80,120,1,702044,40,50,1,,,,,,,,,,,,,,,,
1230412,빛의 거목,,nest,0,t_light,oldTree,12,light,st,320,120,3,6400,0,0,0,46000,52000,,,,,702034,80,120,1,702044,50,55,1,,,,,,,,,,,,,,,,
1230413,빛의 거목,,nest,0,t_light,oldTree,13,light,st,340,120,3,6800,0,0,0,52000,58000,,,,,702034,80,120,1,702044,55,60,1,,,,,,,,,,,,,,,,
1230414,빛의 거목,,nest,0,t_light,oldTree,14,light,st,360,120,3,7200,0,0,0,58000,64000,,,,,702034,80,120,1,702044,60,65,1,,,,,,,,,,,,,,,,
1230415,빛의 거목,,nest,0,t_light,oldTree,15,light,st,400,120,3,8000,0,0,0,64000,70000,,,,,702034,100,140,1,702044,65,80,1,,,,,,,,,,,,,,,,
1230501,어둠의 거목,,nest,0,t_dark,oldTree,1,dark,st,10,120,3,50,0,0,0,200,500,,,,,702015,1,6,1,,,,,,,,,,,,,,,,,,,,
1230502,어둠의 거목,,nest,0,t_dark,oldTree,2,dark,st,10,120,3,70,0,0,0,400,700,,,,,702015,2,4,1,702025,1,2,0.5,,,,,,,,,,,,,,,,
1230503,어둠의 거목,,nest,0,t_dark,oldTree,3,dark,st,10,120,3,90,0,0,0,600,900,,,,,702015,2,4,1,702025,1,3,0.5,702035,1,1,0.15,,,,,,,,,,,,
1230504,어둠의 거목,,nest,0,t_dark,oldTree,4,dark,st,12,120,3,110,0,0,0,800,1100,,,,,702015,3,5,1,702025,1,4,0.5,702035,1,1,0.3,,,,,,,,,,,,
1230505,어둠의 거목,,nest,0,t_dark,oldTree,5,dark,st,12,120,3,130,0,0,0,1000,1300,,,,,702025,3,5,1,702035,1,2,0.4,,,,,,,,,,,,,,,,
1230506,어둠의 거목,,nest,0,t_dark,oldTree,6,dark,st,12,120,3,150,0,0,0,1200,1500,,,,,702025,3,5,1,702035,1,3,0.5,,,,,,,,,,,,,,,,
1230507,어둠의 거목,,nest,0,t_dark,oldTree,7,dark,st,14,120,3,170,0,0,0,1400,1700,,,,,702025,4,6,1,702035,1,3,0.5,702045,1,2,0.15,,,,,,,,,,,,
1230508,어둠의 거목,,nest,0,t_dark,oldTree,8,dark,st,14,120,3,190,0,0,0,1600,1900,,,,,702025,4,6,1,702035,1,4,0.5,702045,1,2,0.3,,,,,,,,,,,,
1230509,어둠의 거목,,nest,0,t_dark,oldTree,9,dark,st,14,120,3,210,0,0,0,1800,2100,,,,,702035,4,6,1,702045,1,5,0.3,,,,,,,,,,,,,,,,
1230510,어둠의 거목,,nest,0,t_dark,oldTree,10,dark,st,15,120,3,230,0,0,0,2000,2300,,,,,702035,4,6,1,702045,2,5,0.5,,,,,,,,,,,,,,,,
1230511,어둠의 거목,,nest,0,t_dark,oldTree,11,dark,st,300,120,3,6000,0,0,0,40000,46000,,,,,702035,80,120,1,702045,40,50,1,,,,,,,,,,,,,,,,
1230512,어둠의 거목,,nest,0,t_dark,oldTree,12,dark,st,320,120,3,6400,0,0,0,46000,52000,,,,,702035,80,120,1,702045,50,55,1,,,,,,,,,,,,,,,,
1230513,어둠의 거목,,nest,0,t_dark,oldTree,13,dark,st,340,120,3,6800,0,0,0,52000,58000,,,,,702035,80,120,1,702045,55,60,1,,,,,,,,,,,,,,,,
1230514,어둠의 거목,,nest,0,t_dark,oldTree,14,dark,st,360,120,3,7200,0,0,0,58000,64000,,,,,702035,80,120,1,702045,60,65,1,,,,,,,,,,,,,,,,
1230515,어둠의 거목,,nest,0,t_dark,oldTree,15,dark,st,400,120,3,8000,0,0,0,64000,70000,,,,,702035,100,140,1,702045,65,80,1,,,,,,,,,,,,,,,,
1240001,황금 던전,,nest,0,gold,gold,1,light,st,6,120,1,50,0,0,0,1000,2500,,,,,701011,1,2,1,,,,,,,,,,,,,,,,,,,,
1240002,황금 던전,,nest,0,gold,gold,2,light,st,6,120,1,70,0,0,0,2000,3500,,,,,701011,2,3,1,701012,1,1,0.5,,,,,,,,,,,,,,,,
1240003,황금 던전,,nest,0,gold,gold,3,light,st,7,120,1,90,0,0,0,3000,4500,,,,,701011,3,4,1,701012,1,2,1,701013,1,2,0.5,,,,,,,,,,,,
1240004,황금 던전,,nest,0,gold,gold,4,light,st,7,120,1,110,0,0,0,4000,5500,,,,,701012,2,4,1,701013,1,2,0.5,,,,,,,,,,,,,,,,
1240005,황금 던전,,nest,0,gold,gold,5,light,st,8,120,1,130,0,0,0,5000,6500,,,,,701012,3,5,1,701013,2,4,1,701014,1,2,0.5,,,,,,,,,,,,
1240006,황금 던전,,nest,0,gold,gold,6,light,st,8,120,1,100,0,0,0,6000,7500,,,,,701013,3,5,1,701014,2,4,1,,,,,,,,,,,,,,,,
1320101,인연 던전,,secret,0,relation,relation,1,earth,st,6,120,10,100,0,0,0,400,534,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1320201,인연 던전,,secret,0,relation,relation,1,water,st,6,120,10,100,0,0,0,400,534,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1320301,인연 던전,,secret,0,relation,relation,1,fire,st,6,120,10,100,0,0,0,400,534,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1320401,인연 던전,,secret,0,relation,relation,1,light,st,6,120,10,100,0,0,0,400,534,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1320501,인연 던전,,secret,0,relation,relation,1,dark,st,6,120,10,100,0,0,0,400,534,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1320601,인연 던전,,secret,0,relation,relation,1,light,st,6,120,10,100,0,0,0,400,534,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1320701,인연 던전,,secret,0,relation,relation,1,dark,st,6,120,10,100,0,0,0,400,534,,,,,,,,,,,,,,,,,,,,,,,,,,,,
999999,개발 스테이지,,easy,0,adv,1,개발,earth,st,0,120,3,10000000,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1401001,고대의탑,,ancient,0,ancient,ancient,1,earth,tower,1,120,3,50,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1401002,고대의탑,,ancient,0,ancient,ancient,2,earth,tower,1,120,3,50,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1401003,고대의탑,,ancient,0,ancient,ancient,3,fire,tower,1,120,3,50,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1401004,고대의탑,,ancient,0,ancient,ancient,4,dark,tower,1,120,3,50,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1401005,고대의탑,,ancient,0,ancient,ancient,5,earth,tower,1,120,3,50,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1401006,고대의탑,,ancient,0,ancient,ancient,6,dark,tower,1,120,3,50,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1401007,고대의탑,,ancient,0,ancient,ancient,7,light,tower,1,120,3,50,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1401008,고대의탑,,ancient,0,ancient,ancient,8,earth,tower,1,120,3,50,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1401009,고대의탑,,ancient,0,ancient,ancient,9,fire,tower,1,120,3,50,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1401010,고대의탑,,ancient,0,ancient,ancient,10,light,tower,1,120,3,50,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1401011,고대의탑,,ancient,0,ancient,ancient,11,fire,tower,1,120,3,50,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1401012,고대의탑,,ancient,0,ancient,ancient,12,earth,tower,1,120,3,50,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1401013,고대의탑,,ancient,0,ancient,ancient,13,dark,tower,1,120,3,50,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1401014,고대의탑,,ancient,0,ancient,ancient,14,water,tower,1,120,3,50,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1401015,고대의탑,,ancient,0,ancient,ancient,15,earth,tower,1,120,3,50,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1401016,고대의탑,,ancient,0,ancient,ancient,16,water,tower,1,120,3,50,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1401017,고대의탑,,ancient,0,ancient,ancient,17,light,tower,1,120,3,50,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1401018,고대의탑,,ancient,0,ancient,ancient,18,earth,tower,1,120,3,50,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1401019,고대의탑,,ancient,0,ancient,ancient,19,earth,tower,1,120,3,50,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1401020,고대의탑,,ancient,0,ancient,ancient,20,earth,tower,1,120,3,50,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1401021,고대의탑,,ancient,0,ancient,ancient,21,fire,tower,1,120,3,50,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1401022,고대의탑,,ancient,0,ancient,ancient,22,dark,tower,1,120,3,50,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1401023,고대의탑,,ancient,0,ancient,ancient,23,dark,tower,1,120,3,50,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1401024,고대의탑,,ancient,0,ancient,ancient,24,fire,tower,1,120,3,50,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1401025,고대의탑,,ancient,0,ancient,ancient,25,dark,tower,1,120,3,50,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1401026,고대의탑,,ancient,0,ancient,ancient,26,earth,tower,1,120,3,50,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1401027,고대의탑,,ancient,0,ancient,ancient,27,water,tower,1,120,3,50,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1401028,고대의탑,,ancient,0,ancient,ancient,28,fire,tower,1,120,3,50,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1401029,고대의탑,,ancient,0,ancient,ancient,29,light,tower,1,120,3,50,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1401030,고대의탑,,ancient,0,ancient,ancient,30,dark,tower,1,120,3,50,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1401031,고대의탑,,ancient,0,ancient,ancient,31,earth,tower,1,120,3,50,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1401032,고대의탑,,ancient,0,ancient,ancient,32,water,tower,1,120,3,50,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1401033,고대의탑,,ancient,0,ancient,ancient,33,fire,tower,1,120,3,50,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1401034,고대의탑,,ancient,0,ancient,ancient,34,light,tower,1,120,3,50,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1401035,고대의탑,,ancient,0,ancient,ancient,35,dark,tower,1,120,3,50,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1401036,고대의탑,,ancient,0,ancient,ancient,36,earth,tower,1,120,3,50,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1401037,고대의탑,,ancient,0,ancient,ancient,37,water,tower,1,120,3,50,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1401038,고대의탑,,ancient,0,ancient,ancient,38,fire,tower,1,120,3,50,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1401039,고대의탑,,ancient,0,ancient,ancient,39,light,tower,1,120,3,50,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1401040,고대의탑,,ancient,0,ancient,ancient,40,dark,tower,1,120,3,50,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1401041,고대의탑,,ancient,0,ancient,ancient,41,earth,tower,1,120,3,50,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1401042,고대의탑,,ancient,0,ancient,ancient,42,water,tower,1,120,3,50,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1401043,고대의탑,,ancient,0,ancient,ancient,43,fire,tower,1,120,3,50,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1401044,고대의탑,,ancient,0,ancient,ancient,44,light,tower,1,120,3,50,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1401045,고대의탑,,ancient,0,ancient,ancient,45,dark,tower,1,120,3,50,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1401046,고대의탑,,ancient,0,ancient,ancient,46,earth,tower,1,120,3,50,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1401047,고대의탑,,ancient,0,ancient,ancient,47,water,tower,1,120,3,50,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1401048,고대의탑,,ancient,0,ancient,ancient,48,fire,tower,1,120,3,50,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1401049,고대의탑,,ancient,0,ancient,ancient,49,light,tower,1,120,3,50,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1401050,고대의탑,,ancient,0,ancient,ancient,50,dark,tower,1,120,3,50,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1401051,고대의탑,,ancient,0,ancient,ancient,51,earth,tower,1,120,3,50,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1401052,고대의탑,,ancient,0,ancient,ancient,52,earth,tower,1,120,3,50,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1401053,고대의탑,,ancient,0,ancient,ancient,53,fire,tower,1,120,3,50,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1401054,고대의탑,,ancient,0,ancient,ancient,54,dark,tower,1,120,3,50,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1401055,고대의탑,,ancient,0,ancient,ancient,55,earth,tower,1,120,3,50,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1401056,고대의탑,,ancient,0,ancient,ancient,56,dark,tower,1,120,3,50,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1401057,고대의탑,,ancient,0,ancient,ancient,57,light,tower,1,120,3,50,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1401058,고대의탑,,ancient,0,ancient,ancient,58,earth,tower,1,120,3,50,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1401059,고대의탑,,ancient,0,ancient,ancient,59,fire,tower,1,120,3,50,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1401060,고대의탑,,ancient,0,ancient,ancient,60,light,tower,1,120,3,50,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1401061,고대의탑,,ancient,0,ancient,ancient,61,fire,tower,1,120,3,50,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1401062,고대의탑,,ancient,0,ancient,ancient,62,earth,tower,1,120,3,50,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1401063,고대의탑,,ancient,0,ancient,ancient,63,dark,tower,1,120,3,50,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1401064,고대의탑,,ancient,0,ancient,ancient,64,water,tower,1,120,3,50,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1401065,고대의탑,,ancient,0,ancient,ancient,65,earth,tower,1,120,3,50,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1401066,고대의탑,,ancient,0,ancient,ancient,66,water,tower,1,120,3,50,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1401067,고대의탑,,ancient,0,ancient,ancient,67,light,tower,1,120,3,50,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1401068,고대의탑,,ancient,0,ancient,ancient,68,earth,tower,1,120,3,50,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1401069,고대의탑,,ancient,0,ancient,ancient,69,earth,tower,1,120,3,50,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1401070,고대의탑,,ancient,0,ancient,ancient,70,earth,tower,1,120,3,50,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1401071,고대의탑,,ancient,0,ancient,ancient,71,fire,tower,1,120,3,50,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1401072,고대의탑,,ancient,0,ancient,ancient,72,dark,tower,1,120,3,50,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1401073,고대의탑,,ancient,0,ancient,ancient,73,dark,tower,1,120,3,50,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1401074,고대의탑,,ancient,0,ancient,ancient,74,fire,tower,1,120,3,50,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1401075,고대의탑,,ancient,0,ancient,ancient,75,dark,tower,1,120,3,50,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1401076,고대의탑,,ancient,0,ancient,ancient,76,earth,tower,1,120,3,50,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1401077,고대의탑,,ancient,0,ancient,ancient,77,water,tower,1,120,3,50,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1401078,고대의탑,,ancient,0,ancient,ancient,78,fire,tower,1,120,3,50,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1401079,고대의탑,,ancient,0,ancient,ancient,79,light,tower,1,120,3,50,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1401080,고대의탑,,ancient,0,ancient,ancient,80,dark,tower,1,120,3,50,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1401081,고대의탑,,ancient,0,ancient,ancient,81,earth,tower,1,120,3,50,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1401082,고대의탑,,ancient,0,ancient,ancient,82,water,tower,1,120,3,50,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1401083,고대의탑,,ancient,0,ancient,ancient,83,fire,tower,1,120,3,50,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1401084,고대의탑,,ancient,0,ancient,ancient,84,light,tower,1,120,3,50,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1401085,고대의탑,,ancient,0,ancient,ancient,85,dark,tower,1,120,3,50,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1401086,고대의탑,,ancient,0,ancient,ancient,86,earth,tower,1,120,3,50,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1401087,고대의탑,,ancient,0,ancient,ancient,87,water,tower,1,120,3,50,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1401088,고대의탑,,ancient,0,ancient,ancient,88,fire,tower,1,120,3,50,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1401089,고대의탑,,ancient,0,ancient,ancient,89,light,tower,1,120,3,50,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1401090,고대의탑,,ancient,0,ancient,ancient,90,dark,tower,1,120,3,50,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1401091,고대의탑,,ancient,0,ancient,ancient,91,earth,tower,1,120,3,50,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1401092,고대의탑,,ancient,0,ancient,ancient,92,water,tower,1,120,3,50,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
