idx,nickname,msg,type
419,Telah,Happy 3rd anniversary DVM! Hope for many more years of play! From Telah of Anubis clan,3rd_anniversary
420,Chananchida Freshy,สุขสันต์​วันเกิดค้าบบบบบบ เราเล่นเกมของคุณประมาณเมื่อ2ปีก่อนแล้วก็กลับมาเล่นใหม่(ฮ่า)​ยอมรับว่าสนุกมากๆๆๆๆๆๆๆๆๆถึงมากที่สุด! ถึงเค้าจะไม่ได้เติมก็เหอะพ่อเค้าไม่อนุญาต​(เป็นเศร้าาา)​เค้าวาดรูปมาให้ด้วยเอาปายยยยยยย,3rd_anniversary
421,狄魯斯,"Happy 3rd birthday DVM! Thanks for providing a good game with high quiality dragon models, keep on make the game updated always and give us a fair price for topaz too.",3rd_anniversary
422,VEnd,Happy 3rd Anniversary DVM! Please give new game content and fix pvp meta.,3rd_anniversary
423,Lale95,Happy 3rd Anniversary DVM Uno de los mejores juegos que e jugado... desde el primer día me encantó... espero que puedan seguir actualizando eventos... Gracias por éste increíble juego...,3rd_anniversary
424,subhoooooo,Happy anniversary Dragon village m...,3rd_anniversary
425,zeruel,Happy 3rd Anniversary Dragon Village M. Keep roaring,3rd_anniversary
426,CafeDragon,Happy 3rd Anniversary DVM.,3rd_anniversary
427,NTD,Happy anniversary dragon village m. I wish our team full of happiness and love. May all your dreams turn come true and may lady luck visit you everyday.,3rd_anniversary
428,MunniSky,"Happy anniversary DVM although i'm new to this game and hasnt able to play it much but i have already love it so much and able to play with my friend and so who will roll a legend dragon first, hoping you will bring us more delight dragon and top update.",3rd_anniversary
429,Valfor,Congratulation on Dragon Village M 3rd Anniversary! I hope DVM will develop more in the future since this is such a great game that brings me joyfulness. Keep up the good work!,3rd_anniversary
430,1m180kg,Congratulations to everyone on the Highbrow's development team on the 3-year roadblock. Hope the game grows better and more new events,3rd_anniversary
431,EricJet,Congratulations on the 3rd anniversary of Dragon Village M. Wish the publisher is growing and becoming more popular among gamers.,3rd_anniversary
432,DRAIN,Happy Anniversary! DVM is definetly awesome. I'm having so much fun with it. Thanks for the happiness and looking forward to new dragons and events.,3rd_anniversary
433,空Ayame,Happy 3rd birthday Anniversary~~,3rd_anniversary
434,olive16,Congrats dragon village m for helping me with my memory storage now I have more space to use after i delete mobile legends and war robot i have good memories with my old games but you help me realize that this game is worth my time. By the way i play 18hrs a day so pls let me win heheh,3rd_anniversary
435,Draknight,Happy birthday Dragon village m entering 3rd year. Wish the game more and more developed,3rd_anniversary
436,T Gnone,Happy 3rd Anniversary DVM!! Keep up the hardwork in creating the best dragon RPG game *^O^*,3rd_anniversary
437,,Dragon village m happy birthday!,3rd_anniversary
438,,Thx for ur dvm 3 year service,3rd_anniversary
439,,I’m waiting for 4th anniv already,3rd_anniversary
440,,It’s been 3 year! happy 3rd anniversary,3rd_anniversary
441,,Congratulations on the third birthday of dragon village m,3rd_anniversary
442,,I wish i could play dragonvillage for 10 years,3rd_anniversary
443,,I like your event! Congrats 3rd anniv.,3rd_anniversary
444,,I want more dragons! Congratulation on your third anniversary,3rd_anniversary
445,,Make me happy with more events,3rd_anniversary
446,,Congratulations on your 3rd anniversary! I'm always rooting for you.,3rd_anniversary
447,,生日快樂,3rd_anniversary
448,,龍都很可愛好好玩,3rd_anniversary
449,,龍村M三週年快樂！,3rd_anniversary
450,,恭喜滿三週年了,3rd_anniversary
451,,作爲一名獸迷表示真心喜歡這個游戲 這個游戲也給我帶來了許多快樂 不知不覺就三周年了 希望DVM可以越辦越好(。・∀・)ノ I love this game (´▽`ʃ♡ƪ),3rd_anniversary
452,,3周年快樂~我要圖騰龍阿！！,3rd_anniversary
453,,3週年生快！身為龍控必玩>///<,3rd_anniversary
454,,三週年愉快~希望可以創作多一點龍,3rd_anniversary
455,,3周年快樂，希望遊戲優化可以更好，吸引更多人玩,3rd_anniversary
456,,生日快乐龙村，感谢你的陪伴让我在生活中充满了乐趣，感谢你让我遇见这么多可爱的龙。,3rd_anniversary
457,,生日快樂DVM希望這次可以出更多可愛的龍,3rd_anniversary
458,,恭喜Dragon Village M 3週年！,3rd_anniversary
459,,Dragon Village M 3週年！謝謝提供了這麼有趣的遊戲！,3rd_anniversary
460,,這次的3週年活動真棒！好期待4週年！,3rd_anniversary
461,,竟然已經3週年了！真的很棒！,3rd_anniversary
462,,祝Dragon Village M 3週年生日快樂！,3rd_anniversary
463,,希望Dragon Village M可以一直獲得喜愛直到10週！,3rd_anniversary
464,,恭喜3週年！活動很有趣！,3rd_anniversary
465,,恭喜3週年！期待之後的帥氣神龍！,3rd_anniversary
466,,已經過了3週年了呀～希望可以多多辦點活動唷！,3rd_anniversary
467,,恭喜Dragon Village M 3週年！會一直支持你們！,3rd_anniversary
468,,生日快樂,3rd_anniversary
469,,龍都很可愛好好玩,3rd_anniversary
470,,龍村M三週年快樂！,3rd_anniversary
471,,恭喜滿三週年了,3rd_anniversary
472,,作爲一名獸迷表示真心喜歡這個游戲 這個游戲也給我帶來了許多快樂 不知不覺就三周年了 希望DVM可以越辦越好(。・∀・)ノ I love this game (´▽`ʃ♡ƪ),3rd_anniversary
473,,3周年快樂~我要圖騰龍阿！！,3rd_anniversary
474,,3週年生快！身為龍控必玩>///<,3rd_anniversary
475,,三週年愉快~希望可以創作多一點龍,3rd_anniversary
476,,3周年快樂，希望遊戲優化可以更好，吸引更多人玩,3rd_anniversary
477,,生日快乐龙村，感谢你的陪伴让我在生活中充满了乐趣，感谢你让我遇见这么多可爱的龙。,3rd_anniversary
478,,生日快樂DVM希望這次可以出更多可愛的龍,3rd_anniversary
479,,恭喜Dragon Village M 3週年！,3rd_anniversary
480,,Dragon Village M 3週年！謝謝提供了這麼有趣的遊戲！,3rd_anniversary
481,,這次的3週年活動真棒！好期待4週年！,3rd_anniversary
482,,竟然已經3週年了！真的很棒！,3rd_anniversary
483,,祝Dragon Village M 3週年生日快樂！,3rd_anniversary
484,,希望Dragon Village M可以一直獲得喜愛直到10週！,3rd_anniversary
485,,恭喜3週年！活動很有趣！,3rd_anniversary
486,,恭喜3週年！期待之後的帥氣神龍！,3rd_anniversary
487,,已經過了3週年了呀～希望可以多多辦點活動唷！,3rd_anniversary
488,,恭喜Dragon Village M 3週年！會一直支持你們！,3rd_anniversary
489,,3周年おめでとう(*^▽^)/★*☆♪,3rd_anniversary
490,,3周年おめでとうございます,3rd_anniversary
491,,3周年おめでとう~~,3rd_anniversary
492,,3周年おめでとうございます! これからもかわいいドラゴン期待してます( *>ω<*)/,3rd_anniversary
493,,3周年おめでとうございます！可愛いキャラクター達に魅かれて最近始めました！,3rd_anniversary
494,,ぉめでと～o(>∀<*)o,3rd_anniversary
495,,おめでとう(*´ω｀*),3rd_anniversary
496,,ドラビレM３周年おめでとう！2年近くやっています。,3rd_anniversary
497,,３周年本当におめでとうございます。これからも期待しています。,3rd_anniversary
498,,もう３周年か～おめでとう！,3rd_anniversary
499,,いいイベント期待しています！,3rd_anniversary
500,,とにかくデザインが可愛いので好きです。３周年おめ！,3rd_anniversary
501,,ドラビレ最高！３周年おめでとう！,3rd_anniversary
502,,これからも神ゲーであってほしいです。,3rd_anniversary
503,,可愛いドラゴンがいっぱいで嬉しいゲームです！,3rd_anniversary
504,,ドラゴンビレッジMの3周年、おめでとうございます！,3rd_anniversary
505,,ドラゴンビレッジMの3周年！面白いゲームを作ってくださってありがとうございます！,3rd_anniversary
506,,今回の3周年イベントは最高です！4周年が楽しみになります！,3rd_anniversary
507,,もう3周年だなんて！本当すごいです！,3rd_anniversary
508,,ドラビレMの3回目の誕生日おめでとうざいます！,3rd_anniversary
509,,10周年まで長く愛され続けるドラビレMになりますように！,3rd_anniversary
510,,3周年、マジでおめでとうございます！イベントも楽しいです！,3rd_anniversary
511,,3周年おめでとうございます！これからもカッコいいドラゴンたちを楽しみに待っていますね！,3rd_anniversary
512,,もう3周年ですね～～楽しいイベントをたくさんやってほしいです！,3rd_anniversary
513,,ドラビレMの3周年おめでとうございます！いつも応援しています！,3rd_anniversary
514,,ドラゴンビレッジMの3周年、おめでとうございます！,3rd_anniversary
515,,ドラゴンビレッジMの3周年！面白いゲームを作ってくださってありがとうございます！,3rd_anniversary
516,,今回の3周年イベントは最高です！4周年が楽しみになります！,3rd_anniversary
517,,もう3周年だなんて！本当すごいです！,3rd_anniversary
518,,ドラビレMの3回目の誕生日おめでとうざいます！,3rd_anniversary
519,,10周年まで長く愛され続けるドラビレMになりますように！,3rd_anniversary
520,,3周年、マジでおめでとうございます！イベントも楽しいです！,3rd_anniversary
521,,3周年おめでとうございます！これからもカッコいいドラゴンたちを楽しみに待っていますね！,3rd_anniversary
522,,もう3周年ですね～～楽しいイベントをたくさんやってほしいです！,3rd_anniversary
523,,ドラビレMの3周年おめでとうございます！いつも応援しています！,3rd_anniversary
524,,ドラビレM３周年おめでとう！2年近くやっています。,3rd_anniversary
525,,３周年本当におめでとうございます。これからも期待しています。,3rd_anniversary
526,,もう３周年か～おめでとう！,3rd_anniversary
527,,いいイベント期待しています！,3rd_anniversary
528,,とにかくデザインが可愛いので好きです。３周年おめ！,3rd_anniversary
529,,ドラビレ最高！３周年おめでとう！,3rd_anniversary
530,,これからも神ゲーであってほしいです。,3rd_anniversary
531,,可愛いドラゴンがいっぱいで嬉しいゲームです！,3rd_anniversary
532,듭탈한 아리,듭m 글섭 3주년 축하해요! 4주년에는 더 갓겜되길..,3rd_anniversary
533,쪼쪼용,3주년 이벤트를 축하한다용^^,3rd_anniversary
534,아루나,드빌 m 3주년 축하드리골☆,3rd_anniversary
535,제제00,드빌M 3주년을 진심으로 감축드리옵나이다~~^^,3rd_anniversary
536,뷰유닉스,3주년 축하합니다 ㅎㅎ,3rd_anniversary
537,JrM,3주년 축하드림미다 앞으로 10주년까지 쭉갑시다!^^,3rd_anniversary
538,l금달l쿠카,드빌3주년 진심으로 축하드려요 앞으로도 계속 번창하시고 좋은 게임(?)되길 바랄께요~~!,3rd_anniversary
539,삼투압의산물,드빌 3주년 축하드려요!!,3rd_anniversary
540,쥬디악,글로벌 3주년 축하해요! 번창하는 드빌 되길,3rd_anniversary
541,연어맛사슴노예1호,나날이 발전해나가는 드빌m의 모습 보기 좋습니다!! 유저들과 더더욱 소통하는 갓겜되길!!,3rd_anniversary
542,淸雷먼지,글로벌 3주년 축하드리고 앞으로도 많은 컨텐츠를 내주시길 기원합니다~,3rd_anniversary
543,靑雷므믕,글로벌서버 3주년을 축하드립니당 선물챙겨주세여 ☆청뢰 화이띵☆,3rd_anniversary
544,라피스Lapis,3주년 축하드리고 더욱 더 재밌는게임 되길 바라요 :D,3rd_anniversary
545,귀여운훌렁이,3주년 축하합니당,3rd_anniversary
546,l적달l청결,앞으로 더 재밌고 유저들과 소통하는 듭이 되길 바랍니다! 문연합 홧팅!,3rd_anniversary
547,7777770누누,드빌 글로벌 3주년 축하해요!!!,3rd_anniversary
548,닭개장,ㅊㅋ,3rd_anniversary
549,작냥,3주년 축하합니다 항상 응원할께요 드빌!,3rd_anniversary
550,성빈47,축하드려요! 제작자 분들도 수고하셨다고 말씀 드려 주세요^-^,3rd_anniversary
551,감평사,3주년 축하드립니다~~,3rd_anniversary
552,반하리,3주년 축하해요 늘 좋은 업데이트 기대합니다 :>,3rd_anniversary
553,륜Ryun,3주년에 겜 시작한 늅늅인 제가 글로벌 3주년을 맞이하는 군여... 앞으로도 응원합니다...갓겜이 되길 기원해여,3rd_anniversary
554,Aircorn,3주년을 축하하골 앞으로 10주년 될때까지 응원하겠골,3rd_anniversary
555,또뺑,3주년 축하합니다~~~~,3rd_anniversary
556,실수였네,3주년 축하,3rd_anniversary
557,예해님,"Global 3rd Anniversary 축하드립니다~ 앞으로 5주년, 10주년까지 같이 할 수 있기를 바래요~",3rd_anniversary
558,히비야머리쓰담쓰담,멋진 게임 만들어주셔서 감사합니다~,3rd_anniversary
559,우아한일란,3주년 축하하시고 올해도 행복하게 살자골,3rd_anniversary
560,티끼타까,3주년 축하해요! 앞으로도 좋은 운영부탁드립니다~,3rd_anniversary
561,글토리,3주년 축하합니다.앞으로도 쭉~함께해요!!! 파챔 홧팅!!!!,3rd_anniversary
562,청뢰여우,골라와 벌써 3년(><) 내년엔 결혼하자!!,3rd_anniversary
563,비에고,재미있는 게임 만들어 주셔서 감사하고 장수하는 게임이 됩시다!,3rd_anniversary
564,하얀요니콘,용들이 귀여운지 3년이 됬다구요!,3rd_anniversary
565,우랑s,3주년 축하드립니다~ 더 발전되는 모습 기대합니다^^,3rd_anniversary
566,명석이,드빌 오래오래 가자잉,3rd_anniversary
567,노르웨이산ㅡ연어,드빌 3주년 축하합니다~,3rd_anniversary
568,태정태세,드빌 3주년 정말 축하합니다! 계속 함께해요!,3rd_anniversary
569,골라잡는유령,3주년축하드리골 이번해도 열심히 드빌하자골,3rd_anniversary
570,grzzang,3주년 축하드려요~앞으로도 즐거운 골~~~~,3rd_anniversary
571,해탈한해파리,듭m 3주년 축하드려요~,3rd_anniversary
572,ll백뢰ll천량,글로벌 3번째 생일을 축하합니다.,3rd_anniversary
573,영율,글로벌 3주년 축하축하!! 서로 상생하는 멋진 드빌되길 기원합니다~,3rd_anniversary
574,넌내가시로,드빌3주년 축하해요 4주년까지 화이팅!,3rd_anniversary
575,탐색꾼,탐색꾼/ 3주년 축하드려용,3rd_anniversary
576,태양X골드,축하드립니다,3rd_anniversary
577,ZI존MaWang,글로벌 3주년 즈엉말 ㅊㅋ드립니다아!,3rd_anniversary
578,취왕,점점 발전하는 모습 보여주고 있는 드빌m 3주년 축하해요!,3rd_anniversary
579,안동몽시기,3주년 축함~~,3rd_anniversary
580,l비형l,드빌m3주년 축하드려요,3rd_anniversary
581,l금달l금철,축하드립니다 앞으로도 성장하시길바랍니다,3rd_anniversary
582,EVOREDON,듭엠 글로벌3주년 진심으로 축하드립니다~!,3rd_anniversary
583,물결치는바다,우리의 귀여운 K-용용이들이 세계로 진출한지 벌써 3주년이네요~ 앞으로 꽃길만 걷자~,3rd_anniversary
584,100만원짜리,드빌m 3주년 축하드려요!,3rd_anniversary
585,l혼l으아으이,저에게는1순위인드빌m! 21년도에는 더 번창하길!,3rd_anniversary
586,hollyS,시작한지 이제 한달 반밖에 되지 않았지만 인생겜임을 깨닫고 너무 재미있게 하고 있습니다ㅎㅎ 3주년 축하드리고 앞으로도 열심히 할게요!,3rd_anniversary
587,dvm숫자숫자숫자,오래됬네?,3rd_anniversary
588,냠냠뇸뇸,3주년 축하하고 다같이 즐기자~,3rd_anniversary
589,2등병,이대로만 쭉 발전하길 바라골!,3rd_anniversary
590,킹물갓도현,드빌엠 3주년 진심으로 축하합니다ㅎㅎ,3rd_anniversary
591,금골드,글로벌3주년 축하드립니다!!,3rd_anniversary
592,민트초코프라푸치노,글로벌 3주년 추카추카추드립니다!,3rd_anniversary
593,나리씨,오래 안했지만 재밌네요 ㅎㅎ 사랑합니다!,3rd_anniversary
594,l흑달l몽키,3주년을 진심으로 축하드립니다~~,3rd_anniversary
595,리코타드빌,10년까지 쭉쭉 가즈아!!,3rd_anniversary
596,니구리,글로버 서버 3주년 축하축하해요★.☆,3rd_anniversary
597,귀여운미니드래곤,3주년 축하드립니다~~ 앞으로 더 번창해용~,3rd_anniversary
598,옾눞,드빌 초창기때부터 열심히 플레이했어요! 수능치고 돌아오니 너무 재밌네요 앞으로도 번창하셔요~!,3rd_anniversary
599,머슷,드빌유저분들 사랑합니다,3rd_anniversary
600,니아드리케,3주년 축하합니다 앞으로 10주년까지 쭉갑시다,3rd_anniversary
601,군햄,글로벌 3주년 축하합니다 요즘 패치들 너무 좋아요,3rd_anniversary
602,II롱II풀,드빌m 3주년 축하드려요,3rd_anniversary
603,아이유이지금,글로벌서버 3주년 축하합니다?,3rd_anniversary
604,닼베형군바,글로벌 서버 3주년 축하드립니다~,3rd_anniversary
605,례성신,글로벌 3주년 축하링 ㅎㅎ,3rd_anniversary
606,두파ㅋ,글로벌 3주년 축하합니다!!! 드빌M만세!! 파챔 만세!!!!!,3rd_anniversary
607,심플1,글로벌 섭 3주년 축하합니다,3rd_anniversary
608,모노노케히메,"드빌의 3주년을 너무나 축하드립니다!!!! 앞으로도 좋은 일들만 가득하기를 바라며, 늘 좋은 게임으로 반겨주셔서 감사합니다",3rd_anniversary
609,나니또고래,3주년 축하합니다~,3rd_anniversary
610,느릿느릿 소라게,드래곤빌리지M 3주년 축하드립니다 !!? :D,3rd_anniversary
611,밥버러지,3주년 추카~ 4주년 가즈아~,3rd_anniversary
612,Sirennese,드래곤빌리지M 3주년 축하합니다!,3rd_anniversary
613,샬롯IRIS,드빌 3주년 축하드려요~!4주년에는 더 많은 유저들도 함께하길!!,3rd_anniversary
614,상현123,3주년 축하드리골~,3rd_anniversary
615,약물남용,"드래곤빌리지M 3주년 축하드립니다~4,5주년까지 쭈욱 달리기를 바랍니다~!",3rd_anniversary
616,사로카,드빌M 3주년 축하드립니다!!드빌M 오래가길~!,3rd_anniversary
617,ll뱉어ll파괴,"드빌M 3주년 축하하골~~ 4주년,5주년 그 이상까지도 좋은 성장 바랍니다~♡ 그리고 더욱더 갓겜이 되기를 기원하겠골~^♡^~",3rd_anniversary
618,GDSL,드빌m글로벌 3주년 축하드립니당~!!! 재밌게 하고있어요~! 앞으로도 잘 부탁드려요~!,3rd_anniversary
619,포됴숑이,3주년 축하축하!!,3rd_anniversary
620,바리안SS,GM 수고하셨골-☆ 3주년 축하축하드리골!,3rd_anniversary
621,석호빛성운,3주년 축하합니다^^,3rd_anniversary
622,l로카l,드래곤빌리지M 3주년 추카합니다ㅏ!,3rd_anniversary
623,KYSY아빠,3년이라.. 대단하네요~ 축하합니다~ ^^,3rd_anniversary
624,퀸아서,2년8개월만에 복귀했는데 3년이라니..ㄷㄷ 얼떨결에 축하 박습니다 ㅎㅎ,3rd_anniversary
625,ll청화ll야발,앞으로도 드빌m게임을 개선해가며 즐거운 4주년을 향해 달려가길!,3rd_anniversary
626,아인즈발렌슈타인,글로벌3주년 축하합니다. 4.5주년 이상 가길 바랍니다.,3rd_anniversary
627,ARIZEA,3주년 축하해요~ 100주년 가즈아아,3rd_anniversary
628,있지,3주년 축하하고 있지,3rd_anniversary
629,갈치는연어맛사슴,3주년 축하해요 드빌m~,3rd_anniversary
630,욘몬,Congrats for the 3rd anniversary of the global server!!!!,3rd_anniversary
631,쭈니후,축하드립니다,3rd_anniversary
632,l백린l뮬란l,Herzlichen Gl?ckwunsch zum dritten Jubil?um des Global Servers!,3rd_anniversary
633,무쯔리,글로벌 3주년 축하합니다!!!,3rd_anniversary
634,l은달l널사랑해,3주년을진심으로축하드리고.앞으로도재미잇는이벤트로유저들에게즐겁게즐길수잇도록힘써주세요,3rd_anniversary
635,빤쓰속흑염룡,글로벌 3주년 축하합니다. 계속계속 화이팅!!!,3rd_anniversary
636,리셋6시간째,항상 승승장구 하시고 더 많은 컨텐츠 만들어주세요,3rd_anniversary
637,미워,3주년 축하드려요 앞으로도 좋은패치 많이 해주세요,3rd_anniversary
638,샨화칼륨,앞으로 1년도 좋은 일만 가득하길!,3rd_anniversary
639,윈터실버제논,드빌m의 3번째 생일을 축하하골! 또 다시 새로운 기록을 향해 날아보골!,3rd_anniversary
640,409호,Congratulations on your 3rd anniversary !!,3rd_anniversary
641,연어맛사슴사시미,축!하!,3rd_anniversary
642,Zzing,드빌 글로벌 3주년 축하드립니다 ?,3rd_anniversary
643,로미오와로미오,재밌게 플레이 하고 있습니다! 드빌 글로벌 3주년 축하합니다!,3rd_anniversary
644,이카쿤드,3주년 축하합니다..시작한지 한달정도 된 뉴비인데 재밌게 하고 있습니다..,3rd_anniversary
645,나인제로,3주년 축하드려요~~,3rd_anniversary
646,베루스버프기원,듭m 3주년 축하드립니다 4주년에도 봐요!!,3rd_anniversary
647,마성의꺄를로스,글로벌 서버 3주년 축하합니다 정말,3rd_anniversary
648,골드ㅈㅈㅈ,글로벌 3주년 추카추카합니다~!!,3rd_anniversary
649,l은달l닭강정,벌써 3주년이골...?쨋든 3주년 축하하골,3rd_anniversary
650,수쿠마,드빌m 글로벌서버 3주년 축하합니다 !!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!!! 그리고 ..마그나스버프 22일차 기원 ..,3rd_anniversary
651,Elimelech,글로벌 서버 3주년을 축하합니다! 끊임없이 뉴비가 들어오는 장수게임이 되었으면 좋겠어요~,3rd_anniversary
652,데미슈다,드빌 글섭 3주년 진심으로 축하드립니다.,3rd_anniversary
653,루니프,드빌M 글로벌 3주년 축하합니다 ~~,3rd_anniversary
654,실세는김르글,글로벌 3주년 축하드려요~,3rd_anniversary
655,경끼,글로벌 서버 3주년 축하합니다!!,3rd_anniversary
656,l흑달lkm38,현재까지 만근 ^^ 3주년 축하드려요 별도의 출석 이벤트 추가해 주세요,3rd_anniversary
657,사악한천사,ㅊㅋㅊㅋ,3rd_anniversary
658,염포스,3주년이라니!!축하해요!!!,3rd_anniversary
659,동백수산,드빌m 3주년을 축하합니다 8월달에 시작하여 하루도 안쉬고 풀로 돌리고있네요 ^^,3rd_anniversary
660,드빌섭종은언제쯤,내 인게임닉이 이렇지만 드빌 승승장구했으면 좋겠습니다~,3rd_anniversary
661,고키절차군단,드빌 글로벌 서버 3주년 축하드립니다!,3rd_anniversary
662,피캌튜,"3주년 축하합니다!! 4주년, 5주년 10주년까지 쭉쭉쭉 함께합시당~",3rd_anniversary
663,몽몽환,3주년 축하드립니다~,3rd_anniversary
664,HK417,3주년 ㅊㅊ~!^^,3rd_anniversary
665,과제제때하자,3주년 축하드려요 앞으로 10주년까지 장수하는 게임이 되기를,3rd_anniversary
666,게임하는ITZY,3주년 정말 축하해여!! 10주년 가즈아,3rd_anniversary
667,고소한소금,3주년 축하합니다,3rd_anniversary
668,구의동망고킬러,글섭 3주년 축하드려용,3rd_anniversary
669,ll梅花ll만듀,드빌 3주년 축하띠해유~~~~★,3rd_anniversary
670,계대대장출신,드빌 화이팅!! 빠샤뽀샤삐샤뿌꾸빠까삐끼짱!,3rd_anniversary
671,카사르,드래곤 빌리지m 3주년 축하해요!!,3rd_anniversary
672,릴췡,듭M 3주년 넘넘축하고 30년! 300년! 평생! 계속하자!!!,3rd_anniversary
673,dominate,3주년 축하드립니다 다들 좋은 용만 뽑으세요~~^^,3rd_anniversary
674,l은달l기억,글로벌섭도오래오래잘되길빕니다!,3rd_anniversary
675,푸른숲길,드빌M 3주년 축하드려요~!!^^,3rd_anniversary
676,메테오라랑정략결혼,일러팀 평생 갈려주세요,3rd_anniversary
677,MOON77,어느덧 3주년이내요 모두 고생하셧습니다 앞으로도 화이팅이에요,3rd_anniversary
678,흑츙,3년 축하합니다. 초심 잃지말고 유저랑 소통하는 게임 되시길!,3rd_anniversary
679,Fr루비고,글섭 3주년 축하드립니다! 운영진 분들 고생 많이 하셨습니다! 앞으로도잘 부탁드립니다 운영진 분들!(베루스... 버프..소식은요....?),3rd_anniversary
680,딸기죠아,3주년 추카추카 이벤트 가즈아ㅏㅏ,3rd_anniversary
681,좀드르신,3년동안 운영하느라 수고많으셨습니다. 더 많은 분들이 찾도록 힘써주시면 감사하겠습니다^^,3rd_anniversary
682,ImK,늘 재밌게 하고있어요 룬 합성에 종류별로(모양/1~6번순) 정렬 만들어주면 더 감사하겠심더 ㅠㅠ 화이팅,3rd_anniversary
683,커여운아이리스,듭m3주년 진심으로 축하드립니다!유저들의 반응을 적극적으로 실행시켜주는 하브 찬양합니다!,3rd_anniversary
684,도미솔도,3주년 축하드려요!,3rd_anniversary
685,호욧,3주년 축하해요,3rd_anniversary
686,마성의알렌워커,3주년축하해요 화이팅!!,3rd_anniversary
687,로티메,드래곤들 많이 사랑해주세요,3rd_anniversary
688,l금달l이델,드빌m의 글로벌서버 3주년을 축하합니다. 쭈욱~ 번창하시길...,3rd_anniversary
689,포말하우트,글로벌 서버 3주년 축하합니다~!앞으로 더 발전하는 드빌m이 되길 바래요~,3rd_anniversary
690,얼어죽어도아이스아메,듭M 글로벌 서버 3주년을 축하합니다!!^___^,3rd_anniversary
691,강삼식,3주년 축하합니다~ 4주년 5주년 해가갈수록 더욱 건승하시길 바랄게요~,3rd_anniversary
692,ll초홍ll,3주년을 츄카츄카합니다!20주년까지 가봅쉬다아아앙아아랔,3rd_anniversary
693,DOGY,3주년 축하합니다,3rd_anniversary
694,나크쥰,갓겜 3주년 축하합니다,3rd_anniversary
695,주언이아빠,벌써 3주년 이네요~ 추카추카 장수하는 듭m이 됩시다~,3rd_anniversary
696,온세사,오래가요.우리,3rd_anniversary
697,올백,드빌m 3주년 너무좋골,3rd_anniversary
698,Crecent,드빌M 글로벌 서버 3주년 축하합니다! 열심히 일 해주신 운영자분들께 정말 감사드리며 더 재미있고 행복한 듭M을 위해 앞으로도 화이팅 해주세요~ 모두 즐거운 하루 되시길 바랍니다!,3rd_anniversary
699,비해,글로벌서버 3주년 축하드려요!,3rd_anniversary
700,레로샤,드빌M 3주년 축하해요~ 하루종일 드래곤생각뿐!♡,3rd_anniversary
701,헤네시아,듭m 3주년 정말 축하합니다!!,3rd_anniversary
702,감성드빌,드빌3주년 축하드려여 앞으로도 좋은이벤트 많이해주길 바랄게요~><,3rd_anniversary
703,II롱II데라와니킴,입문 27일차인데 드m의 건승을 기원합니다!! 3주년 넘넘 축하합니다~~!!,3rd_anniversary
704,김치짜개,3주년 정말 축하드려요!!,3rd_anniversary
705,잠이와,글로벌 서버 3주년 축하합니다!,3rd_anniversary
706,토리드래곤,신규로 시작한지 3개월도 안됬는데 벌써3주년이나 됬다니~!!! 계속 기대하겠습니다~!,3rd_anniversary
707,서토리,글로벌3주년 축하드려요??,3rd_anniversary
708,4in,3주년 축하추카,3rd_anniversary
709,4님,3주년 축하드려요~,3rd_anniversary
710,듭1이좋orㅎㅎ,드빌m 3주년 축하,3rd_anniversary
711,l흑달l미유,3주년 축하합니다 ~ 오래오래 장수하는 게임이되길 바랍니다,3rd_anniversary
712,와일드바디,드빌 3주년 축하해요! 5주년까지도 무탈없이 잘 되길~,3rd_anniversary
713,원더어덜트,드빌M 정말 오랜만에 중독성있게 겜하게 만드네요^^ 정말 재밌습니다 3주년 축하하고 소통하면서 오래 쭉 이어가길~~^^,3rd_anniversary
714,dvm2157155,이 게임 시작한게 엊그제 같은데 벌써 두 달이라니..모바일 게임 중에서 이 게임 젤 오래했을 정도로 재밌음 ㅎㅎ,3rd_anniversary
715,ㆍ새벽,벌써3주년이네요 축하드려요,3rd_anniversary
716,산3,글로벌 3주년~~축하합니다~!!!,3rd_anniversary
717,II롱IIBooby,드빌m 3주년 추카드려여!!! 앞으로 쭉쭉 장수하길,3rd_anniversary
718,M1000RR,글섭 3주년 축하합니다 앞으로도 쭉쭉 나아가길 바랍니다^^,3rd_anniversary
719,노력하는용갈이들,3주년 축카합니다! 4주년까지 ㄱㄱ!,3rd_anniversary
720,IC단밤,3주년 무지무지 축하드려요ㅎㅎ,3rd_anniversary
721,TeㆍRror,3주년 축하합니다ㅎㅎ,3rd_anniversary
722,시임시임시임,드빌m 만세! 축하해요,3rd_anniversary
723,시크폭스,글로벌 3주년축하합니다!! 앞으로도 더욱 더 발전되길 바랍니다~,3rd_anniversary
724,마성의개발바닥,3주년 축하합니다! 유저 목소리에 귀 기울여 주시는 드빌 늘 번창하길 바랍니다~,3rd_anniversary
725,인생은니나노,3주년 완전 축하드려용...............,3rd_anniversary
726,제르네아스S,3주년 진심으로 축하드립니다~ 더욱 좋은날만 있기를^^,3rd_anniversary
727,료마쿤,3주년축하축하합니다,3rd_anniversary
728,시노Shino,글섭 3주년 축하해요! 듭엠 더 갓겜 되길...,3rd_anniversary
729,Snowolf,드빌3주년 너무 축하하고 항상 빠른 엡뎃과 이벤트 감사합니다~~!!,3rd_anniversary
730,옹융,축하해유,3rd_anniversary
