item,category,t_name,t_desc,icon,type,full_type,attr,role,color,rarity,grade,evolution,did,count,sale_price,get_region,package,tool_name,inbox_icon
770323,object,크레센트(불),달의 뿔과 밤의 피부를 가지고 있다. 달이 뜨는 밤을 매우 좋아한다. 누군가를 해치는 것을 별로 좋아하지 않는다.,,dragon,,,,,,3,1,120323,1,300,,,3등급 크레센트(불) 해치,
770324,object,크레센트(빛),달의 뿔과 밤의 피부를 가지고 있다. 달이 뜨는 밤을 매우 좋아한다. 누군가를 해치는 것을 별로 좋아하지 않는다.,,dragon,,,,,,3,1,120324,1,300,,,3등급 크레센트(빛) 해치,
770325,object,크레센트(어둠),달의 뿔과 밤의 피부를 가지고 있다. 달이 뜨는 밤을 매우 좋아한다. 누군가를 해치는 것을 별로 좋아하지 않는다.,,dragon,,,,,,3,1,120325,1,300,,,3등급 크레센트(어둠) 해치,
770331,object,서펀트드래곤(땅),매우 강력한 독을 가진 드래곤. 겉 모습만 보고도 다들 숨어버릴 정도라 몰래 뒤로 접근해 놀래켜 주기를 좋아한다.,,dragon,,,,,,3,1,120331,1,300,,,3등급 서펀트드래곤(땅) 해치,
770332,object,서펀트드래곤(물),매우 강력한 독을 가진 드래곤. 겉 모습만 보고도 다들 숨어버릴 정도라 몰래 뒤로 접근해 놀래켜 주기를 좋아한다.,,dragon,,,,,,3,1,120332,1,300,,,3등급 서펀트드래곤(물) 해치,
770333,object,서펀트드래곤(불),매우 강력한 독을 가진 드래곤. 겉 모습만 보고도 다들 숨어버릴 정도라 몰래 뒤로 접근해 놀래켜 주기를 좋아한다.,,dragon,,,,,,3,1,120333,1,300,,,3등급 서펀트드래곤(불) 해치,
770334,object,서펀트드래곤(빛),매우 강력한 독을 가진 드래곤. 겉 모습만 보고도 다들 숨어버릴 정도라 몰래 뒤로 접근해 놀래켜 주기를 좋아한다.,,dragon,,,,,,3,1,120334,1,300,,,3등급 서펀트드래곤(빛) 해치,
770335,object,서펀트드래곤(어둠),매우 강력한 독을 가진 드래곤. 겉 모습만 보고도 다들 숨어버릴 정도라 몰래 뒤로 접근해 놀래켜 주기를 좋아한다.,,dragon,,,,,,3,1,120335,1,300,,,3등급 서펀트드래곤(어둠) 해치,
770371,object,레이디드래곤(땅),암컷만 태어난다고 알려진 신기한 드래곤. 아름다운 생김새로 많은 드래곤들의 인기를 얻고 있다.,,dragon,,,,,,3,1,120371,1,300,,,3등급 레이디드래곤(땅) 해치,
770372,object,레이디드래곤(물),암컷만 태어난다고 알려진 신기한 드래곤. 아름다운 생김새로 많은 드래곤들의 인기를 얻고 있다.,,dragon,,,,,,3,1,120372,1,300,,,3등급 레이디드래곤(물) 해치,
770373,object,레이디드래곤(불),암컷만 태어난다고 알려진 신기한 드래곤. 아름다운 생김새로 많은 드래곤들의 인기를 얻고 있다.,,dragon,,,,,,3,1,120373,1,300,,,3등급 레이디드래곤(불) 해치,
770374,object,레이디드래곤(빛),암컷만 태어난다고 알려진 신기한 드래곤. 아름다운 생김새로 많은 드래곤들의 인기를 얻고 있다.,,dragon,,,,,,3,1,120374,1,300,,,3등급 레이디드래곤(빛) 해치,
770375,object,레이디드래곤(어둠),암컷만 태어난다고 알려진 신기한 드래곤. 아름다운 생김새로 많은 드래곤들의 인기를 얻고 있다.,,dragon,,,,,,3,1,120375,1,300,,,3등급 레이디드래곤(어둠) 해치,
770381,object,시타엘(땅),금빛 투지를 내뿜는 강력한 신성 드래곤. 전투 시 다양한 병기로 적의 사각을 노리는 노련함이 특징이다.,,dragon,,,,,,4,1,120381,1,300,,,4등급 시타엘(땅) 해치,
770383,object,시타엘(불),금빛 투지를 내뿜는 강력한 신성 드래곤. 전투 시 다양한 병기로 적의 사각을 노리는 노련함이 특징이다.,,dragon,,,,,,4,1,120383,1,300,,,4등급 시타엘(불) 해치,
770384,object,시타엘(빛),금빛 투지를 내뿜는 강력한 신성 드래곤. 전투 시 다양한 병기로 적의 사각을 노리는 노련함이 특징이다.,,dragon,,,,,,4,1,120384,1,300,,,4등급 시타엘(빛) 해치,
770385,object,시타엘(어둠),금빛 투지를 내뿜는 강력한 신성 드래곤. 전투 시 다양한 병기로 적의 사각을 노리는 노련함이 특징이다.,,dragon,,,,,,4,1,120385,1,300,,,4등급 시타엘(어둠) 해치,
770402,object,흑룡(물),"암흑 속에서만 산다고 알려진 환상의 드래곤, 자신이 따를 테이머를 스스로 선택하여 나타난다고 전해진다.",,dragon,,,,,,5,1,120402,1,300,,,5등급 흑룡(물) 해치,
770404,object,흑룡(빛),"암흑 속에서만 산다고 알려진 환상의 드래곤, 자신이 따를 테이머를 스스로 선택하여 나타난다고 전해진다.",,dragon,,,,,,5,1,120404,1,300,,,5등급 흑룡(빛) 해치,
770405,object,흑룡(어둠),"암흑 속에서만 산다고 알려진 환상의 드래곤, 자신이 따를 테이머를 스스로 선택하여 나타난다고 전해진다.",,dragon,,,,,,5,1,120405,1,300,,,5등급 흑룡(어둠) 해치,
770411,object,옵타티오(땅),태고의 문명에서 창조되었다고 전해지는 의문의 드래곤. 전신을 타고 흐르는 번개와 같은 푸른 섬광은 무한한 힘을 상징한다.,,dragon,,,,,,3,1,120411,1,300,,,3등급 옵타티오(땅) 해치,
770412,object,옵타티오(물),태고의 문명에서 창조되었다고 전해지는 의문의 드래곤. 전신을 타고 흐르는 번개와 같은 푸른 섬광은 무한한 힘을 상징한다.,,dragon,,,,,,3,1,120412,1,300,,,3등급 옵타티오(물) 해치,
770413,object,옵타티오(불),태고의 문명에서 창조되었다고 전해지는 의문의 드래곤. 전신을 타고 흐르는 번개와 같은 푸른 섬광은 무한한 힘을 상징한다.,,dragon,,,,,,3,1,120413,1,300,,,3등급 옵타티오(불) 해치,
770414,object,옵타티오(빛),태고의 문명에서 창조되었다고 전해지는 의문의 드래곤. 전신을 타고 흐르는 번개와 같은 푸른 섬광은 무한한 힘을 상징한다.,,dragon,,,,,,3,1,120414,1,300,,,3등급 옵타티오(빛) 해치,
770415,object,옵타티오(어둠),태고의 문명에서 창조되었다고 전해지는 의문의 드래곤. 전신을 타고 흐르는 번개와 같은 푸른 섬광은 무한한 힘을 상징한다.,,dragon,,,,,,3,1,120415,1,300,,,3등급 옵타티오(어둠) 해치,
770421,object,수라드래곤(땅),파괴의 힘을 지니고 있는 강력한 폭열성 드래곤. 영원히 불타오르는 염화의 힘을 지닌 존재로 만물을 조화롭게 조율하며 생명을 지키는 영겁의 수호자.,,dragon,,,,,,4,1,120421,1,300,,,4등급 수라드래곤(땅) 해치,
770422,object,수라드래곤(물),파괴의 힘을 지니고 있는 강력한 폭열성 드래곤. 영원히 불타오르는 염화의 힘을 지닌 존재로 만물을 조화롭게 조율하며 생명을 지키는 영겁의 수호자.,,dragon,,,,,,4,1,120422,1,300,,,4등급 수라드래곤(물) 해치,
770423,object,수라드래곤(불),파괴의 힘을 지니고 있는 강력한 폭열성 드래곤. 영원히 불타오르는 염화의 힘을 지닌 존재로 만물을 조화롭게 조율하며 생명을 지키는 영겁의 수호자.,,dragon,,,,,,4,1,120423,1,300,,,4등급 수라드래곤(불) 해치,
770425,object,수라드래곤(어둠),파괴의 힘을 지니고 있는 강력한 폭열성 드래곤. 영원히 불타오르는 염화의 힘을 지닌 존재로 만물을 조화롭게 조율하며 생명을 지키는 영겁의 수호자.,,dragon,,,,,,4,1,120425,1,300,,,4등급 수라드래곤(어둠) 해치,
770431,object,스마트드래곤(땅),해박한 지식을 가진 드래곤. 고서의 해독 능력과 마법 능력이 뛰어나다. 얼굴에 비해 큰 안경과 두꺼운 책이 트레이드 마크이다,,dragon,,,,,,5,1,120431,1,300,,,5등급 스마트드래곤(땅) 해치,
770432,object,스마트드래곤(물),해박한 지식을 가진 드래곤. 고서의 해독 능력과 마법 능력이 뛰어나다. 얼굴에 비해 큰 안경과 두꺼운 책이 트레이드 마크이다,,dragon,,,,,,5,1,120432,1,300,,,5등급 스마트드래곤(물) 해치,
770433,object,스마트드래곤(불),해박한 지식을 가진 드래곤. 고서의 해독 능력과 마법 능력이 뛰어나다. 얼굴에 비해 큰 안경과 두꺼운 책이 트레이드 마크이다,,dragon,,,,,,5,1,120433,1,300,,,5등급 스마트드래곤(불) 해치,
770434,object,스마트드래곤(빛),해박한 지식을 가진 드래곤. 고서의 해독 능력과 마법 능력이 뛰어나다. 얼굴에 비해 큰 안경과 두꺼운 책이 트레이드 마크이다,,dragon,,,,,,5,1,120434,1,300,,,5등급 스마트드래곤(빛) 해치,
770435,object,스마트드래곤(어둠),해박한 지식을 가진 드래곤. 고서의 해독 능력과 마법 능력이 뛰어나다. 얼굴에 비해 큰 안경과 두꺼운 책이 트레이드 마크이다,,dragon,,,,,,5,1,120435,1,300,,,5등급 스마트드래곤(어둠) 해치,
770391,object,원더드래곤(땅),신비한 세계에서 찾아온 의문의 드래곤. 강력한 근력을 무기로 적에게 무시무시한 악몽을 선사한다. 성격이 매우 난폭하니 육성 시 주의하도록 하자,,dragon,,,,,,4,1,120391,1,300,,,4등급 원더드래곤(땅) 해치,
770392,object,원더드래곤(물),신비한 세계에서 찾아온 의문의 드래곤. 강력한 근력을 무기로 적에게 무시무시한 악몽을 선사한다. 성격이 매우 난폭하니 육성 시 주의하도록 하자,,dragon,,,,,,4,1,120392,1,300,,,4등급 원더드래곤(물) 해치,
770393,object,원더드래곤(불),신비한 세계에서 찾아온 의문의 드래곤. 강력한 근력을 무기로 적에게 무시무시한 악몽을 선사한다. 성격이 매우 난폭하니 육성 시 주의하도록 하자,,dragon,,,,,,4,1,120393,1,300,,,4등급 원더드래곤(불) 해치,
770395,object,원더드래곤(어둠),신비한 세계에서 찾아온 의문의 드래곤. 강력한 근력을 무기로 적에게 무시무시한 악몽을 선사한다. 성격이 매우 난폭하니 육성 시 주의하도록 하자,,dragon,,,,,,4,1,120395,1,300,,,4등급 원더드래곤(어둠) 해치,
770443,object,아르주나(불),꿈의 세계에 머물고 있는 고대의 기사. 별명은 안식의 불꽃. 사악한 영혼을 정화하는 불꽃과 타인의 마음 들여다보는 능력을 가졌다.,,dragon,,,,,,4,1,120443,1,300,,,4등급 아르주나(불) 해치,
770444,object,아르주나(빛),꿈의 세계에 머물고 있는 고대의 기사. 별명은 안식의 불꽃. 사악한 영혼을 정화하는 불꽃과 타인의 마음 들여다보는 능력을 가졌다.,,dragon,,,,,,4,1,120444,1,300,,,4등급 아르주나(빛) 해치,
770451,object,카르나(땅),꿈의 세계에 머물고 있는 고대의 기사. 별명은 파멸의 전조. 아르주나의 신체 일부에서 태어난 드래곤. 전신이 은도금을 한듯 회백색이다.,,dragon,,,,,,5,1,120451,1,300,,,5등급 카르나(땅) 해치,
770454,object,카르나(빛),꿈의 세계에 머물고 있는 고대의 기사. 별명은 파멸의 전조. 아르주나의 신체 일부에서 태어난 드래곤. 전신이 은도금을 한듯 회백색이다.,,dragon,,,,,,5,1,120454,1,300,,,5등급 카르나(빛) 해치,
770455,object,카르나(어둠),꿈의 세계에 머물고 있는 고대의 기사. 별명은 파멸의 전조. 아르주나의 신체 일부에서 태어난 드래곤. 전신이 은도금을 한듯 회백색이다.,,dragon,,,,,,5,1,120455,1,300,,,5등급 카르나(어둠) 해치,
770462,object,베루스(물),진실이란 뜻을 가진 이름의 드래곤. 진리와 진실을 관장하는 쌍둥이 신룡 중 첫째. 공격과 회복 양면에서 뛰어난 능력을 가지고 있다,,dragon,,,,,,5,1,120462,1,300,,,5등급 베루스(물) 해치,
770463,object,베루스(불),진실이란 뜻을 가진 이름의 드래곤. 진리와 진실을 관장하는 쌍둥이 신룡 중 첫째. 공격과 회복 양면에서 뛰어난 능력을 가지고 있다,,dragon,,,,,,5,1,120463,1,300,,,5등급 베루스(불) 해치,
770061,object,에스티미아(땅),"계절을 상징하는 드래곤 중 하나. 조화롭게 뻗어나온 나무줄기는 고요하게 잠든 숲을 상징한다. 숲을 이끌고 평화를 사랑하는 존재로, 풍요가 가득한 가을에만, 그 모습을 드러냈다고 전해진다.",,dragon,,,,,,3,1,120061,1,300,,,3등급 에스티미아(땅) 해치,
770062,object,에스티미아(물),"계절을 상징하는 드래곤 중 하나. 조화롭게 뻗어나온 나무줄기는 고요하게 잠든 숲을 상징한다. 숲을 이끌고 평화를 사랑하는 존재로, 풍요가 가득한 가을에만, 그 모습을 드러냈다고 전해진다.",,dragon,,,,,,3,1,120062,1,300,,,3등급 에스티미아(물) 해치,
770063,object,에스티미아(불),"계절을 상징하는 드래곤 중 하나. 조화롭게 뻗어나온 나무줄기는 고요하게 잠든 숲을 상징한다. 숲을 이끌고 평화를 사랑하는 존재로, 풍요가 가득한 가을에만, 그 모습을 드러냈다고 전해진다.",,dragon,,,,,,3,1,120063,1,300,,,3등급 에스티미아(불) 해치,
770064,object,에스티미아(빛),"계절을 상징하는 드래곤 중 하나. 조화롭게 뻗어나온 나무줄기는 고요하게 잠든 숲을 상징한다. 숲을 이끌고 평화를 사랑하는 존재로, 풍요가 가득한 가을에만, 그 모습을 드러냈다고 전해진다.",,dragon,,,,,,3,1,120064,1,300,,,3등급 에스티미아(빛) 해치,
770065,object,에스티미아(어둠),"계절을 상징하는 드래곤 중 하나. 조화롭게 뻗어나온 나무줄기는 고요하게 잠든 숲을 상징한다. 숲을 이끌고 평화를 사랑하는 존재로, 풍요가 가득한 가을에만, 그 모습을 드러냈다고 전해진다.",,dragon,,,,,,3,1,120065,1,300,,,3등급 에스티미아(어둠) 해치,
770101,object,빙하고룡(땅),암흑의 수호자 다크닉스를 봉인시킨 사대신룡 중 하나. 강력한 빙결의 숨결로 악한 자를 물리친다고 알려져 있다.,,dragon,,,,,,5,1,120101,1,300,,,5등급 빙하고룡(땅) 해치,
770102,object,빙하고룡(물),암흑의 수호자 다크닉스를 봉인시킨 사대신룡 중 하나. 강력한 빙결의 숨결로 악한 자를 물리친다고 알려져 있다.,,dragon,,,,,,5,1,120102,1,300,,,5등급 빙하고룡(물) 해치,
770104,object,빙하고룡(빛),암흑의 수호자 다크닉스를 봉인시킨 사대신룡 중 하나. 강력한 빙결의 숨결로 악한 자를 물리친다고 알려져 있다.,,dragon,,,,,,5,1,120104,1,300,,,5등급 빙하고룡(빛) 해치,
770105,object,빙하고룡(어둠),암흑의 수호자 다크닉스를 봉인시킨 사대신룡 중 하나. 강력한 빙결의 숨결로 악한 자를 물리친다고 알려져 있다.,,dragon,,,,,,5,1,120105,1,300,,,5등급 빙하고룡(어둠) 해치,
770241,object,파이거(땅),파괴적인 불 속성 드래곤의 성향을 잘 나타내는 드래곤. 이글거리는 화염의 힘은 화룡의 후손인 파이어드래곤과 견줄 만하다.,,dragon,,,,,,4,1,120241,1,300,,,4등급 파이거(땅) 해치,
770242,object,파이거(물),파괴적인 불 속성 드래곤의 성향을 잘 나타내는 드래곤. 이글거리는 화염의 힘은 화룡의 후손인 파이어드래곤과 견줄 만하다.,,dragon,,,,,,4,1,120242,1,300,,,4등급 파이거(물) 해치,
770243,object,파이거(불),파괴적인 불 속성 드래곤의 성향을 잘 나타내는 드래곤. 이글거리는 화염의 힘은 화룡의 후손인 파이어드래곤과 견줄 만하다.,,dragon,,,,,,4,1,120243,1,300,,,4등급 파이거(불) 해치,
770244,object,파이거(빛),파괴적인 불 속성 드래곤의 성향을 잘 나타내는 드래곤. 이글거리는 화염의 힘은 화룡의 후손인 파이어드래곤과 견줄 만하다.,,dragon,,,,,,4,1,120244,1,300,,,4등급 파이거(빛) 해치,
770344,object,다크닉스(빛),"빛과 어둠의 시대에 신의 대행자로서 암흑의 세상을 수호하던 수호자. 다른 이름으로는 파괴의 마신, 칠흑의 지배자라고도 불린다.",,dragon,,,,,,5,1,120344,1,300,,,5등급 다크닉스(빛) 해치,
770345,object,다크닉스(어둠),"빛과 어둠의 시대에 신의 대행자로서 암흑의 세상을 수호하던 수호자. 다른 이름으로는 파괴의 마신, 칠흑의 지배자라고도 불린다.",,dragon,,,,,,5,1,120345,1,300,,,5등급 다크닉스(어둠) 해치,
770041,object,오르페우스(땅),덩치로 치면 유타칸 드래곤들 중 열 손가락 안에 드는 거대한 드래곤. 지축을 뒤흔드는 엄청난 공격력과 철벽같은 방어력을 지녔다.,,dragon,,,,,,4,1,120041,1,300,,,4등급 오르페우스(땅) 해치,
770042,object,오르페우스(물),덩치로 치면 유타칸 드래곤들 중 열 손가락 안에 드는 거대한 드래곤. 지축을 뒤흔드는 엄청난 공격력과 철벽같은 방어력을 지녔다.,,dragon,,,,,,4,1,120042,1,300,,,4등급 오르페우스(물) 해치,
770043,object,오르페우스(불),덩치로 치면 유타칸 드래곤들 중 열 손가락 안에 드는 거대한 드래곤. 지축을 뒤흔드는 엄청난 공격력과 철벽같은 방어력을 지녔다.,,dragon,,,,,,4,1,120043,1,300,,,4등급 오르페우스(불) 해치,
770045,object,오르페우스(어둠),덩치로 치면 유타칸 드래곤들 중 열 손가락 안에 드는 거대한 드래곤. 지축을 뒤흔드는 엄청난 공격력과 철벽같은 방어력을 지녔다.,,dragon,,,,,,4,1,120045,1,300,,,4등급 오르페우스(어둠) 해치,
770351,object,캣츠곤(땅),장난기가 많은 동물형 드래곤. 생김새와 행동이 고양이와 비슷해서 캣츠곤이란 이름이 붙었다. 호기심이 많은 편.,,dragon,,,,,,3,1,120351,1,300,,,3등급 캣츠곤(땅) 해치,
770352,object,캣츠곤(물),장난기가 많은 동물형 드래곤. 생김새와 행동이 고양이와 비슷해서 캣츠곤이란 이름이 붙었다. 호기심이 많은 편.,,dragon,,,,,,3,1,120352,1,300,,,3등급 캣츠곤(물) 해치,
770353,object,캣츠곤(불),장난기가 많은 동물형 드래곤. 생김새와 행동이 고양이와 비슷해서 캣츠곤이란 이름이 붙었다. 호기심이 많은 편.,,dragon,,,,,,3,1,120353,1,300,,,3등급 캣츠곤(불) 해치,
770354,object,캣츠곤(빛),장난기가 많은 동물형 드래곤. 생김새와 행동이 고양이와 비슷해서 캣츠곤이란 이름이 붙었다. 호기심이 많은 편.,,dragon,,,,,,3,1,120354,1,300,,,3등급 캣츠곤(빛) 해치,
770355,object,캣츠곤(어둠),장난기가 많은 동물형 드래곤. 생김새와 행동이 고양이와 비슷해서 캣츠곤이란 이름이 붙었다. 호기심이 많은 편.,,dragon,,,,,,3,1,120355,1,300,,,3등급 캣츠곤(어둠) 해치,
770471,object,바위드래곤(땅),몸의 일부가 바위로 이루어진 드래곤. 단단한 피부는 외부의 충격을 막아내는 데 효과적이다.,,dragon,,,,,,2,1,120471,1,300,,,2등급 바위드래곤(땅) 해치,
770472,object,바위드래곤(물),몸의 일부가 바위로 이루어진 드래곤. 단단한 피부는 외부의 충격을 막아내는 데 효과적이다.,,dragon,,,,,,2,1,120472,1,300,,,2등급 바위드래곤(물) 해치,
770473,object,바위드래곤(불),몸의 일부가 바위로 이루어진 드래곤. 단단한 피부는 외부의 충격을 막아내는 데 효과적이다.,,dragon,,,,,,2,1,120473,1,300,,,2등급 바위드래곤(불) 해치,
770474,object,바위드래곤(빛),몸의 일부가 바위로 이루어진 드래곤. 단단한 피부는 외부의 충격을 막아내는 데 효과적이다.,,dragon,,,,,,2,1,120474,1,300,,,2등급 바위드래곤(빛) 해치,
770475,object,바위드래곤(어둠),몸의 일부가 바위로 이루어진 드래곤. 단단한 피부는 외부의 충격을 막아내는 데 효과적이다.,,dragon,,,,,,2,1,120475,1,300,,,2등급 바위드래곤(어둠) 해치,
770481,object,불스드래곤(땅),성격이 매우 급한 드래곤. 거슬리는 일이 있을 경우 무조건 돌진한다. 3개의 뿔을 앞세워 행하는 돌진을 막아내는 자는 없다고 알려져 있다,,dragon,,,,,,3,1,120481,1,300,,,3등급 불스드래곤(땅) 해치,
770482,object,불스드래곤(물),성격이 매우 급한 드래곤. 거슬리는 일이 있을 경우 무조건 돌진한다. 3개의 뿔을 앞세워 행하는 돌진을 막아내는 자는 없다고 알려져 있다,,dragon,,,,,,3,1,120482,1,300,,,3등급 불스드래곤(물) 해치,
770483,object,불스드래곤(불),성격이 매우 급한 드래곤. 거슬리는 일이 있을 경우 무조건 돌진한다. 3개의 뿔을 앞세워 행하는 돌진을 막아내는 자는 없다고 알려져 있다,,dragon,,,,,,3,1,120483,1,300,,,3등급 불스드래곤(불) 해치,
770484,object,불스드래곤(빛),성격이 매우 급한 드래곤. 거슬리는 일이 있을 경우 무조건 돌진한다. 3개의 뿔을 앞세워 행하는 돌진을 막아내는 자는 없다고 알려져 있다,,dragon,,,,,,3,1,120484,1,300,,,3등급 불스드래곤(빛) 해치,
770485,object,불스드래곤(어둠),성격이 매우 급한 드래곤. 거슬리는 일이 있을 경우 무조건 돌진한다. 3개의 뿔을 앞세워 행하는 돌진을 막아내는 자는 없다고 알려져 있다,,dragon,,,,,,3,1,120485,1,300,,,3등급 불스드래곤(어둠) 해치,
770491,object,오미야콘(땅),빙하고룡이 흘린 얼음조각에서 태어난 드래곤. 빙하고룡과 유사한 성질을 지녔다.,,dragon,,,,,,3,1,120491,1,300,,,3등급 오미야콘(땅) 해치,
770492,object,오미야콘(물),빙하고룡이 흘린 얼음조각에서 태어난 드래곤. 빙하고룡과 유사한 성질을 지녔다.,,dragon,,,,,,3,1,120492,1,300,,,3등급 오미야콘(물) 해치,
770493,object,오미야콘(불),빙하고룡이 흘린 얼음조각에서 태어난 드래곤. 빙하고룡과 유사한 성질을 지녔다.,,dragon,,,,,,3,1,120493,1,300,,,3등급 오미야콘(불) 해치,
770494,object,오미야콘(빛),빙하고룡이 흘린 얼음조각에서 태어난 드래곤. 빙하고룡과 유사한 성질을 지녔다.,,dragon,,,,,,3,1,120494,1,300,,,3등급 오미야콘(빛) 해치,
770495,object,오미야콘(어둠),빙하고룡이 흘린 얼음조각에서 태어난 드래곤. 빙하고룡과 유사한 성질을 지녔다.,,dragon,,,,,,3,1,120495,1,300,,,3등급 오미야콘(어둠) 해치,
770501,object,돌개바람드래곤(땅),휘몰아치는 돌풍속에서 태어난 드래곤. 그가 존재하는 곳엔 언제나 강한 바람이 분다.,,dragon,,,,,,2,1,120501,1,300,,,2등급 돌개바람드래곤(땅) 해치,
770502,object,돌개바람드래곤(물),휘몰아치는 돌풍속에서 태어난 드래곤. 그가 존재하는 곳엔 언제나 강한 바람이 분다.,,dragon,,,,,,2,1,120502,1,300,,,2등급 돌개바람드래곤(물) 해치,
770503,object,돌개바람드래곤(불),휘몰아치는 돌풍속에서 태어난 드래곤. 그가 존재하는 곳엔 언제나 강한 바람이 분다.,,dragon,,,,,,2,1,120503,1,300,,,2등급 돌개바람드래곤(불) 해치,
770504,object,돌개바람드래곤(빛),휘몰아치는 돌풍속에서 태어난 드래곤. 그가 존재하는 곳엔 언제나 강한 바람이 분다.,,dragon,,,,,,2,1,120504,1,300,,,2등급 돌개바람드래곤(빛) 해치,
770505,object,돌개바람드래곤(어둠),휘몰아치는 돌풍속에서 태어난 드래곤. 그가 존재하는 곳엔 언제나 강한 바람이 분다.,,dragon,,,,,,2,1,120505,1,300,,,2등급 돌개바람드래곤(어둠) 해치,
770511,object,테디드래곤(땅),봉제 인형을 닮은 드래곤. 푹신푹신하지만 의외로 까칠한 성격을 가지고 있어 가끔 테이머를 당황하게 한다,,dragon,,,,,,4,1,120511,1,300,,,4등급 테디드래곤(땅) 해치,
770512,object,테디드래곤(물),봉제 인형을 닮은 드래곤. 푹신푹신하지만 의외로 까칠한 성격을 가지고 있어 가끔 테이머를 당황하게 한다,,dragon,,,,,,4,1,120512,1,300,,,4등급 테디드래곤(물) 해치,
770513,object,테디드래곤(불),봉제 인형을 닮은 드래곤. 푹신푹신하지만 의외로 까칠한 성격을 가지고 있어 가끔 테이머를 당황하게 한다,,dragon,,,,,,4,1,120513,1,300,,,4등급 테디드래곤(불) 해치,
770514,object,테디드래곤(빛),봉제 인형을 닮은 드래곤. 푹신푹신하지만 의외로 까칠한 성격을 가지고 있어 가끔 테이머를 당황하게 한다,,dragon,,,,,,4,1,120514,1,300,,,4등급 테디드래곤(빛) 해치,
770521,object,헝그리드래곤(땅),먹성이라면 패트드래곤과 라이벌이라고 해도 무색할 정도로 거대한 비만 드래곤. 손에 먹을 것이 없으면 성격이 난폭해진다.,,dragon,,,,,,3,1,120521,1,300,,,3등급 헝그리드래곤(땅) 해치,
770522,object,헝그리드래곤(물),먹성이라면 패트드래곤과 라이벌이라고 해도 무색할 정도로 거대한 비만 드래곤. 손에 먹을 것이 없으면 성격이 난폭해진다.,,dragon,,,,,,3,1,120522,1,300,,,3등급 헝그리드래곤(물) 해치,
770523,object,헝그리드래곤(불),먹성이라면 패트드래곤과 라이벌이라고 해도 무색할 정도로 거대한 비만 드래곤. 손에 먹을 것이 없으면 성격이 난폭해진다.,,dragon,,,,,,3,1,120523,1,300,,,3등급 헝그리드래곤(불) 해치,
770524,object,헝그리드래곤(빛),먹성이라면 패트드래곤과 라이벌이라고 해도 무색할 정도로 거대한 비만 드래곤. 손에 먹을 것이 없으면 성격이 난폭해진다.,,dragon,,,,,,3,1,120524,1,300,,,3등급 헝그리드래곤(빛) 해치,
770525,object,헝그리드래곤(어둠),먹성이라면 패트드래곤과 라이벌이라고 해도 무색할 정도로 거대한 비만 드래곤. 손에 먹을 것이 없으면 성격이 난폭해진다.,,dragon,,,,,,3,1,120525,1,300,,,3등급 헝그리드래곤(어둠) 해치,
770531,object,순둥곤(땅),동글동글한 생김새가 재미있는 드래곤. 매사에 둥글게 살아가기 때문에 싸우는 걸 좋아하지 않는다.,,dragon,,,,,,4,1,120531,1,300,,,4등급 순둥곤(땅) 해치,
770532,object,순둥곤(물),동글동글한 생김새가 재미있는 드래곤. 매사에 둥글게 살아가기 때문에 싸우는 걸 좋아하지 않는다.,,dragon,,,,,,4,1,120532,1,300,,,4등급 순둥곤(물) 해치,
770533,object,순둥곤(불),동글동글한 생김새가 재미있는 드래곤. 매사에 둥글게 살아가기 때문에 싸우는 걸 좋아하지 않는다.,,dragon,,,,,,4,1,120533,1,300,,,4등급 순둥곤(불) 해치,
770534,object,순둥곤(빛),동글동글한 생김새가 재미있는 드래곤. 매사에 둥글게 살아가기 때문에 싸우는 걸 좋아하지 않는다.,,dragon,,,,,,4,1,120534,1,300,,,4등급 순둥곤(빛) 해치,
770541,object,캥거레빗드래곤(땅),당근을 좋아하는 드래곤. 튼튼한 뒷다리는 적을 공격하거나 도망칠 때 유용하게 쓰인다. 귀여운 외모와 달리 난폭한 구석이 있다.,,dragon,,,,,,3,1,120541,1,300,,,3등급 캥거레빗드래곤(땅) 해치,
770542,object,캥거레빗드래곤(물),당근을 좋아하는 드래곤. 튼튼한 뒷다리는 적을 공격하거나 도망칠 때 유용하게 쓰인다. 귀여운 외모와 달리 난폭한 구석이 있다.,,dragon,,,,,,3,1,120542,1,300,,,3등급 캥거레빗드래곤(물) 해치,
770543,object,캥거레빗드래곤(불),당근을 좋아하는 드래곤. 튼튼한 뒷다리는 적을 공격하거나 도망칠 때 유용하게 쓰인다. 귀여운 외모와 달리 난폭한 구석이 있다.,,dragon,,,,,,3,1,120543,1,300,,,3등급 캥거레빗드래곤(불) 해치,
770544,object,캥거레빗드래곤(빛),당근을 좋아하는 드래곤. 튼튼한 뒷다리는 적을 공격하거나 도망칠 때 유용하게 쓰인다. 귀여운 외모와 달리 난폭한 구석이 있다.,,dragon,,,,,,3,1,120544,1,300,,,3등급 캥거레빗드래곤(빛) 해치,
770545,object,캥거레빗드래곤(어둠),당근을 좋아하는 드래곤. 튼튼한 뒷다리는 적을 공격하거나 도망칠 때 유용하게 쓰인다. 귀여운 외모와 달리 난폭한 구석이 있다.,,dragon,,,,,,3,1,120545,1,300,,,3등급 캥거레빗드래곤(어둠) 해치,
