stage,difficult,chapter_info,stage_info,attr,level,cost_type,cost_value,time_limit,dragon_exp,tamer_exp,gold_unit,drop_display_0,drop_display_1,drop_display_2,drop_display_3,drop_display_4,drop_display_5,drop_display_6,drop_display_7,rate_s,rate_a,rate_b,rate_c,id_s1,value_s1,rate_s1,id_s2,value_s2,rate_s2,id_s3,value_s3,rate_s3,id_s4,value_s4,rate_s4,id_s5,value_s5,rate_s5,id_s6,value_s6,rate_s6,id_s7,value_s7,rate_s7,id_s8,value_s8,rate_s8,id_s9,value_s9,rate_s9,id_s10,value_s10,rate_s10,id_a1,value_a1,rate_a1,id_a2,value_a2,rate_a2,id_a3,value_a3,rate_a3,id_a4,value_a4,rate_a4,id_a5,value_a5,rate_a5,id_a6,value_a6,rate_a6,id_a7,value_a7,rate_a7,id_a8,value_a8,rate_a8,id_a9,value_a9,rate_a9,id_a10,value_a10,rate_a10,id_b1,value_b1,rate_b1,id_b2,value_b2,rate_b2,id_b3,value_b3,rate_b3,id_b4,value_b4,rate_b4,id_b5,value_b5,rate_b5,id_b6,value_b6,rate_b6,id_b7,value_b7,rate_b7,id_b8,value_b8,rate_b8,id_b9,value_b9,rate_b9,id_b10,value_b10,rate_b10,id_c1,value_c1,rate_c1,id_c2,value_c2,rate_c2,id_c3,value_c3,rate_c3,id_c4,value_c4,rate_c4,id_c5,value_c5,rate_c5,id_c6,value_c6,rate_c6,id_c7,value_c7,rate_c7,id_c8,value_c8,rate_c8,id_c9,value_c9,rate_c9,id_c10,value_c10,rate_c10
12044,normal,4,4,fire,76,stamina,6,120,1600,2000,10,0,0,0,0,0,0,0,0,1,70,440,9850,700001,8,300,701041,16,150,701041,24,100,701041,8,300,701051,8,50,701061,8,50,701011,8,50,701031,8,50,702044,1,200,703001,8,1,700001,4,300,701041,8,150,701011,16,100,701041,4,300,701051,4,50,701061,4,50,701011,4,50,701031,4,50,702043,1,200,703001,4,1,700001,2,300,700001,3,200,701041,4,100,701041,2,300,701052,2,50,701062,2,50,701012,2,50,701032,2,50,702042,1,200,703001,2,1,700001,1,300,700001,2,200,700001,3,100,701042,1,300,701052,1,50,701062,1,50,701012,1,50,701032,1,50,702041,1,200,703001,1,1
12045,normal,4,5,fire,77,stamina,6,120,1620,2025,10,0,0,0,0,0,0,0,0,1,60,420,9800,700001,8,300,701041,16,150,701041,24,100,701041,8,300,701051,8,50,701061,8,50,701011,8,50,701031,8,50,702054,1,200,703001,8,1,700001,4,300,701041,8,150,701011,16,100,701041,4,300,701051,4,50,701061,4,50,701011,4,50,701031,4,50,702053,1,200,703001,4,1,700001,2,300,700001,3,200,701041,4,100,701041,2,300,701052,2,50,701062,2,50,701012,2,50,701032,2,50,702052,1,200,703001,2,1,700001,1,300,700001,2,200,700001,3,100,701042,1,300,701052,1,50,701062,1,50,701012,1,50,701032,1,50,702051,1,200,703001,1,1
12046,normal,4,6,fire,78,stamina,6,120,1640,2050,10,0,0,0,0,0,0,0,0,1,50,400,9750,700001,8,300,701041,16,150,701041,24,100,701041,8,300,701051,8,50,701061,8,50,701011,8,50,701031,8,50,702064,1,200,703001,8,1,700001,4,300,701041,8,150,701011,16,100,701041,4,300,701051,4,50,701061,4,50,701011,4,50,701031,4,50,702063,1,200,703001,4,1,700001,2,300,700001,3,200,701041,4,100,701041,2,300,701052,2,50,701062,2,50,701012,2,50,701032,2,50,702062,1,200,703001,2,1,700001,1,300,700001,2,200,700001,3,100,701042,1,300,701052,1,50,701062,1,50,701012,1,50,701032,1,50,702061,1,200,703001,1,1
12047,normal,4,7,fire,79,stamina,6,120,1660,2075,10,0,0,0,0,0,0,0,0,1,40,380,9700,700001,8,300,701041,16,150,701041,24,100,701041,8,300,701051,8,50,701061,8,50,701011,8,50,701031,8,50,702074,1,200,703001,8,1,700001,4,300,701041,8,150,701011,16,100,701041,4,300,701051,4,50,701061,4,50,701011,4,50,701031,4,50,702073,1,200,703001,4,1,700001,2,300,700001,3,200,701041,4,100,701041,2,300,701052,2,50,701062,2,50,701012,2,50,701032,2,50,702072,1,200,703001,2,1,700001,1,300,700001,2,200,700001,3,100,701042,1,300,701052,1,50,701062,1,50,701012,1,50,701032,1,50,702071,1,200,703001,1,1
12048,normal,4,8,fire,80,stamina,6,120,1680,2100,10,0,0,0,0,0,0,0,0,1,30,360,9650,700001,8,300,701041,16,150,701041,24,100,701041,8,300,701051,8,50,701061,8,50,701011,8,50,701031,8,50,702084,1,200,703001,8,1,700001,4,300,701041,8,150,701011,16,100,701041,4,300,701051,4,50,701061,4,50,701011,4,50,701031,4,50,702083,1,200,703001,4,1,700001,2,300,700001,3,200,701041,4,100,701041,2,300,701052,2,50,701062,2,50,701012,2,50,701032,2,50,702082,1,200,703001,2,1,700001,1,300,700001,2,200,700001,3,100,701042,1,300,701052,1,50,701062,1,50,701012,1,50,701032,1,50,702081,1,200,703001,1,1
12051,normal,5,1,light,81,stamina,6,120,1700,2125,11,0,0,0,0,0,0,0,0,1,100,500,10000,700001,8,300,701051,16,150,701051,24,100,701051,8,300,701011,8,50,701021,8,50,701031,8,50,701041,8,50,702094,1,200,703001,8,1,700001,4,300,701051,8,150,701011,16,100,701051,4,300,701011,4,50,701021,4,50,701031,4,50,701041,4,50,702093,1,200,703001,4,1,700001,2,300,700001,3,200,701051,4,100,701051,2,300,701012,2,50,701022,2,50,701032,2,50,701042,2,50,702092,1,200,703001,2,1,700001,1,300,700001,2,200,700001,3,100,701052,1,300,701012,1,50,701022,1,50,701032,1,50,701042,1,50,702091,1,200,703001,1,1
12052,normal,5,2,light,82,stamina,6,120,1720,2150,11,0,0,0,0,0,0,0,0,1,90,480,9950,700001,8,300,701051,16,150,701051,24,100,701051,8,300,701011,8,50,701021,8,50,701031,8,50,701041,8,50,702014,1,200,703001,8,1,700001,4,300,701051,8,150,701011,16,100,701051,4,300,701011,4,50,701021,4,50,701031,4,50,701041,4,50,702013,1,200,703001,4,1,700001,2,300,700001,3,200,701051,4,100,701051,2,300,701012,2,50,701022,2,50,701032,2,50,701042,2,50,702012,1,200,703001,2,1,700001,1,300,700001,2,200,700001,3,100,701052,1,300,701012,1,50,701022,1,50,701032,1,50,701042,1,50,702011,1,200,703001,1,1
12053,normal,5,3,light,83,stamina,6,120,1740,2175,11,0,0,0,0,0,0,0,0,1,80,460,9900,700001,8,300,701051,16,150,701051,24,100,701051,8,300,701011,8,50,701021,8,50,701031,8,50,701041,8,50,702024,1,200,703001,8,1,700001,4,300,701051,8,150,701011,16,100,701051,4,300,701011,4,50,701021,4,50,701031,4,50,701041,4,50,702023,1,200,703001,4,1,700001,2,300,700001,3,200,701051,4,100,701051,2,300,701012,2,50,701022,2,50,701032,2,50,701042,2,50,702022,1,200,703001,2,1,700001,1,300,700001,2,200,700001,3,100,701052,1,300,701012,1,50,701022,1,50,701032,1,50,701042,1,50,702021,1,200,703001,1,1
12054,normal,5,4,light,84,stamina,6,120,1760,2200,11,0,0,0,0,0,0,0,0,1,70,440,9850,700001,8,300,701051,16,150,701051,24,100,701051,8,300,701011,8,50,701021,8,50,701031,8,50,701041,8,50,702034,1,200,703001,8,1,700001,4,300,701051,8,150,701011,16,100,701051,4,300,701011,4,50,701021,4,50,701031,4,50,701041,4,50,702033,1,200,703001,4,1,700001,2,300,700001,3,200,701051,4,100,701051,2,300,701012,2,50,701022,2,50,701032,2,50,701042,2,50,702032,1,200,703001,2,1,700001,1,300,700001,2,200,700001,3,100,701052,1,300,701012,1,50,701022,1,50,701032,1,50,701042,1,50,702031,1,200,703001,1,1
12055,normal,5,5,light,85,stamina,6,120,1780,2225,11,0,0,0,0,0,0,0,0,1,60,420,9800,700001,8,300,701051,16,150,701051,24,100,701051,8,300,701011,8,50,701021,8,50,701031,8,50,701041,8,50,702044,1,200,703001,8,1,700001,4,300,701051,8,150,701011,16,100,701051,4,300,701011,4,50,701021,4,50,701031,4,50,701041,4,50,702043,1,200,703001,4,1,700001,2,300,700001,3,200,701051,4,100,701051,2,300,701012,2,50,701022,2,50,701032,2,50,701042,2,50,702042,1,200,703001,2,1,700001,1,300,700001,2,200,700001,3,100,701052,1,300,701012,1,50,701022,1,50,701032,1,50,701042,1,50,702041,1,200,703001,1,1
12056,normal,5,6,light,86,stamina,7,120,1800,2250,11,0,0,0,0,0,0,0,0,1,50,400,9750,700001,8,300,701051,16,150,701051,24,100,701051,8,300,701011,8,50,701021,8,50,701031,8,50,701041,8,50,702054,1,200,703001,8,1,700001,4,300,701051,8,150,701011,16,100,701051,4,300,701011,4,50,701021,4,50,701031,4,50,701041,4,50,702053,1,200,703001,4,1,700001,2,300,700001,3,200,701051,4,100,701051,2,300,701012,2,50,701022,2,50,701032,2,50,701042,2,50,702052,1,200,703001,2,1,700001,1,300,700001,2,200,700001,3,100,701052,1,300,701012,1,50,701022,1,50,701032,1,50,701042,1,50,702051,1,200,703001,1,1
12057,normal,5,7,light,87,stamina,7,120,1820,2275,11,0,0,0,0,0,0,0,0,1,40,380,9700,700001,8,300,701051,16,150,701051,24,100,701051,8,300,701011,8,50,701021,8,50,701031,8,50,701041,8,50,702064,1,200,703001,8,1,700001,4,300,701051,8,150,701011,16,100,701051,4,300,701011,4,50,701021,4,50,701031,4,50,701041,4,50,702063,1,200,703001,4,1,700001,2,300,700001,3,200,701051,4,100,701051,2,300,701012,2,50,701022,2,50,701032,2,50,701042,2,50,702062,1,200,703001,2,1,700001,1,300,700001,2,200,700001,3,100,701052,1,300,701012,1,50,701022,1,50,701032,1,50,701042,1,50,702061,1,200,703001,1,1
12058,normal,5,8,light,88,stamina,7,120,1840,2300,11,0,0,0,0,0,0,0,0,1,30,360,9650,700001,8,300,701051,16,150,701051,24,100,701051,8,300,701011,8,50,701021,8,50,701031,8,50,701041,8,50,702074,1,200,703001,8,1,700001,4,300,701051,8,150,701011,16,100,701051,4,300,701011,4,50,701021,4,50,701031,4,50,701041,4,50,702073,1,200,703001,4,1,700001,2,300,700001,3,200,701051,4,100,701051,2,300,701012,2,50,701022,2,50,701032,2,50,701042,2,50,702072,1,200,703001,2,1,700001,1,300,700001,2,200,700001,3,100,701052,1,300,701012,1,50,701022,1,50,701032,1,50,701042,1,50,702071,1,200,703001,1,1
12061,normal,6,1,dark,89,stamina,7,120,1860,2325,12,0,0,0,0,0,0,0,0,1,100,500,10000,700001,8,300,701061,16,150,701061,24,100,701061,8,300,701011,8,50,701021,8,50,701031,8,50,701041,8,50,702084,1,200,703001,8,1,700001,4,300,701061,8,150,701011,16,100,701061,4,300,701011,4,50,701021,4,50,701031,4,50,701041,4,50,702083,1,200,703001,4,1,700001,2,300,700001,3,200,701061,4,100,701061,2,300,701012,2,50,701022,2,50,701032,2,50,701042,2,50,702082,1,200,703001,2,1,700001,1,300,700001,2,200,700001,3,100,701062,1,300,701012,1,50,701022,1,50,701032,1,50,701042,1,50,702081,1,200,703001,1,1
12062,normal,6,2,dark,90,stamina,7,120,1880,2350,12,0,0,0,0,0,0,0,0,1,90,480,9950,700001,8,300,701061,16,150,701061,24,100,701061,8,300,701011,8,50,701021,8,50,701031,8,50,701041,8,50,702094,1,200,703001,8,1,700001,4,300,701061,8,150,701011,16,100,701061,4,300,701011,4,50,701021,4,50,701031,4,50,701041,4,50,702093,1,200,703001,4,1,700001,2,300,700001,3,200,701061,4,100,701061,2,300,701012,2,50,701022,2,50,701032,2,50,701042,2,50,702092,1,200,703001,2,1,700001,1,300,700001,2,200,700001,3,100,701062,1,300,701012,1,50,701022,1,50,701032,1,50,701042,1,50,702091,1,200,703001,1,1
12063,normal,6,3,dark,91,stamina,7,120,1900,2375,12,0,0,0,0,0,0,0,0,1,80,460,9900,700001,8,300,701061,16,150,701061,24,100,701061,8,300,701011,8,50,701021,8,50,701031,8,50,701041,8,50,702014,1,200,703001,8,1,700001,4,300,701061,8,150,701011,16,100,701061,4,300,701011,4,50,701021,4,50,701031,4,50,701041,4,50,702013,1,200,703001,4,1,700001,2,300,700001,3,200,701061,4,100,701061,2,300,701012,2,50,701022,2,50,701032,2,50,701042,2,50,702012,1,200,703001,2,1,700001,1,300,700001,2,200,700001,3,100,701062,1,300,701012,1,50,701022,1,50,701032,1,50,701042,1,50,702011,1,200,703001,1,1
12064,normal,6,4,dark,92,stamina,7,120,1920,2400,12,0,0,0,0,0,0,0,0,1,70,440,9850,700001,8,300,701061,16,150,701061,24,100,701061,8,300,701011,8,50,701021,8,50,701031,8,50,701041,8,50,702024,1,200,703001,8,1,700001,4,300,701061,8,150,701011,16,100,701061,4,300,701011,4,50,701021,4,50,701031,4,50,701041,4,50,702023,1,200,703001,4,1,700001,2,300,700001,3,200,701061,4,100,701061,2,300,701012,2,50,701022,2,50,701032,2,50,701042,2,50,702022,1,200,703001,2,1,700001,1,300,700001,2,200,700001,3,100,701062,1,300,701012,1,50,701022,1,50,701032,1,50,701042,1,50,702021,1,200,703001,1,1
12065,normal,6,5,dark,93,stamina,7,120,1940,2425,12,0,0,0,0,0,0,0,0,1,60,420,9800,700001,8,300,701061,16,150,701061,24,100,701061,8,300,701011,8,50,701021,8,50,701031,8,50,701041,8,50,702034,1,200,703001,8,1,700001,4,300,701061,8,150,701011,16,100,701061,4,300,701011,4,50,701021,4,50,701031,4,50,701041,4,50,702033,1,200,703001,4,1,700001,2,300,700001,3,200,701061,4,100,701061,2,300,701012,2,50,701022,2,50,701032,2,50,701042,2,50,702032,1,200,703001,2,1,700001,1,300,700001,2,200,700001,3,100,701062,1,300,701012,1,50,701022,1,50,701032,1,50,701042,1,50,702031,1,200,703001,1,1
12066,normal,6,6,dark,94,stamina,7,120,1960,2450,12,0,0,0,0,0,0,0,0,1,50,400,9750,700001,8,300,701061,16,150,701061,24,100,701061,8,300,701011,8,50,701021,8,50,701031,8,50,701041,8,50,702044,1,200,703001,8,1,700001,4,300,701061,8,150,701011,16,100,701061,4,300,701011,4,50,701021,4,50,701031,4,50,701041,4,50,702043,1,200,703001,4,1,700001,2,300,700001,3,200,701061,4,100,701061,2,300,701012,2,50,701022,2,50,701032,2,50,701042,2,50,702042,1,200,703001,2,1,700001,1,300,700001,2,200,700001,3,100,701062,1,300,701012,1,50,701022,1,50,701032,1,50,701042,1,50,702041,1,200,703001,1,1
12067,normal,6,7,dark,95,stamina,7,120,1980,2475,12,0,0,0,0,0,0,0,0,1,40,380,9700,700001,8,300,701061,16,150,701061,24,100,701061,8,300,701011,8,50,701021,8,50,701031,8,50,701041,8,50,702054,1,200,703001,8,1,700001,4,300,701061,8,150,701011,16,100,701061,4,300,701011,4,50,701021,4,50,701031,4,50,701041,4,50,702053,1,200,703001,4,1,700001,2,300,700001,3,200,701061,4,100,701061,2,300,701012,2,50,701022,2,50,701032,2,50,701042,2,50,702052,1,200,703001,2,1,700001,1,300,700001,2,200,700001,3,100,701062,1,300,701012,1,50,701022,1,50,701032,1,50,701042,1,50,702051,1,200,703001,1,1
12068,normal,6,8,dark,96,stamina,7,120,2000,2500,12,0,0,0,0,0,0,0,0,1,30,360,9650,700001,8,300,701061,16,150,701061,24,100,701061,8,300,701011,8,50,701021,8,50,701031,8,50,701041,8,50,702064,1,200,703001,8,1,700001,4,300,701061,8,150,701011,16,100,701061,4,300,701011,4,50,701021,4,50,701031,4,50,701041,4,50,702063,1,200,703001,4,1,700001,2,300,700001,3,200,701061,4,100,701061,2,300,701012,2,50,701022,2,50,701032,2,50,701042,2,50,702062,1,200,703001,2,1,700001,1,300,700001,2,200,700001,3,100,701062,1,300,701012,1,50,701022,1,50,701032,1,50,701042,1,50,702061,1,200,703001,1,1
13011,hard,1,1,earth,97,stamina,7,120,2020,2525,13,0,0,0,0,0,0,0,0,1,100,500,10000,700001,8,300,701011,16,150,701011,24,100,701011,8,300,701021,8,50,701041,8,50,701051,8,50,701061,8,50,702074,1,200,703001,8,1,700001,4,300,701011,8,150,701011,16,100,701011,4,300,701021,4,50,701041,4,50,701051,4,50,701061,4,50,702073,1,200,703001,4,1,700001,2,300,700001,3,200,701011,4,100,701011,2,300,701021,2,50,701041,2,50,701051,2,50,701061,2,50,702072,1,200,703001,2,1,700001,1,300,700001,2,200,700001,3,100,701013,1,300,701023,1,50,701043,1,50,701053,1,50,701063,1,50,702071,1,200,703001,1,1
13012,hard,1,2,earth,98,stamina,7,120,2040,2550,13,0,0,0,0,0,0,0,0,1,90,480,9950,700001,8,300,701011,16,150,701011,24,100,701011,8,300,701021,8,50,701041,8,50,701051,8,50,701061,8,50,702084,1,200,703001,8,1,700001,4,300,701011,8,150,701011,16,100,701011,4,300,701021,4,50,701041,4,50,701051,4,50,701061,4,50,702083,1,200,703001,4,1,700001,2,300,700001,3,200,701011,4,100,701011,2,300,701021,2,50,701041,2,50,701051,2,50,701061,2,50,702082,1,200,703001,2,1,700001,1,300,700001,2,200,700001,3,100,701013,1,300,701023,1,50,701043,1,50,701053,1,50,701063,1,50,702081,1,200,703001,1,1
13013,hard,1,3,earth,99,stamina,7,120,2060,2575,13,0,0,0,0,0,0,0,0,1,80,460,9900,700001,8,300,701011,16,150,701011,24,100,701011,8,300,701021,8,50,701041,8,50,701051,8,50,701061,8,50,702094,1,200,703001,8,1,700001,4,300,701011,8,150,701011,16,100,701011,4,300,701021,4,50,701041,4,50,701051,4,50,701061,4,50,702093,1,200,703001,4,1,700001,2,300,700001,3,200,701011,4,100,701011,2,300,701021,2,50,701041,2,50,701051,2,50,701061,2,50,702092,1,200,703001,2,1,700001,1,300,700001,2,200,700001,3,100,701013,1,300,701023,1,50,701043,1,50,701053,1,50,701063,1,50,702091,1,200,703001,1,1
13014,hard,1,4,earth,100,stamina,7,120,2080,2600,13,0,0,0,0,0,0,0,0,1,70,440,9850,700001,8,300,701011,16,150,701011,24,100,701011,8,300,701021,8,50,701041,8,50,701051,8,50,701061,8,50,702014,1,200,703001,8,1,700001,4,300,701011,8,150,701011,16,100,701011,4,300,701021,4,50,701041,4,50,701051,4,50,701061,4,50,702013,1,200,703001,4,1,700001,2,300,700001,3,200,701011,4,100,701011,2,300,701021,2,50,701041,2,50,701051,2,50,701061,2,50,702012,1,200,703001,2,1,700001,1,300,700001,2,200,700001,3,100,701013,1,300,701023,1,50,701043,1,50,701053,1,50,701063,1,50,702011,1,200,703001,1,1
13015,hard,1,5,earth,101,stamina,8,120,2100,2625,13,0,0,0,0,0,0,0,0,1,60,420,9800,700001,8,300,701011,16,150,701011,24,100,701011,8,300,701021,8,50,701041,8,50,701051,8,50,701061,8,50,702024,1,200,703001,8,1,700001,4,300,701011,8,150,701011,16,100,701011,4,300,701021,4,50,701041,4,50,701051,4,50,701061,4,50,702023,1,200,703001,4,1,700001,2,300,700001,3,200,701011,4,100,701011,2,300,701021,2,50,701041,2,50,701051,2,50,701061,2,50,702022,1,200,703001,2,1,700001,1,300,700001,2,200,700001,3,100,701013,1,300,701023,1,50,701043,1,50,701053,1,50,701063,1,50,702021,1,200,703001,1,1
13016,hard,1,6,earth,102,stamina,8,120,2120,2650,13,0,0,0,0,0,0,0,0,1,50,400,9750,700001,8,300,701011,16,150,701011,24,100,701011,8,300,701021,8,50,701041,8,50,701051,8,50,701061,8,50,702034,1,200,703001,8,1,700001,4,300,701011,8,150,701011,16,100,701011,4,300,701021,4,50,701041,4,50,701051,4,50,701061,4,50,702033,1,200,703001,4,1,700001,2,300,700001,3,200,701011,4,100,701011,2,300,701021,2,50,701041,2,50,701051,2,50,701061,2,50,702032,1,200,703001,2,1,700001,1,300,700001,2,200,700001,3,100,701013,1,300,701023,1,50,701043,1,50,701053,1,50,701063,1,50,702031,1,200,703001,1,1
13017,hard,1,7,earth,103,stamina,8,120,2140,2675,13,0,0,0,0,0,0,0,0,1,40,380,9700,700001,8,300,701011,16,150,701011,24,100,701011,8,300,701021,8,50,701041,8,50,701051,8,50,701061,8,50,702044,1,200,703001,8,1,700001,4,300,701011,8,150,701011,16,100,701011,4,300,701021,4,50,701041,4,50,701051,4,50,701061,4,50,702043,1,200,703001,4,1,700001,2,300,700001,3,200,701011,4,100,701011,2,300,701021,2,50,701041,2,50,701051,2,50,701061,2,50,702042,1,200,703001,2,1,700001,1,300,700001,2,200,700001,3,100,701013,1,300,701023,1,50,701043,1,50,701053,1,50,701063,1,50,702041,1,200,703001,1,1
13018,hard,1,8,earth,104,stamina,8,120,2160,2700,13,0,0,0,0,0,0,0,0,1,30,360,9650,700001,8,300,701011,16,150,701011,24,100,701011,8,300,701021,8,50,701041,8,50,701051,8,50,701061,8,50,702054,1,200,703001,8,1,700001,4,300,701011,8,150,701011,16,100,701011,4,300,701021,4,50,701041,4,50,701051,4,50,701061,4,50,702053,1,200,703001,4,1,700001,2,300,700001,3,200,701011,4,100,701011,2,300,701021,2,50,701041,2,50,701051,2,50,701061,2,50,702052,1,200,703001,2,1,700001,1,300,700001,2,200,700001,3,100,701013,1,300,701023,1,50,701043,1,50,701053,1,50,701063,1,50,702051,1,200,703001,1,1
13021,hard,2,1,water,105,stamina,8,120,2180,2725,14,0,0,0,0,0,0,0,0,1,100,500,10000,700001,8,300,701021,16,150,701021,24,100,701021,8,300,701031,8,50,701041,8,50,701051,8,50,701061,8,50,702064,1,200,703001,8,1,700001,4,300,701021,8,150,701011,16,100,701021,4,300,701031,4,50,701041,4,50,701051,4,50,701061,4,50,702063,1,200,703001,4,1,700001,2,300,700001,3,200,701021,4,100,701021,2,300,701031,2,50,701041,2,50,701051,2,50,701061,2,50,702062,1,200,703001,2,1,700001,1,300,700001,2,200,700001,3,100,701023,1,300,701033,1,50,701043,1,50,701053,1,50,701063,1,50,702061,1,200,703001,1,1
13022,hard,2,2,water,106,stamina,8,120,2200,2750,14,0,0,0,0,0,0,0,0,1,90,480,9950,700001,8,300,701021,16,150,701021,24,100,701021,8,300,701021,8,50,701041,8,50,701051,8,50,701061,8,50,702074,1,200,703001,8,1,700001,4,300,701021,8,150,701011,16,100,701021,4,300,701021,4,50,701041,4,50,701051,4,50,701061,4,50,702073,1,200,703001,4,1,700001,2,300,700001,3,200,701021,4,100,701021,2,300,701021,2,50,701041,2,50,701051,2,50,701061,2,50,702072,1,200,703001,2,1,700001,1,300,700001,2,200,700001,3,100,701023,1,300,701033,1,50,701043,1,50,701053,1,50,701063,1,50,702071,1,200,703001,1,1
13023,hard,2,3,water,107,stamina,8,120,2220,2775,14,0,0,0,0,0,0,0,0,1,80,460,9900,700001,8,300,701021,16,150,701021,24,100,701021,8,300,701021,8,50,701041,8,50,701051,8,50,701061,8,50,702084,1,200,703001,8,1,700001,4,300,701021,8,150,701011,16,100,701021,4,300,701021,4,50,701041,4,50,701051,4,50,701061,4,50,702083,1,200,703001,4,1,700001,2,300,700001,3,200,701021,4,100,701021,2,300,701021,2,50,701041,2,50,701051,2,50,701061,2,50,702082,1,200,703001,2,1,700001,1,300,700001,2,200,700001,3,100,701023,1,300,701033,1,50,701043,1,50,701053,1,50,701063,1,50,702081,1,200,703001,1,1
13024,hard,2,4,water,108,stamina,8,120,2240,2800,14,0,0,0,0,0,0,0,0,1,70,440,9850,700001,8,300,701021,16,150,701021,24,100,701021,8,300,701021,8,50,701041,8,50,701051,8,50,701061,8,50,702094,1,200,703001,8,1,700001,4,300,701021,8,150,701011,16,100,701021,4,300,701021,4,50,701041,4,50,701051,4,50,701061,4,50,702093,1,200,703001,4,1,700001,2,300,700001,3,200,701021,4,100,701021,2,300,701021,2,50,701041,2,50,701051,2,50,701061,2,50,702092,1,200,703001,2,1,700001,1,300,700001,2,200,700001,3,100,701023,1,300,701033,1,50,701043,1,50,701053,1,50,701063,1,50,702091,1,200,703001,1,1
13025,hard,2,5,water,109,stamina,8,120,2260,2825,14,0,0,0,0,0,0,0,0,1,60,420,9800,700001,8,300,701021,16,150,701021,24,100,701021,8,300,701021,8,50,701041,8,50,701051,8,50,701061,8,50,702014,1,200,703001,8,1,700001,4,300,701021,8,150,701011,16,100,701021,4,300,701021,4,50,701041,4,50,701051,4,50,701061,4,50,702013,1,200,703001,4,1,700001,2,300,700001,3,200,701021,4,100,701021,2,300,701021,2,50,701041,2,50,701051,2,50,701061,2,50,702012,1,200,703001,2,1,700001,1,300,700001,2,200,700001,3,100,701023,1,300,701033,1,50,701043,1,50,701053,1,50,701063,1,50,702011,1,200,703001,1,1
13026,hard,2,6,water,110,stamina,8,120,2280,2850,14,0,0,0,0,0,0,0,0,1,50,400,9750,700001,8,300,701021,16,150,701021,24,100,701021,8,300,701021,8,50,701041,8,50,701051,8,50,701061,8,50,702024,1,200,703001,8,1,700001,4,300,701021,8,150,701011,16,100,701021,4,300,701021,4,50,701041,4,50,701051,4,50,701061,4,50,702023,1,200,703001,4,1,700001,2,300,700001,3,200,701021,4,100,701021,2,300,701021,2,50,701041,2,50,701051,2,50,701061,2,50,702022,1,200,703001,2,1,700001,1,300,700001,2,200,700001,3,100,701023,1,300,701033,1,50,701043,1,50,701053,1,50,701063,1,50,702021,1,200,703001,1,1
13027,hard,2,7,water,111,stamina,8,120,2300,2875,14,0,0,0,0,0,0,0,0,1,40,380,9700,700001,8,300,701021,16,150,701021,24,100,701021,8,300,701021,8,50,701041,8,50,701051,8,50,701061,8,50,702034,1,200,703001,8,1,700001,4,300,701021,8,150,701011,16,100,701021,4,300,701021,4,50,701041,4,50,701051,4,50,701061,4,50,702033,1,200,703001,4,1,700001,2,300,700001,3,200,701021,4,100,701021,2,300,701021,2,50,701041,2,50,701051,2,50,701061,2,50,702032,1,200,703001,2,1,700001,1,300,700001,2,200,700001,3,100,701023,1,300,701033,1,50,701043,1,50,701053,1,50,701063,1,50,702031,1,200,703001,1,1
13028,hard,2,8,water,112,stamina,8,120,2320,2900,14,0,0,0,0,0,0,0,0,1,30,360,9650,700001,8,300,701021,16,150,701021,24,100,701021,8,300,701021,8,50,701041,8,50,701051,8,50,701061,8,50,702044,1,200,703001,8,1,700001,4,300,701021,8,150,701011,16,100,701021,4,300,701021,4,50,701041,4,50,701051,4,50,701061,4,50,702043,1,200,703001,4,1,700001,2,300,700001,3,200,701021,4,100,701021,2,300,701021,2,50,701041,2,50,701051,2,50,701061,2,50,702042,1,200,703001,2,1,700001,1,300,700001,2,200,700001,3,100,701023,1,300,701033,1,50,701043,1,50,701053,1,50,701063,1,50,702041,1,200,703001,1,1
13031,hard,3,1,wind,113,stamina,8,120,2340,2925,15,0,0,0,0,0,0,0,0,1,100,500,10000,700001,8,300,701031,16,150,701031,24,100,701031,8,300,701051,8,50,701061,8,50,701011,8,50,701021,8,50,702054,1,200,703001,8,1,700001,4,300,701031,8,150,701011,16,100,701031,4,300,701051,4,50,701061,4,50,701011,4,50,701021,4,50,702053,1,200,703001,4,1,700001,2,300,700001,3,200,701031,4,100,701031,2,300,701051,2,50,701061,2,50,701011,2,50,701021,2,50,702052,1,200,703001,2,1,700001,1,300,700001,2,200,700001,3,100,701023,1,300,701053,1,50,701063,1,50,701013,1,50,701023,1,50,702051,1,200,703001,1,1
13032,hard,3,2,wind,114,stamina,8,120,2360,2950,15,0,0,0,0,0,0,0,0,1,90,480,9950,700001,8,300,701031,16,150,701031,24,100,701031,8,300,701051,8,50,701061,8,50,701011,8,50,701021,8,50,702064,1,200,703001,8,1,700001,4,300,701031,8,150,701011,16,100,701031,4,300,701051,4,50,701061,4,50,701011,4,50,701021,4,50,702063,1,200,703001,4,1,700001,2,300,700001,3,200,701031,4,100,701031,2,300,701051,2,50,701061,2,50,701011,2,50,701021,2,50,702062,1,200,703001,2,1,700001,1,300,700001,2,200,700001,3,100,701033,1,300,701053,1,50,701063,1,50,701013,1,50,701023,1,50,702061,1,200,703001,1,1
