qid,type,t_desc,start_date,end_date,key,clear_value,r_reward_1,r_grade,r_val_1,r_reward_2,r_val_2,reward,product_content,mail_content,pass_exp,clan_exp,r_title,title,default,score
13608,challenge,룬 강화 {1}회 실패,,,r_enc_fail,250,4등급 룬,,1,,,704024;1,,704024;1,,,불운의,10124,,200
13609,challenge,룬 강화 {1}회 실패,,,r_enc_fail,300,5등급 룬,,1,,,704025;1,,704025;1,,,,,,200
13610,challenge,룬 강화 {1}회 실패,,,r_enc_fail,400,5등급 룬,,1,,,704025;1,,704025;1,,,탕진요정,10125,,300
13701,challenge,{1}명의 친구에게 우정의 징표 보내기,,,send_fp,50,우정의 징표,,100,,,700003;100,700003;100,,,,관심이 필요한,10126,1,100
13702,challenge,{1}명의 친구에게 우정의 징표 보내기,,,send_fp,100,우정의 징표,,100,,,700003;100,700003;100,,,,,,,100
13703,challenge,{1}명의 친구에게 우정의 징표 보내기,,,send_fp,200,우정의 징표,,100,,,700003;100,700003;100,,,,,,,100
13704,challenge,{1}명의 친구에게 우정의 징표 보내기,,,send_fp,500,우정의 징표,,100,,,700003;100,700003;100,,,,애정이 넘치는,10127,,100
13705,challenge,{1}명의 친구에게 우정의 징표 보내기,,,send_fp,800,우정의 징표,,100,,,700003;100,700003;100,,,,,,,200
13706,challenge,{1}명의 친구에게 우정의 징표 보내기,,,send_fp,1200,우정의 징표,,100,,,700003;100,700003;100,,,,,,,200
13707,challenge,{1}명의 친구에게 우정의 징표 보내기,,,send_fp,1500,우정의 징표,,100,,,700003;100,700003;100,,,,사랑꾼,10128,,200
13708,challenge,{1}명의 친구에게 우정의 징표 보내기,,,send_fp,2000,우정의 징표,,100,,,700003;100,700003;100,,,,,,,200
13709,challenge,{1}명의 친구에게 우정의 징표 보내기,,,send_fp,3000,우정의 징표,,100,,,700003;100,700003;100,,,,,,,200
13710,challenge,{1}명의 친구에게 우정의 징표 보내기,,,send_fp,5000,우정의 징표,,100,,,700003;100,700003;100,,,,우정의 상징,10129,,300
13801,challenge,{1}명의 친구에게 우정의 징표 받기,,,get_fp,50,우정의 징표,,100,,,700003;100,700003;100,,,,평범한,10130,1,100
13802,challenge,{1}명의 친구에게 우정의 징표 받기,,,get_fp,100,우정의 징표,,100,,,700003;100,700003;100,,,,,,,100
13803,challenge,{1}명의 친구에게 우정의 징표 받기,,,get_fp,200,우정의 징표,,100,,,700003;100,700003;100,,,,,,,100
13804,challenge,{1}명의 친구에게 우정의 징표 받기,,,get_fp,500,우정의 징표,,100,,,700003;100,700003;100,,,,인기인,10131,,100
13805,challenge,{1}명의 친구에게 우정의 징표 받기,,,get_fp,800,우정의 징표,,100,,,700003;100,700003;100,,,,,,,200
13806,challenge,{1}명의 친구에게 우정의 징표 받기,,,get_fp,1200,우정의 징표,,100,,,700003;100,700003;100,,,,,,,200
13807,challenge,{1}명의 친구에게 우정의 징표 받기,,,get_fp,1500,우정의 징표,,100,,,700003;100,700003;100,,,,연예인,10132,,200
13808,challenge,{1}명의 친구에게 우정의 징표 받기,,,get_fp,2000,우정의 징표,,100,,,700003;100,700003;100,,,,,,,200
13809,challenge,{1}명의 친구에게 우정의 징표 받기,,,get_fp,3000,우정의 징표,,100,,,700003;100,700003;100,,,,,,,200
13810,challenge,{1}명의 친구에게 우정의 징표 받기,,,get_fp,5000,우정의 징표,,100,,,700003;100,700003;100,,,,우주 대스타,10133,,300
13901,challenge,드래곤 {1}종 획득,,,did_u,10,신비의 알,,1,,,703016;1,703016;1,,,,,,1,100
13902,challenge,드래곤 {1}종 획득,,,did_u,20,신비의 알,,1,,,703016;1,703016;1,,,,,,,100
13903,challenge,드래곤 {1}종 획득,,,did_u,40,신비의 알,,1,,,703016;1,703016;1,,,,초보 테이머,10134,,100
13904,challenge,드래곤 {1}종 획득,,,did_u,60,신비의 알,,1,,,703016;1,703016;1,,,,,,,100
13905,challenge,드래곤 {1}종 획득,,,did_u,80,신비의 알,,1,,,703016;1,703016;1,,,,,,,200
13906,challenge,드래곤 {1}종 획득,,,did_u,100,신비의 알,,1,,,703016;1,703016;1,,,,전문 테이머,10135,,200
13907,challenge,드래곤 {1}종 획득,,,did_u,120,신비의 알,,1,,,703016;1,703016;1,,,,,,,200
13908,challenge,드래곤 {1}종 획득,,,did_u,140,신비의 알,,1,,,703016;1,703016;1,,,,,,,200
13909,challenge,드래곤 {1}종 획득,,,did_u,160,신비의 알,,1,,,703016;1,703016;1,,,,,,,200
13910,challenge,드래곤 {1}종 획득,,,did_u,180,신비의 알,,1,,,703016;1,703016;1,,,,,,,300
13911,challenge,드래곤 {1}종 획득,,,did_u,200,신비의 알,,1,,,703016;1,703016;1,,,,전설의 테이머,10136,,300
13912,challenge,드래곤 {1}종 획득,,,did_u,220,신비의 알,,1,,,703016;1,703016;1,,,,,,,300
13913,challenge,드래곤 {1}종 획득,,,did_u,240,신비의 알,,1,,,703016;1,703016;1,,,,,,,300
13914,challenge,드래곤 {1}종 획득,,,did_u,260,환상의 알,,1,,,703004;1,703004;1,,,,마스터 테이머,10137,,400
14001,challenge,땅 속성 드래곤 {1}종 획득,,,attr_u_e,5,드래곤 경험치,,3500,,,700017;3500,700017;3500,,,,그린,10138,1,100
14002,challenge,땅 속성 드래곤 {1}종 획득,,,attr_u_e,10,드래곤 경험치,,3500,,,700017;3500,700017;3500,,,,,,,100
14003,challenge,땅 속성 드래곤 {1}종 획득,,,attr_u_e,15,드래곤 경험치,,7000,,,700017;7000,700017;7000,,,,,,,100
14004,challenge,땅 속성 드래곤 {1}종 획득,,,attr_u_e,20,드래곤 경험치,,7000,,,700017;7000,700017;7000,,,,,,,100
14005,challenge,땅 속성 드래곤 {1}종 획득,,,attr_u_e,25,드래곤 경험치,,7000,,,700017;7000,700017;7000,,,,단단한,10139,,200
14006,challenge,땅 속성 드래곤 {1}종 획득,,,attr_u_e,30,드래곤 경험치,,10500,,,700017;10500,700017;10500,,,,,,,200
14007,challenge,땅 속성 드래곤 {1}종 획득,,,attr_u_e,35,드래곤 경험치,,10500,,,700017;10500,700017;10500,,,,,,,200
14008,challenge,땅 속성 드래곤 {1}종 획득,,,attr_u_e,40,드래곤 경험치,,10500,,,700017;10500,700017;10500,,,,,,,200
14009,challenge,땅 속성 드래곤 {1}종 획득,,,attr_u_e,45,드래곤 경험치,,14000,,,700017;14000,700017;14000,,,,땅의 주인,10140,,200
14010,challenge,땅 속성 드래곤 {1}종 획득,,,attr_u_e,50,드래곤 경험치,,14000,,,700017;14000,700017;14000,,,,,,,300
14011,challenge,땅 속성 드래곤 {1}종 획득,,,attr_u_e,55,드래곤 경험치,,17500,,,700017;17500,700017;17500,,,,,,,300
14012,challenge,땅 속성 드래곤 {1}종 획득,,,attr_u_e,60,드래곤 경험치,,17500,,,700017;17500,700017;17500,,,,,,,300
14101,challenge,물 속성 드래곤 {1}종 획득,,,attr_u_w,5,드래곤 경험치,,3500,,,700017;3500,700017;3500,,,,블루,10141,1,100
14102,challenge,물 속성 드래곤 {1}종 획득,,,attr_u_w,10,드래곤 경험치,,3500,,,700017;3500,700017;3500,,,,,,,100
14103,challenge,물 속성 드래곤 {1}종 획득,,,attr_u_w,15,드래곤 경험치,,7000,,,700017;7000,700017;7000,,,,,,,100
14104,challenge,물 속성 드래곤 {1}종 획득,,,attr_u_w,20,드래곤 경험치,,7000,,,700017;7000,700017;7000,,,,,,,100
14105,challenge,물 속성 드래곤 {1}종 획득,,,attr_u_w,25,드래곤 경험치,,7000,,,700017;7000,700017;7000,,,,깨끗한,10142,,200
14106,challenge,물 속성 드래곤 {1}종 획득,,,attr_u_w,30,드래곤 경험치,,10500,,,700017;10500,700017;10500,,,,,,,200
14107,challenge,물 속성 드래곤 {1}종 획득,,,attr_u_w,35,드래곤 경험치,,10500,,,700017;10500,700017;10500,,,,,,,200
14108,challenge,물 속성 드래곤 {1}종 획득,,,attr_u_w,40,드래곤 경험치,,10500,,,700017;10500,700017;10500,,,,,,,200
14109,challenge,물 속성 드래곤 {1}종 획득,,,attr_u_w,45,드래곤 경험치,,14000,,,700017;14000,700017;14000,,,,물의 주인,10143,,200
14110,challenge,물 속성 드래곤 {1}종 획득,,,attr_u_w,50,드래곤 경험치,,14000,,,700017;14000,700017;14000,,,,,,,300
14111,challenge,물 속성 드래곤 {1}종 획득,,,attr_u_w,55,드래곤 경험치,,17500,,,700017;17500,700017;17500,,,,,,,300
14112,challenge,물 속성 드래곤 {1}종 획득,,,attr_u_w,60,드래곤 경험치,,17500,,,700017;17500,700017;17500,,,,,,,300
14201,challenge,불 속성 드래곤 {1}종 획득,,,attr_u_f,5,드래곤 경험치,,3500,,,700017;3500,700017;3500,,,,레드,10144,1,100
14202,challenge,불 속성 드래곤 {1}종 획득,,,attr_u_f,10,드래곤 경험치,,3500,,,700017;3500,700017;3500,,,,,,,100
14203,challenge,불 속성 드래곤 {1}종 획득,,,attr_u_f,15,드래곤 경험치,,7000,,,700017;7000,700017;7000,,,,,,,100
14204,challenge,불 속성 드래곤 {1}종 획득,,,attr_u_f,20,드래곤 경험치,,7000,,,700017;7000,700017;7000,,,,,,,100
14205,challenge,불 속성 드래곤 {1}종 획득,,,attr_u_f,25,드래곤 경험치,,7000,,,700017;7000,700017;7000,,,,화끈한,10145,,200
14206,challenge,불 속성 드래곤 {1}종 획득,,,attr_u_f,30,드래곤 경험치,,10500,,,700017;10500,700017;10500,,,,,,,200
14207,challenge,불 속성 드래곤 {1}종 획득,,,attr_u_f,35,드래곤 경험치,,10500,,,700017;10500,700017;10500,,,,,,,200
14208,challenge,불 속성 드래곤 {1}종 획득,,,attr_u_f,40,드래곤 경험치,,10500,,,700017;10500,700017;10500,,,,,,,200
14209,challenge,불 속성 드래곤 {1}종 획득,,,attr_u_f,45,드래곤 경험치,,14000,,,700017;14000,700017;14000,,,,불의 주인,10146,,200
14210,challenge,불 속성 드래곤 {1}종 획득,,,attr_u_f,50,드래곤 경험치,,14000,,,700017;14000,700017;14000,,,,,,,300
14211,challenge,불 속성 드래곤 {1}종 획득,,,attr_u_f,55,드래곤 경험치,,17500,,,700017;17500,700017;17500,,,,,,,300
14212,challenge,불 속성 드래곤 {1}종 획득,,,attr_u_f,60,드래곤 경험치,,17500,,,700017;17500,700017;17500,,,,,,,300
14301,challenge,빛 속성 드래곤 {1}종 획득,,,attr_u_l,5,드래곤 경험치,,3500,,,700017;3500,700017;3500,,,,옐로우,10147,1,300
14302,challenge,빛 속성 드래곤 {1}종 획득,,,attr_u_l,10,드래곤 경험치,,3500,,,700017;3500,700017;3500,,,,,,,300
14303,challenge,빛 속성 드래곤 {1}종 획득,,,attr_u_l,15,드래곤 경험치,,7000,,,700017;7000,700017;7000,,,,,,,300
14304,challenge,빛 속성 드래곤 {1}종 획득,,,attr_u_l,20,드래곤 경험치,,7000,,,700017;7000,700017;7000,,,,,,,300
14305,challenge,빛 속성 드래곤 {1}종 획득,,,attr_u_l,25,드래곤 경험치,,7000,,,700017;7000,700017;7000,,,,빛나는,10148,,400
14306,challenge,빛 속성 드래곤 {1}종 획득,,,attr_u_l,30,드래곤 경험치,,10500,,,700017;10500,700017;10500,,,,,,,400
14307,challenge,빛 속성 드래곤 {1}종 획득,,,attr_u_l,35,드래곤 경험치,,10500,,,700017;10500,700017;10500,,,,,,,400
14308,challenge,빛 속성 드래곤 {1}종 획득,,,attr_u_l,40,드래곤 경험치,,10500,,,700017;10500,700017;10500,,,,,,,400
14309,challenge,빛 속성 드래곤 {1}종 획득,,,attr_u_l,45,드래곤 경험치,,14000,,,700017;14000,700017;14000,,,,빛의 주인,10149,,400
14401,challenge,어둠 속성 드래곤 {1}종 획득,,,attr_u_d,5,드래곤 경험치,,3500,,,700017;3500,700017;3500,,,,블랙,10150,1,300
14402,challenge,어둠 속성 드래곤 {1}종 획득,,,attr_u_d,10,드래곤 경험치,,3500,,,700017;3500,700017;3500,,,,,,,300
14403,challenge,어둠 속성 드래곤 {1}종 획득,,,attr_u_d,15,드래곤 경험치,,7000,,,700017;7000,700017;7000,,,,,,,300
14404,challenge,어둠 속성 드래곤 {1}종 획득,,,attr_u_d,20,드래곤 경험치,,7000,,,700017;7000,700017;7000,,,,,,,300
14405,challenge,어둠 속성 드래곤 {1}종 획득,,,attr_u_d,25,드래곤 경험치,,7000,,,700017;7000,700017;7000,,,,어두운,10151,,400
14406,challenge,어둠 속성 드래곤 {1}종 획득,,,attr_u_d,30,드래곤 경험치,,10500,,,700017;10500,700017;10500,,,,,,,400
14407,challenge,어둠 속성 드래곤 {1}종 획득,,,attr_u_d,35,드래곤 경험치,,10500,,,700017;10500,700017;10500,,,,,,,400
14408,challenge,어둠 속성 드래곤 {1}종 획득,,,attr_u_d,40,드래곤 경험치,,10500,,,700017;10500,700017;10500,,,,,,,400
14409,challenge,어둠 속성 드래곤 {1}종 획득,,,attr_u_d,45,드래곤 경험치,,14000,,,700017;14000,700017;14000,,,,어둠의 주인,10152,,400
14501,challenge,시험의 탑 모든 속성 {1}층 클리어,,,clr_att_all,50,전설의 알,,1,,,703005;1,703005;1,,,,,,1,2000
14502,challenge,시험의 탑 모든 속성 {1}층 클리어,,,clr_att_all,100,절대적인 전설의 알,,1,,,703025;1,703025;1,,,,,,,3000
14503,challenge,시험의 탑 모든 속성 {1}층 클리어,,,clr_att_all,150,절대적인 전설의 알,,1,,,703025;1,703025;1,,,,,,,4000
14504,challenge,시험의 탑 모든 속성 {1}층 클리어,,,clr_att_all,200,미중복 절대적인 전설의 알,,1,,,703038;1,703038;1,,,,,,,5000
14505,challenge,시험의 탑 모든 속성 {1}층 클리어,,,clr_att_all,250,미중복 절대적인 전설의 알,,1,,,703038;1,703038;1,,,,,,,5000
14506,challenge,시험의 탑 모든 속성 {1}층 클리어,,,clr_att_all,300,다이아,,1000000,,,700001;1000000,700001;1000000,,,,,,,5000
14601,challenge,콜로세움 {1}회 승리,,,arena_win,25,골드,,10000,,,700002;10000,700002;10000,,,,,,1,100
14602,challenge,콜로세움 {1}회 승리,,,arena_win,50,골드,,20000,,,700002;20000,700002;20000,,,,전장의 학살자,10050,,100
14603,challenge,콜로세움 {1}회 승리,,,arena_win,100,골드,,30000,,,700002;30000,700002;30000,,,,,,,100
14604,challenge,콜로세움 {1}회 승리,,,arena_win,250,골드,,40000,,,700002;40000,700002;40000,,,,,,,100
14605,challenge,콜로세움 {1}회 승리,,,arena_win,400,골드,,50000,,,700002;50000,700002;50000,,,,전장의 영웅,10051,,200
14606,challenge,콜로세움 {1}회 승리,,,arena_win,600,골드,,60000,,,700002;60000,700002;60000,,,,,,,200
14607,challenge,콜로세움 {1}회 승리,,,arena_win,750,골드,,70000,,,700002;70000,700002;70000,,,,,,,200
14608,challenge,콜로세움 {1}회 승리,,,arena_win,1000,골드,,80000,,,700002;80000,700002;80000,,,,전장의 전설,10052,,200
14609,challenge,콜로세움 {1}회 승리,,,arena_win,1500,골드,,90000,,,700002;90000,700002;90000,,,,,,,300
14610,challenge,콜로세움 {1}회 승리,,,arena_win,2500,골드,,100000,,,700002;100000,700002;100000,,,,,,,400
14611,challenge,콜로세움 {1}회 승리,,,arena_win,4000,골드,,110000,,,700002;110000,700002;110000,,,,범접할 수 없는,10053,,500
14701,challenge,앙그라의 차원문 하층 정복,,,dmgate_3011005,1,다이아,,1500,,,700001;1500,700001;1500,,,,앙그라 차원의 탐색자,10154,1,0
14702,challenge,앙그라의 차원문 상층(보통) 정복,,,dmgate_3012105,1,다이아,,3000,,,700001;3000,700001;3000,,,,앙그라의 인정을 받은,10155,,0
14703,challenge,앙그라의 차원문 상층(어려움) 정복,,,dmgate_3012205,1,다이아,,5000,,,700001;5000,700001;5000,,,,앙그라 차원의 구원자,10156,,0
14704,challenge,앙그라의 차원문 상층(지옥) 정복,,,dmgate_3012305,1,다이아,,7000,,,700001;7000,700001;7000,,,,부서진 세상의 왕,10157,,0
14801,challenge,누적 접속 500일,,,u_login,500,다이아,,5000,,,700001;5000,700001;5000,,,,누적 접속 500일,10158,1,0
14802,challenge,누적 접속 1000일,,,u_login,1000,다이아,,10000,,,700001;10000,700001;10000,,,,누적 접속 1000일,10159,,0
14803,challenge,누적 접속 2000일,,,u_login,2000,다이아,,20000,,,700001;20000,700001;20000,,,,누적 접속 2000일,10160,,0
14804,challenge,누적 접속 3000일,,,u_login,3000,다이아,,30000,,,700001;30000,700001;30000,,,,누적 접속 3000일,10161,,0
40001,evently,이벤트 퀘스트 {1}개 클리어하기,,,eq_clear,10,다이아,,300,자수정,100,"700001;300,700007;100","700001;300,700007;100",,,,,,,5
40101,evently,모험 {1}회 플레이,,,ply_adv,10,다이아,,30,날개,50,"700001;30,700101;50","700001;30,700101;50",,,,,,,1
40102,evently,모험 {1}회 플레이,,,ply_adv,20,다이아,,30,날개,50,"700001;30,700101;50","700001;30,700101;50",,,,,,,1
40103,evently,모험 {1}회 플레이,,,ply_adv,30,다이아,,30,날개,50,"700001;30,700101;50","700001;30,700101;50",,,,,,,1
40201,evently,진화재료던전 {1}회 플레이,,,ply_ev,2,다이아,,30,골드,7000,"700001;30,700002;7000","700001;30,700002;7000",,,,,,,1
40202,evently,진화재료던전 {1}회 플레이,,,ply_ev,5,다이아,,30,골드,7000,"700001;30,700002;7000","700001;30,700002;7000",,,,,,,1
40203,evently,진화재료던전 {1}회 플레이,,,ply_ev,19,다이아,,30,골드,7000,"700001;30,700002;7000","700001;30,700002;7000",,,,,,,1
40301,evently,고대의 탑 {1}회 플레이,,,ply_tower,5,다이아,,30,골드,7000,"700001;30,700002;7000","700001;30,700002;7000",,,,,,,1
40302,evently,고대의 탑 {1}회 플레이,,,ply_tower,10,다이아,,30,골드,7000,"700001;30,700002;7000","700001;30,700002;7000",,,,,,,1
40303,evently,고대의 탑 {1}회 플레이,,,ply_tower,15,다이아,,30,골드,7000,"700001;30,700002;7000","700001;30,700002;7000",,,,,,,1
40401,evently,거목던전 {1}회 플레이,,,ply_tree,5,다이아,,30,골드,7000,"700001;30,700002;7000","700001;30,700002;7000",,,,,,,1
40402,evently,거목던전 {1}회 플레이,,,ply_tree,10,다이아,,30,골드,7000,"700001;30,700002;7000","700001;30,700002;7000",,,,,,,1
40403,evently,거목던전 {1}회 플레이,,,ply_tree,15,다이아,,30,골드,7000,"700001;30,700002;7000","700001;30,700002;7000",,,,,,,1
40501,evently,악몽던전 {1}회 플레이,,,ply_nm,5,다이아,,30,골드,7000,"700001;30,700002;7000","700001;30,700002;7000",,,,,,,1
40502,evently,악몽던전 {1}회 플레이,,,ply_nm,10,다이아,,30,골드,7000,"700001;30,700002;7000","700001;30,700002;7000",,,,,,,1
40503,evently,악몽던전 {1}회 플레이,,,ply_nm,15,다이아,,30,골드,7000,"700001;30,700002;7000","700001;30,700002;7000",,,,,,,1
40601,evently,콜로세움 {1}회 플레이,,,ply_clsm,5,다이아,,30,골드,7000,"700001;30,700002;7000","700001;30,700002;7000",,,,,,,1
40602,evently,콜로세움 {1}회 플레이,,,ply_clsm,10,다이아,,30,골드,7000,"700001;30,700002;7000","700001;30,700002;7000",,,,,,,1
40603,evently,콜로세움 {1}회 플레이,,,ply_clsm,15,다이아,,30,골드,7000,"700001;30,700002;7000","700001;30,700002;7000",,,,,,,1
40701,evently,인연던전 {1}회 플레이,,,ply_rel,5,다이아,,30,골드,7000,"700001;30,700002;7000","700001;30,700002;7000",,,,,,,1
40702,evently,인연던전 {1}회 플레이,,,ply_rel,10,다이아,,30,골드,7000,"700001;30,700002;7000","700001;30,700002;7000",,,,,,,1
40703,evently,인연던전 {1}회 플레이,,,ply_rel,15,다이아,,30,골드,7000,"700001;30,700002;7000","700001;30,700002;7000",,,,,,,1
