sid,r_d_name,r_rarity,r_신규입력 여부,r_s_name,skill_form,skill_type,t_name,res_icon,r_res_icon,res_1,res_scale,res_2,res_3,res_hit,camera_work,indicator,skill_size,animation,motion_type,dir,chance_type,chance_value,game_mode,target_formation,target_type,target_count,casting_time,req_mana,pre_delay,power_source,power_rate,power_add,ignore,cooldown,hit,val_1,val_2,val_3,status_effect_type,status_effect_target,status_effect_duration,status_effect_rate,status_effect_value,r_gd,add_option_type_1,add_option_target_1,add_option_target_count_1,add_option_trigger_1,add_option_time_1,add_option_rate_1,add_option_source_1,add_option_value_1,add_option_type_2,add_option_target_2,add_option_target_count_2,add_option_trigger_2,add_option_time_2,add_option_rate_2,add_option_source_2,add_option_value_2,ai_division,desc_1,desc_2,desc_3,desc_4,desc_5,r_condition1,r_condition2,r_feedback1,r_feedback2,t_desc
203321,땅 서펀트드래곤,rare,e,패시브 1,code,missile_move_bounce,포이즌볼,res/ui/icon/skill/203321.png,res/ui/icon/skill/220471.png,res/missile/skill_glave_dark/skill_glave_dark.vrp,,,,,,,,,instant,-1,indie_time,10,,,enemy_water,2,0,,0,atk,50,,,1,1,150,2,,,,,,,,,,,,,,,,,,,,,,,,,chance_value,target_count,power_rate,,,,,,,{1}초마다 물 속성 우선 적 {2}명에게 공격력의 {3}% 피해
203322,물 서펀트드래곤,rare,e,패시브 1,code,missile_move_bounce,포이즌볼,res/ui/icon/skill/203322.png,res/ui/icon/skill/220471.png,res/missile/skill_glave_dark/skill_glave_dark.vrp,,,,,,,,,instant,-1,indie_time,10,,,enemy_fire,2,0,,0,atk,50,,,1,1,150,2,,,,,,,,,,,,,,,,,,,,,,,,,chance_value,target_count,power_rate,,,,,,,{1}초마다 불 속성 우선 적 {2}명에게 공격력의 {3}% 피해
203323,불 서펀트드래곤,rare,e,패시브 1,code,missile_move_bounce,포이즌볼,res/ui/icon/skill/203323.png,res/ui/icon/skill/220471.png,res/missile/skill_glave_dark/skill_glave_dark.vrp,,,,,,,,,instant,-1,indie_time,10,,,enemy_earth,2,0,,0,atk,50,,,1,1,150,2,,,,,,,,,,,,,,,,,,,,,,,,,chance_value,target_count,power_rate,,,,,,,{1}초마다 땅 속성 우선 적 {2}명에게 공격력의 {3}% 피해
203324,빛 서펀트드래곤,rare,e,패시브 1,code,missile_move_bounce,포이즌볼,res/ui/icon/skill/203324.png,res/ui/icon/skill/220471.png,res/missile/skill_glave_dark/skill_glave_dark.vrp,,,,,,,,,instant,-1,indie_time,10,,,enemy_dark,2,0,,0,atk,50,,,1,1,150,2,,,,,,,,,,,,,,,,,,,,,,,,,chance_value,target_count,power_rate,,,,,,,{1}초마다 어둠 속성 우선 적 {2}명에게 공격력의 {3}% 피해
203325,어둠 서펀트드래곤,rare,e,패시브 1,code,missile_move_bounce,포이즌볼,res/ui/icon/skill/203325.png,res/ui/icon/skill/220471.png,res/missile/skill_glave_dark/skill_glave_dark.vrp,,,,,,,,,instant,-1,indie_turn,5,,,enemy_random,3,0,,0,atk,50,,,1,1,150,2,,,,,,,,poison,target,,skill_hit,15,100,,20,,,,,,,,,,chance_value,target_count,power_rate,add_option_time_1,add_option_value_1,,,,,"일반공격 {1}회마다 공격력이 가장 높은 적 {2}명에게 공격력의 {3}% 피해, 대상이 공격형인 경우 {4}초간 매초 공격력의 {5}% 피해를 주는 중독 유발"
203331,땅 서펀트드래곤,rare,e,패시브 2,code,status_effect,방어력 증가,res/ui/icon/skill/203331.png,,,,,,,,,,,instant,-1,under_self_hp,50,,,self,1,0,,0,,,,,1,1,,,,,,,,,,def_up,self,1,skill_start,-1,100,,15,,,,,,,,,,chance_value,add_option_value_1,,,,,,,,자신의 생명력이 {1}% 미만일 때 자신의 방어력 {2}% 증가
203332,물 서펀트드래곤,rare,e,패시브 2,code,status_effect,공격속도 증가,res/ui/icon/skill/203332.png,,,,,,,,,,,instant,-1,under_self_hp,50,,,self,1,0,,0,,,,,1,1,,,,,,,,,,aspd_up,self,1,skill_start,-1,100,,15,,,,,,,,,,chance_value,add_option_value_1,,,,,,,,자신의 생명력이 {1}% 미만일 때 자신의 공격속도 {2}% 증가
203333,불 서펀트드래곤,rare,e,패시브 2,code,status_effect,공격력 증가,res/ui/icon/skill/203333.png,,,,,,,,,,,instant,-1,under_self_hp,50,,,self,1,0,,0,,,,,1,1,,,,,,,,,,atk_up,self,1,skill_start,-1,100,,15,,,,,,,,,,chance_value,add_option_value_1,,,,,,,,자신의 생명력이 {1}% 미만일 때 자신의 공격력 {2}% 증가
203334,빛 서펀트드래곤,rare,e,패시브 2,code,status_effect,치명확률 증가,res/ui/icon/skill/203334.png,,,,,,,,,,,instant,-1,under_self_hp,50,,,self,1,0,,0,,,,,1,1,,,,,,,,,,cri_chance_up,self,1,skill_start,-1,100,,15,,,,,,,,,,chance_value,add_option_value_1,,,,,,,,자신의 생명력이 {1}% 미만일 때 자신의 치명확률 {2}% 증가
203335,어둠 서펀트드래곤,rare,e,스탯 강화,code,status_effect,공격력 증가,res/ui/icon/skill/203335.png,,,,,,,,,,,instant,-1,passive,,,,self,1,0,1,0,,,,,,1,,,,x,x,0,0,0,,passive_atk_up,self,1,skill_start,-1,100,,15,,,,,,,,,,add_option_value_1,,,,,,,,,자신의 공격력 {1}% 증가
203341,땅 서펀트드래곤,rare,e,스탯 강화,code,status_effect,공격력 증가,res/ui/icon/skill/203341.png,,,,,,,,,,,instant,-1,passive,,,,self,1,0,1,0,,,,,,1,,,,x,x,0,0,0,,passive_atk_up,self,1,skill_start,-1,100,,15,,,,,,,,,,add_option_value_1,,,,,,,,,자신의 공격력 {1}% 증가
203342,물 서펀트드래곤,rare,e,스탯 강화,code,status_effect,공격력 증가,res/ui/icon/skill/203342.png,,,,,,,,,,,instant,-1,passive,,,,self,1,0,1,0,,,,,,1,,,,x,x,0,0,0,,passive_atk_up,self,1,skill_start,-1,100,,15,,,,,,,,,,add_option_value_1,,,,,,,,,자신의 공격력 {1}% 증가
203343,불 서펀트드래곤,rare,e,스탯 강화,code,status_effect,공격력 증가,res/ui/icon/skill/203343.png,,,,,,,,,,,instant,-1,passive,,,,self,1,0,1,0,,,,,,1,,,,x,x,0,0,0,,passive_atk_up,self,1,skill_start,-1,100,,15,,,,,,,,,,add_option_value_1,,,,,,,,,자신의 공격력 {1}% 증가
203344,빛 서펀트드래곤,rare,e,스탯 강화,code,status_effect,공격력 증가,res/ui/icon/skill/203344.png,,,,,,,,,,,instant,-1,passive,,,,self,1,0,1,0,,,,,,1,,,,x,x,0,0,0,,passive_atk_up,self,1,skill_start,-1,100,,15,,,,,,,,,,add_option_value_1,,,,,,,,,자신의 공격력 {1}% 증가
203345,어둠 서펀트드래곤,rare,e,드래그 강화,code,skill_aoe_round,포이즌 킬,res/ui/icon/skill/203345.png,,,,res/effect/skill_bite/skill_bite_@.vrp,,,full,round,2,,instant,-1,active,,,,enemy_random,3,0,2,0,atk,325,,,4,1,,,,x,x,0,0,0,,add_dmg_poison,target,,skill_hit,0.5,100,,100,,,,,,,,,,add_option_value_1,,,,,,,,,드래그 스킬 사용시 적이 중독 상태인 경우 공격력의 {1}% 추가 피해
203355,어둠 서펀트드래곤,rare,e,리더 스킬,code,status_effect,공격 속도 증가,res/ui/icon/skill/203355.png,,,,,,,,,,,instant,-1,leader,,,,ally_none,5,0,,0,,,,,1,1,,,,,,,,,,passive_aspd_up,ally_none,5,skill_start,-1,100,,15,,,,,,,,,,add_option_value_1,,,,,,,,,아군 전체의 공격속도 {1}% 증가
203414,빛 다크닉스,legend,e,드래그 스킬,code,skill_laser_darknix,살의의 파동,res/ui/icon/skill/203414.png,,res/effect/skill_laser_01/skill_laser_01_@.vrp,,,,,close_up,bar,2,,instant,-1,active,,,,enemy_random,3,0,2,0,atk,80,,,4,5,,,,x,x,0,0,0,,add_dmg,target,,skill_hit_cri,0.5,100,atk,20,,,,,,,,,attack,target_count,power_rate * hit,add_option_value_1 * hit,,,4,6,공격력15%증가,공격력20%증가,"직선 범위의 적 {1}명에게 공격력의 {2}% 피해, 치명타 발생시 {3}% 추가 피해"
203415,어둠 다크닉스,legend,e,드래그 스킬,code,skill_laser_darknix,살의의 파동,res/ui/icon/skill/203415.png,,res/effect/skill_laser_01/skill_laser_01_@.vrp,,,,,close_up,bar,2,,instant,-1,active,,,,enemy_random,3,0,2,0,atk,100,,,4,4,,,,x,x,0,0,0,,atk_down,target,,skill_hit_target3,5,100,,20,,,,,,,,,debuff,target_count,power_rate * hit,add_option_time_1,add_option_value_1,,4,6,공격력15%증가,공격력20%증가,"직선 범위의 적 {1}명에게 공격력의 {2}% 피해, 3명 이상 적중시 대상에게 {3}초간 공격력 {4}% 감소"
203424,빛 다크닉스,legend,e,패시브 1,code,skill_enumrate_curve,어둠의 일격,res/ui/icon/skill/203424.png,,res/missile/missile_ball/missile_ball_@.vrp,,,,,,,,,instant,-1,basic_cri,100,,,enemy_random,2,0,,0,atk,50,,,1,2,polygons,random,,,,,,,,,,,,,,,,,,,,,,,,,target_count,power_rate,,,,,,,,일반공격에 치명타 발생시 무작위 적 {1}명에게 공격력의 {2}% 피해
203425,어둠 다크닉스,legend,e,패시브 1,code,skill_enumrate_curve,어둠의 일격,res/ui/icon/skill/203425.png,,res/missile/missile_ball/missile_ball_@.vrp,,,,,,,,,instant,-1,indie_time,10,,,enemy_atk_low,2,0,,0,atk,100,,,1,2,polygons,random,,,,,,,,,,,,,,,,,,,,,,,,,chance_value,target_count,power_rate,,,,,,,{1}초마다 공격력이 가장 낮은 적 우선 {2}명에게 공격력의 {3}% 피해
203434,빛 다크닉스,legend,e,패시브 2,code,skill_enumrate_curve,죽음의 표식,res/ui/icon/skill/203434.png,,res/missile/missile_ball/missile_ball_@.vrp,,,,,,,,,instant,-1,indie_time,10,,,enemy_random,1,0,,0,atk,100,,,1,1,polygons,one,,,,,,,,add_dmg,enemy_random,2,skill_hit_cri,0.5,100,atk,100,,,,,,,,,,chance_value,target_count,power_rate,add_option_target_count_1,,,,,,"{1}초마다 무작위 적 {2}명에게 공격력의 {3}% 피해, 치명타 발생시 무작위 적 {4}명에게 공격력의 {3}% 추가 피해"
203435,어둠 다크닉스,legend,e,패시브 2,code,skill_enumrate_curve,죽음의 표식,res/ui/icon/skill/203435.png,,res/missile/missile_ball/missile_ball_@.vrp,,,,,,,,,instant,-1,indie_rate,40,,,enemy_random,2,0,,0,def,200,,,15,2,polygons,random,,,,,,,,def_up,ally_none,5,skill_start,10,100,,20,,,,,,,,,,chance_value,target_count,power_rate,add_option_time_1,add_option_value_1,,,,,"공격시 {1}% 확률로 무작위 적 {2}명에게 방어력의 {3}% 피해, 아군 전체에게 {4}초간 방어력 {5}% 증가 (쿨타임 15초)"
203444,빛 다크닉스,legend,e,드래그 강화,code,skill_laser,사형 선고,res/ui/icon/skill/203444.png,,res/effect/skill_gdragon_laser/skill_gdragon_laser_@.vrp,,,,,close_up,bar,2,,instant,-1,active,,,,enemy_random,4,0,3,0,atk,80,,,5,5,,,,x,x,0,0,0,,add_dmg,target,,skill_hit_cri,0.5,100,atk,200,,,,,,,,,,target_count,add_option_value_1,,,,#N/A,#N/A,#N/A,#N/A,"드래그 스킬의 타겟 범위가 {1}명으로 증가, 치명타 발생시 피해량이 {2}% 로 증가"
203445,어둠 다크닉스,legend,e,드래그 강화,code,skill_laser_darknix,사형 선고,res/ui/icon/skill/203445.png,,res/effect/skill_laser_01/skill_laser_01_@.vrp,,,,,close_up,bar,2,,instant,-1,active,,,,enemy_random,4,0,3,0,atk,100,,,5,4,,,,x,x,0,0,0,,atk_down,target,,skill_hit_target3,10,100,,20,,,,,,,,,,target_count,add_option_time_1,,,,#N/A,#N/A,#N/A,#N/A,"드래그 스킬의 타겟 범위가 {1}명으로 증가, 공격력 감소 지속시간이 {2}초로 증가"
203454,빛 다크닉스,legend,e,리더 스킬,code,status_effect,치명확률 증가,res/ui/icon/skill/203454.png,,,,,,,,,,,instant,-1,leader,,,,ally_none,5,0,,0,,,,,1,1,,,,,,,,,,passive_cri_chance_up,ally_none,5,skill_start,-1,100,,5,,,,,,,,,,add_option_value_1,,,,,,,,,아군 전체의 치명확률 {1}% 증가
203455,어둠 다크닉스,legend,e,리더 스킬,code,status_effect,암흑의 방어,res/ui/icon/skill/203455.png,,,,,,,,,,,instant,-1,leader,,,,ally_none,5,0,,0,,,,,1,1,,,,,,,,,,passive_def_up,ally_none,5,skill_start,-1,100,,15,,,,,,,,,,add_option_value_1,,,,,,,,,아군 전체의 방어력 {1}% 증가
203511,땅 캣츠곤,rare,e,드래그 스킬,code,skill_aoe_round,고양이 할퀴기,res/ui/icon/skill/203511.png,,res/effect/skill_circle_400_01/skill_circle_400_01_@.vrp,,,,,close_up,round,2,,instant,-1,active,,,,enemy_random,3,0,2,0,atk,325,,,4,1,,,,,,,,,,def_up,ally_none,,skill_hit_target2,10,100,,20,,,,,,,,,buff,target_count,power_rate * hit,add_option_time_1,add_option_value_1,,,,,,"원형 범위의 적 {1}명에게 공격력의 {2}% 피해, 3명 이상 타격시 아군 전체에게 {3}초간 방어력 {4}% 증가"
203512,물 캣츠곤,rare,e,드래그 스킬,code,skill_aoe_round,고양이 할퀴기,res/ui/icon/skill/203512.png,res/ui/icon/skill/200161.png,res/effect/skill_circle_400_01/skill_circle_400_01_@.vrp,,,,,close_up,round,2,,instant,-1,active,,,,enemy_random,3,0,2,0,atk,65,,,4,5,,,,x,x,0,0,0,,,,,,,,,,,,,,,,,,attack,target_count,power_rate * hit,,,,#N/A,#N/A,#N/A,#N/A,원형 범위의 적 {1}명에게 공격력의 {2}% 피해
203513,불 캣츠곤,rare,e,드래그 스킬,code,skill_aoe_round,고양이 할퀴기,res/ui/icon/skill/203513.png,res/ui/icon/skill/200161.png,res/effect/skill_circle_400_01/skill_circle_400_01_@.vrp,,,,,close_up,round,2,,instant,-1,active,,,,enemy_random,3,0,2,0,atk,65,,,4,5,,,,x,x,0,0,0,,cri_dmg_up,ally_none,5,skill_hit_target3,10,100,,25,,,,,,,,,buff,target_count,power_rate * hit,add_option_time_1,add_option_value_1,,#N/A,#N/A,#N/A,#N/A,"원형 범위의 적 {1}명에게 공격력의 {2}% 피해, 3명 이상 타격시 아군 전체에게 {3}초간 치명피해 {4}% 증가"
203514,빛 캣츠곤,rare,e,드래그 스킬,code,skill_aoe_round,고양이 할퀴기,res/ui/icon/skill/203514.png,res/ui/icon/skill/200161.png,res/effect/skill_circle_400_01/skill_circle_400_01_@.vrp,,,,,close_up,round,2,,instant,-1,active,,,,enemy_random,3,0,2,0,atk,65,,,4,5,,,,x,x,0,0,0,,,,,,,,,,,,,,,,,,attack,target_count,power_rate * hit,,,,5,7,공격력15%증가,공격력20%증가,원형 범위의 적 {1}명에게 공격력의 {2}% 피해
203515,어둠 캣츠곤,rare,e,드래그 스킬,code,skill_aoe_round,고양이 할퀴기,res/ui/icon/skill/203515.png,res/ui/icon/skill/200161.png,res/effect/skill_circle_400_01/skill_circle_400_01_@.vrp,,,,,close_up,round,2,,instant,-1,active,,,,enemy_random,3,0,2,0,atk,65,,,4,5,,,,x,x,0,0,0,,cri_dmg_up,ally_none,5,skill_hit_target2,10,100,,25,,,,,,,,,buff,target_count,power_rate * hit,add_option_time_1,add_option_value_1,,5,7,공격력15%증가,공격력20%증가,"원형 범위의 적 {1}명에게 공격력의 {2}% 피해, 2명 이상 타격시 아군 전체에게 {3}초간 치명피해 {4}% 증가"
203521,땅 캣츠곤,rare,e,패시브 1,code,skill_enumrate_curve,발톱깎기,res/ui/icon/skill/203521.png,,res/missile/missile_wedge/missile_wedge_@.vrp,,,,,,,,,instant,-1,basic_rate,5,,,enemy_random,2,0,,0,atk,50,,,20,1,polygons,random,,,,,,,,,,,,,,,,,,,,,,,,,chance_value,target_count,power_rate,cooldown,,,,,,공격시 {1}% 확률로 무작위 적 {2}명에게 공격력의 {3}% 피해 (쿨타임 {4}초)
203522,물 캣츠곤,rare,e,패시브 1,code,status_effect,그루밍,res/ui/icon/skill/203522.png,,,,,,,,,,,instant,-1,indie_rate,10,,,ally_random,2,0,,0,,,,,1,1,,,,,,,,,,cri_dmg_up,ally_random,2,skill_start,10,100,,25,,,,,,,,,,chance_value,target_count,add_option_time_1,add_option_value_1,,,,,,공격시 {1}% 확률로 무작위 아군 {2}명에게 {3}초간 치명피해 {4}% 증가
203523,불 캣츠곤,rare,e,패시브 1,code,skill_enumrate_curve,할퀴기,res/ui/icon/skill/203523.png,,res/missile/missile_spine/missile_spine_@.png,,,,,,,,,instant,-1,indie_time,15,,,enemy_random,1,0,,0,atk,100,,,1,1,polygons,random,,,,,,,,,,,,,,,,,,,,,,,,,chance_value,target_count,power_rate,,,,,,,{1}초마다 무작위 적 {2}명에게 공격력의 {3}% 피해
203524,빛 캣츠곤,rare,e,패시브 1,code,status_effect,그루밍,res/ui/icon/skill/203524.png,,,,,,,,,,,instant,-1,indie_time,10,,,ally_random,2,0,,0,,,,,1,1,,,,,,,,,,cri_dmg_up,ally_random,2,skill_start,10,100,,25,,,,,,,,,,chance_value,target_count,add_option_time_1,add_option_value_1,,,,,,{1}초마다 무작위 아군 {2}명에게 {3}초간 치명피해 {4}% 증가
203525,어둠 캣츠곤,rare,e,패시브 1,code,skill_enumrate_curve,할퀴기,res/ui/icon/skill/203525.png,,res/missile/missile_spine/missile_spine_@.png,,,,,,,,,instant,-1,indie_time,15,,,enemy_light,2,0,,0,atk,50,,,1,2,polygons,random,,,,,,,,,,,,,,,,,,,,,,,,,chance_value,target_count,power_rate,,,,,,,{1}초마다 빛 속성 우선 적 {2}명에게 공격력의 {3}% 피해
203531,땅 캣츠곤,rare,e,패시브 2,code,skill_enumrate_curve,그루밍,res/ui/icon/skill/203531.png,,res/missile/missile_spine/missile_spine_@.png,,,,,,,,,instant,-1,indie_time,15,,,enemy_atk_low,3,0,,0,atk,100,,,15,1,polygons,random,,,,,,,,,,,,,,,,,,,,,,,,,chance_value,target_count,power_rate,,,,,,,{1}초마다 공격력이 가장 낮은 적 {2}명에게 공격력의 {3}% 피해
203532,물 캣츠곤,rare,e,패시브 2,code,skill_enumrate_curve,할퀴기,res/ui/icon/skill/203532.png,,res/missile/missile_spine/missile_spine_@.png,,,,,,,,,instant,-1,indie_time,10,,back,enemy_random,2,0,,0,atk,50,,,1,2,polygons,random,,,,,,,,,,,,,,,,,,,,,,,,,chance_value,target_count,power_rate,,,,,,,{1}초마다 후방 우선 적 {2}명에게 공격력의 {3}% 피해
203533,불 캣츠곤,rare,e,패시브 2,code,missile_move_straight,발톱깎기,res/ui/icon/skill/203533.png,,res/missile/missile_spine/missile_spine_@.png,,,,,,,,,instant,-1,basic_cri,100,,,enemy_random,1,0,,0,atk,50,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,target_count,power_rate,,,,,,,,일반공격에 치명타 발생시 무작위 적 {1}명에게 공격력의 {2}% 피해
203534,빛 캣츠곤,rare,e,패시브 2,code,skill_enumrate_curve,할퀴기,res/ui/icon/skill/203534.png,,res/missile/missile_spine/missile_spine_@.png,,,,,,,,,instant,-1,under_atk_rate,20,,,enemy_random,1,0,,0,atk,100,,,1,1,polygons,random,,,,,,,,,,,,,,,,,,,,,,,,,chance_value ,target_count,power_rate,,,,,,,피격시 {1}% 확률로 무작위 적 {2}명에게 공격력의 {3}% 피해
203535,어둠 캣츠곤,rare,e,패시브 2,code,skill_enumrate_curve,발톱깎기,res/ui/icon/skill/203535.png,,res/missile/missile_spine/missile_spine_@.png,,,,,,,,,instant,-1,basic_cri,100,,,enemy_random,2,0,,0,atk,20,,,1,2,polygons,random,,,,,,,,,,,,,,,,,,,,,,,,,target_count,power_rate,,,,,,,,일반공격에 치명타 발생시 무작위 적 {1}명에게 공격력의 {2}% 피해
203541,땅 캣츠곤,rare,e,드래그 강화,code,skill_aoe_round,할퀴기 강화,res/ui/icon/skill/203541.png,,res/effect/skill_lightning/skill_lightning_@.vrp,,,,,close_up,round,3,,instant,-1,active,,,,enemy_random,4,0,3,0,atk,325,,,5,1,,,,,,,,,,def_up,ally_none,,skill_hit_target2,10,100,,20,,,,,,,,,,target_count,,,,,,,,,드래그 스킬의 타겟 범위가 {1}명으로 증가
203542,물 캣츠곤,rare,e,스탯 강화,code,status_effect,고양된 고양이,res/ui/icon/skill/203542.png,res/ui/icon/skill/200161.png,,,,,,,,,,instant,-1,passive,,,,self,1,0,,0,,,,,,1,,,,x,x,0,0,0,,passive_cri_dmg_up,self,1,skill_start,-1,100,,15,,,,,,,,,,add_option_value_1,,,,,,,,,자신의 치명피해 {1}% 증가
203543,불 캣츠곤,rare,e,스탯 강화,code,status_effect,고양된 고양이,res/ui/icon/skill/203543.png,res/ui/icon/skill/200161.png,,,,,,,,,,instant,-1,passive,,,,self,1,0,,0,,,,,,1,,,,x,x,0,0,0,,passive_cri_dmg_up,self,1,skill_start,-1,100,,15,,,,,,,,,,add_option_value_1,,,,,,,,,자신의 치명피해 {1}% 증가
203544,빛 캣츠곤,rare,e,스탯 강화,code,status_effect,고양된 고양이,res/ui/icon/skill/203544.png,res/ui/icon/skill/200161.png,,,,,,,,,,instant,-1,passive,,,,self,1,0,,0,,,,,,1,,,,x,x,0,0,0,,passive_cri_dmg_up,self,1,skill_start,-1,100,,15,,,,,,,,,,add_option_value_1,,,,,,,,,자신의 치명피해 {1}% 증가
203545,어둠 캣츠곤,rare,e,스탯 강화,code,status_effect,고양된 고양이,res/ui/icon/skill/203545.png,res/ui/icon/skill/200161.png,,,,,,,,,,instant,-1,passive,,,,self,1,0,,0,,,,,,1,,,,x,x,0,0,0,,passive_cri_dmg_up,self,1,skill_start,-1,100,,15,,,,,,,,,,add_option_value_1,,,,,,,,,자신의 치명피해 {1}% 증가
203551,땅 캣츠곤,rare,e,리더 스킬,code,status_effect,북슬한 털뭉치,res/ui/icon/skill/203551.png,,,,,,,,,,,instant,-1,leader,,,,ally_none,5,0,,0,,,,,,1,,,,,,,,,,passive_def_up,target,,skill_start,-1,100,,20,,,,,,,,,,add_option_value_1,,,,,,,,,아군 전체의 방어력 {1}% 증가
203711,땅 레이디 드래곤,rare,e,드래그 스킬,code,skill_guardian,나르시즘,res/ui/icon/skill/203711.png,,res/effect/skill_ladydragon_heart/skill_ladydragon_heart.vrp,,,,,tracking,round,1,,instant,-1,active,,,,teammate_random,1,0,1,0,,,,,3,1,10,,,x,x,0,0,0,,heal,self,1,skill_start,1,100 * CON((skill_target_hp / skill_target_max_hp) <= 0.5),max_hp,20,,,,,,,,,guardian,val_1,target_count,add_option_value_1,,,2,4,스킬게이지10%추가,스킬게이지20%추가,{1}초동안 원형 범위의 아군 {2}명의 피해를 대신 받으며 대상의 생명력이 50% 미만일 때 자신의 생명력 {3}% 회복
203712,물 레이디 드래곤,rare,e,드래그 스킬,code,skill_guardian,나르시즘,res/ui/icon/skill/203712.png,,res/effect/skill_ladydragon_heart/skill_ladydragon_heart.vrp,,,,,tracking,round,1,,instant,-1,active,,,,teammate_random,1,0,1,0,,,,,3,1,10,,,x,x,0,0,0,,cure,target,1,skill_hit,1,100,,2,,,,,,,,,guardian,val_1,target_count,add_option_value_1,,,4,6,방어력15%증가,방어력20%증가,{1}초동안 원형 범위의 아군 {2}명의 피해를 대신 받으며 대상에게 걸려있는 해로운 효과 {3}개 제거
203713,불 레이디 드래곤,rare,e,드래그 스킬,code,skill_guardian,나르시즘,res/ui/icon/skill/203713.png,,res/effect/skill_ladydragon_heart/skill_ladydragon_heart.vrp,,,,,tracking,round,1,,instant,-1,active,,,,teammate_random,1,0,1,0,,,,,3,1,10,,,x,x,0,0,0,,stun,enemy_random,5,skill_start,7,100 * CON((skill_target_hp / skill_target_max_hp) <= 0.3),,100,,,,,,,,,guardian,val_1,target_count,add_option_target_count_1,add_option_target_count_1,add_option_time_1,4,6,방어력15%증가,방어력20%증가,{1}초동안 원형 범위의 아군 {2}명의 피해를 대신 받으며 대상의 생명력이 30% 미만일 때 무작위 적 {4}명에게 {5}초간 기절 유발
203714,빛 레이디 드래곤,rare,e,드래그 스킬,code,skill_guardian,나르시즘,res/ui/icon/skill/203714.png,,res/effect/skill_ladydragon_heart/skill_ladydragon_heart.vrp,,,,,tracking,round,1,,instant,-1,active,,,,teammate_random,1,0,1,0,,,,,3,1,10,,,x,x,0,0,0,,heal,self,1,skill_start,1,100,max_hp,10,,,,,,,,,guardian,val_1,target_count,add_option_value_1,,,4,6,방어력15%증가,방어력20%증가,{1}초동안 원형 범위의 아군 {2}명의 피해를 대신 받으며 자신의 생명력 {3}% 회복
203715,어둠 레이디 드래곤,rare,e,드래그 스킬,code,skill_guardian,나르시즘,res/ui/icon/skill/203715.png,,res/effect/skill_ladydragon_heart/skill_ladydragon_heart.vrp,,,,,tracking,round,1,,instant,-1,active,,,,teammate_random,1,0,1,0,,,,,3,1,10,,,x,x,0,0,0,,heal,self,1,skill_start,1,100 * CON((skill_target_hp / skill_target_max_hp) <= 0.5),max_hp,20,,,,,,,,,guardian,val_1,target_count,add_option_value_1,,,2,4,스킬게이지10%추가,스킬게이지20%추가,{1}초동안 원형 범위의 아군 {2}명의 피해를 대신 받으며 대상의 생명력이 50% 미만일 때 자신의 생명력 {3}% 회복
203721,땅 레이디 드래곤,rare,e,패시브 1,code,skill_heal_single,유대의 힘,res/ui/icon/skill/203721.png,,res/effect/skill_heal_monster/skill_heal_monster.vrp,,,,,,,,,instant,-1,basic_turn,6,,,self,1,0,,0,def,50,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,chance_value,power_rate,,,,,,,,일반공격 {1}회마다 자신에게 방어력의 {2}% 만큼 생명력 회복
203722,물 레이디 드래곤,rare,e,패시브 1,code,status_effect,유대의 힘,res/ui/icon/skill/203722.png,,,,,,,,,,,instant,-1,indie_time,10,,,ally_debuff,3,0,,0,,,,,1,1,,,,,,,,,,cure,ally_debuff,3,skill_start,1,100,,1,,,,,,,,,,chance_value,target_count,add_option_value_1,,,,,,,{1}초마다 해로운 효과 상태의 아군 {2}명에게 걸려있는 해로운 효과 {3}개 제거
203723,불 레이디 드래곤,rare,e,패시브 1,code,status_effect,유대의 힘,res/ui/icon/skill/203723.png,,,,,,,,,,,instant,-1,enemy_last_attack,10,,,enemy_last_attack,1,0,,0,,,,,1,1,,,,,,,,,,stun,target,1,skill_start,5,30,,100,,,,,,,,,,add_option_rate_1,add_option_time_1,,,,,,,,일반공격시 {1}% 확률로 공격한 대상에게 {2}초간 기절 유발
203724,빛 레이디 드래곤,rare,e,패시브 1,code,status_effect,유대의 힘,res/ui/icon/skill/203724.png,,,,,,,,,,,instant,-1,under_self_hp,20,,,self,1,0,,0,,,,,20,1,,,,,,,,,,immortal,self,1,skill_start,10,100,,100,,,,,,,,,,add_option_time_1,cooldown,,,,,,,,자신의 생명력이 20% 미만일 경우 자신에게 {1}초간 불사 효과 부여 (쿨타임 {2}초)
203725,어둠 레이디 드래곤,rare,e,패시브 1,code,status_effect,유대의 힘,res/ui/icon/skill/203725.png,res/ui/icon/skill/200011.png ,res/effect/skill_ladydragon_heart/skill_ladydragon_heart.vrp,,,,,,,,,instant,-1,under_teammate_hp,50,,,teammate_hp_low,1,0,,0,,,,,30,1,,,,,,,,,,resist,teammate_hp_low,1,skill_start,10,100,,50,,,,,,,,,,chance_value,add_option_time_1,add_option_value_1,cooldown,,,,,,자신을 제외한 아군의 생명력이 {1}% 미만일 때 대상에게 {2}초간 피해량을 {3}% 감소하는 보호막을 씌움 (쿨타임 {4}초)
