slid,sid,r_origin_rarity,r_origin_s_name,r_origin_power_rate,r_origin_hit,r_goal_powerate,lv,r_dragon,t_name,r_count_power_rate,col_01,mod_01,val_01,col_02,mod_02,val_02,col_03,mod_03,val_03,col_04,mod_04,val_04,col_05,mod_05,val_05,desc_1,desc_2,desc_3,desc_4,desc_5,t_desc
20172205,201722,hero,패시브 1,100,2,50,5,물 에일리언 드래곤,코즈믹 파워,4,power_rate,add,13,,,,,,,,,,,,,,,,,,
20173201,201732,hero,패시브 2,,1,,1,물 에일리언 드래곤,우주먼지,0,,,,,,,,,,,,,,,,,,,,,
20173202,201732,hero,패시브 2,,1,,2,물 에일리언 드래곤,우주먼지,0,add_option_time_1,add,1,,,,,,,,,,,,,,,,,,
20173203,201732,hero,패시브 2,,1,,3,물 에일리언 드래곤,우주먼지,0,add_option_time_1,add,1,,,,,,,,,,,,,,,,,,
20173204,201732,hero,패시브 2,,1,,4,물 에일리언 드래곤,우주먼지,0,add_option_time_1,add,1,,,,,,,,,,,,,,,,,,
20173205,201732,hero,패시브 2,,1,,5,물 에일리언 드래곤,우주먼지,0,add_option_time_1,add,2,,,,,,,,,,,,,,,,,,
20171301,201713,hero,드래그 스킬,350,1,175,1,불 에일리언 드래곤,우주의 힘,4,,,,,,,,,,,,,,,,,,,,,
20171302,201713,hero,드래그 스킬,350,1,175,2,불 에일리언 드래곤,우주의 힘,4,power_rate,add,44,,,,,,,,,,,,,,,,,,
20171303,201713,hero,드래그 스킬,350,1,175,3,불 에일리언 드래곤,우주의 힘,4,power_rate,add,44,,,,,,,,,,,,,,,,,,
20171304,201713,hero,드래그 스킬,350,1,175,4,불 에일리언 드래곤,우주의 힘,4,power_rate,add,44,,,,,,,,,,,,,,,,,,
20171305,201713,hero,드래그 스킬,350,1,175,5,불 에일리언 드래곤,우주의 힘,4,power_rate,add,44,,,,,,,,,,,,,,,,,,
20172301,201723,hero,패시브 1,,1,,1,불 에일리언 드래곤,코즈믹 파워,0,,,,,,,,,,,,,,,,,,,,,
20172302,201723,hero,패시브 1,,1,,2,불 에일리언 드래곤,코즈믹 파워,0,add_option_time_1,add,1,,,,,,,,,,,,,,,,,,
20172303,201723,hero,패시브 1,,1,,3,불 에일리언 드래곤,코즈믹 파워,0,add_option_time_1,add,1,,,,,,,,,,,,,,,,,,
20172304,201723,hero,패시브 1,,1,,4,불 에일리언 드래곤,코즈믹 파워,0,add_option_time_1,add,1,,,,,,,,,,,,,,,,,,
20172305,201723,hero,패시브 1,,1,,5,불 에일리언 드래곤,코즈믹 파워,0,add_option_time_1,add,2,,,,,,,,,,,,,,,,,,
20173301,201733,hero,패시브 2,150,1,75,1,불 에일리언 드래곤,우주먼지,4,,,,,,,,,,,,,,,,,,,,,
20173302,201733,hero,패시브 2,150,1,75,2,불 에일리언 드래곤,우주먼지,4,power_rate,add,19,,,,,,,,,,,,,,,,,,
20173303,201733,hero,패시브 2,150,1,75,3,불 에일리언 드래곤,우주먼지,4,power_rate,add,19,,,,,,,,,,,,,,,,,,
20173304,201733,hero,패시브 2,150,1,75,4,불 에일리언 드래곤,우주먼지,4,power_rate,add,19,,,,,,,,,,,,,,,,,,
20173305,201733,hero,패시브 2,150,1,75,5,불 에일리언 드래곤,우주먼지,4,power_rate,add,19,,,,,,,,,,,,,,,,,,
20171401,201714,hero,드래그 스킬,350,1,175,1,빛 에일리언드래곤,우주의 힘,4,,,,,,,,,,,,,,,,,,,,,
20171402,201714,hero,드래그 스킬,350,1,175,2,빛 에일리언드래곤,우주의 힘,4,power_rate,add,44,,,,,,,,,,,,,,,,,,
20171403,201714,hero,드래그 스킬,350,1,175,3,빛 에일리언드래곤,우주의 힘,4,power_rate,add,44,,,,,,,,,,,,,,,,,,
20171404,201714,hero,드래그 스킬,350,1,175,4,빛 에일리언드래곤,우주의 힘,4,power_rate,add,44,,,,,,,,,,,,,,,,,,
20171405,201714,hero,드래그 스킬,350,1,175,5,빛 에일리언드래곤,우주의 힘,4,power_rate,add,44,,,,,,,,,,,,,,,,,,
20172401,201724,hero,패시브 1,100,2,50,1,빛 에일리언드래곤,코즈믹 파워,4,,,,,,,,,,,,,,,,,,,,,
20172402,201724,hero,패시브 1,100,2,50,2,빛 에일리언드래곤,코즈믹 파워,4,power_rate,add,13,,,,,,,,,,,,,,,,,,
20172403,201724,hero,패시브 1,100,2,50,3,빛 에일리언드래곤,코즈믹 파워,4,power_rate,add,13,,,,,,,,,,,,,,,,,,
20172404,201724,hero,패시브 1,100,2,50,4,빛 에일리언드래곤,코즈믹 파워,4,power_rate,add,13,,,,,,,,,,,,,,,,,,
20172405,201724,hero,패시브 1,100,2,50,5,빛 에일리언드래곤,코즈믹 파워,4,power_rate,add,13,,,,,,,,,,,,,,,,,,
20173401,201734,hero,패시브 2,,1,,1,빛 에일리언드래곤,우주먼지,0,,,,,,,,,,,,,,,,,,,,,
20173402,201734,hero,패시브 2,,1,,2,빛 에일리언드래곤,우주먼지,0,add_option_time_1,add,1,,,,,,,,,,,,,,,,,,
20173403,201734,hero,패시브 2,,1,,3,빛 에일리언드래곤,우주먼지,0,add_option_time_1,add,1,,,,,,,,,,,,,,,,,,
20173404,201734,hero,패시브 2,,1,,4,빛 에일리언드래곤,우주먼지,0,add_option_time_1,add,1,,,,,,,,,,,,,,,,,,
20173405,201734,hero,패시브 2,,1,,5,빛 에일리언드래곤,우주먼지,0,add_option_time_1,add,2,,,,,,,,,,,,,,,,,,
20171501,201715,hero,드래그 스킬,350,1,175,1,어둠 에일리언드래곤,우주의 힘,4,,,,,,,,,,,,,,,,,,,,,
20171502,201715,hero,드래그 스킬,350,1,175,2,어둠 에일리언드래곤,우주의 힘,4,power_rate,add,44,,,,,,,,,,,,,,,,,,
20171503,201715,hero,드래그 스킬,350,1,175,3,어둠 에일리언드래곤,우주의 힘,4,power_rate,add,44,,,,,,,,,,,,,,,,,,
20171504,201715,hero,드래그 스킬,350,1,175,4,어둠 에일리언드래곤,우주의 힘,4,power_rate,add,44,,,,,,,,,,,,,,,,,,
20171505,201715,hero,드래그 스킬,350,1,175,5,어둠 에일리언드래곤,우주의 힘,4,power_rate,add,44,,,,,,,,,,,,,,,,,,
20172501,201725,hero,패시브 1,100,2,50,1,어둠 에일리언드래곤,코즈믹 파워,4,,,,,,,,,,,,,,,,,,,,,
20172502,201725,hero,패시브 1,100,2,50,2,어둠 에일리언드래곤,코즈믹 파워,4,power_rate,add,13,,,,,,,,,,,,,,,,,,
20172503,201725,hero,패시브 1,100,2,50,3,어둠 에일리언드래곤,코즈믹 파워,4,power_rate,add,13,,,,,,,,,,,,,,,,,,
20172504,201725,hero,패시브 1,100,2,50,4,어둠 에일리언드래곤,코즈믹 파워,4,power_rate,add,13,,,,,,,,,,,,,,,,,,
20172505,201725,hero,패시브 1,100,2,50,5,어둠 에일리언드래곤,코즈믹 파워,4,power_rate,add,13,,,,,,,,,,,,,,,,,,
20173501,201735,hero,패시브 2,,1,,1,어둠 에일리언드래곤,우주먼지,0,,,,,,,,,,,,,,,,,,,,,
20173502,201735,hero,패시브 2,,1,,2,어둠 에일리언드래곤,우주먼지,0,add_option_time_1,add,1,,,,,,,,,,,,,,,,,,
20173503,201735,hero,패시브 2,,1,,3,어둠 에일리언드래곤,우주먼지,0,add_option_time_1,add,1,,,,,,,,,,,,,,,,,,
20173504,201735,hero,패시브 2,,1,,4,어둠 에일리언드래곤,우주먼지,0,add_option_time_1,add,1,,,,,,,,,,,,,,,,,,
20173505,201735,hero,패시브 2,,1,,5,어둠 에일리언드래곤,우주먼지,0,add_option_time_1,add,2,,,,,,,,,,,,,,,,,,
20181101,201811,common,드래그 스킬,60,5,30,1,땅 청룡,번개 구름,4,,,,,,,,,,,,,,,,,,,,,
20181102,201811,common,드래그 스킬,60,5,30,2,땅 청룡,번개 구름,4,power_rate,add,8,,,,,,,,,,,,,,,,,,
20181103,201811,common,드래그 스킬,60,5,30,3,땅 청룡,번개 구름,4,power_rate,add,8,,,,,,,,,,,,,,,,,,
20181104,201811,common,드래그 스킬,60,5,30,4,땅 청룡,번개 구름,4,power_rate,add,8,,,,,,,,,,,,,,,,,,
20181105,201811,common,드래그 스킬,60,5,30,5,땅 청룡,번개 구름,4,power_rate,add,8,,,,,,,,,,,,,,,,,,
20182101,201821,common,패시브 1,50,1,25,1,땅 청룡,청룡의 힘,4,,,,,,,,,,,,,,,,,,,,,
20182102,201821,common,패시브 1,50,1,25,2,땅 청룡,청룡의 힘,4,power_rate,add,6,,,,,,,,,,,,,,,,,,
20182103,201821,common,패시브 1,50,1,25,3,땅 청룡,청룡의 힘,4,power_rate,add,6,,,,,,,,,,,,,,,,,,
20182104,201821,common,패시브 1,50,1,25,4,땅 청룡,청룡의 힘,4,power_rate,add,6,,,,,,,,,,,,,,,,,,
20182105,201821,common,패시브 1,50,1,25,5,땅 청룡,청룡의 힘,4,power_rate,add,6,,,,,,,,,,,,,,,,,,
20183101,201831,common,패시브 2,,1,,1,땅 청룡,공격 속도 증가,0,,,,,,,,,,,,,,,,,,,,,
20183102,201831,common,패시브 2,,1,,2,땅 청룡,공격 속도 증가,0,add_option_time_1,add,1,,,,,,,,,,,,,,,,,,
20183103,201831,common,패시브 2,,1,,3,땅 청룡,공격 속도 증가,0,add_option_time_1,add,1,,,,,,,,,,,,,,,,,,
20183104,201831,common,패시브 2,,1,,4,땅 청룡,공격 속도 증가,0,add_option_time_1,add,1,,,,,,,,,,,,,,,,,,
20183105,201831,common,패시브 2,,1,,5,땅 청룡,공격 속도 증가,0,add_option_time_1,add,1,,,,,,,,,,,,,,,,,,
20181201,201812,common,드래그 스킬,60,5,30,1,물 청룡,번개 구름,4,,,,,,,,,,,,,,,,,,,,,
20181202,201812,common,드래그 스킬,60,5,30,2,물 청룡,번개 구름,4,power_rate,add,8,,,,,,,,,,,,,,,,,,
20181203,201812,common,드래그 스킬,60,5,30,3,물 청룡,번개 구름,4,power_rate,add,8,,,,,,,,,,,,,,,,,,
20181204,201812,common,드래그 스킬,60,5,30,4,물 청룡,번개 구름,4,power_rate,add,8,,,,,,,,,,,,,,,,,,
20181205,201812,common,드래그 스킬,60,5,30,5,물 청룡,번개 구름,4,power_rate,add,8,,,,,,,,,,,,,,,,,,
20182201,201822,common,패시브 1,50,1,25,1,물 청룡,청룡의 힘,4,,,,,,,,,,,,,,,,,,,,,
20182202,201822,common,패시브 1,50,1,25,2,물 청룡,청룡의 힘,4,power_rate,add,6,,,,,,,,,,,,,,,,,,
20182203,201822,common,패시브 1,50,1,25,3,물 청룡,청룡의 힘,4,power_rate,add,6,,,,,,,,,,,,,,,,,,
20182204,201822,common,패시브 1,50,1,25,4,물 청룡,청룡의 힘,4,power_rate,add,6,,,,,,,,,,,,,,,,,,
20182205,201822,common,패시브 1,50,1,25,5,물 청룡,청룡의 힘,4,power_rate,add,6,,,,,,,,,,,,,,,,,,
20183201,201832,common,패시브 2,,1,,1,물 청룡,회피 증가,0,,,,,,,,,,,,,,,,,,,,,
20183202,201832,common,패시브 2,,1,,2,물 청룡,회피 증가,0,add_option_time_1,add,1,,,,,,,,,,,,,,,,,,
20183203,201832,common,패시브 2,,1,,3,물 청룡,회피 증가,0,add_option_time_1,add,1,,,,,,,,,,,,,,,,,,
20183204,201832,common,패시브 2,,1,,4,물 청룡,회피 증가,0,add_option_time_1,add,1,,,,,,,,,,,,,,,,,,
20183205,201832,common,패시브 2,,1,,5,물 청룡,회피 증가,0,add_option_time_1,add,1,,,,,,,,,,,,,,,,,,
20181301,201813,common,드래그 스킬,60,5,30,1,불 청룡,번개 구름,4,,,,,,,,,,,,,,,,,,,,,
20181302,201813,common,드래그 스킬,60,5,30,2,불 청룡,번개 구름,4,power_rate,add,8,,,,,,,,,,,,,,,,,,
20181303,201813,common,드래그 스킬,60,5,30,3,불 청룡,번개 구름,4,power_rate,add,8,,,,,,,,,,,,,,,,,,
20181304,201813,common,드래그 스킬,60,5,30,4,불 청룡,번개 구름,4,power_rate,add,8,,,,,,,,,,,,,,,,,,
20181305,201813,common,드래그 스킬,60,5,30,5,불 청룡,번개 구름,4,power_rate,add,8,,,,,,,,,,,,,,,,,,
20182301,201823,common,패시브 1,50,1,25,1,불 청룡,청룡의 힘,4,,,,,,,,,,,,,,,,,,,,,
20182302,201823,common,패시브 1,50,1,25,2,불 청룡,청룡의 힘,4,power_rate,add,6,,,,,,,,,,,,,,,,,,
20182303,201823,common,패시브 1,50,1,25,3,불 청룡,청룡의 힘,4,power_rate,add,6,,,,,,,,,,,,,,,,,,
20182304,201823,common,패시브 1,50,1,25,4,불 청룡,청룡의 힘,4,power_rate,add,6,,,,,,,,,,,,,,,,,,
20182305,201823,common,패시브 1,50,1,25,5,불 청룡,청룡의 힘,4,power_rate,add,6,,,,,,,,,,,,,,,,,,
20183301,201833,common,패시브 2,,1,,1,불 청룡,치명 확률 증가,0,,,,,,,,,,,,,,,,,,,,,
20183302,201833,common,패시브 2,,1,,2,불 청룡,치명 확률 증가,0,add_option_time_1,add,1,,,,,,,,,,,,,,,,,,
20183303,201833,common,패시브 2,,1,,3,불 청룡,치명 확률 증가,0,add_option_time_1,add,1,,,,,,,,,,,,,,,,,,
20183304,201833,common,패시브 2,,1,,4,불 청룡,치명 확률 증가,0,add_option_time_1,add,1,,,,,,,,,,,,,,,,,,
20183305,201833,common,패시브 2,,1,,5,불 청룡,치명 확률 증가,0,add_option_time_1,add,1,,,,,,,,,,,,,,,,,,
20181401,201814,common,드래그 스킬,60,5,30,1,빛 청룡,번개 구름,4,,,,,,,,,,,,,,,,,,,,,
20181402,201814,common,드래그 스킬,60,5,30,2,빛 청룡,번개 구름,4,power_rate,add,8,,,,,,,,,,,,,,,,,,
20181403,201814,common,드래그 스킬,60,5,30,3,빛 청룡,번개 구름,4,power_rate,add,8,,,,,,,,,,,,,,,,,,
20181404,201814,common,드래그 스킬,60,5,30,4,빛 청룡,번개 구름,4,power_rate,add,8,,,,,,,,,,,,,,,,,,
20181405,201814,common,드래그 스킬,60,5,30,5,빛 청룡,번개 구름,4,power_rate,add,8,,,,,,,,,,,,,,,,,,
20182401,201824,common,패시브 1,50,1,25,1,빛 청룡,청룡의 힘,4,,,,,,,,,,,,,,,,,,,,,
20182402,201824,common,패시브 1,50,1,25,2,빛 청룡,청룡의 힘,4,power_rate,add,6,,,,,,,,,,,,,,,,,,
20182403,201824,common,패시브 1,50,1,25,3,빛 청룡,청룡의 힘,4,power_rate,add,6,,,,,,,,,,,,,,,,,,
20182404,201824,common,패시브 1,50,1,25,4,빛 청룡,청룡의 힘,4,power_rate,add,6,,,,,,,,,,,,,,,,,,
20182405,201824,common,패시브 1,50,1,25,5,빛 청룡,청룡의 힘,4,power_rate,add,6,,,,,,,,,,,,,,,,,,
20183401,201834,common,패시브 2,,1,,1,빛 청룡,치명 피해 증가,0,,,,,,,,,,,,,,,,,,,,,
20183402,201834,common,패시브 2,,1,,2,빛 청룡,치명 피해 증가,0,add_option_time_1,add,1,,,,,,,,,,,,,,,,,,
20183403,201834,common,패시브 2,,1,,3,빛 청룡,치명 피해 증가,0,add_option_time_1,add,1,,,,,,,,,,,,,,,,,,
20183404,201834,common,패시브 2,,1,,4,빛 청룡,치명 피해 증가,0,add_option_time_1,add,1,,,,,,,,,,,,,,,,,,
20183405,201834,common,패시브 2,,1,,5,빛 청룡,치명 피해 증가,0,add_option_time_1,add,1,,,,,,,,,,,,,,,,,,
20181501,201815,common,드래그 스킬,60,5,30,1,어둠 청룡,번개 구름,4,,,,,,,,,,,,,,,,,,,,,
20181502,201815,common,드래그 스킬,60,5,30,2,어둠 청룡,번개 구름,4,power_rate,add,8,,,,,,,,,,,,,,,,,,
20181503,201815,common,드래그 스킬,60,5,30,3,어둠 청룡,번개 구름,4,power_rate,add,8,,,,,,,,,,,,,,,,,,
20181504,201815,common,드래그 스킬,60,5,30,4,어둠 청룡,번개 구름,4,power_rate,add,8,,,,,,,,,,,,,,,,,,
20181505,201815,common,드래그 스킬,60,5,30,5,어둠 청룡,번개 구름,4,power_rate,add,8,,,,,,,,,,,,,,,,,,
20182501,201825,common,패시브 1,50,1,25,1,어둠 청룡,청룡의 힘,4,,,,,,,,,,,,,,,,,,,,,
20182502,201825,common,패시브 1,50,1,25,2,어둠 청룡,청룡의 힘,4,power_rate,add,6,,,,,,,,,,,,,,,,,,
20182503,201825,common,패시브 1,50,1,25,3,어둠 청룡,청룡의 힘,4,power_rate,add,6,,,,,,,,,,,,,,,,,,
20182504,201825,common,패시브 1,50,1,25,4,어둠 청룡,청룡의 힘,4,power_rate,add,6,,,,,,,,,,,,,,,,,,
20182505,201825,common,패시브 1,50,1,25,5,어둠 청룡,청룡의 힘,4,power_rate,add,6,,,,,,,,,,,,,,,,,,
20183501,201835,common,패시브 2,,1,,1,어둠 청룡,공격력 증가,0,,,,,,,,,,,,,,,,,,,,,
20183502,201835,common,패시브 2,,1,,2,어둠 청룡,공격력 증가,0,add_option_time_1,add,1,,,,,,,,,,,,,,,,,,
20183503,201835,common,패시브 2,,1,,3,어둠 청룡,공격력 증가,0,add_option_time_1,add,1,,,,,,,,,,,,,,,,,,
20183504,201835,common,패시브 2,,1,,4,어둠 청룡,공격력 증가,0,add_option_time_1,add,1,,,,,,,,,,,,,,,,,,
20183505,201835,common,패시브 2,,1,,5,어둠 청룡,공격력 증가,0,add_option_time_1,add,1,,,,,,,,,,,,,,,,,,
20191101,201911,rare,드래그 스킬,325,1,163,1,땅 리티오,백야의 태양,4,,,,,,,,,,,,,,,,,,,,,
20191102,201911,rare,드래그 스킬,325,1,163,2,땅 리티오,백야의 태양,4,power_rate,add,41,,,,,,,,,,,,,,,,,,
20191103,201911,rare,드래그 스킬,325,1,163,3,땅 리티오,백야의 태양,4,power_rate,add,41,,,,,,,,,,,,,,,,,,
20191104,201911,rare,드래그 스킬,325,1,163,4,땅 리티오,백야의 태양,4,power_rate,add,41,,,,,,,,,,,,,,,,,,
20191105,201911,rare,드래그 스킬,325,1,163,5,땅 리티오,백야의 태양,4,power_rate,add,41,,,,,,,,,,,,,,,,,,
20192101,201921,rare,패시브 1,,1,,1,땅 리티오,의료용 솜털,0,,,,,,,,,,,,,,,,,,,,,
20192102,201921,rare,패시브 1,,1,,2,땅 리티오,의료용 솜털,0,add_option_value_1,add,5,,,,,,,,,,,,,,,,,,
20192103,201921,rare,패시브 1,,1,,3,땅 리티오,의료용 솜털,0,add_option_value_1,add,5,,,,,,,,,,,,,,,,,,
20192104,201921,rare,패시브 1,,1,,4,땅 리티오,의료용 솜털,0,add_option_value_1,add,5,,,,,,,,,,,,,,,,,,
20192105,201921,rare,패시브 1,,1,,5,땅 리티오,의료용 솜털,0,add_option_value_1,add,5,,,,,,,,,,,,,,,,,,
20193101,201931,rare,패시브 2,50,1,25,1,땅 리티오,먼지털기,4,,,,,,,,,,,,,,,,,,,,,
20193102,201931,rare,패시브 2,50,1,25,2,땅 리티오,먼지털기,4,power_rate,add,6,,,,,,,,,,,,,,,,,,
20193103,201931,rare,패시브 2,50,1,25,3,땅 리티오,먼지털기,4,power_rate,add,6,,,,,,,,,,,,,,,,,,
20193104,201931,rare,패시브 2,50,1,25,4,땅 리티오,먼지털기,4,power_rate,add,6,,,,,,,,,,,,,,,,,,
20193105,201931,rare,패시브 2,50,1,25,5,땅 리티오,먼지털기,4,power_rate,add,6,,,,,,,,,,,,,,,,,,
20191201,201912,rare,드래그 스킬,325,1,163,1,물 리티오,백야의 태양,4,,,,,,,,,,,,,,,,,,,,,
20191202,201912,rare,드래그 스킬,325,1,163,2,물 리티오,백야의 태양,4,power_rate,add,41,,,,,,,,,,,,,,,,,,
20191203,201912,rare,드래그 스킬,325,1,163,3,물 리티오,백야의 태양,4,power_rate,add,41,,,,,,,,,,,,,,,,,,
20191204,201912,rare,드래그 스킬,325,1,163,4,물 리티오,백야의 태양,4,power_rate,add,41,,,,,,,,,,,,,,,,,,
20191205,201912,rare,드래그 스킬,325,1,163,5,물 리티오,백야의 태양,4,power_rate,add,41,,,,,,,,,,,,,,,,,,
20192201,201922,rare,패시브 1,30,1,15,1,물 리티오,의료용 솜털,4,,,,,,,,,,,,,,,,,,,,,
20192202,201922,rare,패시브 1,30,1,15,2,물 리티오,의료용 솜털,4,power_rate,add,4,,,,,,,,,,,,,,,,,,
20192203,201922,rare,패시브 1,30,1,15,3,물 리티오,의료용 솜털,4,power_rate,add,4,,,,,,,,,,,,,,,,,,
20192204,201922,rare,패시브 1,30,1,15,4,물 리티오,의료용 솜털,4,power_rate,add,4,,,,,,,,,,,,,,,,,,
20192205,201922,rare,패시브 1,30,1,15,5,물 리티오,의료용 솜털,4,power_rate,add,4,,,,,,,,,,,,,,,,,,
20193201,201932,rare,패시브 2,20,1,10,1,물 리티오,먼지털기,4,,,,,,,,,,,,,,,,,,,,,
20193202,201932,rare,패시브 2,20,1,10,2,물 리티오,먼지털기,4,power_rate,add,3,,,,,,,,,,,,,,,,,,
20193203,201932,rare,패시브 2,20,1,10,3,물 리티오,먼지털기,4,power_rate,add,3,,,,,,,,,,,,,,,,,,
20193204,201932,rare,패시브 2,20,1,10,4,물 리티오,먼지털기,4,power_rate,add,3,,,,,,,,,,,,,,,,,,
20193205,201932,rare,패시브 2,20,1,10,5,물 리티오,먼지털기,4,power_rate,add,3,,,,,,,,,,,,,,,,,,
20191301,201913,rare,드래그 스킬,325,1,163,1,불 리티오,백야의 태양,4,,,,,,,,,,,,,,,,,,,,,
20191302,201913,rare,드래그 스킬,325,1,163,2,불 리티오,백야의 태양,4,power_rate,add,41,,,,,,,,,,,,,,,,,,
20191303,201913,rare,드래그 스킬,325,1,163,3,불 리티오,백야의 태양,4,power_rate,add,41,,,,,,,,,,,,,,,,,,
20191304,201913,rare,드래그 스킬,325,1,163,4,불 리티오,백야의 태양,4,power_rate,add,41,,,,,,,,,,,,,,,,,,
20191305,201913,rare,드래그 스킬,325,1,163,5,불 리티오,백야의 태양,4,power_rate,add,41,,,,,,,,,,,,,,,,,,
20192301,201923,rare,패시브 1,50,1,25,1,불 리티오,의료용 솜털,4,,,,,,,,,,,,,,,,,,,,,
20192302,201923,rare,패시브 1,50,1,25,2,불 리티오,의료용 솜털,4,power_rate,add,6,,,,,,,,,,,,,,,,,,
20192303,201923,rare,패시브 1,50,1,25,3,불 리티오,의료용 솜털,4,power_rate,add,6,,,,,,,,,,,,,,,,,,
20192304,201923,rare,패시브 1,50,1,25,4,불 리티오,의료용 솜털,4,power_rate,add,6,,,,,,,,,,,,,,,,,,
20192305,201923,rare,패시브 1,50,1,25,5,불 리티오,의료용 솜털,4,power_rate,add,6,,,,,,,,,,,,,,,,,,
20193301,201933,rare,패시브 2,200,1,100,1,불 리티오,먼지털기,4,,,,,,,,,,,,,,,,,,,,,
20193302,201933,rare,패시브 2,200,1,100,2,불 리티오,먼지털기,4,power_rate,add,25,,,,,,,,,,,,,,,,,,
20193303,201933,rare,패시브 2,200,1,100,3,불 리티오,먼지털기,4,power_rate,add,25,,,,,,,,,,,,,,,,,,
20193304,201933,rare,패시브 2,200,1,100,4,불 리티오,먼지털기,4,power_rate,add,25,,,,,,,,,,,,,,,,,,
20193305,201933,rare,패시브 2,200,1,100,5,불 리티오,먼지털기,4,power_rate,add,25,,,,,,,,,,,,,,,,,,
20191401,201914,rare,드래그 스킬,325,1,163,1,빛 리티오,백야의 태양,4,,,,,,,,,,,,,,,,,,,,,
20191402,201914,rare,드래그 스킬,325,1,163,2,빛 리티오,백야의 태양,4,power_rate,add,41,,,,,,,,,,,,,,,,,,
20191403,201914,rare,드래그 스킬,325,1,163,3,빛 리티오,백야의 태양,4,power_rate,add,41,,,,,,,,,,,,,,,,,,
20191404,201914,rare,드래그 스킬,325,1,163,4,빛 리티오,백야의 태양,4,power_rate,add,41,,,,,,,,,,,,,,,,,,
20191405,201914,rare,드래그 스킬,325,1,163,5,빛 리티오,백야의 태양,4,power_rate,add,41,,,,,,,,,,,,,,,,,,
20192401,201924,rare,패시브 1,,1,,1,빛 리티오,의료용 솜털,0,,,,,,,,,,,,,,,,,,,,,
20192402,201924,rare,패시브 1,,1,,2,빛 리티오,의료용 솜털,0,add_option_value_1,add,5,,,,,,,,,,,,,,,,,,
20192403,201924,rare,패시브 1,,1,,3,빛 리티오,의료용 솜털,0,add_option_value_1,add,5,,,,,,,,,,,,,,,,,,
20192404,201924,rare,패시브 1,,1,,4,빛 리티오,의료용 솜털,0,add_option_value_1,add,5,,,,,,,,,,,,,,,,,,
20192405,201924,rare,패시브 1,,1,,5,빛 리티오,의료용 솜털,0,add_option_value_1,add,5,,,,,,,,,,,,,,,,,,
20193401,201934,rare,패시브 2,50,1,25,1,빛 리티오,먼지털기,4,,,,,,,,,,,,,,,,,,,,,
20193402,201934,rare,패시브 2,50,1,25,2,빛 리티오,먼지털기,4,power_rate,add,6,,,,,,,,,,,,,,,,,,
20193403,201934,rare,패시브 2,50,1,25,3,빛 리티오,먼지털기,4,power_rate,add,6,,,,,,,,,,,,,,,,,,
20193404,201934,rare,패시브 2,50,1,25,4,빛 리티오,먼지털기,4,power_rate,add,6,,,,,,,,,,,,,,,,,,
20193405,201934,rare,패시브 2,50,1,25,5,빛 리티오,먼지털기,4,power_rate,add,6,,,,,,,,,,,,,,,,,,
20191501,201915,rare,드래그 스킬,325,1,163,1,어둠 리티오,백야의 태양,4,,,,,,,,,,,,,,,,,,,,,
20191502,201915,rare,드래그 스킬,325,1,163,2,어둠 리티오,백야의 태양,4,power_rate,add,41,,,,,,,,,,,,,,,,,,
20191503,201915,rare,드래그 스킬,325,1,163,3,어둠 리티오,백야의 태양,4,power_rate,add,41,,,,,,,,,,,,,,,,,,
20191504,201915,rare,드래그 스킬,325,1,163,4,어둠 리티오,백야의 태양,4,power_rate,add,41,,,,,,,,,,,,,,,,,,
20191505,201915,rare,드래그 스킬,325,1,163,5,어둠 리티오,백야의 태양,4,power_rate,add,41,,,,,,,,,,,,,,,,,,
20192501,201925,rare,패시브 1,50,1,25,1,어둠 리티오,의료용 솜털,4,,,,,,,,,,,,,,,,,,,,,
20192502,201925,rare,패시브 1,50,1,25,2,어둠 리티오,의료용 솜털,4,power_rate,add,6,,,,,,,,,,,,,,,,,,
20192503,201925,rare,패시브 1,50,1,25,3,어둠 리티오,의료용 솜털,4,power_rate,add,6,,,,,,,,,,,,,,,,,,
20192504,201925,rare,패시브 1,50,1,25,4,어둠 리티오,의료용 솜털,4,power_rate,add,6,,,,,,,,,,,,,,,,,,
20192505,201925,rare,패시브 1,50,1,25,5,어둠 리티오,의료용 솜털,4,power_rate,add,6,,,,,,,,,,,,,,,,,,
20193501,201935,rare,패시브 2,20,1,10,1,어둠 리티오,먼지털기,4,,,,,,,,,,,,,,,,,,,,,
20193502,201935,rare,패시브 2,20,1,10,2,어둠 리티오,먼지털기,4,power_rate,add,3,,,,,,,,,,,,,,,,,,
20193503,201935,rare,패시브 2,20,1,10,3,어둠 리티오,먼지털기,4,power_rate,add,3,,,,,,,,,,,,,,,,,,
20193504,201935,rare,패시브 2,20,1,10,4,어둠 리티오,먼지털기,4,power_rate,add,3,,,,,,,,,,,,,,,,,,
20193505,201935,rare,패시브 2,20,1,10,5,어둠 리티오,먼지털기,4,power_rate,add,3,,,,,,,,,,,,,,,,,,
20201101,202011,hero,드래그 스킬,88,4,44,1,땅 허리케인,허리케인,4,,,,,,,,,,,,,,,,,,,,,
20201102,202011,hero,드래그 스킬,88,4,44,2,땅 허리케인,허리케인,4,power_rate,add,11,,,,,,,,,,,,,,,,,,
20201103,202011,hero,드래그 스킬,88,4,44,3,땅 허리케인,허리케인,4,power_rate,add,11,,,,,,,,,,,,,,,,,,
