stage,t_name,r_difficult,mode,r_chapter_info,r_stage_info,attr,level,hp_ratio,cost_type,cost_value,time_limit,wave,r_dragon_exp2,dragon_exp,r_dragon_exp,tamer_exp,gold_min,gold_max,gph,gpd,gpl,mission_01,mission_02,mission_03,item_1_id,item_1_min,item_1_max,item_1_rate,item_2_id,item_2_min,item_2_max,item_2_rate,item_3_id,item_3_min,item_3_max,item_3_rate,buff_user,buff_enemy,t_help
1210406,빛의 거대용,nest,d_light,dragon,6,light,141,1,st,8,120,3,30750,9044,6150,133,1200,1500,0,0,0,,,,701143,3,5,1,701144,2,4,1,,,,,attr;dark;hit_rate_add;-10,attr;light;resistance_add;30,어둠 속성 아군의 명중이 감소합니다.\\n 빛 속성 적군의 효과 저항이 증가합니다.
1210501,어둠의 거대용,nest,d_dark,dragon,1,dark,34,1,st,6,120,3,4500,2424,900,63,200,500,0,0,0,,,,701151,1,2,1,,,,,,,,,attr;light;hp_multi;-10,attr;dark;accuracy_add;15,빛 속성 아군의 체력이 감소합니다. \\n 어둠 속성 적군의 효과 적중이 증가합니다.
1210502,어둠의 거대용,nest,d_dark,dragon,2,dark,61,1,st,6,120,3,6950,3684,1390,77,400,700,0,0,0,,,,701151,2,3,1,701152,1,1,0.5,,,,,attr;light;hp_multi;-10,attr;dark;accuracy_add;15,빛 속성 아군의 체력이 감소합니다. \\n 어둠 속성 적군의 효과 적중이 증가합니다.
1210503,어둠의 거대용,nest,d_dark,dragon,3,dark,75,1,st,7,120,3,10800,4976,2160,91,600,900,0,0,0,,,,701151,3,4,1,701152,1,2,1,701153,1,2,0.5,attr;light;hp_multi;-10,attr;dark;accuracy_add;15,빛 속성 아군의 체력이 감소합니다. \\n 어둠 속성 적군의 효과 적중이 증가합니다.
1210504,어둠의 거대용,nest,d_dark,dragon,4,dark,100,1,st,7,120,3,16050,6300,3210,105,800,1100,0,0,0,,,,701152,2,4,1,701153,1,2,0.5,,,,,attr;light;hp_multi;-10,attr;dark;accuracy_add;15,빛 속성 아군의 체력이 감소합니다. \\n 어둠 속성 적군의 효과 적중이 증가합니다.
1210505,어둠의 거대용,nest,d_dark,dragon,5,dark,127,1,st,8,120,3,22700,7656,4540,119,1000,1300,0,0,0,,,,701152,3,5,1,701153,2,4,1,701154,1,2,0.5,attr;light;hp_multi;-10,attr;dark;accuracy_add;15,빛 속성 아군의 체력이 감소합니다. \\n 어둠 속성 적군의 효과 적중이 증가합니다.
1210506,어둠의 거대용,nest,d_dark,dragon,6,dark,141,1,st,8,120,3,30750,9044,6150,133,1200,1500,0,0,0,,,,701153,3,5,1,701154,2,4,1,,,,,attr;light;hp_multi;-10,attr;dark;accuracy_add;15,빛 속성 아군의 체력이 감소합니다. \\n 어둠 속성 적군의 효과 적중이 증가합니다.
1220001,악몽,nest,nightmare,nightmare,1,light,34,1,st,6,120,3,4050,4050,810,41,200,500,0,0,0,,,,720011,1,1,1,,,,,,,,,,,
1220002,악몽,nest,nightmare,nightmare,2,water,54,1,st,6,120,3,5250,5250,1050,53,400,700,0,0,0,,,,720012,1,1,0.5,720011,1,1,1,,,,,,,
1220003,악몽,nest,nightmare,nightmare,3,earth,84,1,st,7,120,3,7050,7050,1410,65,600,900,0,0,0,,,,720013,1,1,0.5,720012,1,1,1,,,,,,,
1220004,악몽,nest,nightmare,nightmare,4,fire,124,1,st,7,120,3,9450,9450,1890,77,800,1100,0,0,0,,,,720014,1,1,0.5,720013,1,1,1,,,,,,,
1220005,악몽,nest,nightmare,nightmare,5,dark,174,1,st,8,120,3,12450,12450,2490,89,1000,1300,0,0,0,,,,720015,1,1,0.5,720014,1,1,1,,,,,,,
1220006,악몽,nest,nightmare,nightmare,6,light,234,1,st,8,120,3,16050,16050,3210,101,1200,1500,0,0,0,,,,720016,1,1,0.5,720015,1,1,1,,,,,,,
1230101,땅의 거목,nest,t_earth,oldTree,1,earth,34,1,st,6,120,3,4500,2424,900,63,200,500,0,0,0,,,,702011,6,8,1,,,,,,,,,attr;fire;debuff_emmune;-1000,attr;earth;def_multi;30,불 속성 아군의 효과 저항이 증가합니다.\\n 땅 속성 적군의 방어력이 증가합니다.
1230102,땅의 거목,nest,t_earth,oldTree,2,earth,66,1,st,6,120,3,6950,3684,1390,77,400,700,0,0,0,,,,702011,7,9,1,702021,3,5,0.6,,,,,attr;fire;debuff_emmune;-1000,attr;earth;def_multi;30,불 속성 아군의 효과 저항이 증가합니다.\\n 땅 속성 적군의 방어력이 증가합니다.
1230103,땅의 거목,nest,t_earth,oldTree,3,earth,80,1,st,7,120,3,10800,4976,2160,91,600,900,0,0,0,,,,702021,4,8,1,,,,,,,,,attr;fire;debuff_emmune;-1000,attr;earth;def_multi;30,불 속성 아군의 효과 저항이 증가합니다.\\n 땅 속성 적군의 방어력이 증가합니다.
1230104,땅의 거목,nest,t_earth,oldTree,4,earth,105,1,st,7,120,3,16050,6300,3210,105,800,1100,0,0,0,,,,702021,4,8,1,702031,2,4,0.6,,,,,attr;fire;debuff_emmune;-1000,attr;earth;def_multi;30,불 속성 아군의 효과 저항이 증가합니다.\\n 땅 속성 적군의 방어력이 증가합니다.
1230105,땅의 거목,nest,t_earth,oldTree,5,earth,132,1,st,8,120,3,22700,7656,4540,119,1000,1300,0,0,0,,,,702031,4,8,1,702041,2,4,0.7,,,,,attr;fire;debuff_emmune;-1000,attr;earth;def_multi;30,불 속성 아군의 효과 저항이 증가합니다.\\n 땅 속성 적군의 방어력이 증가합니다.
1230106,땅의 거목,nest,t_earth,oldTree,6,earth,146,1,st,8,120,3,30750,9044,6150,133,1200,1500,0,0,0,,,,702041,4,8,1,,,,,,,,,attr;fire;debuff_emmune;-1000,attr;earth;def_multi;30,불 속성 아군의 효과 저항이 증가합니다.\\n 땅 속성 적군의 방어력이 증가합니다.
1230201,물의 거목,nest,t_water,oldTree,1,water,34,1,st,6,120,3,4500,2424,900,63,200,500,0,0,0,,,,702012,6,8,1,,,,,,,,,attr;earth;debuff_emmune;-1000,attr;water;cri_dmg_multi;30,땅 속성 아군의 효과 저항이 증가합니다.\\n 물 속성 적군의 크리티컬 데미지가 증가합니다.
1230202,물의 거목,nest,t_water,oldTree,2,water,66,1,st,6,120,3,6950,3684,1390,77,400,700,0,0,0,,,,702012,7,9,1,702022,3,5,0.6,,,,,attr;earth;debuff_emmune;-1000,attr;water;cri_dmg_multi;30,땅 속성 아군의 효과 저항이 증가합니다.\\n 물 속성 적군의 크리티컬 데미지가 증가합니다.
1230203,물의 거목,nest,t_water,oldTree,3,water,80,1,st,7,120,3,10800,4976,2160,91,600,900,0,0,0,,,,702022,4,8,1,,,,,,,,,attr;earth;debuff_emmune;-1000,attr;water;cri_dmg_multi;30,땅 속성 아군의 효과 저항이 증가합니다.\\n 물 속성 적군의 크리티컬 데미지가 증가합니다.
1230204,물의 거목,nest,t_water,oldTree,4,water,105,1,st,7,120,3,16050,6300,3210,105,800,1100,0,0,0,,,,702022,4,8,1,702032,2,4,0.6,,,,,attr;earth;debuff_emmune;-1000,attr;water;cri_dmg_multi;30,땅 속성 아군의 효과 저항이 증가합니다.\\n 물 속성 적군의 크리티컬 데미지가 증가합니다.
1230205,물의 거목,nest,t_water,oldTree,5,water,132,1,st,8,120,3,22700,7656,4540,119,1000,1300,0,0,0,,,,702032,4,8,1,702042,2,4,0.7,,,,,attr;earth;debuff_emmune;-1000,attr;water;cri_dmg_multi;30,땅 속성 아군의 효과 저항이 증가합니다.\\n 물 속성 적군의 크리티컬 데미지가 증가합니다.
1230206,물의 거목,nest,t_water,oldTree,6,water,146,1,st,8,120,3,30750,9044,6150,133,1200,1500,0,0,0,,,,702042,4,8,1,,,,,,,,,attr;earth;debuff_emmune;-1000,attr;water;cri_dmg_multi;30,땅 속성 아군의 효과 저항이 증가합니다.\\n 물 속성 적군의 크리티컬 데미지가 증가합니다.
1230301,불의 거목,nest,t_fire,oldTree,1,fire,34,1,st,6,120,3,4500,2424,900,63,200,500,0,0,0,,,,702013,6,8,1,,,,,,,,,attr;water;debuff_emmune;-1000,attr;fire;atk_multi;30,물 속성 아군의 효과 저항이 증가합니다.\\n 불 속성 적군의 공격력이 증가합니다.
1230302,불의 거목,nest,t_fire,oldTree,2,fire,66,1,st,6,120,3,6950,3684,1390,77,400,700,0,0,0,,,,702013,7,9,1,702023,3,5,0.6,,,,,attr;water;debuff_emmune;-1000,attr;fire;atk_multi;30,물 속성 아군의 효과 저항이 증가합니다.\\n 불 속성 적군의 공격력이 증가합니다.
1230303,불의 거목,nest,t_fire,oldTree,3,fire,80,1,st,7,120,3,10800,4976,2160,91,600,900,0,0,0,,,,702023,4,8,1,,,,,,,,,attr;water;debuff_emmune;-1000,attr;fire;atk_multi;30,물 속성 아군의 효과 저항이 증가합니다.\\n 불 속성 적군의 공격력이 증가합니다.
1230304,불의 거목,nest,t_fire,oldTree,4,fire,105,1,st,7,120,3,16050,6300,3210,105,800,1100,0,0,0,,,,702023,4,8,1,702033,2,4,0.6,,,,,attr;water;debuff_emmune;-1000,attr;fire;atk_multi;30,물 속성 아군의 효과 저항이 증가합니다.\\n 불 속성 적군의 공격력이 증가합니다.
1230305,불의 거목,nest,t_fire,oldTree,5,fire,132,1,st,8,120,3,22700,7656,4540,119,1000,1300,0,0,0,,,,702033,4,8,1,702043,2,4,0.7,,,,,attr;water;debuff_emmune;-1000,attr;fire;atk_multi;30,물 속성 아군의 효과 저항이 증가합니다.\\n 불 속성 적군의 공격력이 증가합니다.
1230306,불의 거목,nest,t_fire,oldTree,6,fire,146,1,st,8,120,3,30750,9044,6150,133,1200,1500,0,0,0,,,,702043,4,8,1,,,,,,,,,attr;water;debuff_emmune;-1000,attr;fire;atk_multi;30,물 속성 아군의 효과 저항이 증가합니다.\\n 불 속성 적군의 공격력이 증가합니다.
1230401,빛의 거목,nest,t_light,oldTree,1,light,34,1,st,6,120,3,4500,2424,900,63,200,500,0,0,0,,,,702014,6,8,1,,,,,,,,,attr;dark;debuff_emmune;-1000,attr;light;atk_multi;30,어둠 속성 아군의 효과 저항이 증가합니다.\\n 빛 속성 적군의 공격력이 증가합니다.
1230402,빛의 거목,nest,t_light,oldTree,2,light,66,1,st,6,120,3,6950,3684,1390,77,400,700,0,0,0,,,,702014,7,9,1,702024,3,5,0.6,,,,,attr;dark;debuff_emmune;-1000,attr;light;atk_multi;30,어둠 속성 아군의 효과 저항이 증가합니다.\\n 빛 속성 적군의 공격력이 증가합니다.
1230403,빛의 거목,nest,t_light,oldTree,3,light,80,1,st,7,120,3,10800,4976,2160,91,600,900,0,0,0,,,,702024,4,8,1,,,,,,,,,attr;dark;debuff_emmune;-1000,attr;light;atk_multi;30,어둠 속성 아군의 효과 저항이 증가합니다.\\n 빛 속성 적군의 공격력이 증가합니다.
1230404,빛의 거목,nest,t_light,oldTree,4,light,105,1,st,7,120,3,16050,6300,3210,105,800,1100,0,0,0,,,,702024,4,8,1,702034,2,4,0.6,,,,,attr;dark;debuff_emmune;-1000,attr;light;atk_multi;30,어둠 속성 아군의 효과 저항이 증가합니다.\\n 빛 속성 적군의 공격력이 증가합니다.
1230405,빛의 거목,nest,t_light,oldTree,5,light,132,1,st,8,120,3,22700,7656,4540,119,1000,1300,0,0,0,,,,702034,4,8,1,702044,2,4,0.7,,,,,attr;dark;debuff_emmune;-1000,attr;light;atk_multi;30,어둠 속성 아군의 효과 저항이 증가합니다.\\n 빛 속성 적군의 공격력이 증가합니다.
1230406,빛의 거목,nest,t_light,oldTree,6,light,146,1,st,8,120,3,30750,9044,6150,133,1200,1500,0,0,0,,,,702044,4,8,1,,,,,,,,,attr;dark;debuff_emmune;-1000,attr;light;atk_multi;30,어둠 속성 아군의 효과 저항이 증가합니다.\\n 빛 속성 적군의 공격력이 증가합니다.
1230501,어둠의 거목,nest,t_dark,oldTree,1,dark,34,1,st,6,120,3,4500,2424,900,63,200,500,0,0,0,,,,702015,6,8,1,,,,,,,,,attr;light;debuff_emmune;-1000,attr;dark;hp_multi;30,빛 속성 아군의 효과 저항이 증가합니다. \\n 어둠 속성 적군의 체력이 감소합니다.
1230502,어둠의 거목,nest,t_dark,oldTree,2,dark,66,1,st,6,120,3,6950,3684,1390,77,400,700,0,0,0,,,,702015,7,9,1,702025,3,5,0.6,,,,,attr;light;debuff_emmune;-1000,attr;dark;hp_multi;30,빛 속성 아군의 효과 저항이 증가합니다. \\n 어둠 속성 적군의 체력이 감소합니다.
1230503,어둠의 거목,nest,t_dark,oldTree,3,dark,80,1,st,7,120,3,10800,4976,2160,91,600,900,0,0,0,,,,702025,4,8,1,,,,,,,,,attr;light;debuff_emmune;-1000,attr;dark;hp_multi;30,빛 속성 아군의 효과 저항이 증가합니다. \\n 어둠 속성 적군의 체력이 감소합니다.
1230504,어둠의 거목,nest,t_dark,oldTree,4,dark,105,1,st,7,120,3,16050,6300,3210,105,800,1100,0,0,0,,,,702025,4,8,1,702035,2,4,0.6,,,,,attr;light;debuff_emmune;-1000,attr;dark;hp_multi;30,빛 속성 아군의 효과 저항이 증가합니다. \\n 어둠 속성 적군의 체력이 감소합니다.
1230505,어둠의 거목,nest,t_dark,oldTree,5,dark,132,1,st,8,120,3,22700,7656,4540,119,1000,1300,0,0,0,,,,702035,4,8,1,702045,2,4,0.7,,,,,attr;light;debuff_emmune;-1000,attr;dark;hp_multi;30,빛 속성 아군의 효과 저항이 증가합니다. \\n 어둠 속성 적군의 체력이 감소합니다.
1230506,어둠의 거목,nest,t_dark,oldTree,6,dark,146,1,st,8,120,3,30750,9044,6150,133,1200,1500,0,0,0,,,,702045,4,8,1,,,,,,,,,attr;light;debuff_emmune;-1000,attr;dark;hp_multi;30,빛 속성 아군의 효과 저항이 증가합니다. \\n 어둠 속성 적군의 체력이 감소합니다.
1240001,황금 던전,nest,gold,gold,1,light,34,1,st,6,120,1,4500,2424,900,63,1000,2500,0,0.4,40000,,,,701011,1,2,1,,,,,,,,,,,
1240002,황금 던전,nest,gold,gold,2,light,80,1,st,6,120,1,6950,3684,1390,77,2000,3500,0,0.8,80000,,,,701011,2,3,1,701012,1,1,0.5,,,,,,,
1240003,황금 던전,nest,gold,gold,3,light,132,1,st,7,120,1,10800,4976,2160,91,3000,4500,0,1.6,120000,,,,701011,3,4,1,701012,1,2,1,701013,1,2,0.5,,,
1240004,황금 던전,nest,gold,gold,4,light,146,1,st,7,120,1,16050,6300,3210,105,4000,5500,0,3.2,240000,,,,701012,2,4,1,701013,1,2,0.5,,,,,,,
1240005,황금 던전,nest,gold,gold,5,light,160,1,st,8,120,1,22700,7656,4540,119,5000,6500,0,,,,,,701012,3,5,1,701013,2,4,1,701014,1,2,0.5,,,
1240006,황금 던전,nest,gold,gold,6,light,175,1,st,8,120,1,30750,9044,6150,133,6000,7500,0,,,,,,701013,3,5,1,701014,2,4,1,,,,,,,
1320101,인연 던전,secret,relation,relation,1,earth,20,1,st,6,120,10,2500,2500,500,500,200,500,0,0,0,,,,,,,,,,,,,,,,,,
1320201,인연 던전,secret,relation,relation,1,earth,20,1,st,6,120,10,2500,2500,500,500,200,500,0,0,0,,,,,,,,,,,,,,,,,,
1320301,인연 던전,secret,relation,relation,1,earth,20,1,st,7,120,10,2500,2500,500,500,200,500,0,0,0,,,,,,,,,,,,,,,,,,
1320401,인연 던전,secret,relation,relation,1,earth,20,1,st,7,120,10,2500,2500,500,500,200,500,0,0,0,,,,,,,,,,,,,,,,,,
1320501,인연 던전,secret,relation,relation,1,earth,20,1,st,8,120,10,2500,2500,500,500,200,500,0,0,0,,,,,,,,,,,,,,,,,,
1320601,인연 던전,secret,relation,relation,1,earth,20,1,st,8,120,10,2500,2500,500,500,200,500,0,0,0,,,,,,,,,,,,,,,,,,
1320701,인연 던전,secret,relation,relation,1,earth,20,1,st,9,120,10,2500,2500,500,500,200,500,0,0,0,,,,,,,,,,,,,,,,,,
999999,개발 스테이지,easy,adv,1,개발,earth,1,1,st,0,120,3,0,0,,0,,,0,0,0,,,,0,,,,,,,,,,,,,,
1401001,고대의탑,ancient,ancient,ancient,1,earth,15,1,tower,1,120,3,0,500,,50,,,0,0,0,,,,,,,,,,,,,,,,,,
1401002,고대의탑,ancient,ancient,ancient,2,earth,15,1,tower,1,120,3,0,500,,50,,,0,0,0,,,,,,,,,,,,,,,,,,
1401003,고대의탑,ancient,ancient,ancient,3,earth,16,1,tower,1,120,3,0,500,,50,,,0,0,0,,,,,,,,,,,,,,,,,,
1401004,고대의탑,ancient,ancient,ancient,4,earth,17,1,tower,1,120,3,0,500,,50,,,0,0,0,,,,,,,,,,,,,,,,,,
1401005,고대의탑,ancient,ancient,ancient,5,earth,18,1,tower,1,120,3,0,500,,50,,,0,0,0,,,,,,,,,,,,,,,,,,
1401006,고대의탑,ancient,ancient,ancient,6,earth,19,1,tower,1,120,3,0,500,,50,,,0,0,0,,,,,,,,,,,,,,,,,,
1401007,고대의탑,ancient,ancient,ancient,7,earth,20,1,tower,1,120,3,0,500,,50,,,0,0,0,,,,,,,,,,,,,,,,,,
1401008,고대의탑,ancient,ancient,ancient,8,earth,22,1,tower,1,120,3,0,500,,50,,,0,0,0,,,,,,,,,,,,,,,,,,
1401009,고대의탑,ancient,ancient,ancient,9,earth,24,1,tower,1,120,3,0,500,,50,,,0,0,0,,,,,,,,,,,,,,,,,,
1401010,고대의탑,ancient,ancient,ancient,10,earth,26,1,tower,1,120,3,0,500,,50,,,0,0,0,,,,,,,,,,,,,,,,,,
1401011,고대의탑,ancient,ancient,ancient,11,earth,28,1,tower,1,120,3,0,500,,50,,,0,0,0,,,,,,,,,,,,,,,,,,
1401012,고대의탑,ancient,ancient,ancient,12,earth,30,1,tower,1,120,3,0,500,,50,,,0,0,0,,,,,,,,,,,,,,,,,,
1401013,고대의탑,ancient,ancient,ancient,13,earth,33,1,tower,1,120,3,0,500,,50,,,0,0,0,,,,,,,,,,,,,,,,,,
1401014,고대의탑,ancient,ancient,ancient,14,earth,36,1,tower,1,120,3,0,500,,50,,,0,0,0,,,,,,,,,,,,,,,,,,
1401015,고대의탑,ancient,ancient,ancient,15,earth,39,1,tower,1,120,3,0,500,,50,,,0,0,0,,,,,,,,,,,,,,,,,,
1401016,고대의탑,ancient,ancient,ancient,16,earth,42,1,tower,1,120,3,0,500,,50,,,0,0,0,,,,,,,,,,,,,,,,,,
1401017,고대의탑,ancient,ancient,ancient,17,earth,45,1,tower,1,120,3,0,500,,50,,,0,0,0,,,,,,,,,,,,,,,,,,
1401018,고대의탑,ancient,ancient,ancient,18,earth,49,1,tower,1,120,3,0,500,,50,,,0,0,0,,,,,,,,,,,,,,,,,,
1401019,고대의탑,ancient,ancient,ancient,19,earth,53,1,tower,1,120,3,0,500,,50,,,0,0,0,,,,,,,,,,,,,,,,,,
1401020,고대의탑,ancient,ancient,ancient,20,earth,57,1,tower,1,120,3,0,500,,50,,,0,0,0,,,,,,,,,,,,,,,,,,
1401021,고대의탑,ancient,ancient,ancient,21,earth,61,1,tower,1,120,3,0,500,,50,,,0,0,0,,,,,,,,,,,,,,,,,,
1401022,고대의탑,ancient,ancient,ancient,22,earth,65,1,tower,1,120,3,0,500,,50,,,0,0,0,,,,,,,,,,,,,,,,,,
1401023,고대의탑,ancient,ancient,ancient,23,earth,70,1,tower,1,120,3,0,500,,50,,,0,0,0,,,,,,,,,,,,,,,,,,
1401024,고대의탑,ancient,ancient,ancient,24,earth,75,1,tower,1,120,3,0,500,,50,,,0,0,0,,,,,,,,,,,,,,,,,,
1401025,고대의탑,ancient,ancient,ancient,25,earth,80,1,tower,1,120,3,0,500,,50,,,0,0,0,,,,,,,,,,,,,,,,,,
1401026,고대의탑,ancient,ancient,ancient,26,earth,85,1,tower,1,120,3,0,500,,50,,,0,0,0,,,,,,,,,,,,,,,,,,
1401027,고대의탑,ancient,ancient,ancient,27,earth,90,1,tower,1,120,3,0,500,,50,,,0,0,0,,,,,,,,,,,,,,,,,,
1401028,고대의탑,ancient,ancient,ancient,28,earth,96,1,tower,1,120,3,0,500,,50,,,0,0,0,,,,,,,,,,,,,,,,,,
1401029,고대의탑,ancient,ancient,ancient,29,earth,102,1,tower,1,120,3,0,500,,50,,,0,0,0,,,,,,,,,,,,,,,,,,
1401030,고대의탑,ancient,ancient,ancient,30,earth,108,1,tower,1,120,3,0,500,,50,,,0,0,0,,,,,,,,,,,,,,,,,,
1401031,고대의탑,ancient,ancient,ancient,31,earth,114,1,tower,1,120,3,0,500,,50,,,0,0,0,,,,,,,,,,,,,,,,,,
1401032,고대의탑,ancient,ancient,ancient,32,earth,120,1,tower,1,120,3,0,500,,50,,,0,0,0,,,,,,,,,,,,,,,,,,
1401033,고대의탑,ancient,ancient,ancient,33,earth,127,1,tower,1,120,3,0,500,,50,,,0,0,0,,,,,,,,,,,,,,,,,,
1401034,고대의탑,ancient,ancient,ancient,34,earth,134,1,tower,1,120,3,0,500,,50,,,0,0,0,,,,,,,,,,,,,,,,,,
1401035,고대의탑,ancient,ancient,ancient,35,earth,141,1,tower,1,120,3,0,500,,50,,,0,0,0,,,,,,,,,,,,,,,,,,
1401036,고대의탑,ancient,ancient,ancient,36,earth,148,1,tower,1,120,3,0,500,,50,,,0,0,0,,,,,,,,,,,,,,,,,,
1401037,고대의탑,ancient,ancient,ancient,37,earth,155,1,tower,1,120,3,0,500,,50,,,0,0,0,,,,,,,,,,,,,,,,,,
1401038,고대의탑,ancient,ancient,ancient,38,earth,163,1,tower,1,120,3,0,500,,50,,,0,0,0,,,,,,,,,,,,,,,,,,
1401039,고대의탑,ancient,ancient,ancient,39,earth,171,1,tower,1,120,3,0,500,,50,,,0,0,0,,,,,,,,,,,,,,,,,,
1401040,고대의탑,ancient,ancient,ancient,40,earth,179,1,tower,1,120,3,0,500,,50,,,0,0,0,,,,,,,,,,,,,,,,,,
1401041,고대의탑,ancient,ancient,ancient,41,earth,187,1,tower,1,120,3,0,500,,50,,,0,0,0,,,,,,,,,,,,,,,,,,
1401042,고대의탑,ancient,ancient,ancient,42,earth,195,1,tower,1,120,3,0,500,,50,,,0,0,0,,,,,,,,,,,,,,,,,,
1401043,고대의탑,ancient,ancient,ancient,43,earth,204,1,tower,1,120,3,0,500,,50,,,0,0,0,,,,,,,,,,,,,,,,,,
1401044,고대의탑,ancient,ancient,ancient,44,earth,213,1,tower,1,120,3,0,500,,50,,,0,0,0,,,,,,,,,,,,,,,,,,
1401045,고대의탑,ancient,ancient,ancient,45,earth,222,1,tower,1,120,3,0,500,,50,,,0,0,0,,,,,,,,,,,,,,,,,,
1401046,고대의탑,ancient,ancient,ancient,46,earth,231,1,tower,1,120,3,0,500,,50,,,0,0,0,,,,,,,,,,,,,,,,,,
1401047,고대의탑,ancient,ancient,ancient,47,earth,240,1,tower,1,120,3,0,500,,50,,,0,0,0,,,,,,,,,,,,,,,,,,
1401048,고대의탑,ancient,ancient,ancient,48,earth,250,1,tower,1,120,3,0,500,,50,,,0,0,0,,,,,,,,,,,,,,,,,,
1401049,고대의탑,ancient,ancient,ancient,49,earth,260,1,tower,1,120,3,0,500,,50,,,0,0,0,,,,,,,,,,,,,,,,,,
1401050,고대의탑,ancient,ancient,ancient,50,earth,270,1,tower,1,120,3,0,500,,50,,,0,0,0,,,,,,,,,,,,,,,,,,
