stage,monster_id,attr,t_desc,recomm_power,snro_start,snro_wave_2,snro_wave_3,snro_finish,r_level,r_power
1401046,131071; 120471; 120351; 120231; 120161,earth,,114463,,,,,460,114463
1401047,131052; 120572; 120242; 120172; 120012,water,,117349,,,,,470,117349
1401048,131073; 120563; 120513; 120423; 120213,fire,,120254,,,,,480,120254
1401049,131014; 120574; 120344; 120224; 120014,light,,123180,,,,,490,123180
1401050,131065; 120295; 120225; 120105; 120015,dark,,126125,,,,,500,126125
1401051,131031; 131033; 131043; 131053; 120501,earth,,127012,,,,,503,127012
1401052,131043; 131052; 131053; 131111; 120692,water,,127902,,,,,506,127902
1401053,131052; 131065; 131073; 131111; 120563,fire,,128792,,,,,509,128792
1401054,131021; 131022; 131031; 131052; 120304,light,,129685,,,,,512,129685
1401055,131032; 131033; 131042; 131053; 120525,dark,,130580,,,,,515,130580
1401056,130034; 131012; 131013; 131022; 120191,earth,,131476,,,,,518,131476
1401057,131023; 131061; 131071; 131081; 120392,water,,132374,,,,,521,132374
1401058,131022; 131023; 131032; 131052; 120023,fire,,133274,,,,,524,133274
1401059,130065; 131043; 131052; 131111; 120314,light,,134175,,,,,527,134175
1401060,131043; 131052; 131053; 131111; 120075,dark,,135079,,,,,530,135079
1401061,130054; 130063; 131055; 131073; 120111,earth,,135984,,,,,533,135984
1401062,130062; 131022; 131033; 131073; 120532,water,,136891,,,,,536,136891
1401063,131021; 131022; 131055; 131073; 120703,fire,,137799,,,,,539,137799
1401064,130055; 131055; 131065; 131073; 120634,light,,138710,,,,,542,138710
1401065,130055; 131055; 131065; 131073; 120605,dark,,139622,,,,,545,139622
1401066,131022; 131023; 131042; 131081; 120511,earth,,140536,,,,,548,140536
1401067,130063; 131012; 131022; 131052; 120822,water,,141452,,,,,551,141452
1401068,131023; 131042; 131065; 131071; 120843,fire,,142369,,,,,554,142369
1401069,131052; 131073; 131081; 131111; 120384,light,,143289,,,,,557,143289
1401070,131033; 131042; 131071; 131073; 120675,dark,,144210,,,,,560,144210
1401071,131043; 131052; 131053; 131111; 120301,earth,,145132,,,,,563,145132
1401072,131052; 131053; 131065; 131111; 120772,water,,146057,,,,,566,146057
1401073,131052; 131065; 131073; 131111; 120683,fire,,146983,,,,,569,146983
1401074,131031; 131033; 131043; 131052; 120814,light,,147912,,,,,572,147912
1401075,131061; 131065; 131071; 131073; 120115,dark,,148842,,,,,575,148842
1401076,131012; 131022; 131061; 131071; 120821,earth,,149773,,,,,578,149773
1401077,131032; 131042; 131043; 131052; 120842,water,,150707,,,,,581,150707
1401078,130023; 130033; 131053; 131073; 120623,fire,,151642,,,,,584,151642
1401079,130064; 131014; 131043; 131111; 120434,light,,152579,,,,,587,152579
1401080,130055; 130065; 131055; 131065; 120655,dark,,153518,,,,,590,153518
1401081,130053; 131011; 131031; 131061; 120221,earth,,154458,,,,,593,154458
1401082,130062; 131022; 131042; 131052; 120752,water,,155401,,,,,596,155401
1401083,130053; 130063; 131053; 131073; 120613,fire,,156345,,,,,599,156345
1401084,130034; 130054; 130064; 131014; 120404,light,,157291,,,,,602,157291
1401085,130065; 131052; 131055; 131065; 120725,dark,,158238,,,,,605,158238
1401086,130041; 130051; 130061; 131011; 120861,earth,,159188,,,,,608,159188
1401087,130052; 131012; 131032; 131052; 120782,water,,160139,,,,,611,160139
1401088,130043; 131033; 131053; 131073; 120743,fire,,161092,,,,,614,161092
1401089,130034; 130044; 130054; 131014; 120794,light,,162047,,,,,617,162047
1401090,131052; 131055; 131065; 131111; 120455,dark,,163003,,,,,620,163003
1401091,131011; 120843; 120525; 120384; 120075,earth,,163962,,,,,623,163962
1401092,131111; 120605; 120455; 120301; 120115,water,,164922,,,,,626,164922
1401093,131053; 120821; 120683; 120501; 120191,fire,,165884,,,,,629,165884
1401094,131111; 120725; 120703; 120675; 120221,light,,166847,,,,,632,166847
1401095,131111; 120822; 120772; 120692; 120623,dark,,167813,,,,,635,167813
1401096,131071; 120814; 120752; 120511; 120434,earth,,168780,,,,,638,168780
1401097,131052; 120861; 120655; 120563; 120392,water,,169749,,,,,641,169749
1401098,131073; 120782; 120314; 120304; 120111,fire,,170719,,,,,644,170719
1401099,131014; 120842; 120634; 120532; 120404,light,,171692,,,,,647,171692
1401100,131065; 120794; 120743; 120613; 120023,dark,,172666,,,,,650,172666
1401101,131032; 131033; 131042; 131053; 120011,earth,,174620,,,,,656,174620
1401102,130034; 131012; 131013; 131022; 120852,water,,176581,,,,,662,176581
1401103,130054; 130063; 131055; 131073; 120433,fire,,178549,,,,,668,178549
1401104,130062; 131022; 131033; 131073; 120784,light,,180524,,,,,674,180524
1401105,131052; 131065; 131073; 131111; 121145,dark,,182506,,,,,680,182506
1401106,131021; 131022; 131031; 131052; 120451,earth,,184496,,,,,686,184496
1401107,131043; 131052; 131053; 131111; 120402,water,,186492,,,,,692,186492
1401108,131031; 131033; 131043; 131053; 121093,fire,,188496,,,,,698,188496
1401109,130065; 131043; 131052; 131111; 120594,light,,190506,,,,,704,190506
1401110,130055; 131055; 131065; 131073; 120585,dark,,192524,,,,,710,192524
1401111,131031; 131033; 131043; 131052; 121001,earth,,194549,,,,,716,194549
1401112,131033; 131042; 131071; 131073; 120612,water,,196580,,,,,722,196580
1401113,131022; 131023; 131042; 131081; 121103,fire,,198619,,,,,728,198619
1401114,130055; 131055; 131065; 131073; 120904,light,,200665,,,,,734,200665
1401115,131023; 131061; 131071; 131081; 120715,dark,,202719,,,,,740,202719
1401116,131021; 131022; 131055; 131073; 120101,earth,,204779,,,,,746,204779
1401117,131022; 131023; 131032; 131052; 120882,water,,206846,,,,,752,206846
1401118,131043; 131052; 131053; 131111; 121163,fire,,208921,,,,,758,208921
1401119,131052; 131065; 131073; 131111; 120724,light,,211002,,,,,764,211002
1401120,131043; 131052; 131053; 131111; 120755,dark,,213091,,,,,770,213091
1401121,131052; 131073; 131081; 131111; 120691,earth,,215186,,,,,776,215186
1401122,131052; 131053; 131065; 131111; 120862,water,,217289,,,,,782,217289
1401123,131023; 131042; 131065; 131071; 121033,fire,,219399,,,,,788,219399
1401124,131012; 131022; 131061; 131071; 120834,light,,221516,,,,,794,221516
1401125,131032; 131042; 131043; 131052; 121075,dark,,223640,,,,,800,223640
1401126,130063; 131012; 131022; 131052; 120811,earth,,225771,,,,,806,225771
1401127,130064; 131014; 131043; 131111; 120662,water,,227909,,,,,812,227909
1401128,130055; 130065; 131055; 131065; 120893,fire,,230055,,,,,818,230055
1401129,130062; 131022; 131042; 131052; 120174,light,,232207,,,,,824,232207
1401130,131061; 131065; 131071; 131073; 120865,dark,,234367,,,,,830,234367
1401131,130023; 130033; 131053; 131073; 121021,earth,,236533,,,,,836,236533
1401132,130065; 131052; 131055; 131065; 121042,water,,238707,,,,,842,238707
1401133,130034; 130054; 130064; 131014; 121053,fire,,240888,,,,,848,240888
1401134,130053; 130063; 131053; 131073; 121134,light,,243076,,,,,854,243076
1401135,130053; 131011; 131031; 131061; 120745,dark,,245271,,,,,860,245271
1401136,130043; 131033; 131053; 131073; 120871,earth,,247473,,,,,866,247473
1401137,130052; 131012; 131032; 131052; 121082,water,,249682,,,,,872,249682
1401138,130034; 130044; 130054; 131014; 120803,fire,,251898,,,,,878,251898
1401139,130041; 130051; 130061; 131011; 121064,light,,254121,,,,,884,254121
1401140,131052; 131055; 131065; 131111; 121155,dark,,256352,,,,,890,256352
1401141,131011; 121021; 121001; 120691; 120011,earth,,258589,,,,,896,258589
1401142,131111; 121042; 120862; 120852; 120612,water,,260834,,,,,902,260834
1401143,131053; 121103; 121053; 121033; 120433,fire,,263086,,,,,908,263086
1401144,131111; 121134; 120904; 120834; 120784,light,,265345,,,,,914,265345
1401145,131111; 121145; 121075; 120745; 120715,dark,,267610,,,,,920,267610
1401146,131071; 120871; 120811; 120451; 120101,earth,,269883,,,,,926,269883
1401147,131052; 121082; 120882; 120662; 120402,water,,272163,,,,,932,272163
1401148,131073; 121163; 121093; 120893; 120803,fire,,274451,,,,,938,274451
1401149,131014; 121064; 120724; 120594; 120174,light,,276745,,,,,944,276745
1401150,131065; 121155; 120865; 120755; 120585,dark,,279046,,,,,950,279046
1401151,131032; 131033; 131042; 131053; 121111,earth,,282126,,,,,958,282126
1401152,130034; 131012; 131013; 131022; 121092,water,,285218,,,,,966,285218
1401153,130054; 130063; 131055; 131073; 121443,fire,,288323,,,,,974,288323
1401154,130062; 131022; 131033; 131073; 121024,light,,291440,,,,,982,291440
1401155,131052; 131065; 131073; 131111; 121055,dark,,294570,,,,,990,294570
1401156,131021; 131022; 131031; 131052; 121131,earth,,297712,,,,,998,297712
1401157,131043; 131052; 131053; 131111; 120122,water,,300868,,,,,1006,300868
1401158,131031; 131033; 131043; 131053; 121403,fire,,304035,,,,,1014,304035
1401159,130065; 131043; 131052; 131111; 121174,light,,307216,,,,,1022,307216
1401160,130055; 131055; 131065; 131073; 121035,dark,,310409,,,,,1030,310409
1401161,131031; 131033; 131043; 131052; 120771,earth,,313614,,,,,1038,313614
1401162,131033; 131042; 131071; 131073; 120692,water,,316832,,,,,1046,316832
1401163,131022; 131023; 131042; 131081; 121143,fire,,320063,,,,,1054,320063
1401164,130055; 131055; 131065; 131073; 121164,light,,323307,,,,,1062,323307
1401165,131023; 131061; 131071; 131081; 121085,dark,,326563,,,,,1070,326563
1401166,131021; 131022; 131055; 131073; 120721,earth,,329831,,,,,1078,329831
1401167,131022; 131023; 131032; 131052; 121302,water,,333113,,,,,1086,333113
1401168,131043; 131052; 131053; 131111; 121073,fire,,336406,,,,,1094,336406
1401169,131052; 131065; 131073; 131111; 121194,light,,339713,,,,,1102,339713
1401170,131043; 131052; 131053; 131111; 121045,dark,,343032,,,,,1110,343032
1401171,131052; 131073; 131081; 131111; 121181,earth,,346364,,,,,1118,346364
1401172,131052; 131053; 131065; 131111; 121452,water,,349708,,,,,1126,349708
1401173,131023; 131042; 131065; 131071; 120273,fire,,353065,,,,,1134,353065
1401174,131012; 131022; 131061; 131071; 121004,light,,356434,,,,,1142,356434
1401175,131032; 131042; 131043; 131052; 120845,dark,,359816,,,,,1150,359816
1401176,130063; 131012; 131022; 131052; 121411,earth,,363211,,,,,1158,363211
1401177,130064; 131014; 131043; 131111; 120462,water,,366618,,,,,1166,366618
1401178,130055; 130065; 131055; 131065; 121153,fire,,370038,,,,,1174,370038
1401179,130062; 131022; 131042; 131052; 120804,light,,373471,,,,,1182,373471
1401180,131061; 131065; 131071; 131073; 121065,dark,,376916,,,,,1190,376916
1401181,130023; 130033; 131053; 131073; 121011,earth,,380374,,,,,1198,380374
1401182,130065; 131052; 131055; 131065; 120642,water,,383844,,,,,1206,383844
1401183,130034; 130054; 130064; 131014; 120713,fire,,387327,,,,,1214,387327
1401184,130053; 130063; 131053; 131073; 120874,light,,390822,,,,,1222,390822
1401185,130051; 131011; 131031; 131061; 120885,dark,,394331,,,,,1230,394331
1401186,130043; 131033; 131053; 131073; 121431,earth,,397851,,,,,1238,397851
1401187,130052; 131012; 131032; 131052; 121172,water,,401385,,,,,1246,401385
1401188,130033; 130043; 130053; 131014; 120653,fire,,404931,,,,,1254,404931
1401189,130044; 130054; 130064; 131011; 121124,light,,408489,,,,,1262,408489
1401190,131052; 131055; 131065; 131111; 121205,dark,,412061,,,,,1270,412061
1401191,131011; 121181; 121111; 121011; 120771,earth,,415644,,,,,1278,415644
1401192,131111; 121452; 121092; 120692; 120642,water,,419241,,,,,1286,419241
1401193,131053; 121443; 121143; 120713; 120273,fire,,422850,,,,,1294,422850
1401194,131111; 121164; 121024; 121004; 120874,light,,426472,,,,,1302,426472
1401195,131111; 121085; 121055; 120885; 120845,dark,,430106,,,,,1310,430106
1401196,131071; 121431; 121411; 121131; 120721,earth,,433753,,,,,1318,433753
1401197,131052; 121302; 121172; 120462; 120122,water,,437412,,,,,1326,437412
1401198,131073; 121403; 121153; 121073; 120653,fire,,441084,,,,,1334,441084
1401199,131014; 121194; 121174; 121124; 120804,light,,444769,,,,,1342,444769
1401200,131065; 121205; 121065; 121045; 121035,dark,,448466,,,,,1350,448466
1401201,131032; 131033; 131042; 131053; 121531,earth,,453106,,,,,1360,453106
1401202,130034; 131012; 131013; 131022; 120422,water,,457765,,,,,1370,457765
1401203,130054; 130063; 131055; 131073; 120853,fire,,462443,,,,,1380,462443
1401204,130062; 131022; 131033; 131073; 120584,light,,467142,,,,,1390,467142
1401205,131052; 131065; 131073; 131111; 121515,dark,,471860,,,,,1400,471860
1401206,131021; 131022; 131031; 131052; 120611,earth,,476598,,,,,1410,476598
1401207,131043; 131052; 131053; 131111; 120892,water,,481355,,,,,1420,481355
1401208,131031; 131033; 131043; 131053; 120393,fire,,486133,,,,,1430,486133
1401209,130065; 131043; 131052; 131111; 121484,light,,490930,,,,,1440,490930
1401210,130055; 131055; 131065; 131073; 120725,dark,,495746,,,,,1450,495746
1401211,131031; 131033; 131043; 131052; 121051,earth,,500583,,,,,1460,500583
1401212,131033; 131042; 131071; 131073; 121142,water,,505439,,,,,1470,505439
1401213,131022; 131023; 131042; 131081; 120783,fire,,510314,,,,,1480,510314
1401214,130055; 131055; 131065; 131073; 120104,light,,515210,,,,,1490,515210
1401215,131023; 131061; 131071; 131081; 120435,dark,,520125,,,,,1500,520125
1401216,131021; 131022; 131055; 131073; 121301,earth,,525060,,,,,1510,525060
1401217,131022; 131023; 131032; 131052; 121562,water,,530014,,,,,1520,530014
1401218,131043; 131052; 131053; 131111; 121113,fire,,534989,,,,,1530,534989
1401219,131052; 131065; 131073; 131111; 121404,light,,539983,,,,,1540,539983
1401220,131043; 131052; 131053; 131111; 120835,dark,,544996,,,,,1550,544996
1401221,131052; 131073; 131081; 131111; 121541,earth,,550030,,,,,1560,550030
1401222,131052; 131053; 131065; 131111; 121012,water,,555083,,,,,1570,555083
1401223,131023; 131042; 131065; 131071; 121573,fire,,560155,,,,,1580,560155
1401224,131012; 131022; 131061; 131071; 121094,light,,565248,,,,,1590,565248
1401225,131032; 131042; 131043; 131052; 121555,dark,,570360,,,,,1600,570360
1401226,130063; 131012; 131022; 131052; 121461,earth,,576521,,,,,1612,576521
1401227,130064; 131014; 131043; 131111; 121162,water,,582710,,,,,1624,582710
1401228,130055; 130065; 131055; 131065; 121043,fire,,588927,,,,,1636,588927
1401229,130062; 131022; 131042; 131052; 121494,light,,595173,,,,,1648,595173
1401230,131061; 131065; 131071; 131073; 121455,dark,,601447,,,,,1660,601447
1401231,130023; 130033; 131053; 131073; 120801,earth,,607749,,,,,1672,607749
1401232,130065; 131052; 131055; 131065; 121442,water,,614080,,,,,1684,614080
1401233,130034; 130054; 130064; 131014; 121523,fire,,620439,,,,,1696,620439
1401234,130053; 130063; 131053; 131073; 120884,light,,626827,,,,,1708,626827
1401235,130051; 131011; 131031; 131061; 120665,dark,,633242,,,,,1720,633242
1401236,130043; 131033; 131053; 131073; 121501,earth,,639687,,,,,1732,639687
1401237,130052; 131012; 131032; 131052; 121122,water,,646159,,,,,1744,646159
1401238,130033; 130043; 130053; 131014; 121473,fire,,652660,,,,,1756,652660
1401239,130044; 130054; 130064; 131011; 121434,light,,659190,,,,,1768,659190
1401240,131052; 131055; 131065; 131111; 121185,dark,,665747,,,,,1780,665747
1401241,131011; 121531; 121461; 121051; 120611,earth,,672334,,,,,1792,672334
1401242,131032; 121562; 121142; 120892; 120422,water,,678948,,,,,1804,678948
1401243,131053; 121043; 120853; 120783; 120393,fire,,685591,,,,,1816,685591
1401244,131111; 121404; 120884; 120584; 120104,light,,692262,,,,,1828,692262
1401245,131111; 121515; 120725; 120665; 120435,dark,,698962,,,,,1840,698962
1401246,131071; 121541; 121501; 121301; 120801,earth,,705690,,,,,1852,705690
1401247,131052; 121442; 121162; 121122; 121012,water,,712446,,,,,1864,712446
1401248,131073; 121573; 121523; 121473; 121113,fire,,719231,,,,,1876,719231
1401249,131014; 121494; 121484; 121434; 121094,light,,726044,,,,,1888,726044
1401250,131065; 121555; 121455; 121185; 120835,dark,,732885,,,,,1900,732885
1401251,131032; 131033; 131042; 131053; 121141,earth,,791000,,,,,2000,791000
1401252,130034; 131012; 131013; 131022; 121632,water,,802859,,,,,2020,802859
1401253,130054; 130063; 131055; 131073; 120593,fire,,814798,,,,,2040,814798
1401254,130062; 131022; 131033; 131073; 121304,light,,826815,,,,,2060,826815
1401255,131052; 131065; 131073; 131111; 120695,dark,,838910,,,,,2080,838910
1401256,131021; 131022; 131031; 131052; 121101,earth,,857202,,,,,2110,857202
1401257,131043; 131052; 131053; 131111; 120102,water,,875671,,,,,2140,875671
1401258,131031; 131033; 131043; 131053; 120173,fire,,894317,,,,,2170,894317
1401259,130065; 131043; 131052; 131111; 121614,light,,913140,,,,,2200,913140
1401260,130055; 131055; 131065; 131073; 121465,dark,,932141,,,,,2230,932141
1401261,131031; 131033; 131043; 131052; 120591,earth,,957751,,,,,2270,957751
1401262,131033; 131042; 131071; 131073; 121132,water,,983676,,,,,2310,983676
1401263,131022; 131023; 131042; 131081; 120463,fire,,1009916,,,,,2350,1009916
1401264,130055; 131055; 131065; 131073; 121714,light,,1036472,,,,,2390,1036472
1401265,131023; 131061; 131071; 131081; 120305,dark,,1063343,,,,,2430,1063343
1401266,131021; 131022; 131055; 131073; 120651,earth,,1097374,,,,,2480,1097374
1401267,131022; 131023; 131032; 131052; 120072,water,,1131899,,,,,2530,1131899
1401268,131043; 131052; 131053; 131111; 121593,fire,,1166915,,,,,2580,1166915
1401269,131052; 131065; 131073; 131111; 120214,light,,1202425,,,,,2630,1202425
1401270,131043; 131052; 131053; 131111; 121605,dark,,1238426,,,,,2680,1238426
1401271,131052; 131073; 131081; 131111; 120891,earth,,1274921,,,,,2730,1274921
1401272,131052; 131053; 131065; 131111; 120712,water,,1311907,,,,,2780,1311907
1401273,131023; 131042; 131065; 131071; 121543,fire,,1349387,,,,,2830,1349387
1401274,131012; 131022; 131061; 131071; 121504,light,,1387358,,,,,2880,1387358
1401275,131032; 131042; 131043; 131052; 121445,dark,,1425823,,,,,2930,1425823
1401276,130063; 131012; 131022; 131052; 121551,earth,,1464779,,,,,2980,1464779
1401277,130064; 131014; 131043; 131111; 121512,water,,1504229,,,,,3030,1504229
1401278,130055; 130065; 131055; 131065; 120663,fire,,1544170,,,,,3080,1544170
1401279,130062; 131022; 131042; 131052; 121664,light,,1584605,,,,,3130,1584605
1401280,131061; 131065; 131071; 131073; 121415,dark,,1625531,,,,,3180,1625531
1401281,130023; 130033; 131053; 131073; 121481,earth,,1666951,,,,,3230,1666951
1401282,130065; 131052; 131055; 131065; 120812,water,,1708862,,,,,3280,1708862
1401283,130034; 130054; 130064; 131014; 121013,fire,,1751267,,,,,3330,1751267
1401284,130053; 130063; 131053; 131073; 121654,light,,1794163,,,,,3380,1794163
1401285,130051; 131011; 131031; 131061; 121575,dark,,1837553,,,,,3430,1837553
1401286,130043; 131033; 131053; 131073; 120431,earth,,1881434,,,,,3480,1881434
1401287,130052; 131012; 131032; 131052; 120872,water,,1925809,,,,,3530,1925809
1401288,130033; 130043; 130053; 131014; 121683,fire,,1970675,,,,,3580,1970675
1401289,130044; 130054; 130064; 131011; 121474,light,,2016035,,,,,3630,2016035
1401290,131052; 131055; 131065; 131111; 121745,dark,,2061886,,,,,3680,2061886
1401291,131011; 121141; 121101; 120651; 120591,earth,,2108231,,,,,3730,2108231
1401292,131032; 121632; 121132; 120102; 120072,water,,2155067,,,,,3780,2155067
1401293,131053; 121593; 120593; 120463; 120173,fire,,2202397,,,,,3830,2202397
1401294,131111; 121714; 121654; 121614; 120214,light,,2250218,,,,,3880,2250218
1401295,131111; 121605; 121465; 120695; 120305,dark,,2298533,,,,,3930,2298533
1401296,131071; 121551; 121481; 120891; 120431,earth,,2347339,,,,,3980,2347339
1401297,131052; 121512; 120872; 120812; 120712,water,,2396639,,,,,4030,2396639
1401298,131073; 121683; 121543; 121013; 120663,fire,,2446430,,,,,4080,2446430
1401299,131014; 121664; 121504; 121474; 121304,light,,2496715,,,,,4130,2496715
1401300,131065; 121745; 121415; 121575; 121445,dark,,2547491,,,,,4180,2547491
1500001,151011; 151021; 151031; 151041; 151051; 151061; 151071; 150011,earth,,,,,,,207,48000
1500002,151012; 151022; 151032; 151042; 151052; 151062; 151072; 150012,water,,,,,,,207,48000
1500003,151013; 151023; 151033; 151043; 151053; 151063; 151073; 150013,fire,,,,,,,207,48000
1500004,151014; 151024; 151034; 151044; 151054; 151064; 151074; 150014,light,,,,,,,207,48000
1500005,151015; 151025; 151035; 151045; 151055; 151065; 151075; 150015,dark,,,,,,,207,48000
1500006,151011; 151021; 151031; 151041; 151051; 151061; 151071; 150011,earth,,,,,,,207,48000
1500007,151012; 151022; 151032; 151042; 151052; 151062; 151072; 150012,water,,,,,,,207,48000
1500008,151013; 151023; 151033; 151043; 151053; 151063; 151073; 150013,fire,,,,,,,207,48000
1500009,151014; 151024; 151034; 151044; 151054; 151064; 151074; 150014,light,,,,,,,207,48000
1500010,151015; 151025; 151035; 151045; 151055; 151065; 151075; 150015,dark,,,,,,,207,48000
1500011,151011; 151021; 151031; 151041; 151051; 151061; 151071; 150011,earth,,,,,,,207,48000
1500012,151012; 151022; 151032; 151042; 151052; 151062; 151072; 150012,water,,,,,,,207,48000
1500013,151013; 151023; 151033; 151043; 151053; 151063; 151073; 150013,fire,,,,,,,207,48000
1500014,151014; 151024; 151034; 151044; 151054; 151064; 151074; 150014,light,,,,,,,207,48000
1500015,151015; 151025; 151035; 151045; 151055; 151065; 151075; 150015,dark,,,,,,,207,48000
1500016,151011; 151021; 151031; 151041; 151051; 151061; 151071; 150011,earth,,,,,,,207,48000
1500017,151012; 151022; 151032; 151042; 151052; 151062; 151072; 150012,water,,,,,,,207,48000
1500018,151013; 151023; 151033; 151043; 151053; 151063; 151073; 150013,fire,,,,,,,207,48000
1500019,151014; 151024; 151034; 151044; 151054; 151064; 151074; 150014,light,,,,,,,207,48000
1500020,151015; 151025; 151035; 151045; 151055; 151065; 151075; 150015,dark,,,,,,,207,48000
1500021,151011; 151021; 151031; 151041; 151051; 151061; 151071; 150011,earth,,,,,,,207,48000
1500022,151012; 151022; 151032; 151042; 151052; 151062; 151072; 150012,water,,,,,,,207,48000
1500023,151013; 151023; 151033; 151043; 151053; 151063; 151073; 150013,fire,,,,,,,207,48000
1500024,151014; 151024; 151034; 151044; 151054; 151064; 151074; 150014,light,,,,,,,207,48000
1500025,151015; 151025; 151035; 151045; 151055; 151065; 151075; 150015,dark,,,,,,,207,48000
1500026,151011; 151021; 151031; 151041; 151051; 151061; 151071; 150011,earth,,,,,,,207,48000
1500027,151012; 151022; 151032; 151042; 151052; 151062; 151072; 150012,water,,,,,,,207,48000
1500028,151013; 151023; 151033; 151043; 151053; 151063; 151073; 150013,fire,,,,,,,207,48000
1500029,151014; 151024; 151034; 151044; 151054; 151064; 151074; 150014,light,,,,,,,207,48000
1500030,151015; 151025; 151035; 151045; 151055; 151065; 151075; 150015,dark,,,,,,,207,48000
1500031,151011; 151021; 151031; 151041; 151051; 151061; 151071; 150011,earth,,,,,,,207,48000
1500032,151012; 151022; 151032; 151042; 151052; 151062; 151072; 150012,water,,,,,,,207,48000
1500033,151013; 151023; 151033; 151043; 151053; 151063; 151073; 150013,fire,,,,,,,207,48000
1500034,151014; 151024; 151034; 151044; 151054; 151064; 151074; 150014,light,,,,,,,207,48000
1500035,151015; 151025; 151035; 151045; 151055; 151065; 151075; 150015,dark,,,,,,,207,48000
1500036,151011; 151021; 151031; 151041; 151051; 151061; 151071; 150011,earth,,,,,,,207,48000
1500037,151012; 151022; 151032; 151042; 151052; 151062; 151072; 150012,water,,,,,,,207,48000
1500038,151013; 151023; 151033; 151043; 151053; 151063; 151073; 150013,fire,,,,,,,207,48000
1500039,151014; 151024; 151034; 151044; 151054; 151064; 151074; 150014,light,,,,,,,207,48000
1500040,151015; 151025; 151035; 151045; 151055; 151065; 151075; 150015,dark,,,,,,,207,48000
1500041,151011; 151021; 151031; 151041; 151051; 151061; 151071; 150011,earth,,,,,,,207,48000
1500042,151012; 151022; 151032; 151042; 151052; 151062; 151072; 150012,water,,,,,,,207,48000
1500043,151013; 151023; 151033; 151043; 151053; 151063; 151073; 150013,fire,,,,,,,207,48000
1500044,151014; 151024; 151034; 151044; 151054; 151064; 151074; 150014,light,,,,,,,207,48000
1500045,151015; 151025; 151035; 151045; 151055; 151065; 151075; 150015,dark,,,,,,,207,48000
1500046,151011; 151021; 151031; 151041; 151051; 151061; 151071; 150011,earth,,,,,,,207,48000
1500047,151012; 151022; 151032; 151042; 151052; 151062; 151072; 150012,water,,,,,,,207,48000
1500048,151013; 151023; 151033; 151043; 151053; 151063; 151073; 150013,fire,,,,,,,207,48000
1500049,151014; 151024; 151034; 151044; 151054; 151064; 151074; 150014,light,,,,,,,207,48000
1500050,151015; 151025; 151035; 151045; 151055; 151065; 151075; 150015,dark,,,,,,,207,48000
1500051,151011; 151021; 151031; 151041; 151051; 151061; 151071; 150011,earth,,,,,,,207,48000
1500052,151012; 151022; 151032; 151042; 151052; 151062; 151072; 150012,water,,,,,,,207,48000
1500053,151013; 151023; 151033; 151043; 151053; 151063; 151073; 150013,fire,,,,,,,207,48000
1500054,151014; 151024; 151034; 151044; 151054; 151064; 151074; 150014,light,,,,,,,207,48000
1500055,151015; 151025; 151035; 151045; 151055; 151065; 151075; 150015,dark,,,,,,,207,48000
1500056,151011; 151021; 151031; 151041; 151051; 151061; 151071; 150011,earth,,,,,,,207,48000
1500057,151012; 151022; 151032; 151042; 151052; 151062; 151072; 150012,water,,,,,,,207,48000
1500058,151013; 151023; 151033; 151043; 151053; 151063; 151073; 150013,fire,,,,,,,207,48000
1500059,151014; 151024; 151034; 151044; 151054; 151064; 151074; 150014,light,,,,,,,207,48000
1500060,151015; 151025; 151035; 151045; 151055; 151065; 151075; 150015,dark,,,,,,,207,48000
1500061,151011; 151021; 151031; 151041; 151051; 151061; 151071; 150011,earth,,,,,,,207,48000
1500062,151012; 151022; 151032; 151042; 151052; 151062; 151072; 150012,water,,,,,,,207,48000
1500063,151013; 151023; 151033; 151043; 151053; 151063; 151073; 150013,fire,,,,,,,207,48000
1500064,151014; 151024; 151034; 151044; 151054; 151064; 151074; 150014,light,,,,,,,207,48000
1500065,151015; 151025; 151035; 151045; 151055; 151065; 151075; 150015,dark,,,,,,,207,48000
1500066,151011; 151021; 151031; 151041; 151051; 151061; 151071; 150011,earth,,,,,,,207,48000
1500067,151012; 151022; 151032; 151042; 151052; 151062; 151072; 150012,water,,,,,,,207,48000
1500068,151013; 151023; 151033; 151043; 151053; 151063; 151073; 150013,fire,,,,,,,207,48000
1500069,151014; 151024; 151034; 151044; 151054; 151064; 151074; 150014,light,,,,,,,207,48000
1500070,151015; 151025; 151035; 151045; 151055; 151065; 151075; 150015,dark,,,,,,,207,48000
1500071,151011; 151021; 151031; 151041; 151051; 151061; 151071; 150011,earth,,,,,,,207,48000
1500072,151012; 151022; 151032; 151042; 151052; 151062; 151072; 150012,water,,,,,,,207,48000
1500073,151013; 151023; 151033; 151043; 151053; 151063; 151073; 150013,fire,,,,,,,207,48000
1500074,151014; 151024; 151034; 151044; 151054; 151064; 151074; 150014,light,,,,,,,207,48000
1500075,151015; 151025; 151035; 151045; 151055; 151065; 151075; 150015,dark,,,,,,,207,48000
1500076,151011; 151021; 151031; 151041; 151051; 151061; 151071; 150011,earth,,,,,,,207,48000
1500077,151012; 151022; 151032; 151042; 151052; 151062; 151072; 150012,water,,,,,,,207,48000
1500078,151013; 151023; 151033; 151043; 151053; 151063; 151073; 150013,fire,,,,,,,207,48000
1500079,151014; 151024; 151034; 151044; 151054; 151064; 151074; 150014,light,,,,,,,207,48000
