sid,skill_form,skill_type,t_name,r_comment,res_icon,res_1,res_scale,res_2,res_3,res_hit,skill_size,animation,motion_type,dmg_type,pos,dir,start_cooldown,chance_type,chance_value,target_formation,target_type,target_count,casting_time,cooldown,power_source,r_note,r_group,r_power_rate,power_rate,ignore,hit,val_1,val_2,val_3,for_gd,add_option_type_1,add_option_target_1,add_option_target_count_1,add_option_trigger_1,add_option_time_1,add_option_rate_1,add_option_source_1,add_option_value_1,add_option_type_2,add_option_target_2,add_option_target_count_2,add_option_trigger_2,add_option_time_2,add_option_rate_2,add_option_source_2,add_option_value_2,add_option_type_3,add_option_target_3,add_option_target_count_3,add_option_trigger_3,add_option_time_3,add_option_rate_3,add_option_source_3,add_option_value_3,add_option_type_4,add_option_target_4,add_option_target_count_4,add_option_trigger_4,add_option_time_4,add_option_rate_4,add_option_source_4,add_option_value_4,desc_1,desc_2,desc_3,desc_4,desc_5,t_desc,to_programmer,t_speech,speech_option
250035,code,missile_move_guide,일반 공격,클랜 던전 보스 분신1: 스킬 1,res/ui/icons/skill/200243.png,res/missile/missile_ball/missile_ball_@.vrp,1,,,,,attack,instant,physical,,0,,basic,1,,enemy_distance_line,1,0,0,atk,,보스_단일_일반,100,450,,1,,,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,보통의 피해를 주는 공격입니다.,,,
250041,code,status_effect,교만,클랜 던전 보스 분신1: 스킬 2,res/ui/icons/skill/203221.png,,1,,,,,buff,instant,physical,,-1,,indie_time,20,,ally_random,7,10,0,,,미분류,,0,,1,,,,,immunity_debuff,target,,skill_start,20,100,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,일정 시간마다 20초간 모든 아군에게 면역 효과를 부여합니다.,,,
250042,code,status_effect,교만,클랜 던전 보스 분신1: 스킬 2,res/ui/icons/skill/203221.png,,1,,,,,buff,instant,physical,,-1,,indie_time,20,,ally_random,7,10,0,,,미분류,,0,,1,,,,,def_up,target,,skill_start,20,100,,100,def_up,target,,skill_start,20,100,,100,,,,,,,,,,,,,,,,,,,,,,일정 시간마다 20초간 모든 아군의 방어력을 크게 상승시킵니다.,,,
250043,code,status_effect,교만,클랜 던전 보스 분신1: 스킬 2,res/ui/icons/skill/203221.png,,1,,,,,buff,instant,physical,,-1,,indie_time,20,,ally_random,7,10,0,,,미분류,,0,,1,,,,,cri_chance_up,target,,skill_start,20,100,,100,cri_chance_up,target,,skill_start,20,100,,100,,,,,,,,,,,,,,,,,,,,,,일정 시간마다 20초간 모든 아군의 치명확률을 상승시킵니다.,,,
250044,code,status_effect,교만,클랜 던전 보스 분신1: 스킬 2,res/ui/icons/skill/203221.png,,1,,,,,buff,instant,physical,,-1,,indie_time,20,,ally_random,7,10,0,,,미분류,,0,,1,,,,,cri_avoid_up,target,,skill_start,20,100,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,일정 시간마다 20초간 모든 아군의 치명회피를 상승시킵니다.,,,
250045,code,status_effect,교만,클랜 던전 보스 분신1: 스킬 2,res/ui/icons/skill/203221.png,,1,,,,,buff,instant,physical,,-1,,indie_time,20,,ally_random,7,10,0,,,미분류,,0,,1,,,,,atk_up,target,,skill_start,20,100,,100,atk_up,target,,skill_start,20,100,,100,,,,,,,,,,,,,,,,,,,,,,일정 시간마다 20초간 모든 아군의 공격력을 크게 상승시킵니다.,,,
250051,code,missile_move_guide,질투,클랜 던전 보스 분신2: 일반 공격,res/ui/icons/skill/200531.png,res/missile/missile_ball/missile_ball_@.vrp,1,,,,,attack,instant,physical,,0,,indie_time,7,,enemy_random,1,0,0,atk,,보스_단일_일반,100,450,,1,,,800,,remove,target,,skill_hit,0.3,50,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,보통의 피해를 주고 일정 확률로 대상의 이로운 효과를 모두 해제 합니다.,,,
250052,code,missile_move_guide,질투,클랜 던전 보스 분신2: 일반 공격,res/ui/icons/skill/200531.png,res/missile/missile_ball/missile_ball_@.vrp,1,,,,,attack,instant,physical,,0,,indie_time,7,,enemy_random,1,0,0,atk,,보스_단일_일반,100,450,,1,,,800,,remove,target,,skill_hit,0.3,50,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,보통의 피해를 주고 일정 확률로 대상의 이로운 효과를 모두 해제 합니다.,,,
250053,code,missile_move_guide,질투,클랜 던전 보스 분신2: 일반 공격,res/ui/icons/skill/200531.png,res/missile/missile_ball/missile_ball_@.vrp,1,,,,,attack,instant,physical,,0,,indie_time,7,,enemy_random,1,0,0,atk,,보스_단일_일반,100,450,,1,,,800,,remove,target,,skill_hit,0.3,50,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,보통의 피해를 주고 일정 확률로 대상의 이로운 효과를 모두 해제 합니다.,,,
250054,code,missile_move_guide,질투,클랜 던전 보스 분신2: 일반 공격,res/ui/icons/skill/200531.png,res/missile/missile_ball/missile_ball_@.vrp,1,,,,,attack,instant,physical,,0,,indie_time,7,,enemy_random,1,0,0,atk,,보스_단일_일반,100,450,,1,,,800,,remove,target,,skill_hit,0.3,50,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,보통의 피해를 주고 일정 확률로 대상의 이로운 효과를 모두 해제 합니다.,,,
250055,code,missile_move_guide,질투,클랜 던전 보스 분신2: 일반 공격,res/ui/icons/skill/200531.png,res/missile/missile_ball/missile_ball_@.vrp,1,,,,,attack,instant,physical,,0,,indie_time,7,,enemy_random,1,0,0,atk,,보스_단일_일반,100,450,,1,,,800,,remove,target,,skill_hit,0.3,50,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,보통의 피해를 주고 일정 확률로 대상의 이로운 효과를 모두 해제 합니다.,,,
250061,code,missile_move_guide,욕심과 나태,"클랜 던전 보스 분신4,5: 일반 공격",res/ui/icons/skill/200221.png,res/missile/missile_ball/missile_ball_@.vrp,1,,,,,attack,instant,physical,,0,,indie_time,10,,enemy_random,1,0,0,atk,,보스_단일_일반,100,450,,1,,,800,,aspd_down,target,,skill_hit,10,50,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,보통의 피해를 주고 일정 확률로 대상의 공격속도를 감소 시킵니다.,,,
250062,code,missile_move_guide,욕심과 나태,"클랜 던전 보스 분신4,5: 일반 공격",res/ui/icons/skill/200221.png,res/missile/missile_ball/missile_ball_@.vrp,1,,,,,attack,instant,physical,,0,,indie_time,10,,enemy_random,1,0,0,atk,,보스_단일_일반,100,450,,1,,,800,,cri_dmg_down,target,,skill_hit,10,50,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,보통의 피해를 주고 일정 확률로 대상의 치명피해를 감소 시킵니다.,,,
250063,code,missile_move_guide,욕심과 나태,"클랜 던전 보스 분신4,5: 일반 공격",res/ui/icons/skill/200221.png,res/missile/missile_ball/missile_ball_@.vrp,1,,,,,attack,instant,physical,,0,,indie_time,10,,enemy_random,1,0,0,atk,,보스_단일_일반,100,450,,1,,,800,,cri_chance_down,target,,skill_hit,10,50,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,보통의 피해를 주고 일정 확률로 대상의 치명확률을 감소 시킵니다.,,,
250064,code,missile_move_guide,욕심과 나태,"클랜 던전 보스 분신4,5: 일반 공격",res/ui/icons/skill/200221.png,res/missile/missile_ball/missile_ball_@.vrp,1,,,,,attack,instant,physical,,0,,indie_time,10,,enemy_random,1,0,0,atk,,보스_단일_일반,100,450,,1,,,800,,hit_rate_down,target,,skill_hit,10,50,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,보통의 피해를 주고 일정 확률로 대상의 적중을 감소 시킵니다.,,,
250065,code,missile_move_guide,욕심과 나태,"클랜 던전 보스 분신4,5: 일반 공격",res/ui/icons/skill/200221.png,res/missile/missile_ball/missile_ball_@.vrp,1,,,,,attack,instant,physical,,0,,indie_time,10,,enemy_random,1,0,0,atk,,보스_단일_일반,100,450,,1,,,800,,recovery_dec,target,,skill_hit,10,50,,100,dot_damage,target,,skill_hit,10,50,target_max_hp,0.5,,,,,,,,,,,,,,,,,,,,,,보통의 피해를 주고 일정 확률로 받는 치유량을 감소 시키며 지속피해를 유발합니다.,,,
250071,code,missile_move_guide,일반 공격,"클랜 던전 보스 분신3,6,7: 일반 공격",res/ui/icons/skill/200243.png,res/missile/missile_ball/missile_ball_@.vrp,1,,,,,attack,instant,physical,,0,,basic,1,,enemy_distance_line,1,0,0,atk,,보스_단일_일반,100,450,,1,,,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,보통의 피해를 주는 공격입니다.,,,
250072,code,missile_move_guide,일반 공격,"클랜 던전 보스 분신3,6,7: 일반 공격",res/ui/icons/skill/200243.png,res/missile/missile_ball/missile_ball_@.vrp,1,,,,,attack,instant,physical,,0,,basic,1,,enemy_distance_line,1,0,0,atk,,보스_단일_일반,100,450,,1,,,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,보통의 피해를 주는 공격입니다.,,,
250073,code,missile_move_guide,일반 공격,"클랜 던전 보스 분신3,6,7: 일반 공격",res/ui/icons/skill/200243.png,res/missile/missile_ball/missile_ball_@.vrp,1,,,,,attack,instant,physical,,0,,basic,1,,enemy_distance_line,1,0,0,atk,,보스_단일_일반,100,450,,1,,,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,보통의 피해를 주는 공격입니다.,,,
250074,code,missile_move_guide,일반 공격,"클랜 던전 보스 분신3,6,7: 일반 공격",res/ui/icons/skill/200243.png,res/missile/missile_ball/missile_ball_@.vrp,1,,,,,attack,instant,physical,,0,,basic,1,,enemy_distance_line,1,0,0,atk,,보스_단일_일반,100,450,,1,,,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,보통의 피해를 주는 공격입니다.,,,
250075,code,missile_move_guide,일반 공격,"클랜 던전 보스 분신3,6,7: 일반 공격",res/ui/icons/skill/200243.png,res/missile/missile_ball/missile_ball_@.vrp,1,,,,,attack,instant,physical,,0,,basic,1,,enemy_distance_line,1,0,0,atk,,보스_단일_일반,100,450,,1,,,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,보통의 피해를 주는 공격입니다.,,,
250091,code,missile_move_guide,강화 공격,클랜 던전 보스 본체: 기본 공격,res/ui/icons/skill/204121.png,res/missile/missile_flame/missile_flame_@.vrp,2,,,,,attack_2,instant,physical,,-1,,indie_turn,7,,enemy_distance_line,1,0,1,atk,,보스_단일_스킬,100,900,,1,,,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,가까운 적 대상에게 큰 피해를 줍니다.,,,
250092,code,missile_move_guide,강화 공격,클랜 던전 보스 본체: 기본 공격,res/ui/icons/skill/204121.png,res/missile/missile_flame/missile_flame_@.vrp,2,,,,,attack_2,instant,physical,,-1,,indie_turn,7,,enemy_distance_line,1,0,1,atk,,보스_단일_스킬,100,900,,1,,,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,가까운 적 대상에게 큰 피해를 줍니다.,,,
250093,code,missile_move_guide,강화 공격,클랜 던전 보스 본체: 기본 공격,res/ui/icons/skill/204121.png,res/missile/missile_flame/missile_flame_@.vrp,2,,,,,attack_2,instant,physical,,-1,,indie_turn,7,,enemy_distance_line,1,0,1,atk,,보스_단일_스킬,100,900,,1,,,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,가까운 적 대상에게 큰 피해를 줍니다.,,,
250094,code,missile_move_guide,강화 공격,클랜 던전 보스 본체: 기본 공격,res/ui/icons/skill/204121.png,res/missile/missile_flame/missile_flame_@.vrp,2,,,,,attack_2,instant,physical,,-1,,indie_turn,7,,enemy_distance_line,1,0,1,atk,,보스_단일_스킬,100,900,,1,,,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,가까운 적 대상에게 큰 피해를 줍니다.,,,
250095,code,missile_move_guide,강화 공격,클랜 던전 보스 본체: 기본 공격,res/ui/icons/skill/204121.png,res/missile/missile_flame/missile_flame_@.vrp,2,,,,,attack_2,instant,physical,,-1,,indie_turn,7,,enemy_distance_line,1,0,1,atk,,보스_단일_스킬,100,900,,1,,,800,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,가까운 적 대상에게 큰 피해를 줍니다.,,,
251001,code,skill_boss_ancient_ruin,화염방사,고대 유적 던전 보스_광범위,res/ui/icons/skill/202142.png,,1,,,,,skill_1,instant,physical,,-2,,indie_time,10,,enemy_random,10,0,0,(target_max_hp * 0.35),,보스_광역_스킬,,100,def,1,skill_boss_ancient_ruin_dragon_1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,열 에너지를 모아 강력한 피해를 줍니다.\n에너지를 모으는 동안 약점을 일정 피해량 이상 공격하면 취소 시킬 수 있습니다.,,,
251002,code,skill_boss_ancient_ruin,화염방사,고대 유적 던전 보스_광범위,res/ui/icons/skill/202142.png,,1,,,,,skill_1,instant,physical,,-2,,indie_time,10,,enemy_random,10,0,0,(target_max_hp * 0.35),,보스_광역_스킬,,100,def,1,skill_boss_ancient_ruin_dragon_1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,열 에너지를 모아 강력한 피해를 줍니다.\n에너지를 모으는 동안 약점을 일정 피해량 이상 공격하면 취소 시킬 수 있습니다.,,,
251003,code,skill_boss_ancient_ruin,화염방사,고대 유적 던전 보스_광범위,res/ui/icons/skill/202142.png,,1,,,,,skill_1,instant,physical,,-2,,indie_time,10,,enemy_random,10,0,0,(target_max_hp * 0.35),,보스_광역_스킬,,100,def,1,skill_boss_ancient_ruin_dragon_1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,열 에너지를 모아 강력한 피해를 줍니다.\n에너지를 모으는 동안 약점을 일정 피해량 이상 공격하면 취소 시킬 수 있습니다.,,,
251004,code,skill_boss_ancient_ruin,화염방사,고대 유적 던전 보스_광범위,res/ui/icons/skill/202142.png,,1,,,,,skill_1,instant,physical,,-2,,indie_time,10,,enemy_random,10,0,0,(target_max_hp * 0.35),,보스_광역_스킬,,100,def,1,skill_boss_ancient_ruin_dragon_1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,열 에너지를 모아 강력한 피해를 줍니다.\n에너지를 모으는 동안 약점을 일정 피해량 이상 공격하면 취소 시킬 수 있습니다.,,,
251005,code,skill_boss_ancient_ruin,화염방사,고대 유적 던전 보스_광범위,res/ui/icons/skill/202142.png,,1,,,,,skill_1,instant,physical,,-2,,indie_time,10,,enemy_random,10,0,0,(target_max_hp * 0.35),,보스_광역_스킬,,100,def,1,skill_boss_ancient_ruin_dragon_1,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,열 에너지를 모아 강력한 피해를 줍니다.\n에너지를 모으는 동안 약점을 일정 피해량 이상 공격하면 취소 시킬 수 있습니다.,,,
251011,script,skill_boss_ancient_ruin_dragon_2,로켓런처,고대 유적 던전 보스_광범위,res/ui/icons/skill/200922.png,,1,,,,,skill_4,instant,physical,,-2,,indie_time,10,,enemy_random,10,0,0,atk,,보스_광역_스킬,,600,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,로켓런처를 발사해 모든 대상에게 피해를 줍니다.,,,
251012,script,skill_boss_ancient_ruin_dragon_2,로켓런처,고대 유적 던전 보스_광범위,res/ui/icons/skill/200922.png,,1,,,,,skill_4,instant,physical,,-2,,indie_time,10,,enemy_random,10,0,0,atk,,보스_광역_스킬,,600,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,로켓런처를 발사해 모든 대상에게 피해를 줍니다.,,,
251013,script,skill_boss_ancient_ruin_dragon_2,로켓런처,고대 유적 던전 보스_광범위,res/ui/icons/skill/200922.png,,1,,,,,skill_4,instant,physical,,-2,,indie_time,10,,enemy_random,10,0,0,atk,,보스_광역_스킬,,600,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,로켓런처를 발사해 모든 대상에게 피해를 줍니다.,,,
251014,script,skill_boss_ancient_ruin_dragon_2,로켓런처,고대 유적 던전 보스_광범위,res/ui/icons/skill/200922.png,,1,,,,,skill_4,instant,physical,,-2,,indie_time,10,,enemy_random,10,0,0,atk,,보스_광역_스킬,,600,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,로켓런처를 발사해 모든 대상에게 피해를 줍니다.,,,
251015,script,skill_boss_ancient_ruin_dragon_2,로켓런처,고대 유적 던전 보스_광범위,res/ui/icons/skill/200922.png,,1,,,,,skill_4,instant,physical,,-2,,indie_time,10,,enemy_random,10,0,0,atk,,보스_광역_스킬,,600,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,로켓런처를 발사해 모든 대상에게 피해를 줍니다.,,,
251021,script,skill_boss_ancient_ruin_dragon_3,레이저,고대 유적 던전 보스_광범위,res/ui/icons/skill/208111.png,,,,,,,skill_7,instant,physical,,-2,,indie_time,10,,enemy_random,10,0,0,atk,,보스_광역_스킬,,600,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,여러 각도로 난반사 하는 레이저를 쏘아 관통 피해를 줍니다.,,,
251022,script,skill_boss_ancient_ruin_dragon_3,레이저,고대 유적 던전 보스_광범위,res/ui/icons/skill/208111.png,,,,,,,skill_7,instant,physical,,-2,,indie_time,10,,enemy_random,10,0,0,atk,,보스_광역_스킬,,600,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,여러 각도로 난반사 하는 레이저를 쏘아 관통 피해를 줍니다.,,,
251023,script,skill_boss_ancient_ruin_dragon_3,레이저,고대 유적 던전 보스_광범위,res/ui/icons/skill/208111.png,,,,,,,skill_7,instant,physical,,-2,,indie_time,10,,enemy_random,10,0,0,atk,,보스_광역_스킬,,600,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,여러 각도로 난반사 하는 레이저를 쏘아 관통 피해를 줍니다.,,,
251024,script,skill_boss_ancient_ruin_dragon_3,레이저,고대 유적 던전 보스_광범위,res/ui/icons/skill/208111.png,,,,,,,skill_7,instant,physical,,-2,,indie_time,10,,enemy_random,10,0,0,atk,,보스_광역_스킬,,600,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,여러 각도로 난반사 하는 레이저를 쏘아 관통 피해를 줍니다.,,,
251025,script,skill_boss_ancient_ruin_dragon_3,레이저,고대 유적 던전 보스_광범위,res/ui/icons/skill/208111.png,,,,,,,skill_7,instant,physical,,-2,,indie_time,10,,enemy_random,10,0,0,atk,,보스_광역_스킬,,600,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,여러 각도로 난반사 하는 레이저를 쏘아 관통 피해를 줍니다.,,,
251031,script,skill_boss_ancient_ruin_dragon_4,슈퍼 레이저,고대 유적 던전 보스_광범위,res/ui/icons/skill/201141.png,,,,,,,skill_8,instant,physical,,-2,,indie_time,10,,enemy_random,10,0,0,atk,,보스_광역_스킬,,600,,1,,,,,def_down,target,,skill_hit,10,100,,100,def_down,target,,skill_hit,10,100,,100,,,,,,,,,,,,,,,,,,,,,,모든 대상에게 피해를 주고 대상의 받는 회복량을 감소 시킵니다.,,,
251032,script,skill_boss_ancient_ruin_dragon_4,슈퍼 레이저,고대 유적 던전 보스_광범위,res/ui/icons/skill/201141.png,,,,,,,skill_8,instant,physical,,-2,,indie_time,10,,enemy_random,10,0,0,atk,,보스_광역_스킬,,600,,1,,,,,cri_dmg_down,target,,skill_hit,10,100,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,모든 대상에게 피해를 주고 대상의 치명확률을 감소 시킵니다.,,,
251033,script,skill_boss_ancient_ruin_dragon_4,슈퍼 레이저,고대 유적 던전 보스_광범위,res/ui/icons/skill/201141.png,,,,,,,skill_8,instant,physical,,-2,,indie_time,10,,enemy_random,10,0,0,atk,,보스_광역_스킬,,600,,1,,,,,cri_chance_down,target,,skill_hit,10,100,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,모든 대상에게 피해를 주고 대상의 치명피해를 감소 시킵니다.,,,
251034,script,skill_boss_ancient_ruin_dragon_4,슈퍼 레이저,고대 유적 던전 보스_광범위,res/ui/icons/skill/201141.png,,,,,,,skill_8,instant,physical,,-2,,indie_time,10,,enemy_random,10,0,0,atk,,보스_광역_스킬,,600,,1,,,,,recovery_dec,target,,skill_hit,10,100,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,모든 대상에게 피해를 주고 대상의 방어력을 크게 감소 시킵니다.,,,
251035,script,skill_boss_ancient_ruin_dragon_4,슈퍼 레이저,고대 유적 던전 보스_광범위,res/ui/icons/skill/201141.png,,,,,,,skill_8,instant,physical,,-2,,indie_time,10,team1,enemy_random,10,0,0,atk,,보스_광역_스킬,,600,,1,,,,,aspd_down,target,,skill_hit,10,100,,100,aspd_down,target,,skill_hit,10,100,,100,,,,,,,,,,,,,,,,,,,,,,모든 대상에게 피해를 주고 대상의 공격속도를 크게 감소 시킵니다.,,,
251041,script,skill_boss_ancient_ruin_dragon_5,저격,고대 유적 던전 보스_상단 단일,res/ui/icons/skill/200421.png,,,,,,,skill_2,instant,physical,,-2,,indie_time,10,team1,enemy_random,10,0,0,atk + target_def,,보스_단일_스킬,,900,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,단일 대상에게 강력한 피해를 주는 공격입니다.\n이 공격은 1 공격대를 우선 공격합니다.,,,
251042,script,skill_boss_ancient_ruin_dragon_5,저격,고대 유적 던전 보스_상단 단일,res/ui/icons/skill/200421.png,,,,,,,skill_2,instant,physical,,-2,,indie_time,10,team1,enemy_random,10,0,0,atk + target_def,,보스_단일_스킬,,900,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,단일 대상에게 강력한 피해를 주는 공격입니다.\n이 공격은 1 공격대를 우선 공격합니다.,,,
251043,script,skill_boss_ancient_ruin_dragon_5,저격,고대 유적 던전 보스_상단 단일,res/ui/icons/skill/200421.png,,,,,,,skill_2,instant,physical,,-2,,indie_time,10,team1,enemy_random,10,0,0,atk + target_def,,보스_단일_스킬,,900,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,단일 대상에게 강력한 피해를 주는 공격입니다.\n이 공격은 1 공격대를 우선 공격합니다.,,,
251044,script,skill_boss_ancient_ruin_dragon_5,저격,고대 유적 던전 보스_상단 단일,res/ui/icons/skill/200421.png,,,,,,,skill_2,instant,physical,,-2,,indie_time,10,team1,enemy_random,10,0,0,atk + target_def,,보스_단일_스킬,,900,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,단일 대상에게 강력한 피해를 주는 공격입니다.\n이 공격은 1 공격대를 우선 공격합니다.,,,
251045,script,skill_boss_ancient_ruin_dragon_5,저격,고대 유적 던전 보스_상단 단일,res/ui/icons/skill/200421.png,,,,,,,skill_2,instant,physical,,-2,,indie_time,10,team1,enemy_random,10,0,0,atk + target_def,,보스_단일_스킬,,900,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,단일 대상에게 강력한 피해를 주는 공격입니다.\n이 공격은 1 공격대를 우선 공격합니다.,,,
251051,code,missile_move_high_angle,대포,고대 유적 던전 보스_상단 범위,res/ui/icons/skill/203311.png,res/missile/missile_rocket/missile_rocket_@.png,2,,res/effect/skill_explosion/skill_explosion_fire.vrp,,,skill_3,instant,physical,,-1,,indie_time,10,team1,enemy_distance_line,1,0,0,atk,,보스_광역_스킬,,600,,1,150,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,무작위 적 대상과 그 주변에게 보통의 피해를 줍니다.\n이 공격은 1 공격대를 우선 공격합니다.,,,
251052,code,missile_move_high_angle,대포,고대 유적 던전 보스_상단 범위,res/ui/icons/skill/203311.png,res/missile/missile_rocket/missile_rocket_@.png,2,,res/effect/skill_explosion/skill_explosion_fire.vrp,,,skill_3,instant,physical,,-1,,indie_time,10,team1,enemy_distance_line,1,0,0,atk,,보스_광역_스킬,,600,,1,150,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,무작위 적 대상과 그 주변에게 보통의 피해를 줍니다.\n이 공격은 1 공격대를 우선 공격합니다.,,,
251053,code,missile_move_high_angle,대포,고대 유적 던전 보스_상단 범위,res/ui/icons/skill/203311.png,res/missile/missile_rocket/missile_rocket_@.png,2,,res/effect/skill_explosion/skill_explosion_fire.vrp,,,skill_3,instant,physical,,-1,,indie_time,10,team1,enemy_distance_line,1,0,0,atk,,보스_광역_스킬,,600,,1,150,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,무작위 적 대상과 그 주변에게 보통의 피해를 줍니다.\n이 공격은 1 공격대를 우선 공격합니다.,,,
251054,code,missile_move_high_angle,대포,고대 유적 던전 보스_상단 범위,res/ui/icons/skill/203311.png,res/missile/missile_rocket/missile_rocket_@.png,2,,res/effect/skill_explosion/skill_explosion_fire.vrp,,,skill_3,instant,physical,,-1,,indie_time,10,team1,enemy_distance_line,1,0,0,atk,,보스_광역_스킬,,600,,1,150,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,무작위 적 대상과 그 주변에게 보통의 피해를 줍니다.\n이 공격은 1 공격대를 우선 공격합니다.,,,
251055,code,missile_move_high_angle,대포,고대 유적 던전 보스_상단 범위,res/ui/icons/skill/203311.png,res/missile/missile_rocket/missile_rocket_@.png,2,,res/effect/skill_explosion/skill_explosion_fire.vrp,,,skill_3,instant,physical,,-1,,indie_time,10,team1,enemy_distance_line,1,0,0,atk,,보스_광역_스킬,,600,,1,150,250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,무작위 적 대상과 그 주변에게 보통의 피해를 줍니다.\n이 공격은 1 공격대를 우선 공격합니다.,,,
251061,script,skill_boss_ancient_ruin_dragon_7,중거리포,고대 유적 던전 보스_하단 관통,res/ui/icons/skill/200111.png,,,,,,,skill_5,instant,physical,,-1,,indie_time,10,team2,enemy_random,10,0,0,atk,,보스_단일_스킬,,600,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,경로상의 모든 적에게 피해를 주는 대포를 발사 합니다.\n이 공격은 2 공격대를 우선 공격합니다.,,,
251062,script,skill_boss_ancient_ruin_dragon_7,중거리포,고대 유적 던전 보스_하단 관통,res/ui/icons/skill/200111.png,,,,,,,skill_5,instant,physical,,-1,,indie_time,10,team2,enemy_random,10,0,0,atk,,보스_단일_스킬,,600,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,경로상의 모든 적에게 피해를 주는 대포를 발사 합니다.\n이 공격은 2 공격대를 우선 공격합니다.,,,
251063,script,skill_boss_ancient_ruin_dragon_7,중거리포,고대 유적 던전 보스_하단 관통,res/ui/icons/skill/200111.png,,,,,,,skill_5,instant,physical,,-1,,indie_time,10,team2,enemy_random,10,0,0,atk,,보스_단일_스킬,,600,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,경로상의 모든 적에게 피해를 주는 대포를 발사 합니다.\n이 공격은 2 공격대를 우선 공격합니다.,,,
