item,category,t_name,t_desc,icon,type,full_type,attr,role,color,rarity,grade,evolution,did,count,sale_price,get_region,package
760315,object,파라오드래곤 인연 포인트,인연 던전 등에서 얻을 수 있는 파라오드래곤의 인연포인트. 얻으면 얻을수록 파라오드래곤과의 인연이 깊어집니다.,,relation_point,,,,,,,,120315,1,300,,
760321,object,크레센트 인연 포인트,인연 던전 등에서 얻을 수 있는 크레센트의 인연포인트. 얻으면 얻을수록 크레센트과의 인연이 깊어집니다.,,relation_point,,,,,,,,120321,1,300,,
760322,object,크레센트 인연 포인트,인연 던전 등에서 얻을 수 있는 크레센트의 인연포인트. 얻으면 얻을수록 크레센트과의 인연이 깊어집니다.,,relation_point,,,,,,,,120322,1,300,,
760323,object,크레센트 인연 포인트,인연 던전 등에서 얻을 수 있는 크레센트의 인연포인트. 얻으면 얻을수록 크레센트과의 인연이 깊어집니다.,,relation_point,,,,,,,,120323,1,300,,
760324,object,크레센트 인연 포인트,인연 던전 등에서 얻을 수 있는 크레센트의 인연포인트. 얻으면 얻을수록 크레센트과의 인연이 깊어집니다.,,relation_point,,,,,,,,120324,1,300,,
760325,object,크레센트 인연 포인트,인연 던전 등에서 얻을 수 있는 크레센트의 인연포인트. 얻으면 얻을수록 크레센트과의 인연이 깊어집니다.,,relation_point,,,,,,,,120325,1,300,,
760331,object,서펀트드래곤 인연 포인트,인연 던전 등에서 얻을 수 있는 서펀트드래곤의 인연포인트. 얻으면 얻을수록 서펀트드래곤과의 인연이 깊어집니다.,,relation_point,,,,,,,,120331,1,300,,
760332,object,서펀트드래곤 인연 포인트,인연 던전 등에서 얻을 수 있는 서펀트드래곤의 인연포인트. 얻으면 얻을수록 서펀트드래곤과의 인연이 깊어집니다.,,relation_point,,,,,,,,120332,1,300,,
760333,object,서펀트드래곤 인연 포인트,인연 던전 등에서 얻을 수 있는 서펀트드래곤의 인연포인트. 얻으면 얻을수록 서펀트드래곤과의 인연이 깊어집니다.,,relation_point,,,,,,,,120333,1,300,,
760334,object,서펀트드래곤 인연 포인트,인연 던전 등에서 얻을 수 있는 서펀트드래곤의 인연포인트. 얻으면 얻을수록 서펀트드래곤과의 인연이 깊어집니다.,,relation_point,,,,,,,,120334,1,300,,
760335,object,서펀트드래곤 인연 포인트,인연 던전 등에서 얻을 수 있는 서펀트드래곤의 인연포인트. 얻으면 얻을수록 서펀트드래곤과의 인연이 깊어집니다.,,relation_point,,,,,,,,120335,1,300,,
760371,object,레이디드래곤 인연 포인트,인연 던전 등에서 얻을 수 있는 레이디드래곤의 인연포인트. 얻으면 얻을수록 레이디드래곤과의 인연이 깊어집니다.,,relation_point,,,,,,,,120371,1,300,,
760372,object,레이디드래곤 인연 포인트,인연 던전 등에서 얻을 수 있는 레이디드래곤의 인연포인트. 얻으면 얻을수록 레이디드래곤과의 인연이 깊어집니다.,,relation_point,,,,,,,,120372,1,300,,
760373,object,레이디드래곤 인연 포인트,인연 던전 등에서 얻을 수 있는 레이디드래곤의 인연포인트. 얻으면 얻을수록 레이디드래곤과의 인연이 깊어집니다.,,relation_point,,,,,,,,120373,1,300,,
760374,object,레이디드래곤 인연 포인트,인연 던전 등에서 얻을 수 있는 레이디드래곤의 인연포인트. 얻으면 얻을수록 레이디드래곤과의 인연이 깊어집니다.,,relation_point,,,,,,,,120374,1,300,,
760375,object,레이디드래곤 인연 포인트,인연 던전 등에서 얻을 수 있는 레이디드래곤의 인연포인트. 얻으면 얻을수록 레이디드래곤과의 인연이 깊어집니다.,,relation_point,,,,,,,,120375,1,300,,
760381,object,시타엘 인연 포인트,인연 던전 등에서 얻을 수 있는 시타엘의 인연포인트. 얻으면 얻을수록 시타엘과의 인연이 깊어집니다.,,relation_point,,,,,,,,120381,1,300,,
760383,object,시타엘 인연 포인트,인연 던전 등에서 얻을 수 있는 시타엘의 인연포인트. 얻으면 얻을수록 시타엘과의 인연이 깊어집니다.,,relation_point,,,,,,,,120383,1,300,,
760384,object,시타엘 인연 포인트,인연 던전 등에서 얻을 수 있는 시타엘의 인연포인트. 얻으면 얻을수록 시타엘과의 인연이 깊어집니다.,,relation_point,,,,,,,,120384,1,300,,
760385,object,시타엘 인연 포인트,인연 던전 등에서 얻을 수 있는 시타엘의 인연포인트. 얻으면 얻을수록 시타엘과의 인연이 깊어집니다.,,relation_point,,,,,,,,120385,1,300,,
760404,object,백룡 인연 포인트,인연 던전 등에서 얻을 수 있는 백룡의 인연포인트. 얻으면 얻을수록 백룡과의 인연이 깊어집니다.,,relation_point,,,,,,,,120404,1,300,,
760405,object,흑룡 인연 포인트,인연 던전 등에서 얻을 수 있는 흑룡의 인연포인트. 얻으면 얻을수록 흑룡과의 인연이 깊어집니다.,,relation_point,,,,,,,,120405,1,300,,
760411,object,옵타티오 인연 포인트,인연 던전 등에서 얻을 수 있는 옵타티오의 인연포인트. 얻으면 얻을수록 옵타티오과의 인연이 깊어집니다.,,relation_point,,,,,,,,120411,1,300,,
760412,object,옵타티오 인연 포인트,인연 던전 등에서 얻을 수 있는 옵타티오의 인연포인트. 얻으면 얻을수록 옵타티오과의 인연이 깊어집니다.,,relation_point,,,,,,,,120412,1,300,,
760413,object,옵타티오 인연 포인트,인연 던전 등에서 얻을 수 있는 옵타티오의 인연포인트. 얻으면 얻을수록 옵타티오과의 인연이 깊어집니다.,,relation_point,,,,,,,,120413,1,300,,
760414,object,옵타티오 인연 포인트,인연 던전 등에서 얻을 수 있는 옵타티오의 인연포인트. 얻으면 얻을수록 옵타티오과의 인연이 깊어집니다.,,relation_point,,,,,,,,120414,1,300,,
760415,object,옵타티오 인연 포인트,인연 던전 등에서 얻을 수 있는 옵타티오의 인연포인트. 얻으면 얻을수록 옵타티오과의 인연이 깊어집니다.,,relation_point,,,,,,,,120415,1,300,,
760421,object,수라드래곤 인연 포인트,인연 던전 등에서 얻을 수 있는 수라드래곤의 인연포인트. 얻으면 얻을수록 수라드래곤과의 인연이 깊어집니다.,,relation_point,,,,,,,,120421,1,300,,
760422,object,수라드래곤 인연 포인트,인연 던전 등에서 얻을 수 있는 수라드래곤의 인연포인트. 얻으면 얻을수록 수라드래곤과의 인연이 깊어집니다.,,relation_point,,,,,,,,120422,1,300,,
760423,object,수라드래곤 인연 포인트,인연 던전 등에서 얻을 수 있는 수라드래곤의 인연포인트. 얻으면 얻을수록 수라드래곤과의 인연이 깊어집니다.,,relation_point,,,,,,,,120423,1,300,,
760425,object,수라드래곤 인연 포인트,인연 던전 등에서 얻을 수 있는 수라드래곤의 인연포인트. 얻으면 얻을수록 수라드래곤과의 인연이 깊어집니다.,,relation_point,,,,,,,,120425,1,300,,
760431,object,스마트드래곤 인연 포인트,인연 던전 등에서 얻을 수 있는 스마트드래곤의 인연포인트. 얻으면 얻을수록 스마트드래곤과의 인연이 깊어집니다.,,relation_point,,,,,,,,120431,1,300,,
760432,object,스마트드래곤 인연 포인트,인연 던전 등에서 얻을 수 있는 스마트드래곤의 인연포인트. 얻으면 얻을수록 스마트드래곤과의 인연이 깊어집니다.,,relation_point,,,,,,,,120432,1,300,,
760433,object,스마트드래곤 인연 포인트,인연 던전 등에서 얻을 수 있는 스마트드래곤의 인연포인트. 얻으면 얻을수록 스마트드래곤과의 인연이 깊어집니다.,,relation_point,,,,,,,,120433,1,300,,
760391,object,원더드래곤 인연 포인트,인연 던전 등에서 얻을 수 있는 원더드래곤의 인연포인트. 얻으면 얻을수록 원더드래곤과의 인연이 깊어집니다.,,relation_point,,,,,,,,120391,1,300,,
760392,object,원더드래곤 인연 포인트,인연 던전 등에서 얻을 수 있는 원더드래곤의 인연포인트. 얻으면 얻을수록 원더드래곤과의 인연이 깊어집니다.,,relation_point,,,,,,,,120392,1,300,,
760393,object,원더드래곤 인연 포인트,인연 던전 등에서 얻을 수 있는 원더드래곤의 인연포인트. 얻으면 얻을수록 원더드래곤과의 인연이 깊어집니다.,,relation_point,,,,,,,,120393,1,300,,
760395,object,원더드래곤 인연 포인트,인연 던전 등에서 얻을 수 있는 원더드래곤의 인연포인트. 얻으면 얻을수록 원더드래곤과의 인연이 깊어집니다.,,relation_point,,,,,,,,120395,1,300,,
760443,object,아르주나 인연 포인트,인연 던전 등에서 얻을 수 있는 아르주나의 인연포인트. 얻으면 얻을수록 아르주나과의 인연이 깊어집니다.,,relation_point,,,,,,,,120443,1,300,,
760455,object,카르나 인연 포인트,인연 던전 등에서 얻을 수 있는 카르나의 인연포인트. 얻으면 얻을수록 카르나과의 인연이 깊어집니다.,,relation_point,,,,,,,,120455,1,300,,
760462,object,베루스 인연 포인트,인연 던전 등에서 얻을 수 있는 베루스의 인연포인트. 얻으면 얻을수록 베루스과의 인연이 깊어집니다.,,relation_point,,,,,,,,120462,1,300,,
760463,object,베리타스 인연 포인트,인연 던전 등에서 얻을 수 있는 베리타스의 인연포인트. 얻으면 얻을수록 베리타스과의 인연이 깊어집니다.,,relation_point,,,,,,,,120463,1,300,,
760061,object,에스티미아 인연 포인트,인연 던전 등에서 얻을 수 있는 에스티미아의 인연포인트. 얻으면 얻을수록 에스티미아과의 인연이 깊어집니다.,,relation_point,,,,,,,,120061,1,300,,
760062,object,에스티미아 인연 포인트,인연 던전 등에서 얻을 수 있는 에스티미아의 인연포인트. 얻으면 얻을수록 에스티미아과의 인연이 깊어집니다.,,relation_point,,,,,,,,120062,1,300,,
760063,object,에스티미아 인연 포인트,인연 던전 등에서 얻을 수 있는 에스티미아의 인연포인트. 얻으면 얻을수록 에스티미아과의 인연이 깊어집니다.,,relation_point,,,,,,,,120063,1,300,,
760064,object,에스티미아 인연 포인트,인연 던전 등에서 얻을 수 있는 에스티미아의 인연포인트. 얻으면 얻을수록 에스티미아과의 인연이 깊어집니다.,,relation_point,,,,,,,,120064,1,300,,
760065,object,에스티미아 인연 포인트,인연 던전 등에서 얻을 수 있는 에스티미아의 인연포인트. 얻으면 얻을수록 에스티미아과의 인연이 깊어집니다.,,relation_point,,,,,,,,120065,1,300,,
760101,object,빙하고룡 인연 포인트,인연 던전 등에서 얻을 수 있는 빙하고룡의 인연포인트. 얻으면 얻을수록 빙하고룡과의 인연이 깊어집니다.,,relation_point,,,,,,,,120101,1,300,,
760102,object,빙하고룡 인연 포인트,인연 던전 등에서 얻을 수 있는 빙하고룡의 인연포인트. 얻으면 얻을수록 빙하고룡과의 인연이 깊어집니다.,,relation_point,,,,,,,,120102,1,300,,
760104,object,빙하고룡 인연 포인트,인연 던전 등에서 얻을 수 있는 빙하고룡의 인연포인트. 얻으면 얻을수록 빙하고룡과의 인연이 깊어집니다.,,relation_point,,,,,,,,120104,1,300,,
760105,object,빙하고룡 인연 포인트,인연 던전 등에서 얻을 수 있는 빙하고룡의 인연포인트. 얻으면 얻을수록 빙하고룡과의 인연이 깊어집니다.,,relation_point,,,,,,,,120105,1,300,,
760241,object,파이거 인연 포인트,인연 던전 등에서 얻을 수 있는 파이거의 인연포인트. 얻으면 얻을수록 파이거과의 인연이 깊어집니다.,,relation_point,,,,,,,,120241,1,300,,
760242,object,파이거 인연 포인트,인연 던전 등에서 얻을 수 있는 파이거의 인연포인트. 얻으면 얻을수록 파이거과의 인연이 깊어집니다.,,relation_point,,,,,,,,120242,1,300,,
760243,object,파이거 인연 포인트,인연 던전 등에서 얻을 수 있는 파이거의 인연포인트. 얻으면 얻을수록 파이거과의 인연이 깊어집니다.,,relation_point,,,,,,,,120243,1,300,,
760244,object,파이거 인연 포인트,인연 던전 등에서 얻을 수 있는 파이거의 인연포인트. 얻으면 얻을수록 파이거과의 인연이 깊어집니다.,,relation_point,,,,,,,,120244,1,300,,
760344,object,다크닉스 인연 포인트,인연 던전 등에서 얻을 수 있는 다크닉스의 인연포인트. 얻으면 얻을수록 다크닉스과의 인연이 깊어집니다.,,relation_point,,,,,,,,120344,1,300,,
760345,object,다크닉스 인연 포인트,인연 던전 등에서 얻을 수 있는 다크닉스의 인연포인트. 얻으면 얻을수록 다크닉스과의 인연이 깊어집니다.,,relation_point,,,,,,,,120345,1,300,,
760041,object,오르페우스 인연 포인트,인연 던전 등에서 얻을 수 있는 오르페우스의 인연포인트. 얻으면 얻을수록 오르페우스과의 인연이 깊어집니다.,,relation_point,,,,,,,,120041,1,300,,
760042,object,오르페우스 인연 포인트,인연 던전 등에서 얻을 수 있는 오르페우스의 인연포인트. 얻으면 얻을수록 오르페우스과의 인연이 깊어집니다.,,relation_point,,,,,,,,120042,1,300,,
760043,object,오르페우스 인연 포인트,인연 던전 등에서 얻을 수 있는 오르페우스의 인연포인트. 얻으면 얻을수록 오르페우스과의 인연이 깊어집니다.,,relation_point,,,,,,,,120043,1,300,,
760045,object,오르페우스 인연 포인트,인연 던전 등에서 얻을 수 있는 오르페우스의 인연포인트. 얻으면 얻을수록 오르페우스과의 인연이 깊어집니다.,,relation_point,,,,,,,,120045,1,300,,
760351,object,캣츠곤 인연 포인트,인연 던전 등에서 얻을 수 있는 캣츠곤의 인연포인트. 얻으면 얻을수록 캣츠곤과의 인연이 깊어집니다.,,relation_point,,,,,,,,120351,1,300,,
760352,object,캣츠곤 인연 포인트,인연 던전 등에서 얻을 수 있는 캣츠곤의 인연포인트. 얻으면 얻을수록 캣츠곤과의 인연이 깊어집니다.,,relation_point,,,,,,,,120352,1,300,,
760353,object,캣츠곤 인연 포인트,인연 던전 등에서 얻을 수 있는 캣츠곤의 인연포인트. 얻으면 얻을수록 캣츠곤과의 인연이 깊어집니다.,,relation_point,,,,,,,,120353,1,300,,
760354,object,캣츠곤 인연 포인트,인연 던전 등에서 얻을 수 있는 캣츠곤의 인연포인트. 얻으면 얻을수록 캣츠곤과의 인연이 깊어집니다.,,relation_point,,,,,,,,120354,1,300,,
760355,object,캣츠곤 인연 포인트,인연 던전 등에서 얻을 수 있는 캣츠곤의 인연포인트. 얻으면 얻을수록 캣츠곤과의 인연이 깊어집니다.,,relation_point,,,,,,,,120355,1,300,,
760471,object,바위드래곤 인연 포인트,인연 던전 등에서 얻을 수 있는 바위드래곤의 인연포인트. 얻으면 얻을수록 바위드래곤과의 인연이 깊어집니다.,,relation_point,,,,,,,,120471,1,300,,
760472,object,바위드래곤 인연 포인트,인연 던전 등에서 얻을 수 있는 바위드래곤의 인연포인트. 얻으면 얻을수록 바위드래곤과의 인연이 깊어집니다.,,relation_point,,,,,,,,120472,1,300,,
760473,object,바위드래곤 인연 포인트,인연 던전 등에서 얻을 수 있는 바위드래곤의 인연포인트. 얻으면 얻을수록 바위드래곤과의 인연이 깊어집니다.,,relation_point,,,,,,,,120473,1,300,,
760474,object,바위드래곤 인연 포인트,인연 던전 등에서 얻을 수 있는 바위드래곤의 인연포인트. 얻으면 얻을수록 바위드래곤과의 인연이 깊어집니다.,,relation_point,,,,,,,,120474,1,300,,
760475,object,바위드래곤 인연 포인트,인연 던전 등에서 얻을 수 있는 바위드래곤의 인연포인트. 얻으면 얻을수록 바위드래곤과의 인연이 깊어집니다.,,relation_point,,,,,,,,120475,1,300,,
760481,object,불스드래곤 인연 포인트,인연 던전 등에서 얻을 수 있는 불스드래곤의 인연포인트. 얻으면 얻을수록 불스드래곤과의 인연이 깊어집니다.,,relation_point,,,,,,,,120481,1,300,,
760482,object,불스드래곤 인연 포인트,인연 던전 등에서 얻을 수 있는 불스드래곤의 인연포인트. 얻으면 얻을수록 불스드래곤과의 인연이 깊어집니다.,,relation_point,,,,,,,,120482,1,300,,
760483,object,불스드래곤 인연 포인트,인연 던전 등에서 얻을 수 있는 불스드래곤의 인연포인트. 얻으면 얻을수록 불스드래곤과의 인연이 깊어집니다.,,relation_point,,,,,,,,120483,1,300,,
760484,object,불스드래곤 인연 포인트,인연 던전 등에서 얻을 수 있는 불스드래곤의 인연포인트. 얻으면 얻을수록 불스드래곤과의 인연이 깊어집니다.,,relation_point,,,,,,,,120484,1,300,,
760485,object,불스드래곤 인연 포인트,인연 던전 등에서 얻을 수 있는 불스드래곤의 인연포인트. 얻으면 얻을수록 불스드래곤과의 인연이 깊어집니다.,,relation_point,,,,,,,,120485,1,300,,
760491,object,오미야콘 인연 포인트,인연 던전 등에서 얻을 수 있는 오미야콘의 인연포인트. 얻으면 얻을수록 오미야콘과의 인연이 깊어집니다.,,relation_point,,,,,,,,120491,1,300,,
760492,object,오미야콘 인연 포인트,인연 던전 등에서 얻을 수 있는 오미야콘의 인연포인트. 얻으면 얻을수록 오미야콘과의 인연이 깊어집니다.,,relation_point,,,,,,,,120492,1,300,,
760493,object,오미야콘 인연 포인트,인연 던전 등에서 얻을 수 있는 오미야콘의 인연포인트. 얻으면 얻을수록 오미야콘과의 인연이 깊어집니다.,,relation_point,,,,,,,,120493,1,300,,
760494,object,오미야콘 인연 포인트,인연 던전 등에서 얻을 수 있는 오미야콘의 인연포인트. 얻으면 얻을수록 오미야콘과의 인연이 깊어집니다.,,relation_point,,,,,,,,120494,1,300,,
760495,object,오미야콘 인연 포인트,인연 던전 등에서 얻을 수 있는 오미야콘의 인연포인트. 얻으면 얻을수록 오미야콘과의 인연이 깊어집니다.,,relation_point,,,,,,,,120495,1,300,,
760501,object,돌개바람드래곤 인연 포인트,인연 던전 등에서 얻을 수 있는 돌개바람드래곤의 인연포인트. 얻으면 얻을수록 돌개바람드래곤과의 인연이 깊어집니다.,,relation_point,,,,,,,,120501,1,300,,
760502,object,돌개바람드래곤 인연 포인트,인연 던전 등에서 얻을 수 있는 돌개바람드래곤의 인연포인트. 얻으면 얻을수록 돌개바람드래곤과의 인연이 깊어집니다.,,relation_point,,,,,,,,120502,1,300,,
760503,object,돌개바람드래곤 인연 포인트,인연 던전 등에서 얻을 수 있는 돌개바람드래곤의 인연포인트. 얻으면 얻을수록 돌개바람드래곤과의 인연이 깊어집니다.,,relation_point,,,,,,,,120503,1,300,,
760504,object,돌개바람드래곤 인연 포인트,인연 던전 등에서 얻을 수 있는 돌개바람드래곤의 인연포인트. 얻으면 얻을수록 돌개바람드래곤과의 인연이 깊어집니다.,,relation_point,,,,,,,,120504,1,300,,
760505,object,돌개바람드래곤 인연 포인트,인연 던전 등에서 얻을 수 있는 돌개바람드래곤의 인연포인트. 얻으면 얻을수록 돌개바람드래곤과의 인연이 깊어집니다.,,relation_point,,,,,,,,120505,1,300,,
760511,object,테디드래곤 인연 포인트,인연 던전 등에서 얻을 수 있는 테디드래곤의 인연포인트. 얻으면 얻을수록 테디드래곤과의 인연이 깊어집니다.,,relation_point,,,,,,,,120511,1,300,,
760512,object,테디드래곤 인연 포인트,인연 던전 등에서 얻을 수 있는 테디드래곤의 인연포인트. 얻으면 얻을수록 테디드래곤과의 인연이 깊어집니다.,,relation_point,,,,,,,,120512,1,300,,
760513,object,테디드래곤 인연 포인트,인연 던전 등에서 얻을 수 있는 테디드래곤의 인연포인트. 얻으면 얻을수록 테디드래곤과의 인연이 깊어집니다.,,relation_point,,,,,,,,120513,1,300,,
760514,object,테디드래곤 인연 포인트,인연 던전 등에서 얻을 수 있는 테디드래곤의 인연포인트. 얻으면 얻을수록 테디드래곤과의 인연이 깊어집니다.,,relation_point,,,,,,,,120514,1,300,,
760521,object,헝그리드래곤 인연 포인트,인연 던전 등에서 얻을 수 있는 헝그리드래곤의 인연포인트. 얻으면 얻을수록 헝그리드래곤과의 인연이 깊어집니다.,,relation_point,,,,,,,,120521,1,300,,
760522,object,헝그리드래곤 인연 포인트,인연 던전 등에서 얻을 수 있는 헝그리드래곤의 인연포인트. 얻으면 얻을수록 헝그리드래곤과의 인연이 깊어집니다.,,relation_point,,,,,,,,120522,1,300,,
760523,object,헝그리드래곤 인연 포인트,인연 던전 등에서 얻을 수 있는 헝그리드래곤의 인연포인트. 얻으면 얻을수록 헝그리드래곤과의 인연이 깊어집니다.,,relation_point,,,,,,,,120523,1,300,,
760524,object,헝그리드래곤 인연 포인트,인연 던전 등에서 얻을 수 있는 헝그리드래곤의 인연포인트. 얻으면 얻을수록 헝그리드래곤과의 인연이 깊어집니다.,,relation_point,,,,,,,,120524,1,300,,
760525,object,헝그리드래곤 인연 포인트,인연 던전 등에서 얻을 수 있는 헝그리드래곤의 인연포인트. 얻으면 얻을수록 헝그리드래곤과의 인연이 깊어집니다.,,relation_point,,,,,,,,120525,1,300,,
760531,object,순둥곤 인연 포인트,인연 던전 등에서 얻을 수 있는 순둥곤의 인연포인트. 얻으면 얻을수록 순둥곤과의 인연이 깊어집니다.,,relation_point,,,,,,,,120531,1,300,,
760532,object,순둥곤 인연 포인트,인연 던전 등에서 얻을 수 있는 순둥곤의 인연포인트. 얻으면 얻을수록 순둥곤과의 인연이 깊어집니다.,,relation_point,,,,,,,,120532,1,300,,
760533,object,순둥곤 인연 포인트,인연 던전 등에서 얻을 수 있는 순둥곤의 인연포인트. 얻으면 얻을수록 순둥곤과의 인연이 깊어집니다.,,relation_point,,,,,,,,120533,1,300,,
760534,object,순둥곤 인연 포인트,인연 던전 등에서 얻을 수 있는 순둥곤의 인연포인트. 얻으면 얻을수록 순둥곤과의 인연이 깊어집니다.,,relation_point,,,,,,,,120534,1,300,,
760541,object,캥거레빗드래곤 인연 포인트,인연 던전 등에서 얻을 수 있는 캥거레빗드래곤의 인연포인트. 얻으면 얻을수록 캥거레빗드래곤과의 인연이 깊어집니다.,,relation_point,,,,,,,,120541,1,300,,
760542,object,캥거레빗드래곤 인연 포인트,인연 던전 등에서 얻을 수 있는 캥거레빗드래곤의 인연포인트. 얻으면 얻을수록 캥거레빗드래곤과의 인연이 깊어집니다.,,relation_point,,,,,,,,120542,1,300,,
760543,object,캥거레빗드래곤 인연 포인트,인연 던전 등에서 얻을 수 있는 캥거레빗드래곤의 인연포인트. 얻으면 얻을수록 캥거레빗드래곤과의 인연이 깊어집니다.,,relation_point,,,,,,,,120543,1,300,,
760544,object,캥거레빗드래곤 인연 포인트,인연 던전 등에서 얻을 수 있는 캥거레빗드래곤의 인연포인트. 얻으면 얻을수록 캥거레빗드래곤과의 인연이 깊어집니다.,,relation_point,,,,,,,,120544,1,300,,
760545,object,캥거레빗드래곤 인연 포인트,인연 던전 등에서 얻을 수 있는 캥거레빗드래곤의 인연포인트. 얻으면 얻을수록 캥거레빗드래곤과의 인연이 깊어집니다.,,relation_point,,,,,,,,120545,1,300,,
760551,object,섬머샤인 인연 포인트,인연 던전 등에서 얻을 수 있는 섬머샤인의 인연포인트. 얻으면 얻을수록 섬머샤인과의 인연이 깊어집니다.,,relation_point,,,,,,,,120551,1,300,,
760552,object,섬머샤인 인연 포인트,인연 던전 등에서 얻을 수 있는 섬머샤인의 인연포인트. 얻으면 얻을수록 섬머샤인과의 인연이 깊어집니다.,,relation_point,,,,,,,,120552,1,300,,
760553,object,섬머샤인 인연 포인트,인연 던전 등에서 얻을 수 있는 섬머샤인의 인연포인트. 얻으면 얻을수록 섬머샤인과의 인연이 깊어집니다.,,relation_point,,,,,,,,120553,1,300,,
760554,object,섬머샤인 인연 포인트,인연 던전 등에서 얻을 수 있는 섬머샤인의 인연포인트. 얻으면 얻을수록 섬머샤인과의 인연이 깊어집니다.,,relation_point,,,,,,,,120554,1,300,,
760555,object,섬머샤인 인연 포인트,인연 던전 등에서 얻을 수 있는 섬머샤인의 인연포인트. 얻으면 얻을수록 섬머샤인과의 인연이 깊어집니다.,,relation_point,,,,,,,,120555,1,300,,
760561,object,윗치드래곤 인연 포인트,인연 던전 등에서 얻을 수 있는 윗치드래곤의 인연포인트. 얻으면 얻을수록 윗치드래곤과의 인연이 깊어집니다.,,relation_point,,,,,,,,120561,1,300,,
760562,object,윗치드래곤 인연 포인트,인연 던전 등에서 얻을 수 있는 윗치드래곤의 인연포인트. 얻으면 얻을수록 윗치드래곤과의 인연이 깊어집니다.,,relation_point,,,,,,,,120562,1,300,,
760563,object,윗치드래곤 인연 포인트,인연 던전 등에서 얻을 수 있는 윗치드래곤의 인연포인트. 얻으면 얻을수록 윗치드래곤과의 인연이 깊어집니다.,,relation_point,,,,,,,,120563,1,300,,
760564,object,윗치드래곤 인연 포인트,인연 던전 등에서 얻을 수 있는 윗치드래곤의 인연포인트. 얻으면 얻을수록 윗치드래곤과의 인연이 깊어집니다.,,relation_point,,,,,,,,120564,1,300,,
760565,object,윗치드래곤 인연 포인트,인연 던전 등에서 얻을 수 있는 윗치드래곤의 인연포인트. 얻으면 얻을수록 윗치드래곤과의 인연이 깊어집니다.,,relation_point,,,,,,,,120565,1,300,,
760572,object,클라우드드래곤 인연 포인트,인연 던전 등에서 얻을 수 있는 클라우드드래곤의 인연포인트. 얻으면 얻을수록 클라우드드래곤과의 인연이 깊어집니다.,,relation_point,,,,,,,,120572,1,300,,
760574,object,클라우드드래곤 인연 포인트,인연 던전 등에서 얻을 수 있는 클라우드드래곤의 인연포인트. 얻으면 얻을수록 클라우드드래곤과의 인연이 깊어집니다.,,relation_point,,,,,,,,120574,1,300,,
760581,object,블랙찡또 인연 포인트,인연 던전 등에서 얻을 수 있는 블랙찡또의 인연포인트. 얻으면 얻을수록 블랙찡또과의 인연이 깊어집니다.,,relation_point,,,,,,,,120581,1,300,,
760582,object,블랙찡또 인연 포인트,인연 던전 등에서 얻을 수 있는 블랙찡또의 인연포인트. 얻으면 얻을수록 블랙찡또과의 인연이 깊어집니다.,,relation_point,,,,,,,,120582,1,300,,
760584,object,블랙찡또 인연 포인트,인연 던전 등에서 얻을 수 있는 블랙찡또의 인연포인트. 얻으면 얻을수록 블랙찡또과의 인연이 깊어집니다.,,relation_point,,,,,,,,120584,1,300,,
760585,object,블랙찡또 인연 포인트,인연 던전 등에서 얻을 수 있는 블랙찡또의 인연포인트. 얻으면 얻을수록 블랙찡또과의 인연이 깊어집니다.,,relation_point,,,,,,,,120585,1,300,,
760591,object,고디움 인연 포인트,인연 던전 등에서 얻을 수 있는 고디움의 인연포인트. 얻으면 얻을수록 고디움과의 인연이 깊어집니다.,,relation_point,,,,,,,,120591,1,300,,
760593,object,고디움 인연 포인트,인연 던전 등에서 얻을 수 있는 고디움의 인연포인트. 얻으면 얻을수록 고디움과의 인연이 깊어집니다.,,relation_point,,,,,,,,120593,1,300,,
760594,object,고디움 인연 포인트,인연 던전 등에서 얻을 수 있는 고디움의 인연포인트. 얻으면 얻을수록 고디움과의 인연이 깊어집니다.,,relation_point,,,,,,,,120594,1,300,,
760595,object,고디움 인연 포인트,인연 던전 등에서 얻을 수 있는 고디움의 인연포인트. 얻으면 얻을수록 고디움과의 인연이 깊어집니다.,,relation_point,,,,,,,,120595,1,300,,
760601,object,리소드래곤 인연 포인트,인연 던전 등에서 얻을 수 있는 리소드래곤의 인연포인트. 얻으면 얻을수록 리소드래곤과의 인연이 깊어집니다.,,relation_point,,,,,,,,120601,1,300,,
760602,object,리소드래곤 인연 포인트,인연 던전 등에서 얻을 수 있는 리소드래곤의 인연포인트. 얻으면 얻을수록 리소드래곤과의 인연이 깊어집니다.,,relation_point,,,,,,,,120602,1,300,,
760604,object,리소드래곤 인연 포인트,인연 던전 등에서 얻을 수 있는 리소드래곤의 인연포인트. 얻으면 얻을수록 리소드래곤과의 인연이 깊어집니다.,,relation_point,,,,,,,,120604,1,300,,
760605,object,리소드래곤 인연 포인트,인연 던전 등에서 얻을 수 있는 리소드래곤의 인연포인트. 얻으면 얻을수록 리소드래곤과의 인연이 깊어집니다.,,relation_point,,,,,,,,120605,1,300,,
770011,object,파워드래곤,파워드래곤 해치,,dragon,,,,,,5,1,120011,1,300,,
770012,object,파워드래곤,파워드래곤 해치,,dragon,,,,,,5,1,120012,1,300,,
770014,object,파워드래곤,파워드래곤 해치,,dragon,,,,,,5,1,120014,1,300,,
770015,object,파워드래곤,파워드래곤 해치,,dragon,,,,,,5,1,120015,1,300,,
770021,object,램곤,램곤 해치,,dragon,,,,,,3,1,120021,1,300,,
770022,object,램곤,램곤 해치,,dragon,,,,,,3,1,120022,1,300,,
