did,t_name,c_name,type,c_appearance,res,test,underling,scale,icon,mg_weight,fp_weight,pick_weight,c_coupon,rarity,birthgrade,role,attr,skill_basic,skill_active,skill_1,skill_2,skill_3,skill_3_type,skill_leader,skill_leader_type,atk_max,def_max,hp_max,aspd,cri_chance,cri_dmg,cri_avoid,hit_rate,avoid,relation_point,t_desc
120383,시타엘,불 시타엘,sitael,1,res/character/dragon/sitael_@_#/sitael_@_#.spine,1,0,0.8,res/ui/icon/cha/sitael_@_#.png,10,0,10,0,hero,4,tanker,fire,200000,203813,203823,203833,203843,skill_active,203853,hatch,1320,2200,8250,15,5,50,10,0,10,80,금빛 투지를 내뿜는 강력한 신성 드래곤. 전투 시 다양한 병기로 적의 사각을 노리는 노련함이 특징이다.
120384,시타엘,빛 시타엘,sitael,1,res/character/dragon/sitael_@_#/sitael_@_#.spine,1,0,0.8,res/ui/icon/cha/sitael_@_#.png,10,0,10,0,hero,4,tanker,light,200000,203814,203824,203834,203844,skill_active,203854,hatch,1100,2200,8250,15,5,50,20,0,20,80,금빛 투지를 내뿜는 강력한 신성 드래곤. 전투 시 다양한 병기로 적의 사각을 노리는 노련함이 특징이다.
120385,시타엘,어둠 시타엘,sitael,1,res/character/dragon/sitael_@_#/sitael_@_#.spine,1,0,0.8,res/ui/icon/cha/sitael_@_#.png,10,0,10,0,hero,4,tanker,dark,200000,203815,203825,203835,203845,skill_active,203855,hatch,1100,2200,8250,30,20,50,10,0,10,80,금빛 투지를 내뿜는 강력한 신성 드래곤. 전투 시 다양한 병기로 적의 사각을 노리는 노련함이 특징이다.
120404,백룡,빛 백룡,blackdragon,2,res/character/dragon/blackdragon_@_#/blackdragon_@_#.spine,1,0,0.8,res/ui/icon/cha/blackdragon_@_#.png,10,0,10,0,legend,5,dealer,light,200000,204014,204024,204034,204044,skill_active,204054,hatch,1950,650,6500,20,10,75,15,0,15,160,"암흑 속에서만 산다고 알려진 환상의 드래곤, 자신이 따를 테이머를 스스로 선택하여 나타난다고 전해진다."
120405,흑룡,어둠 흑룡,blackdragon,2,res/character/dragon/blackdragon_@_#/blackdragon_@_#.spine,1,0,0.8,res/ui/icon/cha/blackdragon_@_#.png,10,0,10,0,legend,5,dealer,dark,200000,204015,204025,204035,204045,skill_active,204055,hatch,1950,650,6500,35,25,75,5,0,5,160,순백색의 드래곤. 과거에 인간의 수호 드래곤이었다고 한다. 테이머의 역량을 알아보며 자신의 의지로 주인을 선택하는 신비한 드래곤
120411,옵타티오,땅 옵타티오,optatio,1,res/character/dragon/optatio_@_#/optatio_@_#.spine,1,0,0.8,res/ui/icon/cha/optatio_@_#.png,10,10,10,0,rare,3,dealer,earth,200000,204111,204121,204131,204141,new,,,1350,540,4500,20,10,75,5,0,5,40,태고의 문명에서 창조되었다고 전해지는 의문의 드래곤. 전신을 타고 흐르는 번개와 같은 푸른 섬광은 무한한 힘을 상징한다.
120412,옵타티오,물 옵타티오,optatio,1,res/character/dragon/optatio_@_#/optatio_@_#.spine,1,0,0.8,res/ui/icon/cha/optatio_@_#.png,10,10,10,0,rare,3,dealer,water,200000,204112,204122,204132,204142,new,,,1350,450,5400,20,10,75,5,0,5,40,태고의 문명에서 창조되었다고 전해지는 의문의 드래곤. 전신을 타고 흐르는 번개와 같은 푸른 섬광은 무한한 힘을 상징한다.
120413,옵타티오,불 옵타티오,optatio,1,res/character/dragon/optatio_@_#/optatio_@_#.spine,1,0,0.8,res/ui/icon/cha/optatio_@_#.png,10,10,10,0,rare,3,dealer,fire,200000,204113,204123,204133,204143,new,,,1620,450,4500,20,10,75,5,0,5,40,태고의 문명에서 창조되었다고 전해지는 의문의 드래곤. 전신을 타고 흐르는 번개와 같은 푸른 섬광은 무한한 힘을 상징한다.
120414,옵타티오,빛 옵타티오,optatio,1,res/character/dragon/optatio_@_#/optatio_@_#.spine,1,0,0.8,res/ui/icon/cha/optatio_@_#.png,10,10,10,0,rare,3,dealer,light,200000,204114,204124,204134,204144,new,,,1350,450,4500,20,10,75,15,0,15,40,태고의 문명에서 창조되었다고 전해지는 의문의 드래곤. 전신을 타고 흐르는 번개와 같은 푸른 섬광은 무한한 힘을 상징한다.
120415,옵타티오,어둠 옵타티오,optatio,1,res/character/dragon/optatio_@_#/optatio_@_#.spine,1,0,0.8,res/ui/icon/cha/optatio_@_#.png,10,10,10,0,rare,3,dealer,dark,200000,204115,204125,204135,204145,new,,,1350,450,4500,35,25,75,5,0,5,40,태고의 문명에서 창조되었다고 전해지는 의문의 드래곤. 전신을 타고 흐르는 번개와 같은 푸른 섬광은 무한한 힘을 상징한다.
120421,수라드래곤,땅 수라드래곤,suradragon,1,res/character/dragon/suradragon_@_#/suradragon_@_#.spine,1,0,0.8,res/ui/icon/cha/suradragon_@_#.png,10,0,10,0,hero,4,dealer,earth,200000,204211,204221,204231,204241,skill_active,,,1650,660,5500,20,10,75,5,0,5,80,파괴의 힘을 지니고 있는 강력한 폭열성 드래곤. 영원히 불타오르는 염화의 힘을 지닌 존재로 만물을 조화롭게 조율하며 생명을 지키는 영겁의 수호자.
120422,수라드래곤,물 수라드래곤,suradragon,1,res/character/dragon/suradragon_@_#/suradragon_@_#.spine,1,0,0.8,res/ui/icon/cha/suradragon_@_#.png,10,0,10,0,hero,4,dealer,water,200000,204212,204222,204232,204242,skill_active,,,1650,550,6600,20,10,75,5,0,5,80,파괴의 힘을 지니고 있는 강력한 폭열성 드래곤. 영원히 불타오르는 염화의 힘을 지닌 존재로 만물을 조화롭게 조율하며 생명을 지키는 영겁의 수호자.
120423,수라드래곤,불 수라드래곤,suradragon,1,res/character/dragon/suradragon_@_#/suradragon_@_#.spine,1,0,0.8,res/ui/icon/cha/suradragon_@_#.png,0,0,0,0,hero,4,dealer,fire,200000,204213,204223,204233,204243,skill_active,,,1980,550,5500,20,10,75,5,0,5,80,파괴의 힘을 지니고 있는 강력한 폭열성 드래곤. 영원히 불타오르는 염화의 힘을 지닌 존재로 만물을 조화롭게 조율하며 생명을 지키는 영겁의 수호자.
120425,수라드래곤,어둠 수라드래곤,suradragon,1,res/character/dragon/suradragon_@_#/suradragon_@_#.spine,1,0,0.8,res/ui/icon/cha/suradragon_@_#.png,10,0,10,0,hero,4,dealer,dark,200000,204215,204225,204235,204245,skill_active,,,1650,550,5500,35,25,75,5,0,5,80,파괴의 힘을 지니고 있는 강력한 폭열성 드래곤. 영원히 불타오르는 염화의 힘을 지닌 존재로 만물을 조화롭게 조율하며 생명을 지키는 영겁의 수호자.
120431,스마트드래곤,땅 스마트드래곤,smartdragon,2,res/character/dragon/smartdragon_@_#/smartdragon_@_#.spine,1,0,0.8,res/ui/icon/cha/smartdragon_@_#.png,10,0,10,0,legend,5,supporter,earth,200004,204311,204321,204331,204341,skill_active,204351,hatch,1300,1560,6500,25,8,65,5,5,10,160,해박한 지식을 가진 드래곤. 고서의 해독 능력과 마법 능력이 뛰어나다. 얼굴에 비해 큰 안경과 두꺼운 책이 트레이드 마크이다
120432,스마트드래곤,물 스마트드래곤,smartdragon,2,res/character/dragon/smartdragon_@_#/smartdragon_@_#.spine,1,0,0.8,res/ui/icon/cha/smartdragon_@_#.png,10,0,10,0,legend,5,supporter,water,200004,204312,204322,204332,204342,skill_active,204352,hatch,1300,1300,7800,25,8,65,5,5,10,160,해박한 지식을 가진 드래곤. 고서의 해독 능력과 마법 능력이 뛰어나다. 얼굴에 비해 큰 안경과 두꺼운 책이 트레이드 마크이다
120433,스마트드래곤,불 스마트드래곤,smartdragon,2,res/character/dragon/smartdragon_@_#/smartdragon_@_#.spine,1,0,0.8,res/ui/icon/cha/smartdragon_@_#.png,10,0,10,0,legend,5,supporter,fire,200004,204313,204323,204333,204343,skill_active,204353,hatch,1560,1300,6500,25,8,65,5,5,10,160,해박한 지식을 가진 드래곤. 고서의 해독 능력과 마법 능력이 뛰어나다. 얼굴에 비해 큰 안경과 두꺼운 책이 트레이드 마크이다
120391,원더드래곤,땅 원더드래곤,wonderdragon,1,res/character/dragon/wonderdragon_@_#/wonderdragon_@_#.spine,1,0,0.8,res/ui/icon/cha/wonderdragon_@_#.png,10,0,10,0,hero,4,dealer,earth,200000,203911,203921,203931,203941,skill_active,203951,hatch,1650,660,5500,20,10,75,5,0,5,80,신비한 세계에서 찾아온 의문의 드래곤. 강력한 근력을 무기로 적에게 무시무시한 악몽을 선사한다. 성격이 매우 난폭하니 육성 시 주의하도록 하자
120392,원더드래곤,물 원더드래곤,wonderdragon,1,res/character/dragon/wonderdragon_@_#/wonderdragon_@_#.spine,1,0,0.8,res/ui/icon/cha/wonderdragon_@_#.png,10,0,0,0,hero,4,dealer,water,200000,203912,203922,203932,203942,skill_active,203952,hatch,1650,550,6600,20,10,75,5,0,5,80,신비한 세계에서 찾아온 의문의 드래곤. 강력한 근력을 무기로 적에게 무시무시한 악몽을 선사한다. 성격이 매우 난폭하니 육성 시 주의하도록 하자
120393,원더드래곤,불 원더드래곤,wonderdragon,1,res/character/dragon/wonderdragon_@_#/wonderdragon_@_#.spine,1,0,0.8,res/ui/icon/cha/wonderdragon_@_#.png,10,0,10,0,hero,4,dealer,fire,200000,203913,203923,203933,203943,skill_active,203953,hatch,1980,550,5500,20,10,75,5,0,5,80,신비한 세계에서 찾아온 의문의 드래곤. 강력한 근력을 무기로 적에게 무시무시한 악몽을 선사한다. 성격이 매우 난폭하니 육성 시 주의하도록 하자
120395,원더드래곤,어둠 원더드래곤,wonderdragon,1,res/character/dragon/wonderdragon_@_#/wonderdragon_@_#.spine,1,0,0.8,res/ui/icon/cha/wonderdragon_@_#.png,10,0,10,0,hero,4,dealer,dark,200000,203915,203925,203935,203945,skill_active,203955,hatch,1650,550,5500,35,25,75,5,0,5,80,신비한 세계에서 찾아온 의문의 드래곤. 강력한 근력을 무기로 적에게 무시무시한 악몽을 선사한다. 성격이 매우 난폭하니 육성 시 주의하도록 하자
120443,아르주나,불 아르주나,arjuna,1,res/character/dragon/arjuna_@_#/arjuna_@_#.spine,1,0,0.8,res/ui/icon/cha/arjuna_@_#.png,0,0,0,16,hero,4,dealer,fire,200000,204413,204423,204433,204443,skill_active,204453,hatch,2340,650,6500,20,10,75,5,0,5,80,신비한 세계에서 찾아온 의문의 드래곤. 강력한 근력을 무기로 적에게 무시무시한 악몽을 선사한다. 성격이 매우 난폭하니 육성 시 주의하도록 하자
120455,카르나,어둠 카르나,karna,1,res/character/dragon/karna_@_#/karna_@_#.spine,1,0,0.8,res/ui/icon/cha/karna_@_#.png,0,0,0,16,legend,5,dealer,dark,200000,204515,204525,204535,204545,skill_active,204555,hatch,1650,550,5500,20,10,75,15,0,15,160,신비한 세계에서 찾아온 의문의 드래곤. 강력한 근력을 무기로 적에게 무시무시한 악몽을 선사한다. 성격이 매우 난폭하니 육성 시 주의하도록 하자
120462,베루스,물 베루스,verus,1,res/character/dragon/verus_@_#/verus_@_#.spine,1,0,0.8,res/ui/icon/cha/verus_@_#.png,10,0,0,0,legend,5,healer,water,200000,204612,204622,204632,204642,skill_active,204652,hatch,1950,1040,5460,20,10,50,5,10,5,160,신비한 세계에서 찾아온 의문의 드래곤. 강력한 근력을 무기로 적에게 무시무시한 악몽을 선사한다. 성격이 매우 난폭하니 육성 시 주의하도록 하자
120463,베리타스,불 베루스,verus,1,res/character/dragon/verus_@_#/verus_@_#.spine,1,0,0.8,res/ui/icon/cha/verus_@_#.png,10,0,10,0,legend,5,healer,fire,200000,204613,204623,204633,204643,skill_active,204653,hatch,2340,1040,4550,20,10,50,5,10,5,160,신비한 세계에서 찾아온 의문의 드래곤. 강력한 근력을 무기로 적에게 무시무시한 악몽을 선사한다. 성격이 매우 난폭하니 육성 시 주의하도록 하자
120061,에스티미아,땅 에스티미아,estimia,1,res/character/dragon/estimia_@_#/estimia_@_#.spine,1,0,0.8,res/ui/icon/cha/estimia_@_#.png,10,10,10,0,rare,3,healer,earth,200000,200611,200621,200631,200641,skill_active,,,1350,864,3150,20,10,50,5,10,5,40,"계절을 상징하는 드래곤 중 하나. 조화롭게 뻗어나온 나무줄기는 고요하게 잠든 숲을 상징한다. 숲을 이끌고 평화를 사랑하는 존재로, 풍요가 가득한 가을에만, 그 모습을 드러냈다고 전해진다."
120062,에스티미아,물 에스티미아,estimia,1,res/character/dragon/estimia_@_#/estimia_@_#.spine,1,0,0.8,res/ui/icon/cha/estimia_@_#.png,10,10,10,0,rare,3,healer,water,200000,200612,200622,200632,200642,skill_active,,,1350,720,3780,20,10,50,5,10,5,40,"계절을 상징하는 드래곤 중 하나. 조화롭게 뻗어나온 나무줄기는 고요하게 잠든 숲을 상징한다. 숲을 이끌고 평화를 사랑하는 존재로, 풍요가 가득한 가을에만, 그 모습을 드러냈다고 전해진다."
120063,에스티미아,불 에스티미아,estimia,1,res/character/dragon/estimia_@_#/estimia_@_#.spine,1,0,0.8,res/ui/icon/cha/estimia_@_#.png,10,10,10,0,rare,3,healer,fire,200000,200613,200623,200633,200643,skill_active,,,1620,720,3150,20,10,50,5,10,5,40,"계절을 상징하는 드래곤 중 하나. 조화롭게 뻗어나온 나무줄기는 고요하게 잠든 숲을 상징한다. 숲을 이끌고 평화를 사랑하는 존재로, 풍요가 가득한 가을에만, 그 모습을 드러냈다고 전해진다."
120064,에스티미아,빛 에스티미아,estimia,1,res/character/dragon/estimia_@_#/estimia_@_#.spine,1,0,0.8,res/ui/icon/cha/estimia_@_#.png,10,10,10,0,rare,3,healer,light,200000,200614,200624,200634,200644,new,,,1350,720,3150,20,10,50,15,10,15,40,"계절을 상징하는 드래곤 중 하나. 조화롭게 뻗어나온 나무줄기는 고요하게 잠든 숲을 상징한다. 숲을 이끌고 평화를 사랑하는 존재로, 풍요가 가득한 가을에만, 그 모습을 드러냈다고 전해진다."
120065,에스티미아,어둠 에스티미아,estimia,1,res/character/dragon/estimia_@_#/estimia_@_#.spine,1,0,0.8,res/ui/icon/cha/estimia_@_#.png,10,10,10,0,rare,3,healer,dark,200000,200613,200623,200633,200643,skill_active,,,1350,720,3150,35,25,50,5,10,5,40,"계절을 상징하는 드래곤 중 하나. 조화롭게 뻗어나온 나무줄기는 고요하게 잠든 숲을 상징한다. 숲을 이끌고 평화를 사랑하는 존재로, 풍요가 가득한 가을에만, 그 모습을 드러냈다고 전해진다."
120101,빙하고룡,땅 빙하고룡,frostdragon,1,res/character/dragon/frostdragon_@_#/frostdragon_@_#.spine,1,0,0.8,res/ui/icon/cha/frostdragon_@_#.png,10,0,10,0,legend,5,tanker,earth,200006,201011,201021,201031,201041,skill_active,201051,hatch,1300,3120,9750,15,5,50,10,0,10,160,암흑의 수호자 다크닉스를 봉인시킨 사대신룡 중 하나. 강력한 빙결의 숨결로 악한 자를 물리친다고 알려져 있다.
120102,빙하고룡,물 빙하고룡,frostdragon,1,res/character/dragon/frostdragon_@_#/frostdragon_@_#.spine,1,0,0.8,res/ui/icon/cha/frostdragon_@_#.png,10,0,10,0,legend,5,tanker,water,200006,201012,201022,201032,201042,skill_active,201052,hatch,1300,2600,11700,15,5,50,10,0,10,160,암흑의 수호자 다크닉스를 봉인시킨 사대신룡 중 하나. 강력한 빙결의 숨결로 악한 자를 물리친다고 알려져 있다.
120104,빙하고룡,빛 빙하고룡,frostdragon,1,res/character/dragon/frostdragon_@_#/frostdragon_@_#.spine,1,0,0.8,res/ui/icon/cha/frostdragon_@_#.png,10,0,10,0,legend,5,tanker,light,200006,201014,201024,201034,201044,skill_active,201054,hatch,1300,2600,9750,15,5,50,20,0,20,160,암흑의 수호자 다크닉스를 봉인시킨 사대신룡 중 하나. 강력한 빙결의 숨결로 악한 자를 물리친다고 알려져 있다.
120105,빙하고룡,어둠 빙하고룡,frostdragon,1,res/character/dragon/frostdragon_@_#/frostdragon_@_#.spine,1,0,0.8,res/ui/icon/cha/frostdragon_@_#.png,10,0,0,0,legend,5,tanker,dark,200006,201015,201025,201035,201045,skill_active,201055,hatch,1300,2600,9750,30,20,50,10,0,10,160,암흑의 수호자 다크닉스를 봉인시킨 사대신룡 중 하나. 강력한 빙결의 숨결로 악한 자를 물리친다고 알려져 있다.
120241,파이거,땅 파이거,figer,1,res/character/dragon/figer_@_#/figer_@_#.spine,1,0,0.8,res/ui/icon/cha/figer_@_#.png,10,0,10,0,hero,4,dealer,earth,200000,202411,202421,202431,202441,skill_active,,,1650,660,5500,20,10,75,5,0,5,80,파괴적인 불 속성 드래곤의 성향을 잘 나타내는 드래곤. 이글거리는 화염의 힘은 화룡의 후손인 파이어드래곤과 견줄 만하다.
120242,파이거,물 파이거,figer,1,res/character/dragon/figer_@_#/figer_@_#.spine,1,0,0.8,res/ui/icon/cha/figer_@_#.png,10,0,10,0,hero,4,dealer,water,200000,202412,202422,202432,202442,skill_active,,,1650,550,6600,20,10,75,5,0,5,80,파괴적인 불 속성 드래곤의 성향을 잘 나타내는 드래곤. 이글거리는 화염의 힘은 화룡의 후손인 파이어드래곤과 견줄 만하다.
120243,파이거,불 파이거,figer,1,res/character/dragon/figer_@_#/figer_@_#.spine,1,0,0.8,res/ui/icon/cha/figer_@_#.png,10,0,10,0,hero,4,dealer,fire,200000,202413,202423,202433,202443,skill_active,,,1980,550,5500,20,10,75,5,0,5,80,파괴적인 불 속성 드래곤의 성향을 잘 나타내는 드래곤. 이글거리는 화염의 힘은 화룡의 후손인 파이어드래곤과 견줄 만하다.
120244,파이거,빛 파이거,figer,1,res/character/dragon/figer_@_#/figer_@_#.spine,1,0,0.8,res/ui/icon/cha/figer_@_#.png,10,0,10,0,hero,4,dealer,light,200000,202414,202424,202434,202444,skill_active,,,1650,550,5500,20,10,75,15,0,15,80,파괴적인 불 속성 드래곤의 성향을 잘 나타내는 드래곤. 이글거리는 화염의 힘은 화룡의 후손인 파이어드래곤과 견줄 만하다.
120344,다크닉스,빛 다크닉스,darknix,1,res/character/dragon/darknix_@_#/darknix_@_#.spine,1,0,0.8,res/ui/icon/cha/darknix_@_#.png,10,0,10,0,legend,5,dealer,light,200000,203414,203424,203434,203444,skill_active,203454,hatch,1950,650,6500,20,10,75,15,0,15,160,"빛과 어둠의 시대에 신의 대행자로서 암흑의 세상을 수호하던 수호자. 다른 이름으로는 파괴의 마신, 칠흑의 지배자라고도 불린다."
120345,다크닉스,어둠 다크닉스,darknix,1,res/character/dragon/darknix_@_#/darknix_@_#.spine,1,0,0.8,res/ui/icon/cha/darknix_@_#.png,0,0,0,0,legend,5,dealer,dark,200000,203415,203425,203435,203445,skill_active,203455,hatch,1950,650,6500,35,25,75,5,0,5,160,"빛과 어둠의 시대에 신의 대행자로서 암흑의 세상을 수호하던 수호자. 다른 이름으로는 파괴의 마신, 칠흑의 지배자라고도 불린다."
120041,오르페우스,땅 오르페우스,orpheusdragon,1,res/character/dragon/orpheusdragon_@_#/orpheusdragon_@_#.spine,1,0,0.8,res/ui/icon/cha/orpheusdragon_@_#.png,10,0,10,0,hero,4,dealer,earth,200000,200411,200421,200431,200441,skill_active,,,1650,660,5500,20,10,75,5,0,5,80,덩치로 치면 유타칸 드래곤들 중 열 손가락 안에 드는 거대한 드래곤. 지축을 뒤흔드는 엄청난 공격력과 철벽같은 방어력을 지녔다.
120042,오르페우스,물 오르페우스,orpheusdragon,1,res/character/dragon/orpheusdragon_@_#/orpheusdragon_@_#.spine,1,0,0.8,res/ui/icon/cha/orpheusdragon_@_#.png,10,0,10,0,hero,4,dealer,water,200000,200412,200422,200432,200442,skill_active,,,1650,550,6600,20,10,75,5,0,5,80,덩치로 치면 유타칸 드래곤들 중 열 손가락 안에 드는 거대한 드래곤. 지축을 뒤흔드는 엄청난 공격력과 철벽같은 방어력을 지녔다.
120043,오르페우스,불 오르페우스,orpheusdragon,1,res/character/dragon/orpheusdragon_@_#/orpheusdragon_@_#.spine,1,0,0.8,res/ui/icon/cha/orpheusdragon_@_#.png,10,0,10,0,hero,4,dealer,fire,200000,200413,200423,200433,200443,skill_active,,,1980,550,5500,20,10,75,5,0,5,80,덩치로 치면 유타칸 드래곤들 중 열 손가락 안에 드는 거대한 드래곤. 지축을 뒤흔드는 엄청난 공격력과 철벽같은 방어력을 지녔다.
120045,오르페우스,어둠 오르페우스,orpheusdragon,1,res/character/dragon/orpheusdragon_@_#/orpheusdragon_@_#.spine,1,0,0.8,res/ui/icon/cha/orpheusdragon_@_#.png,10,0,10,0,hero,4,dealer,dark,200000,200415,200425,200435,200445,skill_active,,,1650,550,5500,35,25,75,5,0,5,80,덩치로 치면 유타칸 드래곤들 중 열 손가락 안에 드는 거대한 드래곤. 지축을 뒤흔드는 엄청난 공격력과 철벽같은 방어력을 지녔다.
120351,캣츠곤,땅 캣츠곤,catsdragon,2,res/character/dragon/catsdragon_@_#/catsdragon_@_#.spine,1,0,0.8,res/ui/icon/cha/catsdragon_@_#.png,10,10,10,0,rare,3,dealer,earth,200004,203511,203521,203531,203541,skill_active,203551,hatch,1350,540,4500,20,10,75,5,0,5,40,장난기가 많은 동물형 드래곤. 생김새와 행동이 고양이와 비슷해서 캣츠곤이란 이름이 붙었다. 호기심이 많은 편.
120352,캣츠곤,물 캣츠곤,catsdragon,2,res/character/dragon/catsdragon_@_#/catsdragon_@_#.spine,1,0,0.8,res/ui/icon/cha/catsdragon_@_#.png,10,10,10,0,rare,3,dealer,water,200000,203512,203522,203532,203542,new,,,1350,450,5400,20,10,75,5,0,5,40,장난기가 많은 동물형 드래곤. 생김새와 행동이 고양이와 비슷해서 캣츠곤이란 이름이 붙었다. 호기심이 많은 편.
120353,캣츠곤,불 캣츠곤,catsdragon,2,res/character/dragon/catsdragon_@_#/catsdragon_@_#.spine,1,0,0.8,res/ui/icon/cha/catsdragon_@_#.png,10,10,10,0,rare,3,dealer,fire,200000,203513,203523,203533,203543,new,,,1620,450,4500,20,10,75,5,0,5,40,장난기가 많은 동물형 드래곤. 생김새와 행동이 고양이와 비슷해서 캣츠곤이란 이름이 붙었다. 호기심이 많은 편.
120354,캣츠곤,빛 캣츠곤,catsdragon,2,res/character/dragon/catsdragon_@_#/catsdragon_@_#.spine,1,0,0.8,res/ui/icon/cha/catsdragon_@_#.png,10,10,10,0,rare,3,dealer,light,200000,203514,203524,203534,203544,new,,,1350,450,4500,20,10,75,15,0,15,40,장난기가 많은 동물형 드래곤. 생김새와 행동이 고양이와 비슷해서 캣츠곤이란 이름이 붙었다. 호기심이 많은 편.
120355,캣츠곤,어둠 캣츠곤,catsdragon,2,res/character/dragon/catsdragon_@_#/catsdragon_@_#.spine,1,0,0.8,res/ui/icon/cha/catsdragon_@_#.png,10,10,10,0,rare,3,dealer,dark,200000,203515,203525,203535,203545,new,,,1350,450,4500,35,25,75,5,0,5,40,장난기가 많은 동물형 드래곤. 생김새와 행동이 고양이와 비슷해서 캣츠곤이란 이름이 붙었다. 호기심이 많은 편.
120471,바위드래곤,땅 바위드래곤,rockdragon,1,res/character/dragon/rockdragon_@_#/rockdragon_@_#.spine,1,0,0.8,res/ui/icon/cha/rockdragon_@_#.png,0,10,10,0,common,2,tanker,earth,200005,204711,204721,204731,204741,new,,,1000,2400,7500,15,5,50,10,0,10,20,몸의 일부가 바위로 이루어진 드래곤. 단단한 피부는 외부의 충격을 막아내는 데 효과적이다.
120472,바위드래곤,물 바위드래곤,rockdragon,1,res/character/dragon/rockdragon_@_#/rockdragon_@_#.spine,1,0,0.8,res/ui/icon/cha/rockdragon_@_#.png,0,10,10,0,common,2,tanker,water,200005,204712,204722,204732,204742,new,,,1000,2000,9000,15,5,50,10,0,10,20,몸의 일부가 바위로 이루어진 드래곤. 단단한 피부는 외부의 충격을 막아내는 데 효과적이다.
120473,바위드래곤,불 바위드래곤,rockdragon,1,res/character/dragon/rockdragon_@_#/rockdragon_@_#.spine,1,0,0.8,res/ui/icon/cha/rockdragon_@_#.png,0,10,10,0,common,2,tanker,fire,200005,204713,204723,204733,204743,new,,,1200,2000,7500,15,5,50,10,0,10,20,몸의 일부가 바위로 이루어진 드래곤. 단단한 피부는 외부의 충격을 막아내는 데 효과적이다.
120474,바위드래곤,빛 바위드래곤,rockdragon,1,res/character/dragon/rockdragon_@_#/rockdragon_@_#.spine,1,0,0.8,res/ui/icon/cha/rockdragon_@_#.png,0,10,10,0,common,2,tanker,light,200005,204714,204724,204734,204744,new,,,1000,2000,7500,15,5,50,20,0,20,20,몸의 일부가 바위로 이루어진 드래곤. 단단한 피부는 외부의 충격을 막아내는 데 효과적이다.
120475,바위드래곤,어둠 바위드래곤,rockdragon,1,res/character/dragon/rockdragon_@_#/rockdragon_@_#.spine,1,0,0.8,res/ui/icon/cha/rockdragon_@_#.png,0,10,10,0,common,2,tanker,dark,200005,204715,204725,204735,204745,new,,,1000,2000,7500,30,20,50,10,0,10,20,몸의 일부가 바위로 이루어진 드래곤. 단단한 피부는 외부의 충격을 막아내는 데 효과적이다.
120481,불스드래곤,땅 불스드래곤,bullsdragon,1,res/character/dragon/bullsdragon_@_#/bullsdragon_@_#.spine,1,0,0.8,res/ui/icon/cha/bullsdragon_@_#.png,10,10,10,0,rare,3,tanker,earth,200000,204811,204821,204831,204841,new,,,900,2160,6750,15,5,50,10,0,10,40,신비한 세계에서 찾아온 의문의 드래곤. 강력한 근력을 무기로 적에게 무시무시한 악몽을 선사한다. 성격이 매우 난폭하니 육성 시 주의하도록 하자
120482,불스드래곤,물 불스드래곤,bullsdragon,1,res/character/dragon/bullsdragon_@_#/bullsdragon_@_#.spine,1,0,0.8,res/ui/icon/cha/bullsdragon_@_#.png,10,10,10,0,rare,3,tanker,water,200000,204812,204822,204832,204842,new,,,900,1800,8100,15,5,50,10,0,10,40,신비한 세계에서 찾아온 의문의 드래곤. 강력한 근력을 무기로 적에게 무시무시한 악몽을 선사한다. 성격이 매우 난폭하니 육성 시 주의하도록 하자
120483,불스드래곤,불 불스드래곤,bullsdragon,1,res/character/dragon/bullsdragon_@_#/bullsdragon_@_#.spine,1,0,0.8,res/ui/icon/cha/bullsdragon_@_#.png,10,10,10,0,rare,3,tanker,fire,200000,204813,204823,204833,204843,new,,,1080,1800,6750,15,5,50,10,0,10,40,신비한 세계에서 찾아온 의문의 드래곤. 강력한 근력을 무기로 적에게 무시무시한 악몽을 선사한다. 성격이 매우 난폭하니 육성 시 주의하도록 하자
120484,불스드래곤,빛 불스드래곤,bullsdragon,1,res/character/dragon/bullsdragon_@_#/bullsdragon_@_#.spine,1,0,0.8,res/ui/icon/cha/bullsdragon_@_#.png,10,10,10,0,rare,3,tanker,light,200000,204814,204824,204834,204844,new,,,900,1800,6750,15,5,50,20,0,20,40,신비한 세계에서 찾아온 의문의 드래곤. 강력한 근력을 무기로 적에게 무시무시한 악몽을 선사한다. 성격이 매우 난폭하니 육성 시 주의하도록 하자
120485,불스드래곤,어둠 불스드래곤,bullsdragon,1,res/character/dragon/bullsdragon_@_#/bullsdragon_@_#.spine,1,0,0.8,res/ui/icon/cha/bullsdragon_@_#.png,10,10,10,0,rare,3,tanker,dark,200000,204815,204825,204835,204845,new,,,900,1800,6750,30,20,50,10,0,10,40,신비한 세계에서 찾아온 의문의 드래곤. 강력한 근력을 무기로 적에게 무시무시한 악몽을 선사한다. 성격이 매우 난폭하니 육성 시 주의하도록 하자
120491,오미야콘,땅 오미야콘,oymyakon,1,res/character/dragon/oymyakon_@_#/oymyakon_@_#.spine,1,0,0.8,res/ui/icon/cha/oymyakon_@_#.png,10,10,10,0,rare,3,dealer,earth,200000,204911,204921,204931,204941,new,,,1350,540,4500,20,10,75,5,0,5,40,신비한 세계에서 찾아온 의문의 드래곤. 강력한 근력을 무기로 적에게 무시무시한 악몽을 선사한다. 성격이 매우 난폭하니 육성 시 주의하도록 하자
