product_id,sku,token,t_name,r_group,t_desc,use_desc,price_type,price,price_dollar,xsolla_price_dollar,purchase_point,product_content,mail_content,subscription,icon,banner_res,package_frame_type,package_class,package_res,package_res_2,max_buy_count,max_buy_term,max_buy_display,r_attr,badge
110262,dvm_eventpack02_50k,,전설 드래곤 육성 패키지,전설 드래곤 육성 패키지,blank,,money,55000,54.99,49.99,50000,,"760005;960,700009;15",,,,,,package_clan_war.ui,,3,monthly,permanent,,period
110271,dvm_leveluppack01_33k,,레벨업 패키지,레벨업 패키지,"다이아 60,000개
골드 100,000개
날개 500개
드래곤 먹이 100개
★ 슈퍼 슬라임 4개
전설 스킬 슬라임 6개",1,money,33000,32.99,29.99,30000,,,,res/ui/package/icon_levelup.png,,1,UI_Package_LevelUp,package_levelup_02.ui,,1,permanent,,,
110272,dvm_leveluppack01_33k,,레벨업 패키지,레벨업 패키지,blank,,money,33000,32.99,29.99,30000,,,,res/ui/package/icon_levelup.png,,1,UI_Package_LevelUp,package_levelup_03.ui,,1,permanent,,,
110273,dvm_leveluppack01_33k,,레벨업 패키지,레벨업 패키지,blank,,money,33000,32.99,29.99,30000,,,,res/ui/package/icon_levelup.png,,1,UI_Package_LevelUp,package_levelup_04.ui,,1,permanent,,,
110281,dvm_3starpack_30k,,모험 돌파 패키지,모험돌파 패키지,"다이아 60,000개
전설 스킬 슬라임 8개",1,money,33000,32.99,29.99,30000,,,,res/ui/package/icon_adventure_clear.png,,,UI_Package_AdventureBreakthrough,package_adventure_clear_02.ui,,1,permanent,,,
110282,dvm_3starpack_30k,,모험 돌파 패키지,모험돌파 패키지,blank,,money,33000,32.99,29.99,30000,,,,res/ui/package/icon_adventure_clear.png,,,UI_Package_AdventureBreakthrough,package_adventure_clear_03.ui,,1,permanent,,,
110283,dvm_3starpack_30k,,모험 돌파 패키지,모험돌파 패키지,blank,,money,33000,32.99,29.99,30000,,,,res/ui/package/icon_adventure_clear.png,,,UI_Package_AdventureBreakthrough,package_adventure_clear_04.ui,,1,permanent,,,
110291,dvm_shopitem_1k,,기간한정 단계별 패키지(1),기간제 단계별 패키지,blank,,money,1100,1.09,0.99,1000,,700305;1,,,,1,,package_step_period.ui,,1,monthly,permanent,,period
110292,dvm_shopitem_50k,,기간한정 단계별 패키지(2),기간제 단계별 패키지,blank,,money,55000,54.99,49.99,50000,,"700001;10000,700012;50,700009;15",,,,1,,package_step_period.ui,,1,monthly,permanent,,period
110293,dvm_shopitem_100k,,기간한정 단계별 패키지(3),기간제 단계별 패키지,blank,,money,110000,109.99,99.99,100000,,"700001;20000,700304;1,700009;30",,,,1,,package_step_period.ui,,1,monthly,permanent,,period
110294,dvm_shopitem_3k,,기간한정 단계별 패키지(1),기간제 단계별 패키지,blank,,money,3300,3.29,2.99,3000,,"700305;1,700305;1,700305;1",,,,1,,package_step_period.ui,,1,monthly,permanent,,period
110295,dvm_shopitem_10k,,기간한정 단계별 패키지(2),기간제 단계별 패키지,blank,,money,11000,10.99,9.99,10000,,703005;1,,,,1,,package_step_period.ui,,1,monthly,permanent,,period
110296,dvm_shopitem_30k,,기간한정 단계별 패키지(3),기간제 단계별 패키지,blank,,money,33000,32.99,29.99,30000,,703037;1,,,,1,,package_step_period.ui,,1,monthly,permanent,,period
110297,dvm_shopitem_50k,,기간한정 단계별 패키지(4),기간제 단계별 패키지,blank,,money,55000,54.99,49.99,50000,,700304;1,,,,1,,package_step_period.ui,,1,monthly,permanent,,period
110301,dvm_eventpack03_100k,,기간한정 단계별 패키지(1),기간제 단계별 패키지,blank,,money,110000,109.99,99.99,100000,,"703025;1,700009;30",,,,1,,package_step_period.ui,,1,permanent,permanent,,period
110302,dvm_eventpack03_100k,,기간한정 단계별 패키지(2),기간제 단계별 패키지,blank,,money,110000,109.99,99.99,100000,,"741041;10,700009;30",,,,1,,package_step_period.ui,,1,permanent,permanent,,period
110303,dvm_eventpack03_100k,,기간한정 단계별 패키지(3),기간제 단계별 패키지,blank,,money,110000,109.99,99.99,100000,,"703038;1,700009;30",,,,1,,package_step_period.ui,,1,permanent,permanent,,period
110304,dvm_eventpack03_100k,,기간한정 단계별 패키지(1),기간제 단계별 패키지,blank,,money,110000,109.99,99.99,100000,,"703025;1,700001;10000,700009;30",,,,1,,package_step_period.ui,,1,permanent,permanent,,period
110305,dvm_eventpack03_100k,,기간한정 단계별 패키지(2),기간제 단계별 패키지,blank,,money,110000,109.99,99.99,100000,,"741041;10,700001;10000,700009;30",,,,1,,package_step_period.ui,,1,permanent,permanent,,period
110306,dvm_eventpack03_100k,,기간한정 단계별 패키지(3),기간제 단계별 패키지,blank,,money,110000,109.99,99.99,100000,,"703038;1,700009;30",,,,1,,package_step_period.ui,,1,permanent,permanent,,period
110307,dvm_eventpack03_100k,,기간한정 단계별 패키지(1),기간제 단계별 패키지,blank,,money,110000,109.99,99.99,100000,,"703025;1,700001;10000,700009;30",,,,1,,package_step_period.ui,,1,permanent,permanent,,period
110308,dvm_eventpack03_100k,,기간한정 단계별 패키지(2),기간제 단계별 패키지,blank,,money,110000,109.99,99.99,100000,,"741041;10,700001;10000,700009;30",,,,1,,package_step_period.ui,,1,permanent,permanent,,period
110309,dvm_eventpack03_100k,,기간한정 단계별 패키지(3),기간제 단계별 패키지,blank,,money,110000,109.99,99.99,100000,,"703038;1,700009;30",,,,1,,package_step_period.ui,,1,permanent,permanent,,period
110311,dvm_shopitem_1k,,특별할인(다이아),특별 할인 다이아 상품,blank,,money,1100,1.09,0.99,1000,,700001;3000,,,,,,package_special_offer_01.ui,,1,monthly,permanent,,period
110312,dvm_eventpack1_3k,,특별할인(다이아),특별 할인 다이아 상품,blank,,money,3300,3.29,2.99,3000,,"700001;6000,700002;3000000",,,,,,package_special_offer_02.ui,,1,monthly,permanent,,period
110313,dvm_shopitem_5k,,특별할인(다이아),특별 할인 다이아 상품,blank,,money,5500,5.49,4.99,5000,,"700001;10000,700002;6000000",,,,,,package_special_offer_03.ui,,1,monthly,permanent,,period
110314,dvm_shopitem_10k,,특별할인(다이아),특별 할인 다이아 상품,blank,,money,11000,10.99,9.99,10000,,"700001;20000,700002;15000000",,,,,,package_special_offer_04.ui,,1,monthly,permanent,,period
110321,dvm_shopitem_5k,,유리아의 랜덤 박스,랜덤 박스(5500),blank,,money,5500,5.49,4.99,5000,luckybox;1,,,,,,,package_lucky_box.ui,,10,monthly,permanent,,period
110322,dvm_shopitem_5k,,유리아의 랜덤 박스,랜덤 박스(5500),blank,,money,5500,5.49,4.99,5000,luckybox;1,,,,,,,package_lucky_box.ui,,10,monthly,permanent,,period
110331,dvm_shopitem_3k,,희귀 드래곤 육성 패키지,희귀 드래곤 육성 패키지,blank,,money,3300,3.29,2.99,3000,,779235;12,,,,,,package_fostering_rare.ui,,3,monthly,permanent,,period
110332,dvm_shopitem_3k,,희귀 드래곤 육성 패키지,희귀 드래곤 육성 패키지,blank,,money,3300,3.29,2.99,3000,,760003;960,,,,,,package_fostering_rare.ui,,3,monthly,permanent,,period
110333,dvm_shopitem_5k,,희귀 드래곤 육성 패키지,희귀 드래곤 육성 패키지,blank,,money,5500,5.49,4.99,5000,,741021;10,,,,,,package_fostering_rare.ui,,3,monthly,permanent,,period
110341,dvm_shopitem_5k,,영웅 드래곤 육성 패키지,영웅 드래곤 육성 패키지,blank,,money,5500,5.49,4.99,5000,,779245;12,,,,,,package_fostering_hero.ui,,3,monthly,permanent,,period
110342,dvm_shopitem_5k,,영웅 드래곤 육성 패키지,영웅 드래곤 육성 패키지,blank,,money,5500,5.49,4.99,5000,,760004;960,,,,,,package_fostering_hero.ui,,3,monthly,permanent,,period
110343,dvm_shopitem_10k,,영웅 드래곤 육성 패키지,영웅 드래곤 육성 패키지,blank,,money,11000,10.99,9.99,10000,,741031;10,,,,,,package_fostering_hero.ui,,3,monthly,permanent,,period
110351,dvm_eventpack01_30k,,신화의 알 패키지,신화의 알 패키지,blank,,money,33000,32.99,29.99,30000,,"703001;1,700001;3000,700002;5000000,700009;9",,,,,,package_mythical.ui,,3,monthly,permanent,,period
110352,dvm_eventpack02_50k,,신화의 알 패키지,신화의 알 패키지,blank,,money,55000,54.99,49.99,50000,,"703001;2,700001;5000,700002;10000000,700009;15",,,,,,package_mythical.ui,,3,monthly,permanent,,period
110353,dvm_eventpack03_100k,,신화의 알 패키지,신화의 알 패키지,blank,,money,110000,109.99,99.99,100000,,"703001;4,700001;10000,700002;25000000,700009;30",,,,,,package_mythical.ui,,3,monthly,permanent,,period
110361,dvm_eventpack01_30k,,영웅 드래곤 선택권 패키지,영웅 드래곤 선택권 패키지,blank,,money,33000,32.99,29.99,30000,,700306;1,,,,,,package_dragon_choice_hero.ui,,3,monthly,permanent,,period
110362,dvm_eventpack02_50k,,영웅 드래곤 선택권 패키지,영웅 드래곤 선택권 패키지,blank,,money,55000,54.99,49.99,50000,,"700306;1,779245;12,760004;960,741031;10",,,,,,package_dragon_choice_hero.ui,,3,monthly,permanent,,period
110363,dvm_weekendpack02_20k,,영웅 드래곤 선택권 패키지,영웅 드래곤 선택권 패키지(할인),blank,,money,22000,21.99,19.99,20000,,700306;1,,,,,,package_dragon_choice_hero.ui,,3,monthly,permanent,,period
110364,dvm_eventpack01_30k,,영웅 드래곤 선택권 패키지,영웅 드래곤 선택권 패키지(할인),blank,,money,33000,32.99,29.99,30000,,"700306;1,779245;12,760004;960,741031;10",,,,,,package_dragon_choice_hero.ui,,3,monthly,permanent,,period
110371,dvm_ost_launch_10k,,원스토어 출시 기념 패키지 1,원스토어 출시 기념 패키지,blank,,money,11000,10.99,9.99,10000,,"700001;10000,700002;10000000,700016;100,704900;100",,,,,,package_onestore_launch_01.ui,,1,permanent,permanent,,period
110372,dvm_ost_launch_100k,,원스토어 출시 기념 패키지 2,원스토어 출시 기념 패키지,blank,,money,110000,109.99,99.99,100000,,"700001;20000,700009;30,703025;1",,,,,,package_onestore_launch_02.ui,,1,permanent,permanent,,period
119990,dvm_giftpack01_10k,,가격 비교용 상품,가격 비교용 상품,blank,,money,9900,8.79,9.99,9000,,,,,,,,,,,,,,
120111,dvm_shopitem_10k,,30일 다이아 보급,30일 다이아 보급,"매일 로그인하여
{@mustard}다이아 60,000개{@default}를 받으세요!",,money,11000,10.99,9.99,10000,,,,,,,,package_supply.ui,,,,,,
120121,dvm_shopitem_3k,,14일 자동 줍기,14일 자동 줍기,"모험에서 발견한 {@mustard}아이템을
자동으로 획득{@default}하세요!",,money,3300,3.29,2.99,3000,,,,,,,,package_supply.ui,,,,,,
120131,dvm_shopitem_5k,,14일 일일 퀘스트 보상 2배,14일 일일 퀘스트 보상 2배,"14일간 {@mustard}일일 퀘스트 보상을
2배{@default}로 받으세요!",,money,5500,5.49,4.99,5000,,,,,,,,package_supply.ui,,,,,,
120141,dvm_shopitem_5k,,14일 골드 보급,14일 골드 보급,"매일 로그인하여
{@mustard}골드 14,000,000개{@default}를 받으세요!",,money,5500,5.49,4.99,5000,,,,,,,,package_supply.ui,,,,,,
120151,dvm_shopitem_5k,,14일 날개 보급,14일 날개 보급,"매일 로그인하여
{@mustard}날개 21,000개{@default}를 받으세요!",,money,5500,5.49,4.99,5000,,,,,,,,package_supply.ui,,,,,,
120152,dvm_shopitem_30k,,30일 날개 보급,30일 날개 보급,"매일 로그인하여
{@mustard}날개 300,000개{@default}를 받으세요!",,money,33000,32.99,29.99,30000,,,,,,,,package_supply.ui,,,,,,
120161,dvm_shopitem_3k,,7일 소탕,7일 소탕,모험 스테이지 {@yellow}전투 결과를 빠르게{@default} 확인하세요!,,money,3300,3.29,2.99,3000,,,,,,,,package_supply.ui,,,,,,
120162,dvm_shopitem_10k,,30일 소탕,30일 소탕,모험 스테이지 {@yellow}전투 결과를 빠르게{@default} 확인하세요!,,money,11000,10.99,9.99,10000,,,,,,,,package_supply.ui,,,,,,
120201,dvm_shopitem_3k,,초보자 혜택 선물,초보자 선물,"다이아 900개
14일 자동 줍기",,money,3300,3.29,2.99,3000,,700001;900,,res/ui/icons/newcomer_shop/newcomer_shop_0101.png,,,,,,1,permanent,permanent,,
120202,dvm_shopitem_5k,,초보자 혜택 선물,초보자 선물,"다이아 1,590개
골드 10,000,000개",,money,5500,5.49,4.99,5000,,"700001;1590,700002;10000000",,res/ui/icons/newcomer_shop/newcomer_shop_0102.png,,,,,,1,permanent,permanent,,
120203,dvm_shopitem_10k,,초보자 고급 선물,초보자 선물,"다이아 3,300개
드래곤 경험치 3,000,000개
날개 2,000개",,money,11000,10.99,9.99,10000,,"700001;3300,700017;3000000,700101;2000",,res/ui/icons/newcomer_shop/newcomer_shop_0103.png,,,,,,1,permanent,permanent,,
120204,dvm_shopitem_30k,,초보자 호화 선물,초보자 선물,"다이아 10,200개
10+1 고급소환권 10개
전설의 알 2개",,money,33000,32.99,29.99,30000,,"700001;10200,700305;1,700305;1,700305;1,700305;1,700305;1,700305;1,700305;1,700305;1,700305;1,700305;1,703005;2",,res/ui/icons/newcomer_shop/newcomer_shop_0104.png,,,,,,1,permanent,permanent,,
120205,dvm_shopitem_50k,,초보자 특급 선물,초보자 선물,"다이아 17,700개
전설 드래곤 선택권 1개",,money,55000,54.99,49.99,50000,,"700001;17700,700304;1",,res/ui/icons/newcomer_shop/newcomer_shop_0105.png,,,,,,1,permanent,permanent,,
120206,dvm_shopitem_100k,,초보자 특급 선물,초보자 선물,"다이아 37,800개
절대적인 전설의 알 1개",,money,110000,109.99,99.99,100000,,"700001;37800,703025;1",,res/ui/icons/newcomer_shop/newcomer_shop_0106.png,,,,,,1,permanent,permanent,,
120207,dvm_shopitem_3k,,초보자 혜택 선물,초보자 선물,"다이아 900개
7일 소탕",,money,3300,3.29,2.99,3000,,700001;900,,res/ui/icons/newcomer_shop/newcomer_shop_0101.png,,,,,,1,permanent,permanent,,
120208,dvm_shopitem_5k,,초보자 혜택 선물,초보자 선물,"영웅 드래곤 선택권 1개\\n다이아 4,000개\\n7일 소탕\\n드래곤 경험치 200,000개",,money,5500,5.49,4.99,5000,,"700306;1,700001;4000,700404;7,700017;200000",,res/ui/icons/newcomer_shop/newcomer_shop_0101.png,,,,,,1,permanent,permanent,,
120209,dvm_shopitem_10k,,초보자 고급 선물,초보자 선물,"전설의 알 2개\\n다이아 9,000개\\n7일 경험치 부스터\\n7일 골드 부스터",,money,11000,10.99,9.99,10000,,"700001;9000,703005;2,700402;7,700403;7",,res/ui/icons/newcomer_shop/newcomer_shop_0104.png,,,,,,1,permanent,permanent,,
120210,dvm_shopitem_30k,,초보자 호화 선물,초보자 선물,전설 드래곤 선택권 1개\\n전설 스킬 슬라임 2개\\n5★ 슈퍼 슬라임 15개,,money,33000,32.99,29.99,30000,,"700304;1,779215;2,779154;15",,res/ui/icons/newcomer_shop/newcomer_shop_0105.png,,,,,,1,permanent,permanent,,
120211,dvm_shopitem_50k,,초보자 특급 선물,초보자 선물,절대적인 전설의 알 1개,,money,55000,54.99,49.99,50000,,703025;1,,res/ui/icons/newcomer_shop/newcomer_shop_0106.png,,,,,,1,permanent,permanent,,
120301,dvm_shopitem_30k,,봄 맞이 패키지,추천 패키지,blank,,money,33000,32.99,29.99,30000,,"700001;40000,700711;100,700017;4800000,700009;9",,,,,,package_summer_event.ui,,3,weekly,permanent,,period
120302,dvm_shopitem_30k,,봄 맞이 패키지,추천 패키지,blank,,money,33000,32.99,29.99,30000,,"700002;20000000,779154;5,779255;8,700009;9",,,,,,package_summer_event.ui,,3,weekly,permanent,,period
120303,dvm_shopitem_30k,,달맞이 패키지,추천 패키지,blank,,money,33000,32.99,29.99,30000,,"741041;2,760005;320,704900;400,700009;9",,,,,,package_summer_event.ui,,3,weekly,permanent,,period
120306,dvm_shopitem_50k,,봄 맞이 패키지,추천 패키지,blank,,money,55000,54.99,49.99,50000,,"741041;3,760005;640,704900;600,700009;15",,,,,,package_summer_event.ui,,3,weekly,permanent,,period
120401,dvm_shopitem_10k,,커스텀 패키지,커스텀 패키지,blank,,money,11000,10.99,9.99,10000,,,,,,,,package_custom.ui,,1,monthly,permanent,,period
120402,dvm_shopitem_30k,,커스텀 패키지,커스텀 패키지,blank,,money,33000,32.99,29.99,30000,,,,,,,,package_custom.ui,,1,monthly,permanent,,period
120403,dvm_shopitem_50k,,커스텀 패키지,커스텀 패키지,blank,,money,55000,54.99,49.99,50000,,,,,,,,package_custom.ui,,1,monthly,permanent,,period
120411,dvm_shopitem_5k,,3주년 기념 랜덤 박스,랜덤 박스(5500),blank,,money,5500,5.49,4.99,5000,luckybox;1,,,,,,,package_lucky_box.ui,,10,permanent,permanent,,period
120421,dvm_shopitem_50k,,땅 속성 전설 특성 재료 패키지,속성 전설 특성 재료 패키지,blank,,money,55000,54.99,49.99,50000,,"741141;10,700009;15",,,,,,package_mastery_material_earth.ui,,3,monthly,permanent,,period
120431,dvm_shopitem_50k,,물 속성 전설 특성 재료 패키지,속성 전설 특성 재료 패키지,blank,,money,55000,54.99,49.99,50000,,"741142;10,700009;15",,,,,,package_mastery_material_water.ui,,3,monthly,permanent,,period
120441,dvm_shopitem_50k,,불 속성 전설 특성 재료 패키지,속성 전설 특성 재료 패키지,blank,,money,55000,54.99,49.99,50000,,"741143;10,700009;15",,,,,,package_mastery_material_fire.ui,,3,monthly,permanent,,period
120451,dvm_shopitem_50k,,빛 속성 전설 특성 재료 패키지,속성 전설 특성 재료 패키지,blank,,money,55000,54.99,49.99,50000,,"741144;7,700009;15",,,,,,package_mastery_material_light.ui,,3,monthly,permanent,,period
120461,dvm_shopitem_50k,,어둠 속성 전설 특성 재료 패키지,속성 전설 특성 재료 패키지,blank,,money,55000,54.99,49.99,50000,,"741145;7,700009;15",,,,,,package_mastery_material_dark.ui,,3,monthly,permanent,,period
120511,dvm_shopitem_10k,,특별제안 패키지,특별제안 패키지(1),name,,money,11000,10.99,9.99,10000,,703005;1,,,,,,package_monthly_begin_01.ui,,1,monthly,permanent,,period
120512,dvm_shopitem_30k,,특별제안 패키지,특별제안 패키지(1),name,,money,33000,32.99,29.99,30000,,703037;1,,,,,,package_monthly_begin_01.ui,,1,monthly,permanent,,period
120521,dvm_shopitem_30k,,특별제안 패키지,특별제안 패키지(2),name,,money,33000,32.99,29.99,30000,,703037;1,,,,,,package_monthly_begin_02.ui,,1,monthly,permanent,,period
120522,dvm_shopitem_50k,,특별제안 패키지,특별제안 패키지(2),name,,money,55000,54.99,49.99,50000,,700304;1,,,,,,package_monthly_begin_02.ui,,1,monthly,permanent,,period
120531,dvm_shopitem_50k,,특별제안 패키지,특별제안 패키지(3),name,,money,55000,54.99,49.99,50000,,700304;1,,,,,,package_monthly_begin_03.ui,,1,monthly,permanent,,period
120532,dvm_shopitem_100k,,특별제안 패키지,특별제안 패키지(3),name,,money,110000,109.99,99.99,100000,,703025;1,,,,,,package_monthly_begin_03.ui,,1,monthly,permanent,,period
120541,dvm_shopitem_100k,,특별제안 패키지,특별제안 패키지(4),name,,money,110000,109.99,99.99,100000,,703025;1,,,,,,package_monthly_begin_04.ui,,1,monthly,permanent,,period
120542,dvm_shopitem_100k,,특별제안 패키지,특별제안 패키지(4),name,,money,110000,109.99,99.99,100000,,703038;1,,,,,,package_monthly_begin_04.ui,,1,monthly,permanent,,period
120601,dvm_giftpack01_10k,,만원의 행복,랜덤 박스(9900),blank,,money,9900,8.79,9.99,9000,luckybox_9.9k;1,,,,,,,package_lucky_box_9.9k.ui,,5,monthly,permanent,,period
120602,dvm_giftpack01_10k,,만원의 행복,랜덤 박스(9900),blank,,money,9900,8.79,9.99,9000,luckybox_9.9k;1,,,,,,,package_lucky_box_9.9k.ui,,10,monthly,permanent,,period
120701,dvm_shopitem_1k,,특별할인(골드),특별 할인 골드 상품,blank,,money,1100,1.09,0.99,1000,,700002;3000000,,,,,,package_special_offer_gold_01.ui,,1,monthly,permanent,,period
120702,dvm_shopitem_3k,,특별할인(골드),특별 할인 골드 상품,blank,,money,3300,3.29,2.99,3000,,700002;9000000,,,,,,package_special_offer_gold_02.ui,,1,monthly,permanent,,period
120703,dvm_shopitem_5k,,특별할인(골드),특별 할인 골드 상품,blank,,money,5500,5.49,4.99,5000,,700002;16000000,,,,,,package_special_offer_gold_03.ui,,1,monthly,permanent,,period
120704,dvm_shopitem_10k,,특별할인(골드),특별 할인 골드 상품,blank,,money,11000,10.99,9.99,10000,,700002;35000000,,,,,,package_special_offer_gold_04.ui,,1,monthly,permanent,,period
120801,dvm_shopitem_5k,,복주머니 패키지,복주머니 패키지,blank,,money,5500,5.49,4.99,5000,,700801;5,,,,,,package_lucky_bag.ui,,,,,,period
120802,dvm_shopitem_10k,,복주머니 패키지,복주머니 패키지,blank,,money,11000,10.99,9.99,10000,,700801;10,,,,,,package_lucky_bag.ui,,,,,,period
120803,dvm_shopitem_50k,,복주머니 패키지,복주머니 패키지,blank,,money,55000,54.99,49.99,50000,,700801;50,,,,,,package_lucky_bag.ui,,,,,,period
120804,dvm_shopitem_100k,,복주머니 패키지,복주머니 패키지,blank,,money,110000,109.99,99.99,100000,,700801;100,,,,,,package_lucky_bag.ui,,,,,,period
120901,dvm_eventpack01_30k,,단계별 패키지(1),단계별 패키지,blank,,money,33000,32.99,29.99,30000,,"703001;1,700001;6000,700009;9",,,,1,,package_step_03.ui,,1,permanent,,,hot
120902,dvm_eventpack02_50k,,단계별 패키지(2),단계별 패키지,blank,,money,55000,54.99,49.99,50000,,"703037;1,700001;10000,700009;15",,,,1,,package_step_03.ui,,1,permanent,,,hot
120903,dvm_eventpack03_100k,,단계별 패키지(3),단계별 패키지,blank,,money,110000,109.99,99.99,100000,,"703025;1,700001;20000,700009;30",,,,1,,package_step_03.ui,,1,permanent,,,hot
120904,dvm_eventpack03_100k,,단계별 패키지(4),단계별 패키지,blank,,money,110000,109.99,99.99,100000,,"700304;1,700001;25000,700009;30",,,,1,,package_step_03.ui,,1,permanent,,,hot
120905,dvm_eventpack03_100k,,단계별 패키지(5),단계별 패키지,blank,,money,110000,109.99,99.99,100000,,"703038;1,700001;30000,700009;30",,,,1,,package_step_03.ui,,1,permanent,,,hot
121001,dvm_eventpack02_50k,,기간한정 단계별 패키지(1),기간제 단계별 패키지(할로윈),blank,,money,55000,54.99,49.99,50000,,"703037;1,779255;8,700009;15",,,,1,,package_step_period.ui,,1,permanent,permanent,,period
121002,dvm_eventpack03_100k,,기간한정 단계별 패키지(2),기간제 단계별 패키지(할로윈),blank,,money,110000,109.99,99.99,100000,,"741041;8,760005;480,700009;30",,,,1,,package_step_period.ui,,1,permanent,permanent,,period
121003,dvm_eventpack03_100k,,기간한정 단계별 패키지(3),기간제 단계별 패키지(할로윈),blank,,money,110000,109.99,99.99,100000,,"700304;1,760005;480,700009;30",,,,1,,package_step_period.ui,,1,permanent,permanent,,period
121011,dvm_shopitem_3k,,기간한정 단계별 패키지(1),기간제 단계별 패키지(할로윈),blank,,money,3300,3.29,2.99,3000,,"700320;1,700320;1,700320;1",,,,1,,package_step_period.ui,,1,permanent,permanent,,period
121012,dvm_shopitem_10k,,기간한정 단계별 패키지(2),기간제 단계별 패키지(할로윈),blank,,money,11000,10.99,9.99,10000,,760005;300,,,,1,,package_step_period.ui,,1,permanent,permanent,,period
121013,dvm_shopitem_50k,,기간한정 단계별 패키지(3),기간제 단계별 패키지(할로윈),blank,,money,55000,54.99,49.99,50000,,700001;120000,,,,1,,package_step_period.ui,,1,permanent,permanent,,period
121014,dvm_shopitem_50k,,기간한정 단계별 패키지(4),기간제 단계별 패키지(할로윈),blank,,money,55000,54.99,49.99,50000,,700304;1,,,,1,,package_step_period.ui,,1,permanent,permanent,,period
121101,dvm_shopitem_5k,,룬 연마석 꾸러미,룬 연마석 꾸러미,blank,,money,5500,5.49,4.99,5000,,704900;100,,,,1,,package_rune_grind_pack.ui,,1,weekly,permanent,,period
121102,dvm_shopitem_10k,,룬 연마석 꾸러미,룬 연마석 꾸러미,blank,,money,11000,10.99,9.99,10000,,704900;200,,,,1,,package_rune_grind_pack.ui,,1,weekly,permanent,,period
121103,dvm_shopitem_30k,,룬 연마석 꾸러미,룬 연마석 꾸러미,blank,,money,33000,32.99,29.99,30000,,704900;600,,,,1,,package_rune_grind_pack.ui,,1,weekly,permanent,,period
121104,dvm_shopitem_100k,,룬 연마석 꾸러미,룬 연마석 꾸러미,blank,,money,110000,109.99,99.99,100000,,704900;2200,,,,1,,package_rune_grind_pack.ui,,1,weekly,permanent,,period
121105,dvm_shopitem_10k,,룬 연마석 꾸러미,룬 연마석 꾸러미,blank,,money,11000,10.99,9.99,10000,,704900;300,,,,1,,package_rune_grind_pack_02.ui,,3,weekly,permanent,,period
121106,dvm_shopitem_30k,,룬 연마석 꾸러미,룬 연마석 꾸러미,blank,,money,33000,32.99,29.99,30000,,704900;900,,,,1,,package_rune_grind_pack_02.ui,,3,weekly,permanent,,period
121107,dvm_shopitem_50k,,룬 연마석 꾸러미,룬 연마석 꾸러미,blank,,money,55000,54.99,49.99,50000,,704900;1500,,,,1,,package_rune_grind_pack_02.ui,,3,weekly,permanent,,period
121108,dvm_shopitem_100k,,룬 연마석 꾸러미,룬 연마석 꾸러미,blank,,money,110000,109.99,99.99,100000,,704900;3300,,,,1,,package_rune_grind_pack_02.ui,,3,weekly,permanent,,period
121211,dvm_shopitem_50k,,땅의 탑 정복 선물,시험의 탑 정복 선물(땅),blank,,money,55000,54.99,49.99,50000,,,,,,1,,package_attr_tower_earth.ui,,1,permanent,permanent,,
121212,dvm_shopitem_30k,,땅의 탑 정복 선물,시험의 탑 정복 선물(땅),blank,,money,33000,32.99,29.99,30000,,,,,,1,,package_attr_tower_earth.ui,,1,permanent,permanent,,
121213,dvm_shopitem_50k,,땅의 탑 정복 선물,시험의 탑 정복 선물(땅),blank,,money,55000,54.99,49.99,50000,,,,,,1,,package_attr_tower_earth.ui,,1,permanent,permanent,,
121214,dvm_shopitem_50k,,땅의 탑 정복 선물,시험의 탑 정복 선물(땅),blank,,money,55000,54.99,49.99,50000,,,,,,1,,package_attr_tower_earth.ui,,1,permanent,permanent,,
121215,dvm_shopitem_100k,,땅의 탑 정복 선물,시험의 탑 정복 선물(땅),blank,,money,110000,109.99,99.99,100000,,,,,,1,,package_attr_tower_earth.ui,,1,permanent,permanent,,
121221,dvm_shopitem_50k,,물의 탑 정복 선물,시험의 탑 정복 선물(물),blank,,money,55000,54.99,49.99,50000,,,,,,1,,package_attr_tower_water.ui,,1,permanent,permanent,,
121222,dvm_shopitem_30k,,물의 탑 정복 선물,시험의 탑 정복 선물(물),blank,,money,33000,32.99,29.99,30000,,,,,,1,,package_attr_tower_water.ui,,1,permanent,permanent,,
121223,dvm_shopitem_50k,,물의 탑 정복 선물,시험의 탑 정복 선물(물),blank,,money,55000,54.99,49.99,50000,,,,,,1,,package_attr_tower_water.ui,,1,permanent,permanent,,
121224,dvm_shopitem_50k,,물의 탑 정복 선물,시험의 탑 정복 선물(물),blank,,money,55000,54.99,49.99,50000,,,,,,1,,package_attr_tower_water.ui,,1,permanent,permanent,,
121225,dvm_shopitem_100k,,물의 탑 정복 선물,시험의 탑 정복 선물(물),blank,,money,110000,109.99,99.99,100000,,,,,,1,,package_attr_tower_water.ui,,1,permanent,permanent,,
121231,dvm_shopitem_50k,,불의 탑 정복 선물,시험의 탑 정복 선물(불),blank,,money,55000,54.99,49.99,50000,,,,,,1,,package_attr_tower_fire.ui,,1,permanent,permanent,,
121232,dvm_shopitem_30k,,불의 탑 정복 선물,시험의 탑 정복 선물(불),blank,,money,33000,32.99,29.99,30000,,,,,,1,,package_attr_tower_fire.ui,,1,permanent,permanent,,
121233,dvm_shopitem_50k,,불의 탑 정복 선물,시험의 탑 정복 선물(불),blank,,money,55000,54.99,49.99,50000,,,,,,1,,package_attr_tower_fire.ui,,1,permanent,permanent,,
